time,CESM1-CAM5,CCSM4
2096.0,73177098409600.0,96999941242000.0
2097.0,71872801186700.0,96033296228000.0
2098.0,70521829482700.0,95020707130000.0
2099.0,69300715774900.0,94204764190000.0
2100.0,67951593087700.0,93366433948000.0
2101.0,66675188470600.0,92337587872000.0
2102.0,65368410229700.0,91421606330700.0
2103.0,64333297788700.0,90534266185000.0
2104.0,63159531272700.0,89671315626900.0
2105.0,62096927595200.0,88810753300000.0
2106.0,60981493588000.0,87881330520500.0
2107.0,59840991732300.0,87160726536000.0
2108.0,58841427340900.0,86356564431400.0
2109.0,57833508814200.0,85537416472200.0
2110.0,56656806348700.0,84643440886400.0
2111.0,55751533444300.0,83864840353600.0
2112.0,54725663549200.0,83028326424100.0
2113.0,53758504745500.0,82339037734800.0
2114.0,52873901426300.0,81667834303000.0
2115.0,51973132174500.0,80739129710400.0
2116.0,51070218153500.0,79745078326300.0
2117.0,50133601356100.0,78994627591500.0
2118.0,49265515802100.0,78229623256300.0
2119.0,48433182877900.0,77235144997700.0
2120.0,47586417104800.0,76322145829700.0
2121.0,46617901627800.0,75496461330600.0
2122.0,45705654806400.0,74813873147600.0
2123.0,44883846074100.0,73930602709100.0
2124.0,44091014805200.0,73128966514300.0
2125.0,43183295440700.0,72365994538000.0
2126.0,42339953924600.0,71376314426300.0
2127.0,41643724903800.0,70650876243500.0
2128.0,40776519213900.0,69836813399800.0
2129.0,40052269150500.0,69028619987200.0
2130.0,39173176618900.0,68116816800500.0
2131.0,38397171289100.0,67346284781100.0
2132.0,37738430774300.0,66703152261700.0
2133.0,37041397429700.0,65978010367700.0
2134.0,36333694860000.0,65157198026000.0
2135.0,35632153508000.0,64340978247000.0
2136.0,34941975190600.0,63548847159400.0
2137.0,34226013196200.0,62894460318800.0
2138.0,33603134995700.0,62314562095300.0
2139.0,32846254692500.0,61595774798000.0
2140.0,32085298981900.0,60954571613400.0
2141.0,31437244534300.0,60214761885300.0
2142.0,30849776941500.0,59436278872200.0
2143.0,30252942706660.0,58680526976000.0
2144.0,29683379910760.0,58034044621300.0
2145.0,29092910584350.0,57359773199000.0
2146.0,28543203752540.0,56763799946300.0
2147.0,27957329855430.0,56086386656700.0
2148.0,27402948555120.0,55527270140100.0
2149.0,26946014387300.0,54900980298400.0
2150.0,26434051303780.0,54284137182500.0
2151.0,25874355706490.0,53660169275900.0
2152.0,25319544813100.0,53113666398800.0
2153.0,24797657947740.0,52636989090400.0
2154.0,24284250308220.0,52075629705500.0
2155.0,23687270819030.0,51385734119500.0
2156.0,23182069830740.0,50723866931200.0
2157.0,22696751261150.0,50233482312000.0
2158.0,22200743560136.0,49778881769200.0
2159.0,21664562957364.0,49276406621400.0
2160.0,21200445238360.0,48826866659300.0
2161.0,20736947691704.0,48279876518500.0
2162.0,20281235011824.0,47782984841400.0
2163.0,19870740828340.0,47202081635200.0
2164.0,19454850926856.0,46736484366900.0
2165.0,19087776184680.0,46148696761500.0
2166.0,18732936182420.0,45626182095200.0
2167.0,18336488485300.0,45115943203000.0
2168.0,17941638014170.0,44533145317080.0
2169.0,17542721139520.0,44029083762820.0
2170.0,17212342994964.0,43583045108180.0
2171.0,16892424535320.0,43150761802150.0
2172.0,16580890949390.0,42678295387140.0
2173.0,16247613422440.0,42166468291670.0
2174.0,15931051030900.0,41675020813350.0
2175.0,15642402584020.0,41101245419780.0
2176.0,15318367991210.0,40556150834900.0
2177.0,15001607692890.0,40105748197830.0
2178.0,14656065861130.0,39712404417220.0
2179.0,14383926038510.0,39262174328160.0
2180.0,14148105890210.0,38775448183780.0
2181.0,13933168008850.0,38385838966480.0
2182.0,13682320201440.0,37977465658100.0
2183.0,13372411500290.0,37666034509500.0
2184.0,13143708884660.0,37292356129260.0
2185.0,12946533439720.0,36811816056840.0
2186.0,12719041627924.0,36407356696750.0
2187.0,12502793422940.0,36097894578140.0
2188.0,12305325627100.0,35778038791560.0
2189.0,12058598887890.0,35458860175520.0
2190.0,11840552965870.0,35063922158950.0
2191.0,11670535433820.0,34694665327550.0
2192.0,11492621668140.0,34418057214330.0
2193.0,11321448571830.0,34181459377450.0
2194.0,11129416472144.0,33902576246240.0
2195.0,10966302003884.0,33636824736740.0
2196.0,10748841359080.0,33256978554864.0
2197.0,10533386066420.0,32953692312330.0
2198.0,10388583163200.0,32671409081150.0
2199.0,10204831785260.0,32412080392044.0
2200.0,10039438870560.0,32117786708110.0
2201.0,9859179676864.0,31869180855090.0
2202.0,9688084495644.0,31559721528700.0
2203.0,9513092555088.0,31312819681584.0
2204.0,9346564257160.0,31087884653700.0
2205.0,9187295202556.0,30842223237176.0
2206.0,9027248494204.0,30622362379730.0
2207.0,8829281181284.0,30351091381070.0
2208.0,8661943454056.0,30039131707570.0
2209.0,8518486824908.0,29820468544020.0
2210.0,8375103858304.0,29629537106976.0
2211.0,8218125794910.0,29324307394490.0
2212.0,8081331582084.0,29018153098870.0
2213.0,7905664601956.0,28776607253550.0
2214.0,7757222436492.0,28598789026460.0
2215.0,7656078610430.0,28355490698444.0
2216.0,7546279032114.0,28168699269340.0
2217.0,7425715727710.0,27867982052264.0
2218.0,7277298866484.0,27598419182160.0
2219.0,7143486062076.0,27344896683250.0
2220.0,7011225099172.0,27112476076700.0
2221.0,6901332751898.0,26854537503120.0
2222.0,6807521374750.0,26642423614270.0
2223.0,6713859366644.0,26455610392570.0
2224.0,6601361303020.0,26278431079980.0
2225.0,6512268782444.0,26131370394620.0
2226.0,6395939723096.0,25896893152180.0
2227.0,6282113721376.0,25687703986110.0
2228.0,6183793205060.0,25464808856236.0
2229.0,6066182868716.0,25171082853160.0
2230.0,5965986912024.0,25013042434880.0
2231.0,5879951044164.0,24768051503620.0
2232.0,5777371013340.0,24569512427480.0
2233.0,5697825200770.0,24369169589590.0
2234.0,5618832581854.0,24187892951360.0
2235.0,5528423308976.0,24068100482116.0
2236.0,5468140995968.0,23821481317010.0
2237.0,5397654396870.0,23595023614030.0
2238.0,5317371940822.0,23409589897480.0
2239.0,5250409517780.0,23171946295132.0
2240.0,5167062548448.0,23023090411572.0
2241.0,5101351434664.0,22835655391220.0
2242.0,5016197497880.0,22623376668596.0
2243.0,4946858279320.0,22427963740260.0
2244.0,4875279346950.0,22260111238770.0
2245.0,4821644591790.0,22104789736820.0
2246.0,4776490456604.0,21920996450400.0
2247.0,4704845859024.0,21781497920410.0
2248.0,4635305456716.0,21622415186220.0
2249.0,4561951572188.0,21463213275490.0
2250.0,4500513826244.0,21328173428120.0
2251.0,4444815027354.0,21210793079300.0
2252.0,4392281982188.0,21084639959770.0
2253.0,4362257823574.0,20948039863076.0
2254.0,4298896778088.0,20782694540744.0
2255.0,4255931494820.0,20676173032272.0
2256.0,4187920015330.0,20569009056710.0
2257.0,4118603642970.0,20405057129970.0
2258.0,4086368018408.0,20269879199764.0
2259.0,4050864868462.0,20153692011996.0
2260.0,3996838825596.0,20029089841500.0
2261.0,3959011505704.0,19892975549140.0
2262.0,3919178201844.0,19740806729468.0
2263.0,3872603298130.0,19628035659324.0
2264.0,3824422439354.0,19551283165756.0
2265.0,3788525880150.0,19408606189492.0
2266.0,3734489420520.0,19312146661490.0
2267.0,3698453991194.0,19196803221920.0
2268.0,3664951281492.0,19083230041016.0
2269.0,3608992720224.0,19001869976456.0
2270.0,3555349829324.0,18898454873770.0
2271.0,3520523088804.0,18794892918330.0
2272.0,3488444933274.0,18667470923490.0
2273.0,3456669999302.0,18546435311284.0
2274.0,3442947326694.0,18450239842352.0
2275.0,3420552461458.0,18319237512664.0
2276.0,3396905828620.0,18195179137904.0
2277.0,3362029757566.0,18047131907720.0
2278.0,3334356309856.0,17985745321696.0
2279.0,3309613119692.0,17862622007570.0
2280.0,3278491781290.0,17780179737110.0
2281.0,3238154866248.0,17660540338590.0
2282.0,3205523782922.0,17581061406348.0
2283.0,3180932295896.0,17512288685596.0
2284.0,3155074465784.0,17466496038230.0
2285.0,3131144604096.0,17368273670524.0
2286.0,3117479245394.0,17296721288696.0
2287.0,3097111249248.0,17232097750210.0
2288.0,3079488764986.0,17150172426170.0
2289.0,3063556491720.0,17025630545724.0
2290.0,3058637320168.0,16938070248310.0
2291.0,3037134445152.0,16843520658210.0
2292.0,3009254420156.0,16764212393176.0
2293.0,2986192156240.0,16646435819964.0
2294.0,2973944952584.0,16589578801312.0
2295.0,2960409609004.0,16511429213896.0
2296.0,2947789893436.0,16453601256520.0
2297.0,2929085860216.0,16327553950820.0
2298.0,2908997832294.0,16246153727930.0
2299.0,2896263614692.0,16178304686550.0
2300.0,2880674326678.0,16095940665472.0
