time,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,ACCESS-CM2,CESM2-WACCM
2032.0,69902620000.0,67406574000.0,52013523000.0,62812287000.0,52278480000.0,78983820000.0
2033.0,69477070000.0,66244920000.0,50200093000.0,61346610000.0,50311820000.0,76695570000.0
2034.0,66115944000.0,63493095000.0,47969630000.0,57796465000.0,48199170000.0,74225885000.0
2035.0,62293210000.0,59056857000.0,46579913000.0,57030136000.0,45542306000.0,70348540000.0
2036.0,61105510000.0,54949147000.0,44041667000.0,56065550000.0,41779098000.0,67664990000.0
2037.0,57870094000.0,53750850000.0,42101015000.0,52058464000.0,40456126000.0,66591860000.0
2038.0,54708660000.0,52201574000.0,40244396000.0,49410974000.0,38620635000.0,65517416000.0
2039.0,52348228000.0,50372720000.0,37981282000.0,47178450000.0,36364060000.0,62765814000.0
2040.0,47891534000.0,48254890000.0,35884573000.0,44110795000.0,35121648000.0,60462612000.0
2041.0,43145437000.0,46670770000.0,34617336000.0,43736994000.0,33079343000.0,58684023000.0
2042.0,41537106000.0,46525710000.0,33779720000.0,41524974000.0,31237003000.0,56922170000.0
2043.0,39432550000.0,44860980000.0,33572235000.0,40108450000.0,29394172000.0,54443794000.0
2044.0,38419480000.0,43536527000.0,32539820000.0,39379812000.0,27827675000.0,54745530000.0
2045.0,33960770000.0,42140540000.0,30828802000.0,37174770000.0,26991043000.0,50812285000.0
2046.0,32449500000.0,40672182000.0,29548010000.0,35757457000.0,26565046000.0,50793560000.0
2047.0,32394232000.0,38523974000.0,28660214000.0,34136746000.0,25845053000.0,48975147000.0
2048.0,32912275000.0,37442080000.0,28152668000.0,32331040000.0,25261445000.0,48786940000.0
2049.0,32411986000.0,35388180000.0,26751840000.0,30441271000.0,24530285000.0,46862352000.0
2050.0,30887870000.0,33283475000.0,26307097000.0,28963465000.0,23863364000.0,46070116000.0
2051.0,30332744000.0,30305520000.0,24806095000.0,27570934000.0,23760386000.0,43736120000.0
2052.0,29214038000.0,29448387000.0,24127672000.0,25914882000.0,23548530000.0,43004944000.0
2053.0,27977744000.0,28960434000.0,23570162000.0,25490514000.0,23287577000.0,41714635000.0
2054.0,25459250000.0,26903278000.0,22294270000.0,23764007000.0,23451365000.0,41811580000.0
2055.0,25082382000.0,25678348000.0,21495160000.0,22877362000.0,23536382000.0,41318470000.0
2056.0,24726040000.0,24203174000.0,19975543000.0,22582983000.0,22365137000.0,37441020000.0
2057.0,23385328000.0,23723220000.0,19107418000.0,21709154000.0,21138706000.0,36378550000.0
2058.0,22106114000.0,22961064000.0,18655742000.0,21305510000.0,19635816000.0,33619583000.0
2059.0,21686751000.0,22457850000.0,18758877000.0,20782110000.0,19188537000.0,33003983000.0
2060.0,20261628000.0,22439475000.0,18175699000.0,19904400000.0,18740570000.0,31745581000.0
2061.0,19507612000.0,21461277000.0,17790212000.0,18770530000.0,19065104000.0,30756940000.0
2062.0,19635778000.0,20671322000.0,17309893000.0,18740943000.0,17846987000.0,29761790000.0
2063.0,19428094000.0,20691080000.0,17290609000.0,18915391000.0,17086448000.0,30284077000.0
2064.0,19077374000.0,20033770000.0,17179930000.0,18767366000.0,16695492000.0,29119764000.0
2065.0,18870378000.0,19319500000.0,16200388000.0,18244078000.0,16547249000.0,28475710000.0
2066.0,18900950000.0,19683582000.0,15628310000.0,17916060000.0,16215000000.0,27575149000.0
2067.0,19039689000.0,19451947000.0,14840506000.0,17802690000.0,15779474000.0,27764695000.0
2068.0,18344931000.0,19053210000.0,14314496000.0,17853560000.0,15345451000.0,27050457000.0
2069.0,17445261000.0,18765027000.0,13850674000.0,17728612000.0,15020052000.0,26636038000.0
2070.0,16848430000.0,18331126000.0,13652597000.0,17845608000.0,14801172000.0,25149456000.0
2071.0,16550167000.0,18091047000.0,13299294000.0,17524871000.0,14457089000.0,23872438000.0
2072.0,16275499000.0,18032802000.0,13507679000.0,17360574000.0,14329477000.0,22812705000.0
2073.0,15327561000.0,17211335000.0,13969605000.0,17077954000.0,14027994000.0,21573660000.0
2074.0,15799607000.0,16345700000.0,14065263000.0,17488472000.0,13450229000.0,21758001000.0
2075.0,15551756000.0,15334948000.0,14425443000.0,17797820000.0,13162672000.0,21327237000.0
2076.0,15684559000.0,15574704000.0,13988852000.0,17569198000.0,13123002000.0,20671035000.0
2077.0,15720783000.0,15083758000.0,14261438000.0,17652953000.0,13624835000.0,21324204000.0
2078.0,16203225000.0,14752151000.0,14367817000.0,17801839000.0,13236393000.0,21563881000.0
2079.0,15132497000.0,14539351000.0,13873264000.0,17996753000.0,13064135000.0,21353929000.0
2080.0,14341353000.0,14419433000.0,13900343000.0,17492101000.0,12637140000.0,21573521000.0
2081.0,13694680000.0,14128388000.0,13992961000.0,16932253000.0,12124698000.0,21353654000.0
2082.0,13489419000.0,14217321000.0,14172765000.0,16538519000.0,12081861000.0,20186053000.0
2083.0,13042380000.0,14484141000.0,14160204000.0,16740965000.0,11936158000.0,20545096000.0
2084.0,12725852000.0,14357287000.0,14436396000.0,16630776000.0,11844185000.0,20354757000.0
2085.0,12468540000.0,13811982000.0,14240939000.0,16649459000.0,11802070000.0,20252019000.0
2086.0,13208514000.0,13511241000.0,14162514000.0,16844504000.0,11981869000.0,20831160000.0
2087.0,12459850000.0,13175715000.0,14498794000.0,16646150000.0,12274519000.0,20779606000.0
2088.0,12787367000.0,12740510000.0,14792893000.0,17334594000.0,12501428000.0,21255719000.0
2089.0,12672333000.0,12664708000.0,14846548000.0,16776553000.0,12794265000.0,20961708000.0
2090.0,11887866000.0,12439604000.0,15184248000.0,16516828000.0,12603318000.0,21685043000.0
2091.0,11612064000.0,12584136000.0,15473262000.0,16499469000.0,12260274000.0,21562997000.0
2092.0,12220804000.0,12602735000.0,15445678000.0,16370131000.0,12082107000.0,21861063000.0
2093.0,11576007000.0,12786961000.0,15915955000.0,16107488000.0,12041700000.0,21608925000.0
2094.0,11676326000.0,12911379000.0,16174239000.0,15829540000.0,11364502000.0,22262647000.0
2095.0,11492844000.0,13167102000.0,16222419000.0,15336956000.0,11397633000.0,22767084000.0
2096.0,11108195000.0,13383629000.0,16892500000.0,15798912000.0,11415933000.0,23350290000.0
2097.0,11207202000.0,13158785000.0,16785500000.0,16372060000.0,11224972000.0,22722420000.0
2098.0,10875252000.0,12773273000.0,16433443000.0,16240143000.0,10996577000.0,22008190000.0
2099.0,10434573000.0,12968729000.0,16243917000.0,16358377000.0,10796172000.0,21341172000.0
2100.0,10428359000.0,13153106000.0,15931642000.0,17120343000.0,10538109000.0,21217325000.0
2101.0,10256152000.0,13720961000.0,16259105000.0,17315455000.0,10429725000.0,19955681000.0
2102.0,10168924000.0,14141741000.0,16820351000.0,17415480000.0,10573317000.0,19493624000.0
2103.0,10325609000.0,14236815000.0,16595729000.0,16566482000.0,10365050000.0,19276335000.0
2104.0,10634686000.0,14387016000.0,16626828000.0,16616178000.0,10349140000.0,18726711000.0
2105.0,10736814000.0,14098340000.0,16813707000.0,16265517000.0,10308530000.0,18076220000.0
2106.0,11219103000.0,14390012000.0,16870707000.0,16665866000.0,10330365000.0,17910675000.0
2107.0,10743517000.0,14059475000.0,17225097000.0,16430549000.0,9943585000.0,18261778000.0
2108.0,10459598000.0,14624279000.0,18133970000.0,16856150000.0,9769612000.0,19129614000.0
2109.0,10520024000.0,14412079000.0,17999264000.0,16759542000.0,9397792000.0,18988591000.0
2110.0,10739624000.0,14464810000.0,18997950000.0,16574214000.0,9313944000.0,19823360000.0
2111.0,10866729000.0,13787616000.0,18563750000.0,16302950000.0,8944765000.0,19191783000.0
2112.0,11151848000.0,13722529000.0,17980940000.0,16447618000.0,9261384000.0,19418984000.0
2113.0,11694873000.0,13641523000.0,18799614000.0,16363560000.0,8929595000.0,20168913000.0
2114.0,11783413000.0,13733211000.0,18157394000.0,17248639000.0,8864057000.0,20078705000.0
2115.0,11709242000.0,13865298000.0,18012183000.0,17761536000.0,8886644000.0,19938132000.0
2116.0,11604005000.0,13752185000.0,18020432000.0,17908318000.0,8933607000.0,19603090000.0
2117.0,11448915000.0,14860767000.0,18264680000.0,17690165000.0,8656632000.0,19586687000.0
2118.0,11540249000.0,14636679000.0,18982392000.0,17694850000.0,8515977000.0,19421927000.0
2119.0,11528929000.0,15072975000.0,18992003000.0,17977795000.0,8409920500.0,19124656000.0
2120.0,11138960000.0,14950419000.0,19486048000.0,18146554000.0,8067200500.0,19010760000.0
2121.0,11021716000.0,14667729000.0,19784389000.0,18144395000.0,8050011600.0,18821356000.0
2122.0,11653628000.0,14862346000.0,20386988000.0,19255441000.0,7799384600.0,19366679000.0
2123.0,11301261000.0,14916490000.0,20481645000.0,18834260000.0,7644059600.0,18734107000.0
2124.0,11168657000.0,15297071000.0,20309246000.0,19100720000.0,7445128700.0,20239544000.0
2125.0,11531376000.0,15474999000.0,21137803000.0,19218856000.0,7455778300.0,21321867000.0
2126.0,11694321000.0,15854746000.0,20829665000.0,19173964000.0,7225344000.0,21001054000.0
2127.0,12085713000.0,15773354000.0,21214695000.0,20081437000.0,7371460600.0,19889547000.0
2128.0,12368382000.0,16107785000.0,20976906000.0,19576195000.0,7276609500.0,20116185000.0
2129.0,12748294000.0,15923481000.0,20911813000.0,19516730000.0,7556406300.0,20700393000.0
2130.0,12883062000.0,15776552000.0,21841330000.0,19964869000.0,7564627500.0,20822990000.0
2131.0,12553455000.0,15783724000.0,21947503000.0,20494655000.0,7535064600.0,21011253000.0
2132.0,12550963000.0,15944164000.0,23848980000.0,20694032000.0,7559460000.0,21234516000.0
2133.0,12677053000.0,16721028000.0,23373406000.0,20223398000.0,7655997400.0,21321818000.0
2134.0,12936760000.0,17826324000.0,23360719000.0,20225790000.0,7703516700.0,21289142000.0
2135.0,12652247000.0,17207007000.0,24695747000.0,21050909000.0,7901793300.0,20791120000.0
2136.0,12843339000.0,17502378000.0,24530526000.0,22109968000.0,7699049500.0,21583661000.0
2137.0,12456505000.0,17709420000.0,24555362000.0,21684790000.0,8160217600.0,21773423000.0
2138.0,12929479000.0,17617695000.0,24535855000.0,21974247000.0,8249958400.0,22163860000.0
2139.0,13003560000.0,18352728000.0,25668174000.0,22622180000.0,8257652000.0,21935954000.0
2140.0,12277381000.0,18814892000.0,25575524000.0,22887387000.0,8154358000.0,22207860000.0
2141.0,12049567000.0,19197247000.0,27773000000.0,23277982000.0,7995832000.0,22376014000.0
2142.0,12283973000.0,19000154000.0,27892400000.0,23571927000.0,7940165600.0,22211189000.0
2143.0,12317654000.0,18978556000.0,26853690000.0,23762768000.0,7928205000.0,22452656000.0
2144.0,11744259000.0,19069352000.0,27308923000.0,22986950000.0,7656098000.0,22463558000.0
2145.0,12120707000.0,19161130000.0,27779408000.0,23121568000.0,7833690600.0,22028960000.0
2146.0,12670618000.0,19257414000.0,27660212000.0,23593695000.0,8418458000.0,21967256000.0
2147.0,12430189000.0,19124812000.0,29151072000.0,23294190000.0,8366016000.0,23177933000.0
2148.0,11990479000.0,18718058000.0,28504834000.0,23310670000.0,8683223000.0,22691490000.0
2149.0,12209677000.0,18495191000.0,29077064000.0,23951460000.0,8767986000.0,21722071000.0
2150.0,12232286000.0,18835070000.0,31077720000.0,24020180000.0,8639947000.0,21564684000.0
2151.0,11783314000.0,19165911000.0,31740877000.0,24626964000.0,8276704000.0,21736460000.0
2152.0,12120831000.0,19704277000.0,31222000000.0,25022843000.0,8142802400.0,22145300000.0
2153.0,12009306000.0,19175911000.0,32096453000.0,24787510000.0,8353378300.0,22716160000.0
2154.0,11819179000.0,19020882000.0,31057754000.0,24653132000.0,8438329300.0,23890307000.0
2155.0,11811105000.0,19357321000.0,30855199000.0,24557728000.0,8494260700.0,24428909000.0
2156.0,12213465000.0,19264164000.0,31240763000.0,24632982000.0,8466688500.0,24671334000.0
2157.0,11918504000.0,19063796000.0,31566529000.0,24385907000.0,8641184000.0,24715743000.0
2158.0,13814743000.0,18772576000.0,31876313000.0,23808354000.0,9007269000.0,25304463000.0
2159.0,13736151000.0,18583407000.0,32758733000.0,23403207000.0,9038975000.0,25722444000.0
2160.0,14206544000.0,18520236000.0,32973568000.0,24336665000.0,9128978000.0,25391790000.0
2161.0,14804019000.0,18519372000.0,33492300000.0,24293370000.0,9320952000.0,24647217000.0
2162.0,15028255000.0,19044190000.0,33557380000.0,24652087000.0,9518900000.0,24552802000.0
2163.0,14465919000.0,18787688000.0,33310982000.0,24714742000.0,9717179000.0,25073443000.0
2164.0,14402615000.0,18687971000.0,34083385000.0,24824857000.0,10016068000.0,25213600000.0
2165.0,13964665000.0,18784098000.0,35201036000.0,25216928000.0,10182505000.0,25253835000.0
2166.0,13833262000.0,19044776000.0,34790703000.0,25880578000.0,10530129000.0,25951588000.0
2167.0,13742733000.0,19123954000.0,34248505000.0,26374658000.0,10374167000.0,25365821000.0
2168.0,13759392000.0,19330243000.0,33635267000.0,26590018000.0,10449314000.0,24972000000.0
2169.0,13913337000.0,19110270000.0,34087244000.0,26065392000.0,10421711000.0,25056842000.0
2170.0,13910161000.0,19804838000.0,35300610000.0,26439604000.0,10510428000.0,24922298000.0
2171.0,13805430000.0,20183454000.0,34527870000.0,26462335000.0,10399353000.0,24232624000.0
2172.0,13990688000.0,19725418000.0,34678452000.0,27203168000.0,10442238000.0,25260962000.0
2173.0,14453469000.0,19816915000.0,34535223000.0,27026141000.0,10547303000.0,26068840000.0
2174.0,14457668000.0,19381570000.0,35953406000.0,26898788000.0,10508504000.0,25493543000.0
2175.0,14625496000.0,19121496000.0,35673154000.0,26735387000.0,10749682000.0,27973476000.0
2176.0,15033280000.0,19382575000.0,36489585000.0,26748748000.0,10498748000.0,27297102000.0
2177.0,15305272000.0,19242860000.0,36322603000.0,27749505000.0,10692812000.0,28027680000.0
2178.0,16059494000.0,19134032000.0,36328776000.0,28390780000.0,10634236000.0,27668574000.0
2179.0,15483422000.0,19176298000.0,37070615000.0,28304296000.0,11164200000.0,28309592000.0
2180.0,15630186000.0,18768857000.0,38441210000.0,27621839000.0,11585808000.0,27640790000.0
2181.0,15396597000.0,18863993000.0,38760210000.0,28581470000.0,11532458000.0,27211952000.0
2182.0,16673073000.0,18854228000.0,39199920000.0,30157144000.0,11735385000.0,27140112000.0
2183.0,16615839000.0,18775157000.0,39131920000.0,31209777000.0,11562050000.0,27602872000.0
2184.0,16615384000.0,19315937000.0,39876050000.0,31250192000.0,11374032000.0,27700040000.0
2185.0,16927464000.0,19219718000.0,39910790000.0,31803050000.0,11571124000.0,27418480000.0
2186.0,17285876000.0,19878758000.0,40167453000.0,31305030000.0,11568387000.0,28431354000.0
2187.0,16772266000.0,19995232000.0,41839060000.0,30687170000.0,11759756000.0,27761560000.0
2188.0,16865163000.0,19448680000.0,42987690000.0,31088003000.0,11373570000.0,27618100000.0
2189.0,16729686000.0,19865010000.0,45008640000.0,30846564000.0,11137725000.0,27934340000.0
2190.0,16728225000.0,19594568000.0,45188690000.0,31111150000.0,10799944000.0,27505710000.0
2191.0,16490586000.0,19899978000.0,44552245000.0,29726507000.0,10485682000.0,27382751000.0
2192.0,16733286000.0,20179220000.0,43305130000.0,29824723000.0,10462400000.0,27317471000.0
2193.0,16667244000.0,20115140000.0,43162767000.0,30458317000.0,10758655000.0,27493777000.0
2194.0,16361502000.0,20157884000.0,44159750000.0,30588551000.0,10469524000.0,27447108000.0
2195.0,16280327000.0,20066976000.0,44410507000.0,30547335000.0,10349885000.0,27338924000.0
2196.0,16275129000.0,20518610000.0,44905406000.0,29811116000.0,9977045000.0,27598924000.0
2197.0,16394166000.0,20951964000.0,44838285000.0,29598038000.0,10190340000.0,27350493000.0
2198.0,16534509000.0,20679684000.0,44523920000.0,29483490000.0,10340415000.0,26862418000.0
2199.0,17433717000.0,20811129000.0,44863173000.0,29666611000.0,10435074000.0,26564524000.0
2200.0,17324683000.0,20687299000.0,43764978000.0,30006077000.0,10694298000.0,26119664000.0
2201.0,17261770000.0,21314339000.0,43135087000.0,31899937000.0,10694423000.0,26730283000.0
2202.0,17508050000.0,20730323000.0,44285284000.0,30920346000.0,10604784000.0,27687547000.0
2203.0,18307637000.0,21084223000.0,44273857000.0,31157810000.0,10563325000.0,28548977000.0
2204.0,18378093000.0,20731700000.0,43501003000.0,30950814000.0,10681117000.0,29671561000.0
2205.0,18377726000.0,20859048000.0,44152386000.0,30636861000.0,11060557000.0,29694136000.0
2206.0,17885841000.0,20184502000.0,43490886000.0,31128873000.0,10995072000.0,30556027000.0
2207.0,18595895000.0,20400626000.0,41842246000.0,30707798000.0,11053041000.0,30295513000.0
2208.0,18274620000.0,20743274000.0,41771442000.0,30546108000.0,11510890000.0,30072754000.0
2209.0,17413616000.0,20486593000.0,41304120000.0,30729017000.0,11407033000.0,29726718000.0
2210.0,17130221000.0,20330615000.0,40986403000.0,31401083000.0,10927976000.0,29845332000.0
2211.0,16735262000.0,20101476000.0,41749893000.0,31278014000.0,10955364000.0,29378005000.0
2212.0,16426865000.0,19912606000.0,41862810000.0,31241003000.0,11436256000.0,29976414000.0
2213.0,16166941000.0,19961029000.0,40988010000.0,30920868000.0,11457868000.0,31270750000.0
2214.0,16512767000.0,19532780000.0,41218036000.0,31289076000.0,11388836000.0,31930430000.0
2215.0,16494255000.0,19263394000.0,39975272000.0,32116281000.0,11399528000.0,31787290000.0
2216.0,16822988000.0,19025711000.0,40440627000.0,32395344000.0,11352921000.0,31936330000.0
2217.0,16311766000.0,19143240000.0,41420345000.0,33849772000.0,10978924000.0,31193455000.0
2218.0,15983747000.0,18993030000.0,40172696000.0,33436180000.0,11122114000.0,30594420000.0
2219.0,15663724000.0,18785690000.0,40599953000.0,34076258000.0,11431222000.0,30431672000.0
2220.0,15519181000.0,19015960000.0,41236185000.0,35464503000.0,11680723000.0,30684484000.0
2221.0,15274407000.0,18833110000.0,41521950000.0,35551605000.0,11341527000.0,30976526000.0
2222.0,15193241000.0,19129140000.0,43091657000.0,36314180000.0,11548041000.0,30945917000.0
2223.0,15143660000.0,19562703000.0,44533318000.0,37116924000.0,11728033000.0,31581217000.0
2224.0,15061119000.0,19703177000.0,44348568000.0,36816183000.0,11901303000.0,31212700000.0
2225.0,14611464000.0,20132983000.0,43799890000.0,36427665000.0,11711707000.0,32035148000.0
2226.0,14569954000.0,19810517000.0,43656660000.0,37578170000.0,11542294000.0,33119597000.0
2227.0,15059759000.0,20166183000.0,44979130000.0,37639086000.0,11659689000.0,32827798000.0
2228.0,15003418000.0,19711285000.0,44249166000.0,37441980000.0,11443154000.0,33803725000.0
2229.0,15267762000.0,19511458000.0,44019960000.0,37798494000.0,11418095000.0,34050644000.0
2230.0,15077969000.0,19736650000.0,44964930000.0,37296804000.0,11485565000.0,35471237000.0
2231.0,14857697000.0,20413520000.0,44520935000.0,37212283000.0,11544674000.0,34294917000.0
2232.0,15234025000.0,20014404000.0,44462203000.0,36849897000.0,11414101000.0,34314185000.0
2233.0,15947932000.0,19756067000.0,45762286000.0,37581296000.0,11407136000.0,34345423000.0
2234.0,15527499000.0,19631147000.0,45395160000.0,37638144000.0,11556751000.0,33531904000.0
2235.0,15323947000.0,19480115000.0,46344778000.0,37652775000.0,11459603000.0,32788767000.0
2236.0,14916626000.0,19951145000.0,45346513000.0,37350343000.0,11485566000.0,34066635000.0
2237.0,14560120000.0,20158478000.0,44518760000.0,36863574000.0,11570813000.0,34352290000.0
2238.0,14330727000.0,20545143000.0,42609283000.0,37340115000.0,11548562000.0,34682835000.0
2239.0,14714081000.0,20463704000.0,43174340000.0,38618620000.0,11549868000.0,34919432000.0
2240.0,15293994000.0,20337218000.0,43813523000.0,37666075000.0,11456304000.0,35247320000.0
2241.0,14428915000.0,20322488000.0,44206790000.0,37242760000.0,11399803000.0,35253420000.0
2242.0,14270210000.0,20460466000.0,44898062000.0,36657246000.0,11428943000.0,36304585000.0
2243.0,14552884000.0,20851714000.0,44849914000.0,36913670000.0,11695560000.0,36278903000.0
2244.0,14901658000.0,21050806000.0,45133910000.0,37167202000.0,11576322000.0,35373584000.0
2245.0,14623586000.0,20541942000.0,44928856000.0,37073875000.0,11846634000.0,34735088000.0
2246.0,14918748000.0,20705542000.0,45003790000.0,37423088000.0,12192026000.0,34292345000.0
2247.0,14642568000.0,21113575000.0,46182280000.0,37377204000.0,12403249000.0,34962354000.0
2248.0,13966966000.0,21748394000.0,45587063000.0,37113598000.0,12789484000.0,35566320000.0
2249.0,14537110000.0,21793645000.0,45336117000.0,38046667000.0,12628519000.0,34125996000.0
2250.0,14895442000.0,22158463000.0,45871006000.0,38327116000.0,12283670000.0,33313649000.0
2251.0,15406566000.0,21961430000.0,46050324000.0,39540326000.0,12380849000.0,32595855000.0
2252.0,15641831000.0,22384521000.0,45800616000.0,40251294000.0,12315724000.0,34842870000.0
2253.0,15916532000.0,22772390000.0,45047410000.0,40468220000.0,12187923000.0,33692242000.0
2254.0,15743383000.0,22810182000.0,46355374000.0,40592140000.0,12262189000.0,34576390000.0
2255.0,15728098000.0,22750464000.0,47508750000.0,40230806000.0,12164426000.0,34016453000.0
2256.0,15593746000.0,22718925000.0,46710450000.0,39125080000.0,12041292000.0,34589483000.0
2257.0,15536497000.0,23147596000.0,46228115000.0,38328270000.0,11783739000.0,34570924000.0
2258.0,15500529000.0,24236670000.0,47182030000.0,38580160000.0,12484158000.0,35426020000.0
2259.0,15103664000.0,24488856000.0,47374733000.0,38066065000.0,12521933000.0,35952940000.0
2260.0,14565727000.0,24837777000.0,46828524000.0,37834070000.0,12623226000.0,38055838000.0
2261.0,14144881000.0,24888949000.0,47474397000.0,37863543000.0,12532209000.0,36988723000.0
2262.0,13856497000.0,24412910000.0,48750236000.0,38095663000.0,12722465000.0,36633137000.0
2263.0,14477572000.0,24871508000.0,50306437000.0,38207697000.0,12810774000.0,36760228000.0
2264.0,14860525000.0,24436224000.0,51001800000.0,37945364000.0,13214111000.0,36367910000.0
2265.0,14184884000.0,23917253000.0,50752740000.0,37766836000.0,13220022000.0,36606145000.0
2266.0,14772914000.0,24176785000.0,51596268000.0,37138985000.0,12952808000.0,36845030000.0
2267.0,15241281000.0,24078936000.0,51647537000.0,36875400000.0,12946401000.0,37529993000.0
2268.0,15129087000.0,23726813000.0,50891290000.0,37590390000.0,13889346000.0,38255014000.0
2269.0,14516611000.0,24180589000.0,50317713000.0,37710504000.0,13500536000.0,38242060000.0
2270.0,15408464000.0,24955642000.0,50593686000.0,39326020000.0,12945701000.0,37892493000.0
2271.0,15294824000.0,25594878000.0,50790597000.0,38821390000.0,12673148000.0,38037545000.0
2272.0,15709709000.0,25577308000.0,51999117000.0,38007804000.0,12804126000.0,37507660000.0
2273.0,16154595000.0,25790906000.0,50365768000.0,38737950000.0,12493481000.0,36222857000.0
2274.0,16013586000.0,25435110000.0,52021264000.0,37849020000.0,11877223000.0,38065670000.0
2275.0,15837024000.0,25912770000.0,52007506000.0,37066236000.0,12272428000.0,36530086000.0
2276.0,16058500000.0,26353000000.0,52468105000.0,36209000000.0,11756188000.0,36301476000.0
2277.0,16025558000.0,25395022000.0,51431457000.0,35890475000.0,11167202000.0,36904690000.0
2278.0,16448556000.0,25300898000.0,52627900000.0,35367363000.0,11072927000.0,35696386000.0
2279.0,15984255000.0,25261124000.0,52009090000.0,35626140000.0,10893991000.0,35933106000.0
2280.0,16395190000.0,26879945000.0,53403873000.0,36189553000.0,10994142000.0,35574297000.0
2281.0,16557425000.0,27030210000.0,53049350000.0,36555700000.0,10699247000.0,35679400000.0
2282.0,17054751000.0,26810080000.0,52603503000.0,36434145000.0,10469745000.0,34931974000.0
2283.0,17213006000.0,26633804000.0,53299690000.0,37104185000.0,10737204000.0,37401477000.0
2284.0,17112837000.0,27166188000.0,53897114000.0,37230203000.0,10494748000.0,37208056000.0
2285.0,17262703000.0,27737774000.0,52800100000.0,36933930000.0,10726769000.0,34443820000.0
2286.0,17541898000.0,28358222000.0,57066856000.0,35692937000.0,10012910000.0,35420164000.0
2287.0,17673517000.0,28369973000.0,57011966000.0,36802888000.0,9460755000.0,35289690000.0
2288.0,17797954000.0,27847938000.0,55820677000.0,36799430000.0,9167877000.0,37777416000.0
2289.0,17130616000.0,27560784000.0,56014103000.0,36051470000.0,8816824000.0,40928047000.0
2290.0,17283891000.0,27906110000.0,56433762000.0,36953657000.0,8759642000.0,39455015000.0
2291.0,17678050000.0,28211190000.0,56043000000.0,35693570000.0,8581741600.0,39658030000.0
2292.0,18876900000.0,27743110000.0,57186906000.0,35806392000.0,8392947700.0,38946090000.0
2293.0,18864157000.0,27925770000.0,56605704000.0,34923460000.0,8560355000.0,38670400000.0
2294.0,19026358000.0,27675510000.0,55653340000.0,35125210000.0,8586479600.0,38662517000.0
