time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5
2043.0,2252074600000.0,2228951700000.0,2362231500000.0,2362294000000.0,2290118300000.0,2328005000000.0
2044.0,2243696500000.0,2202113700000.0,2349726000000.0,2345747600000.0,2262334200000.0,2310708100000.0
2045.0,2222528000000.0,2148708300000.0,2323978000000.0,2334635300000.0,2251175500000.0,2278767200000.0
2046.0,2198595400000.0,2119616000000.0,2315223000000.0,2301821700000.0,2228243400000.0,2263563000000.0
2047.0,2168705800000.0,2095638800000.0,2299200800000.0,2294161300000.0,2197122000000.0,2250044300000.0
2048.0,2150258200000.0,2059813700000.0,2285701200000.0,2272880800000.0,2172855100000.0,2220047000000.0
2049.0,2128197800000.0,2039835500000.0,2262720600000.0,2256726700000.0,2152042100000.0,2198169800000.0
2050.0,2103414000000.0,2024414600000.0,2232023500000.0,2246868500000.0,2109791500000.0,2179753200000.0
2051.0,2079416400000.0,2000351700000.0,2205786600000.0,2240982800000.0,2075842600000.0,2157960100000.0
2052.0,2055508200000.0,1973613200000.0,2192201100000.0,2223519300000.0,2058251500000.0,2133383600000.0
2053.0,2029382900000.0,1966963800000.0,2177319400000.0,2203896000000.0,2037487400000.0,2103673100000.0
2054.0,2013742600000.0,1943585600000.0,2164480500000.0,2181537600000.0,2011925800000.0,2086712900000.0
2055.0,1988008900000.0,1907840600000.0,2148369700000.0,2165081400000.0,1991314200000.0,2058079000000.0
2056.0,1976144000000.0,1888472000000.0,2139482000000.0,2149175000000.0,1964760900000.0,2039432600000.0
2057.0,1958860200000.0,1875020600000.0,2117452800000.0,2118905800000.0,1945541000000.0,2026263300000.0
2058.0,1934471900000.0,1870251600000.0,2093779100000.0,2105215300000.0,1923952000000.0,2012826700000.0
2059.0,1920174000000.0,1849286900000.0,2093841600000.0,2080009200000.0,1910055600000.0,2010590700000.0
2060.0,1902416400000.0,1817018800000.0,2079874900000.0,2040986600000.0,1875138700000.0,1989130200000.0
2061.0,1880285200000.0,1828210900000.0,2059056300000.0,2023005600000.0,1849636000000.0,1969202300000.0
2062.0,1875822400000.0,1814588800000.0,2041945300000.0,2004557900000.0,1829860800000.0,1965992800000.0
2063.0,1857802100000.0,1796230500000.0,2027690100000.0,1983779700000.0,1817958700000.0,1950446300000.0
2064.0,1844689400000.0,1773081200000.0,2003455800000.0,1978767000000.0,1801751500000.0,1932162900000.0
2065.0,1828780200000.0,1749948600000.0,1995046600000.0,1964883600000.0,1779655400000.0,1912256700000.0
2066.0,1815583300000.0,1735571900000.0,1974468500000.0,1956596300000.0,1755103100000.0,1909163200000.0
2067.0,1798448600000.0,1721876900000.0,1950783800000.0,1930630100000.0,1732961800000.0,1904014900000.0
2068.0,1792969100000.0,1703183100000.0,1936662700000.0,1921188600000.0,1724374800000.0,1892951300000.0
2069.0,1789924600000.0,1689533000000.0,1922537200000.0,1911795900000.0,1696477600000.0,1879130000000.0
2070.0,1779603700000.0,1680595100000.0,1911478200000.0,1903293600000.0,1675626700000.0,1858910800000.0
2071.0,1767342500000.0,1681448800000.0,1902653000000.0,1875366000000.0,1657913600000.0,1837951600000.0
2072.0,1763553000000.0,1660860000000.0,1885075400000.0,1853802400000.0,1644094400000.0,1818915000000.0
2073.0,1753788800000.0,1644104400000.0,1872598300000.0,1852879800000.0,1610347400000.0,1804406600000.0
2074.0,1745385600000.0,1627952300000.0,1858779700000.0,1832563500000.0,1594140100000.0,1787943300000.0
2075.0,1731002500000.0,1636659900000.0,1844322800000.0,1814396800000.0,1588718900000.0,1776142900000.0
2076.0,1710390200000.0,1625037100000.0,1824481200000.0,1800863100000.0,1573266000000.0,1757711700000.0
2077.0,1699792600000.0,1616962500000.0,1812254000000.0,1788641400000.0,1565630500000.0,1740625300000.0
2078.0,1685373200000.0,1605195700000.0,1793515300000.0,1774379200000.0,1549673200000.0,1724589700000.0
2079.0,1681658600000.0,1590777700000.0,1777213500000.0,1757132500000.0,1533563800000.0,1711052000000.0
2080.0,1668592800000.0,1572417400000.0,1767188000000.0,1751843200000.0,1524541600000.0,1694007300000.0
2081.0,1664417000000.0,1565072200000.0,1753903900000.0,1733381500000.0,1507671400000.0,1682095900000.0
2082.0,1646454200000.0,1560735100000.0,1733649000000.0,1711851000000.0,1487467700000.0,1673242000000.0
2083.0,1632247000000.0,1550550800000.0,1715806100000.0,1693720900000.0,1473273500000.0,1665170000000.0
2084.0,1626695400000.0,1527392800000.0,1710847300000.0,1694861100000.0,1457655300000.0,1656800300000.0
2085.0,1625355300000.0,1526380000000.0,1696436200000.0,1687805400000.0,1438967400000.0,1647450900000.0
2086.0,1621059800000.0,1528597300000.0,1682147900000.0,1675888200000.0,1418489000000.0,1645417500000.0
2087.0,1616295600000.0,1538419500000.0,1665214000000.0,1669769600000.0,1401735200000.0,1634714300000.0
2088.0,1603403300000.0,1517563500000.0,1654024000000.0,1661158000000.0,1391974500000.0,1618533200000.0
2089.0,1596092700000.0,1512998200000.0,1645347000000.0,1644845100000.0,1383231700000.0,1593665300000.0
2090.0,1594652400000.0,1512876300000.0,1636628000000.0,1644101800000.0,1370396700000.0,1576906100000.0
2091.0,1590696100000.0,1505082100000.0,1634270700000.0,1628057800000.0,1351171300000.0,1561303700000.0
2092.0,1593383300000.0,1494059600000.0,1610569600000.0,1627901300000.0,1338114000000.0,1548132500000.0
2093.0,1579377900000.0,1486805800000.0,1599891400000.0,1623301700000.0,1326806600000.0,1536987600000.0
2094.0,1577408400000.0,1489200300000.0,1590067900000.0,1613669100000.0,1319437700000.0,1520306700000.0
2095.0,1566527200000.0,1476543500000.0,1586535500000.0,1605115400000.0,1306860300000.0,1508096700000.0
2096.0,1566223500000.0,1471176800000.0,1575133500000.0,1588442000000.0,1297372300000.0,1509408100000.0
2097.0,1565956100000.0,1475532700000.0,1560399400000.0,1571397600000.0,1287459000000.0,1501579000000.0
2098.0,1566150900000.0,1462872600000.0,1558087300000.0,1568985700000.0,1281933200000.0,1486904400000.0
2099.0,1561762500000.0,1450132500000.0,1556248000000.0,1551612500000.0,1275407400000.0,1472209600000.0
2100.0,1568930400000.0,1449058900000.0,1547996500000.0,1548188100000.0,1258770400000.0,1470657100000.0
2101.0,1558552600000.0,1463918400000.0,1544129900000.0,1544531000000.0,1253016200000.0,1468455600000.0
2102.0,1548357200000.0,1456697100000.0,1534770800000.0,1531466600000.0,1232111700000.0,1457008800000.0
2103.0,1551544100000.0,1444798800000.0,1541739900000.0,1527085000000.0,1227509700000.0,1451670500000.0
2104.0,1549959400000.0,1430004800000.0,1535702600000.0,1526144400000.0,1212643500000.0,1439931000000.0
2105.0,1550065000000.0,1413168500000.0,1528328900000.0,1518982500000.0,1199945000000.0,1427383000000.0
2106.0,1544494500000.0,1437281800000.0,1520435100000.0,1502334400000.0,1186949800000.0,1412691800000.0
2107.0,1542756400000.0,1442438300000.0,1519090000000.0,1499301000000.0,1179608700000.0,1403460900000.0
2108.0,1541473600000.0,1431718200000.0,1513719200000.0,1498428600000.0,1173304400000.0,1390778800000.0
2109.0,1535249100000.0,1440027400000.0,1509105100000.0,1490818800000.0,1159890100000.0,1385358400000.0
2110.0,1531369900000.0,1443898500000.0,1502003900000.0,1490283900000.0,1150744500000.0,1375044600000.0
2111.0,1528856400000.0,1441806400000.0,1492831000000.0,1487693200000.0,1148351700000.0,1370726300000.0
2112.0,1525869700000.0,1427601800000.0,1491928100000.0,1479878200000.0,1149613900000.0,1359890100000.0
2113.0,1532091800000.0,1426722400000.0,1494593000000.0,1473676800000.0,1139314500000.0,1349166000000.0
2114.0,1527786900000.0,1418253600000.0,1480461100000.0,1466674200000.0,1131073200000.0,1340897000000.0
2115.0,1530759200000.0,1426361700000.0,1473887700000.0,1459424100000.0,1124925300000.0,1335356300000.0
2116.0,1527666000000.0,1428506700000.0,1475435700000.0,1457507100000.0,1125288800000.0,1325891300000.0
2117.0,1525508000000.0,1424936100000.0,1470439900000.0,1450526500000.0,1112956600000.0,1315679200000.0
2118.0,1520205000000.0,1427786600000.0,1465763800000.0,1446791900000.0,1104805500000.0,1311333500000.0
2119.0,1522436300000.0,1446392600000.0,1458392500000.0,1439982600000.0,1096550800000.0,1299826600000.0
2120.0,1514847700000.0,1440127500000.0,1454271600000.0,1434625200000.0,1087316300000.0,1295170800000.0
2121.0,1515985200000.0,1433893900000.0,1451166000000.0,1441782200000.0,1079293400000.0,1287509100000.0
2122.0,1518346000000.0,1437097500000.0,1446195100000.0,1440611000000.0,1070901900000.0,1287297400000.0
2123.0,1521720600000.0,1449662300000.0,1440392200000.0,1432877700000.0,1061183160000.0,1283077200000.0
2124.0,1523520600000.0,1450767500000.0,1438507500000.0,1423636600000.0,1056179900000.0,1278459800000.0
2125.0,1518312200000.0,1455827300000.0,1432316100000.0,1426776000000.0,1046997400000.0,1267500300000.0
2126.0,1521143600000.0,1447166000000.0,1431227100000.0,1424240800000.0,1041077000000.0,1260683400000.0
2127.0,1530908100000.0,1456694200000.0,1428845200000.0,1421480800000.0,1033538000000.0,1258807100000.0
2128.0,1534562800000.0,1437658100000.0,1422690100000.0,1418545600000.0,1026022500000.0,1255459000000.0
2129.0,1537308600000.0,1434063300000.0,1421792000000.0,1406529700000.0,1017158600000.0,1251598700000.0
2130.0,1538936700000.0,1428800000000.0,1418616800000.0,1402947800000.0,1015490540000.0,1249212600000.0
2131.0,1550658300000.0,1439076600000.0,1416581200000.0,1402218900000.0,1006725700000.0,1248726700000.0
2132.0,1553112200000.0,1434154200000.0,1414451600000.0,1405856300000.0,998964800000.0,1235799500000.0
2133.0,1559098200000.0,1431251600000.0,1413014700000.0,1406412700000.0,993686600000.0,1232531400000.0
2134.0,1563117600000.0,1424696100000.0,1411189600000.0,1405023200000.0,984127000000.0,1229357600000.0
2135.0,1573670700000.0,1433201400000.0,1411554900000.0,1403840900000.0,975536700000.0,1220041100000.0
2136.0,1588803500000.0,1447534400000.0,1413696500000.0,1404415100000.0,967256900000.0,1217967800000.0
2137.0,1594662600000.0,1449071700000.0,1414661900000.0,1403292700000.0,960021800000.0,1217009200000.0
2138.0,1597153900000.0,1449143600000.0,1412015800000.0,1403502900000.0,956650750000.0,1214394300000.0
2139.0,1610856500000.0,1463330700000.0,1405060500000.0,1405727100000.0,950600400000.0,1211401500000.0
2140.0,1614179700000.0,1455369000000.0,1400222300000.0,1408856500000.0,951370300000.0,1204371800000.0
2141.0,1625693100000.0,1457916100000.0,1399850800000.0,1406729000000.0,946714800000.0,1202570800000.0
2142.0,1636925400000.0,1446771600000.0,1392748900000.0,1409594300000.0,938771200000.0,1205230000000.0
2143.0,1641414800000.0,1446028100000.0,1388829600000.0,1417064600000.0,942566700000.0,1203689600000.0
2144.0,1643140100000.0,1448197600000.0,1385517800000.0,1414093900000.0,938055900000.0,1201137100000.0
2145.0,1654409400000.0,1445885200000.0,1380360000000.0,1412599400000.0,935853560000.0,1199858900000.0
2146.0,1668434100000.0,1451051000000.0,1382834400000.0,1412510500000.0,929331600000.0,1201294500000.0
2147.0,1669119900000.0,1448144000000.0,1375471300000.0,1405412600000.0,929669500000.0,1197891300000.0
2148.0,1678895000000.0,1436361000000.0,1375565000000.0,1407017700000.0,919748900000.0,1192166000000.0
2149.0,1690702200000.0,1432381000000.0,1375169300000.0,1413722100000.0,917873160000.0,1195050000000.0
2150.0,1694261800000.0,1426584100000.0,1376000000000.0,1412512600000.0,912545700000.0,1189675400000.0
2151.0,1699098700000.0,1437381400000.0,1372037300000.0,1409710200000.0,913125000000.0,1186114300000.0
2152.0,1711604200000.0,1432079300000.0,1368259200000.0,1413850900000.0,914165200000.0,1187899000000.0
2153.0,1722483100000.0,1437593900000.0,1367133100000.0,1425098900000.0,913549750000.0,1182850700000.0
2154.0,1730431500000.0,1427107100000.0,1358984900000.0,1429565300000.0,913079200000.0,1181705600000.0
2155.0,1743187900000.0,1439411600000.0,1355584000000.0,1426817300000.0,914109100000.0,1184778800000.0
2156.0,1759564400000.0,1431983000000.0,1353973100000.0,1430062500000.0,913435400000.0,1182489200000.0
2157.0,1769072900000.0,1429310400000.0,1353275300000.0,1434808100000.0,911104400000.0,1184048200000.0
2158.0,1775882500000.0,1450699800000.0,1351151400000.0,1436504000000.0,908207650000.0,1186050200000.0
2159.0,1775640500000.0,1446781800000.0,1353722800000.0,1436659600000.0,905985500000.0,1190017400000.0
2160.0,1781173200000.0,1435297400000.0,1354419900000.0,1442602400000.0,900412400000.0,1191085000000.0
2161.0,1786891200000.0,1431926600000.0,1351091600000.0,1444718800000.0,912517560000.0,1190129200000.0
2162.0,1791180300000.0,1426048000000.0,1348877400000.0,1438679200000.0,908603600000.0,1187131300000.0
2163.0,1796931600000.0,1432310900000.0,1346021900000.0,1442934600000.0,909417250000.0,1186026500000.0
2164.0,1805075100000.0,1459830100000.0,1347602700000.0,1447309300000.0,910331300000.0,1183654200000.0
2165.0,1813471000000.0,1459625500000.0,1348205000000.0,1448514800000.0,910340600000.0,1174165100000.0
2166.0,1817442800000.0,1472566500000.0,1350490500000.0,1454332600000.0,912235230000.0,1176367300000.0
2167.0,1825148900000.0,1460263600000.0,1347057200000.0,1453860600000.0,906262540000.0,1174284300000.0
2168.0,1829314500000.0,1469793300000.0,1343544600000.0,1459534400000.0,901096540000.0,1170545600000.0
2169.0,1831247300000.0,1459158100000.0,1343443000000.0,1456978300000.0,905576800000.0,1178592100000.0
2170.0,1835207500000.0,1451174400000.0,1342322500000.0,1455461600000.0,904755400000.0,1179879700000.0
2171.0,1856758300000.0,1444665000000.0,1342533100000.0,1459009000000.0,906302200000.0,1178407100000.0
2172.0,1862227300000.0,1436184700000.0,1339489300000.0,1454833400000.0,906670000000.0,1176853400000.0
2173.0,1871025300000.0,1434134500000.0,1337043800000.0,1449903400000.0,907487940000.0,1171351500000.0
2174.0,1886053700000.0,1438539800000.0,1337283000000.0,1445601200000.0,914911500000.0,1172415000000.0
2175.0,1895291000000.0,1491057000000.0,1336651300000.0,1451496200000.0,919072740000.0,1168848500000.0
2176.0,1899435400000.0,1503760700000.0,1339316200000.0,1461049400000.0,920921050000.0,1168803400000.0
2177.0,1906137800000.0,1496119800000.0,1336264400000.0,1457325500000.0,922733200000.0,1162055900000.0
2178.0,1924067100000.0,1496178600000.0,1336660500000.0,1469249100000.0,928538700000.0,1161710400000.0
2179.0,1932170600000.0,1515855200000.0,1331326700000.0,1469143300000.0,924295760000.0,1155789400000.0
2180.0,1932860500000.0,1521414600000.0,1330730200000.0,1481437700000.0,923896250000.0,1154444800000.0
2181.0,1938652900000.0,1523367400000.0,1331727700000.0,1477905900000.0,921722600000.0,1151529300000.0
2182.0,1948832800000.0,1530220600000.0,1336977900000.0,1479188200000.0,924081060000.0,1151302800000.0
2183.0,1964187200000.0,1530085400000.0,1339348500000.0,1478150000000.0,927641440000.0,1157267200000.0
2184.0,1966887800000.0,1522488600000.0,1340006300000.0,1491173400000.0,926745170000.0,1156554300000.0
2185.0,1976266400000.0,1551002200000.0,1348585800000.0,1496767800000.0,929118600000.0,1156997700000.0
2186.0,1990187400000.0,1558926100000.0,1345018700000.0,1490829000000.0,924024500000.0,1152988900000.0
2187.0,1997879200000.0,1564304900000.0,1355943600000.0,1490494000000.0,922239200000.0,1149681700000.0
2188.0,2013013100000.0,1559837800000.0,1354718000000.0,1493567400000.0,920910950000.0,1147650000000.0
2189.0,2011577000000.0,1568997200000.0,1355334500000.0,1490710300000.0,918796400000.0,1144550700000.0
2190.0,2013100600000.0,1576783800000.0,1352318000000.0,1505287900000.0,923548500000.0,1140748700000.0
2191.0,2026817200000.0,1620725600000.0,1349204700000.0,1512759600000.0,924682800000.0,1147795000000.0
2192.0,2036770100000.0,1623818200000.0,1347672000000.0,1507551200000.0,928412300000.0,1145010500000.0
2193.0,2041510400000.0,1619200000000.0,1347915600000.0,1508761300000.0,928641200000.0,1140263400000.0
2194.0,2050363800000.0,1634065700000.0,1343479600000.0,1509812700000.0,923101560000.0,1139586900000.0
2195.0,2067179600000.0,1646335600000.0,1345252500000.0,1515549800000.0,922412250000.0,1144459800000.0
2196.0,2081715900000.0,1665991700000.0,1350184200000.0,1528736100000.0,922685150000.0,1141050700000.0
2197.0,2086624300000.0,1657358500000.0,1356713700000.0,1527120400000.0,922691600000.0,1137274800000.0
2198.0,2105706400000.0,1659296800000.0,1356388900000.0,1532710700000.0,925056600000.0,1141606300000.0
2199.0,2108297600000.0,1660780200000.0,1347578800000.0,1536439700000.0,926247350000.0,1139014900000.0
2200.0,2117686800000.0,1658342000000.0,1340414000000.0,1543007400000.0,925681900000.0,1137626300000.0
2201.0,2138853200000.0,1680707000000.0,1345938700000.0,1551146800000.0,925758260000.0,1130214300000.0
2202.0,2151586100000.0,1683648700000.0,1346559900000.0,1549177600000.0,918484350000.0,1127757000000.0
2203.0,2167461400000.0,1690258000000.0,1347862900000.0,1549165300000.0,920057350000.0,1126578400000.0
2204.0,2186993000000.0,1710864600000.0,1348631100000.0,1552718500000.0,918830400000.0,1131041700000.0
2205.0,2207220000000.0,1700044600000.0,1345542000000.0,1544193300000.0,915115930000.0,1131837900000.0
2206.0,2223352800000.0,1692760800000.0,1338416600000.0,1555865100000.0,916320000000.0,1129233000000.0
2207.0,2234095500000.0,1697697000000.0,1337196000000.0,1580324400000.0,915696900000.0,1129077700000.0
2208.0,2253209500000.0,1705748000000.0,1335543700000.0,1582123700000.0,917160800000.0,1130270300000.0
2209.0,2266611800000.0,1719883900000.0,1332504400000.0,1589373400000.0,917902000000.0,1134034200000.0
2210.0,2270094000000.0,1737674700000.0,1327667700000.0,1588999100000.0,921967300000.0,1129877000000.0
2211.0,2281613000000.0,1739003800000.0,1328309200000.0,1583262900000.0,919524930000.0,1127991600000.0
2212.0,2291822800000.0,1734874100000.0,1325382100000.0,1586627900000.0,922534200000.0,1132255500000.0
2213.0,2304226400000.0,1735816200000.0,1323061600000.0,1579310100000.0,930929200000.0,1132952700000.0
2214.0,2300407000000.0,1748007600000.0,1328994300000.0,1586471600000.0,930576860000.0,1126958100000.0
2215.0,2313405900000.0,1760386100000.0,1336094000000.0,1581554900000.0,933789240000.0,1121557700000.0
2216.0,2326632900000.0,1753732900000.0,1328355200000.0,1586389700000.0,932910200000.0,1125356400000.0
2217.0,2339456000000.0,1741409000000.0,1326099000000.0,1590210600000.0,933620940000.0,1130555400000.0
2218.0,2347353500000.0,1755457400000.0,1324244700000.0,1587974200000.0,935405750000.0,1130401100000.0
2219.0,2356888500000.0,1758854800000.0,1327658200000.0,1594755000000.0,935503700000.0,1126850600000.0
2220.0,2361739000000.0,1760132000000.0,1332535100000.0,1599801400000.0,938935700000.0,1123686200000.0
2221.0,2364547800000.0,1753820600000.0,1329639300000.0,1594441100000.0,936456800000.0,1116508900000.0
2222.0,2382236200000.0,1766764700000.0,1327429200000.0,1589334600000.0,941646740000.0,1117838900000.0
2223.0,2391895700000.0,1756005000000.0,1328749100000.0,1583500400000.0,940554260000.0,1116909200000.0
2224.0,2397111600000.0,1745931500000.0,1327714900000.0,1582175400000.0,942983940000.0,1119592400000.0
2225.0,2411485000000.0,1736515500000.0,1327152600000.0,1582474700000.0,948120000000.0,1121816300000.0
2226.0,2416680600000.0,1732583800000.0,1324886500000.0,1585741800000.0,951350070000.0,1121028900000.0
2227.0,2421772800000.0,1731169600000.0,1318512900000.0,1579304500000.0,949221900000.0,1120089300000.0
2228.0,2428574600000.0,1722713200000.0,1318881200000.0,1579875400000.0,951353200000.0,1119238400000.0
2229.0,2435889200000.0,1733987700000.0,1318256400000.0,1584692000000.0,945476340000.0,1119386700000.0
2230.0,2440073600000.0,1735591600000.0,1318008400000.0,1583151300000.0,944084000000.0,1122111600000.0
2231.0,2450409700000.0,1748252000000.0,1318704000000.0,1589622200000.0,942541800000.0,1120183600000.0
2232.0,2459775800000.0,1749018700000.0,1324545200000.0,1590115000000.0,952304300000.0,1120800300000.0
2233.0,2477448500000.0,1753411600000.0,1327754900000.0,1589547200000.0,947788000000.0,1118363200000.0
2234.0,2496041800000.0,1743370200000.0,1329512800000.0,1591881000000.0,947257740000.0,1123115900000.0
2235.0,2511391200000.0,1739874000000.0,1332979600000.0,1591508100000.0,946261260000.0,1121227500000.0
2236.0,2519111600000.0,1749972200000.0,1333805400000.0,1598050800000.0,952081200000.0,1126311800000.0
2237.0,2521015000000.0,1754960900000.0,1336563300000.0,1598073300000.0,953934200000.0,1129473400000.0
2238.0,2523303200000.0,1757112800000.0,1331612600000.0,1587236200000.0,956213360000.0,1129087800000.0
2239.0,2540355500000.0,1756427500000.0,1336119000000.0,1597651600000.0,950722560000.0,1134589800000.0
2240.0,2551063200000.0,1739774600000.0,1331405100000.0,1602336000000.0,948527700000.0,1138974000000.0
2241.0,2561865000000.0,1748404700000.0,1337543200000.0,1603205600000.0,951478400000.0,1138155300000.0
2242.0,2576446000000.0,1744371400000.0,1338181300000.0,1599194300000.0,956898740000.0,1136416800000.0
2243.0,2579262600000.0,1744351700000.0,1340874800000.0,1599532400000.0,953380960000.0,1136548600000.0
2244.0,2591440500000.0,1755123200000.0,1343240900000.0,1601153900000.0,952659400000.0,1143106400000.0
2245.0,2600336000000.0,1768414800000.0,1348020200000.0,1601203300000.0,957338550000.0,1143203400000.0
2246.0,2599438500000.0,1750941200000.0,1354367000000.0,1603494500000.0,954694600000.0,1140477400000.0
2247.0,2612549000000.0,1765491300000.0,1362574000000.0,1599385000000.0,954442400000.0,1135152600000.0
2248.0,2612836400000.0,1782741300000.0,1362987300000.0,1602348300000.0,944439950000.0,1130188600000.0
2249.0,2614540400000.0,1792590500000.0,1363906500000.0,1610243400000.0,946987800000.0,1126759100000.0
2250.0,2621131000000.0,1791765600000.0,1369996700000.0,1602463600000.0,938437840000.0,1133345500000.0
2251.0,2619096000000.0,1794090900000.0,1364585300000.0,1605125700000.0,941236600000.0,1131760300000.0
2252.0,2638382400000.0,1801256700000.0,1365367800000.0,1622479700000.0,937555700000.0,1135923400000.0
2253.0,2644034200000.0,1788885900000.0,1371666000000.0,1609784000000.0,936544300000.0,1131505800000.0
2254.0,2644875400000.0,1796109100000.0,1367442200000.0,1616816900000.0,938922900000.0,1131740800000.0
2255.0,2649832000000.0,1797029800000.0,1370479300000.0,1629465300000.0,942832160000.0,1131776400000.0
2256.0,2657257000000.0,1785301400000.0,1373965100000.0,1642504400000.0,934309130000.0,1136102500000.0
2257.0,2644823500000.0,1796807700000.0,1376462200000.0,1640536500000.0,932666300000.0,1134803000000.0
2258.0,2655892000000.0,1802964000000.0,1382147700000.0,1639592800000.0,928100800000.0,1133819600000.0
2259.0,2670016600000.0,1818551300000.0,1378910100000.0,1646545300000.0,931821700000.0,1136594400000.0
2260.0,2697403800000.0,1821591000000.0,1379324500000.0,1634763400000.0,931252400000.0,1139089600000.0
2261.0,2701481000000.0,1809085100000.0,1383285900000.0,1661750900000.0,934566170000.0,1137457200000.0
2262.0,2711298000000.0,1818558000000.0,1379638400000.0,1671227900000.0,930240800000.0,1133161200000.0
2263.0,2714004400000.0,1827981500000.0,1379932400000.0,1664486300000.0,923203400000.0,1135365200000.0
