time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2
2280.0,33188354000.0,105652806000.0,34853230.0,13243848000.0,22572884000.0,10596417000.0
2281.0,33155785000.0,105645930000.0,35419948.0,13150887000.0,22407234000.0,10721091000.0
2282.0,33484780000.0,106550170000.0,35494696.0,13003552000.0,22366798000.0,10991106000.0
2283.0,33688977000.0,104641720000.0,34989990.0,12990698000.0,22434413000.0,10766119000.0
2284.0,33417226000.0,102570960000.0,34414284.0,12957665000.0,22645864000.0,10798573000.0
2285.0,33426694000.0,113391480000.0,35057870.0,12850179000.0,22796591000.0,10788583000.0
2286.0,33158541000.0,114361385000.0,34638896.0,12904998000.0,22395370000.0,10971253000.0
2287.0,33168636000.0,114040550000.0,34682096.0,12759376000.0,21964007000.0,11187865000.0
2288.0,33467963000.0,118895020000.0,34819560.0,12807164000.0,21515037000.0,10796847000.0
2289.0,34200963000.0,119218510000.0,35562932.0,12864683000.0,21565026000.0,11000405000.0
2290.0,34218555000.0,118251725000.0,34918690.0,12720586000.0,21847420000.0,10738726000.0
2291.0,33749332000.0,119346090000.0,35275676.0,12718975000.0,21577918000.0,10876385000.0
2292.0,34401645000.0,118027830000.0,34574916.0,12694538000.0,21887887000.0,10794313000.0
2293.0,34744574000.0,117835460000.0,33579332.0,12724110000.0,21533082000.0,10568898000.0
2294.0,34674470000.0,115601310000.0,33162686.0,12602583000.0,21588620000.0,10588817000.0
2295.0,34620613000.0,113266655000.0,32913260.0,12622339000.0,21302856000.0,10291885000.0
2296.0,34393604000.0,110499774000.0,32305814.0,12699819000.0,20981766000.0,10365653000.0
2297.0,34616470000.0,108655170000.0,32667096.0,12535873000.0,20635236000.0,10242986000.0
2298.0,34595803000.0,104774470000.0,32278512.0,12343425000.0,20481761000.0,10286432000.0
2299.0,34683023000.0,103172870000.0,31374230.0,12308862000.0,20632433000.0,10140221000.0
2300.0,35326104000.0,106557910000.0,30886924.0,12411478000.0,20702691000.0,9975773000.0
