time,CESM1-CAM5,CCSM4
2000.0,19678393000000.0,19678393000000.0
2001.0,19717343000000.0,19717343000000.0
2002.0,19695190000000.0,19695190000000.0
2003.0,19648534000000.0,19648534000000.0
2004.0,19586007000000.0,19586007000000.0
2005.0,19500292000000.0,19500292000000.0
2006.0,19422685000000.0,19422685000000.0
2007.0,19375195000000.0,19375195000000.0
2008.0,19291357000000.0,19291357000000.0
2009.0,19311054000000.0,19311054000000.0
2010.0,19226641000000.0,19226641000000.0
2011.0,19144064000000.0,19144064000000.0
2012.0,19099110000000.0,19099110000000.0
2013.0,19055122000000.0,19055122000000.0
2014.0,18956840000000.0,18956840000000.0
2015.0,18872220000000.0,18872220000000.0
2016.0,18794953000000.0,18794953000000.0
2017.0,18614567000000.0,18614567000000.0
2018.0,18489675000000.0,18489675000000.0
2019.0,18371087000000.0,18371087000000.0
2020.0,18190128000000.0,18190128000000.0
2021.0,18007504000000.0,18107290000000.0
2022.0,17946380000000.0,18060895000000.0
2023.0,17978037000000.0,17912530000000.0
2024.0,17854810000000.0,17850420000000.0
2025.0,17753109000000.0,17787961000000.0
2026.0,17708014000000.0,17746522000000.0
2027.0,17582460000000.0,17695110000000.0
2028.0,17438316000000.0,17642115000000.0
2029.0,17299676000000.0,17509335000000.0
2030.0,17195713000000.0,17365608000000.0
2031.0,17167422000000.0,17327223000000.0
2032.0,16969745000000.0,17225889000000.0
2033.0,16757922000000.0,17174593000000.0
2034.0,16660075000000.0,17029782000000.0
2035.0,16568167000000.0,17044650000000.0
2036.0,16518495000000.0,16926664000000.0
2037.0,16437525000000.0,16811094000000.0
2038.0,16306132000000.0,16834770000000.0
2039.0,16189645000000.0,16712243000000.0
2040.0,16016367000000.0,16618539000000.0
2041.0,15828983000000.0,16536951000000.0
2042.0,15755625000000.0,16409755000000.0
2043.0,15623682000000.0,16322675000000.0
2044.0,15474819000000.0,16183531000000.0
2045.0,15298941000000.0,16181118000000.0
2046.0,15201714000000.0,16089127000000.0
2047.0,15069677000000.0,15928819000000.0
2048.0,15008882000000.0,15787735000000.0
2049.0,14875306000000.0,15646603000000.0
2050.0,14575124000000.0,15502217000000.0
2051.0,14371804000000.0,15383841000000.0
2052.0,14240937000000.0,15213138000000.0
2053.0,14059550000000.0,15152268000000.0
2054.0,13886121000000.0,15082601000000.0
2055.0,13734253000000.0,14984117000000.0
2056.0,13551905000000.0,14851581000000.0
2057.0,13442048000000.0,14736218000000.0
2058.0,13278664000000.0,14578934000000.0
2059.0,13027831000000.0,14474804000000.0
2060.0,12819635000000.0,14384520000000.0
2061.0,12720965000000.0,14311457000000.0
2062.0,12530950000000.0,14211627000000.0
2063.0,12405799000000.0,14043438000000.0
2064.0,12165329000000.0,13912971000000.0
2065.0,11950399000000.0,13780665000000.0
2066.0,11689453000000.0,13650829000000.0
2067.0,11514928000000.0,13623782000000.0
2068.0,11364882000000.0,13534661000000.0
2069.0,11131587000000.0,13447021000000.0
2070.0,10992464000000.0,13313999000000.0
2071.0,10782520000000.0,13096998000000.0
2072.0,10561105000000.0,12948763000000.0
2073.0,10367049000000.0,12820205000000.0
2074.0,10232582000000.0,12564956000000.0
2075.0,10102909000000.0,12390058000000.0
2076.0,9877970000000.0,12185847000000.0
2077.0,9629779000000.0,12062324000000.0
2078.0,9435169000000.0,11893455000000.0
2079.0,9233459000000.0,11669427000000.0
2080.0,9074487000000.0,11525621000000.0
2081.0,8865390000000.0,11398583000000.0
2082.0,8607138600000.0,11284115000000.0
2083.0,8464595000000.0,11171281000000.0
2084.0,8310792700000.0,10991629000000.0
2085.0,8195722400000.0,10863311000000.0
2086.0,7993616000000.0,10699950000000.0
2087.0,7786104600000.0,10455858000000.0
2088.0,7559432400000.0,10276248000000.0
2089.0,7413945600000.0,10127664000000.0
2090.0,7241545500000.0,9953958000000.0
2091.0,7058936600000.0,9734574000000.0
2092.0,6932780300000.0,9587590000000.0
2093.0,6821614500000.0,9401716000000.0
2094.0,6665676500000.0,9266228000000.0
2095.0,6474815000000.0,9105559000000.0
2096.0,6342217000000.0,8945766000000.0
2097.0,6238814000000.0,8883693000000.0
2098.0,6080361400000.0,8762697000000.0
2099.0,5882021700000.0,8646774000000.0
2100.0,5771428000000.0,8530978000000.0
2101.0,5674150400000.0,8401327000000.0
2102.0,5548908500000.0,8290497000000.0
2103.0,5462100000000.0,8191467000000.0
2104.0,5328199500000.0,8024749500000.0
2105.0,5215543600000.0,7911397400000.0
2106.0,5103302500000.0,7746133400000.0
2107.0,5042529600000.0,7639373000000.0
2108.0,4989254000000.0,7574555000000.0
2109.0,4877495300000.0,7520794400000.0
2110.0,4773801600000.0,7362149000000.0
2111.0,4702124600000.0,7243587600000.0
2112.0,4649836000000.0,7152703000000.0
2113.0,4584024000000.0,7098071000000.0
2114.0,4504926000000.0,7027028400000.0
2115.0,4378711000000.0,6929458400000.0
2116.0,4318746400000.0,6848237000000.0
2117.0,4256333300000.0,6740602000000.0
2118.0,4207265000000.0,6613375000000.0
2119.0,4152438600000.0,6468934000000.0
2120.0,4068326000000.0,6345195000000.0
2121.0,3995077200000.0,6269079400000.0
2122.0,3954155200000.0,6164204000000.0
2123.0,3894089000000.0,6063875700000.0
2124.0,3815040600000.0,5945374000000.0
2125.0,3736824000000.0,5876260300000.0
2126.0,3690905000000.0,5780296700000.0
2127.0,3661740600000.0,5711616500000.0
2128.0,3597045600000.0,5572413000000.0
2129.0,3532254000000.0,5473374300000.0
2130.0,3463070600000.0,5400113400000.0
2131.0,3430264600000.0,5337439500000.0
2132.0,3379960700000.0,5297880400000.0
2133.0,3337442300000.0,5209698300000.0
2134.0,3308417000000.0,5135912000000.0
2135.0,3248045000000.0,5063522600000.0
2136.0,3206777000000.0,5016658000000.0
2137.0,3188229000000.0,4993297400000.0
2138.0,3144027200000.0,4966641000000.0
2139.0,3071180000000.0,4949331000000.0
2140.0,3014778700000.0,4896200000000.0
2141.0,3008359800000.0,4831504000000.0
2142.0,2989170000000.0,4766339400000.0
2143.0,2913425400000.0,4730739000000.0
2144.0,2876052000000.0,4644204000000.0
2145.0,2834608000000.0,4629472000000.0
2146.0,2795707600000.0,4597508700000.0
2147.0,2774068000000.0,4549307000000.0
2148.0,2755978900000.0,4533150300000.0
2149.0,2744342800000.0,4495366000000.0
2150.0,2704469100000.0,4457634500000.0
2151.0,2672235000000.0,4440438000000.0
2152.0,2671930800000.0,4409403600000.0
2153.0,2647124300000.0,4379423800000.0
2154.0,2604929600000.0,4349174700000.0
2155.0,2575280000000.0,4299420000000.0
2156.0,2550818000000.0,4240442400000.0
2157.0,2532457300000.0,4177580000000.0
2158.0,2489007700000.0,4150125400000.0
2159.0,2468974000000.0,4133494500000.0
