time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2125.0,3272071700000.0,4927939000000.0,2439087700000.0
2126.0,3192862000000.0,4881744000000.0,2403359800000.0
2127.0,3127866300000.0,4804945400000.0,2351242700000.0
2128.0,3063754300000.0,4754108000000.0,2292387400000.0
2129.0,2976484700000.0,4709092400000.0,2240121000000.0
2130.0,2910392200000.0,4631771500000.0,2184747000000.0
2131.0,2830551000000.0,4578161500000.0,2128719500000.0
2132.0,2767892300000.0,4529919600000.0,2092051500000.0
2133.0,2722338700000.0,4488497700000.0,2027590800000.0
2134.0,2668537600000.0,4453013400000.0,1973230000000.0
2135.0,2612752500000.0,4445027400000.0,1930109300000.0
2136.0,2557024000000.0,4419629000000.0,1882126700000.0
2137.0,2504705700000.0,4356748000000.0,1846305500000.0
2138.0,2458032000000.0,4331324000000.0,1815547300000.0
2139.0,2401536000000.0,4307951800000.0,1769886200000.0
2140.0,2356560300000.0,4256375000000.0,1748826700000.0
2141.0,2307541400000.0,4213972700000.0,1716908500000.0
2142.0,2272674000000.0,4185858500000.0,1686273300000.0
2143.0,2206855900000.0,4164916000000.0,1653052100000.0
2144.0,2152066700000.0,4129939300000.0,1615703200000.0
2145.0,2090371800000.0,4093896300000.0,1587845800000.0
2146.0,2038847800000.0,4059062900000.0,1554862400000.0
2147.0,1997107000000.0,4037110400000.0,1515223000000.0
2148.0,1943103900000.0,4007510000000.0,1492018800000.0
2149.0,1884753400000.0,3983107700000.0,1459786000000.0
2150.0,1836791100000.0,3961007600000.0,1430329800000.0
2151.0,1794412800000.0,3926736800000.0,1401931300000.0
2152.0,1748094000000.0,3892369200000.0,1379002100000.0
2153.0,1717044200000.0,3852711800000.0,1351250100000.0
2154.0,1667077500000.0,3835328200000.0,1316017800000.0
2155.0,1625866600000.0,3807092400000.0,1280006200000.0
2156.0,1594086800000.0,3775372500000.0,1246995500000.0
2157.0,1562859400000.0,3725379800000.0,1208899300000.0
2158.0,1525309200000.0,3689779300000.0,1178251200000.0
2159.0,1480903200000.0,3655330200000.0,1151466700000.0
2160.0,1450967600000.0,3635211000000.0,1120659400000.0
2161.0,1407536300000.0,3618776500000.0,1092611340000.0
2162.0,1365402000000.0,3587014700000.0,1066182440000.0
2163.0,1329419300000.0,3573808000000.0,1040285430000.0
2164.0,1286963900000.0,3540984800000.0,1007082700000.0
2165.0,1257333200000.0,3501574000000.0,979015430000.0
2166.0,1210274000000.0,3470909200000.0,953743200000.0
2167.0,1172535200000.0,3448414400000.0,923196850000.0
2168.0,1132465500000.0,3421418300000.0,888152300000.0
2169.0,1101253600000.0,3398063600000.0,862666100000.0
2170.0,1057323000000.0,3366814000000.0,833113300000.0
2171.0,1021217600000.0,3353127200000.0,812921400000.0
2172.0,992710700000.0,3331350600000.0,787506460000.0
2173.0,951809200000.0,3305142000000.0,757505260000.0
2174.0,916618500000.0,3312659000000.0,730776670000.0
2175.0,867560850000.0,3308233200000.0,702658900000.0
2176.0,829067800000.0,3277424400000.0,681118140000.0
2177.0,777989850000.0,3258554300000.0,665868040000.0
2178.0,742732900000.0,3236995300000.0,642348700000.0
2179.0,699452300000.0,3210437500000.0,626172500000.0
2180.0,655910760000.0,3195051700000.0,611317100000.0
2181.0,610123840000.0,3171957300000.0,599747400000.0
2182.0,561455370000.0,3142758000000.0,576226700000.0
2183.0,525512050000.0,3128528000000.0,557038960000.0
2184.0,492328420000.0,3107628800000.0,541632760000.0
2185.0,461400970000.0,3092298600000.0,521180000000.0
2186.0,425410200000.0,3085712200000.0,509811100000.0
2187.0,391981140000.0,3065709300000.0,498274660000.0
2188.0,364264950000.0,3049434600000.0,493020870000.0
2189.0,338791830000.0,3033940600000.0,475440900000.0
2190.0,308864450000.0,3019448300000.0,462551900000.0
2191.0,288946500000.0,3003195000000.0,443456360000.0
2192.0,274356520000.0,2990007400000.0,433314660000.0
2193.0,260932110000.0,2990161500000.0,416345900000.0
2194.0,248845620000.0,2967193300000.0,397579260000.0
2195.0,241988730000.0,2955996800000.0,383003900000.0
2196.0,235143990000.0,2945050700000.0,371912000000.0
2197.0,227904470000.0,2940061600000.0,353463530000.0
2198.0,225285460000.0,2940820800000.0,345769100000.0
2199.0,220467130000.0,2938730000000.0,334567370000.0
2200.0,214722230000.0,2925765900000.0,324632600000.0
2201.0,206498250000.0,2927110400000.0,310990830000.0
2202.0,205037340000.0,2922418500000.0,294559900000.0
2203.0,199660270000.0,2912839000000.0,287113500000.0
2204.0,196758000000.0,2902376800000.0,281050320000.0
2205.0,196110910000.0,2902149800000.0,273146070000.0
2206.0,194543100000.0,2882377600000.0,268791190000.0
2207.0,191831020000.0,2869383100000.0,257734800000.0
2208.0,188512900000.0,2868269300000.0,243066470000.0
2209.0,184973340000.0,2868536700000.0,230827020000.0
2210.0,182236510000.0,2868018200000.0,217649860000.0
2211.0,179300250000.0,2863790800000.0,210221550000.0
2212.0,177156850000.0,2859252800000.0,199361040000.0
2213.0,173370540000.0,2853508200000.0,192009010000.0
2214.0,168651030000.0,2869959000000.0,187958330000.0
2215.0,165431590000.0,2863561000000.0,184068900000.0
2216.0,161897450000.0,2854459300000.0,179662590000.0
2217.0,156534540000.0,2858166000000.0,170844980000.0
2218.0,154822160000.0,2851541400000.0,166170350000.0
2219.0,146829770000.0,2843299800000.0,161848460000.0
2220.0,143062840000.0,2833581600000.0,158641050000.0
2221.0,140089050000.0,2837633600000.0,155998630000.0
2222.0,137568530000.0,2837598400000.0,155649430000.0
2223.0,135942930000.0,2839878600000.0,152604800000.0
2224.0,132134630000.0,2822013500000.0,151474160000.0
2225.0,129240540000.0,2817621200000.0,153469760000.0
2226.0,125943140000.0,2810561400000.0,151616390000.0
2227.0,122051820000.0,2804847200000.0,146770180000.0
2228.0,118897910000.0,2796759800000.0,145459660000.0
2229.0,115485565000.0,2799110000000.0,144154360000.0
2230.0,113772680000.0,2799268500000.0,142068350000.0
2231.0,112346970000.0,2790323400000.0,144288420000.0
2232.0,110229650000.0,2794548400000.0,143850230000.0
2233.0,104690610000.0,2789901900000.0,142979700000.0
2234.0,102587700000.0,2783511800000.0,140090200000.0
2235.0,102622620000.0,2772612400000.0,137797440000.0
2236.0,100348380000.0,2761850600000.0,137757150000.0
2237.0,97104180000.0,2750168200000.0,137434480000.0
2238.0,96042190000.0,2745766500000.0,133197350000.0
2239.0,94706385000.0,2745244300000.0,130164470000.0
2240.0,93291820000.0,2742021800000.0,130653045000.0
2241.0,93151480000.0,2745673200000.0,131147014000.0
2242.0,91079900000.0,2751243200000.0,129089080000.0
2243.0,89560860000.0,2744288000000.0,124932890000.0
2244.0,89553930000.0,2735399500000.0,123659560000.0
2245.0,89463914000.0,2732875300000.0,121952820000.0
2246.0,85934760000.0,2731523400000.0,119381344000.0
2247.0,86974180000.0,2725513000000.0,117853180000.0
2248.0,87229960000.0,2715651400000.0,118091980000.0
2249.0,87676400000.0,2720036000000.0,118668880000.0
2250.0,86482440000.0,2720682500000.0,118626510000.0
2251.0,85932810000.0,2715066000000.0,115811040000.0
2252.0,87003530000.0,2720765000000.0,114695130000.0
2253.0,85781950000.0,2728953600000.0,114719556000.0
2254.0,85562240000.0,2718150700000.0,114726050000.0
2255.0,84933930000.0,2699700700000.0,115080700000.0
2256.0,84434575000.0,2698536000000.0,112593190000.0
2257.0,84336710000.0,2698534000000.0,111292326000.0
2258.0,83477185000.0,2694583000000.0,109116550000.0
2259.0,85054690000.0,2702020700000.0,107214740000.0
2260.0,85473985000.0,2697724200000.0,108999290000.0
2261.0,85230600000.0,2704893000000.0,106595160000.0
2262.0,83731600000.0,2703187800000.0,105856430000.0
2263.0,82015896000.0,2695082000000.0,105522670000.0
2264.0,82237560000.0,2697346700000.0,104789340000.0
2265.0,79650870000.0,2703050000000.0,103628250000.0
2266.0,79099890000.0,2698701000000.0,102091120000.0
2267.0,79603410000.0,2700633700000.0,102477005000.0
2268.0,80635440000.0,2704595200000.0,103767980000.0
2269.0,79051235000.0,2702679200000.0,105094230000.0
2270.0,76597985000.0,2697897400000.0,105191350000.0
2271.0,73368160000.0,2682462100000.0,105969205000.0
2272.0,74100340000.0,2674242400000.0,104686720000.0
2273.0,73770360000.0,2670268000000.0,104001690000.0
2274.0,73381850000.0,2671862300000.0,103749526000.0
2275.0,71950836000.0,2677244700000.0,103017380000.0
2276.0,71071150000.0,2684746000000.0,103811334000.0
2277.0,72149640000.0,2684684300000.0,102435890000.0
2278.0,71089050000.0,2674155800000.0,102268190000.0
2279.0,69522840000.0,2677603000000.0,101274620000.0
2280.0,67143040000.0,2678029300000.0,101091110000.0
2281.0,67848364000.0,2679951000000.0,100336710000.0
2282.0,67735056000.0,2697855200000.0,98553120000.0
2283.0,68401230000.0,2693917300000.0,99095420000.0
2284.0,67946940000.0,2697310800000.0,99326616000.0
2285.0,65810010000.0,2691841700000.0,99243700000.0
2286.0,65174585000.0,2700215000000.0,99185420000.0
2287.0,63818273000.0,2710537800000.0,98175690000.0
2288.0,60965736000.0,2721303200000.0,97983010000.0
2289.0,59292762000.0,2714977200000.0,97564385000.0
2290.0,59063235000.0,2717333800000.0,95811630000.0
2291.0,58624803000.0,2718047700000.0,94533890000.0
2292.0,57613140000.0,2708184200000.0,94949130000.0
2293.0,57112412000.0,2714240500000.0,95312495000.0
2294.0,54976780000.0,2713876700000.0,95883665000.0
2295.0,54736700000.0,2717221400000.0,95007760000.0
2296.0,52209156000.0,2714721300000.0,93421030000.0
2297.0,50762600000.0,2710873600000.0,92827400000.0
2298.0,48794400000.0,2708343000000.0,91299180000.0
2299.0,49689485000.0,2715377500000.0,92559880000.0
2300.0,49744190000.0,2711556000000.0,91673970000.0
