time,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL,MRI-ESM2-0
2078.0,162467300000.0,31854467000.0,168276920000.0,1902195100.0,91393120000.0
2079.0,155715940000.0,29108988000.0,158331540000.0,1658695200.0,87221590000.0
2080.0,145737560000.0,25543932000.0,154349650000.0,1531021700.0,81407460000.0
2081.0,136049070000.0,22926959000.0,145983290000.0,1427479800.0,74363410000.0
2082.0,127764620000.0,20722090000.0,136759470000.0,1349900900.0,68615053000.0
2083.0,120104500000.0,17001176000.0,130783790000.0,1278506900.0,63075705000.0
2084.0,114646925000.0,14144400000.0,125562490000.0,1195435500.0,59802227000.0
2085.0,106457950000.0,12480615000.0,118523690000.0,1152434200.0,56000717000.0
2086.0,101331160000.0,10519477000.0,113008800000.0,1088938600.0,52097130000.0
2087.0,95201950000.0,8895720000.0,107362660000.0,1081800300.0,47150866000.0
2088.0,90225010000.0,8000284700.0,105108250000.0,990108540.0,44132606000.0
2089.0,82067020000.0,7033878000.0,98826220000.0,955046900.0,42031160000.0
2090.0,76759790000.0,6314294300.0,92832510000.0,875912060.0,40320725000.0
2091.0,70990050000.0,5875506700.0,87770180000.0,833171260.0,36178874000.0
2092.0,66008370000.0,5459934700.0,84350490000.0,769501000.0,34694420000.0
2093.0,63421395000.0,4724869600.0,79431975000.0,733302340.0,31923935000.0
2094.0,57650270000.0,4083164400.0,72305810000.0,712376500.0,29087033000.0
2095.0,53879810000.0,3354743600.0,67216355000.0,652344800.0,27292455000.0
2096.0,50206286000.0,3162520600.0,63478174000.0,608630850.0,26276610000.0
2097.0,45965218000.0,2765987800.0,61569212000.0,571353150.0,23742624000.0
2098.0,43131300000.0,2425216000.0,57731764000.0,510453150.0,22345970000.0
2099.0,40524714000.0,2036097200.0,54467633000.0,477538240.0,20579697000.0
2100.0,38507844000.0,1884116000.0,51521675000.0,467473820.0,18876950000.0
