time,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL,MRI-ESM2-0
2041.0,141608294708000.0,137051240588000.0,139545346001000.0,129243640061000.0,134921183880000.0
2042.0,141074858925000.0,136356374174000.0,139212639877000.0,128200921286000.0,134257644057000.0
2043.0,140702354631000.0,135528845090000.0,138825190226000.0,127010807265000.0,133586970128000.0
2044.0,140279120266000.0,134797368769000.0,138425965808000.0,125718384249000.0,132885157145000.0
2045.0,139927223752000.0,134069816149000.0,138031897374000.0,124375450432000.0,132234340905000.0
2046.0,139655039908000.0,133393500922000.0,137603864669000.0,123103307567000.0,131475681287000.0
2047.0,139261730971000.0,132787706812000.0,137186429756000.0,121733620358000.0,130661396563000.0
2048.0,138912006863000.0,132029497947000.0,136874486877000.0,120552932131000.0,130023900394000.0
2049.0,138603274959000.0,131156696073000.0,136581091239000.0,119543563889000.0,129316117605000.0
2050.0,138360051514000.0,130316543894000.0,136250461602000.0,118331466809000.0,128707384277000.0
2051.0,137836898725000.0,129608224563000.0,135756487830000.0,117096324914000.0,128148494319000.0
2052.0,137509756532000.0,128924503446000.0,135393459257000.0,116161404589000.0,127441866298000.0
2053.0,137127104069000.0,128275437290000.0,134925472521000.0,115095289008000.0,126830184454000.0
2054.0,136755986403000.0,127640057650000.0,134343976348000.0,113865487982000.0,126078800394000.0
2055.0,136452071508000.0,127141048308000.0,134009967822000.0,112557657435000.0,125390994271000.0
2056.0,136190215915000.0,126477360827000.0,133604966111000.0,111459890821000.0,124638859254000.0
2057.0,135883987383000.0,125744203720000.0,132979865727000.0,110325024711000.0,123999993815000.0
2058.0,135495726581000.0,124978192798000.0,132447770321000.0,109087219670000.0,123183504273000.0
2059.0,135021964941000.0,124241191363000.0,131941347910000.0,107813529459000.0,122675755179000.0
2060.0,134619216149000.0,123443056676000.0,131700122812000.0,106610033705000.0,122063430921000.0
2061.0,134064274695000.0,122737349596000.0,131122734112000.0,105451418112000.0,121335324715000.0
2062.0,133630484693000.0,121932459788000.0,130538909252000.0,104206451037000.0,120792103296000.0
2063.0,133128648280000.0,121306314381000.0,130075952893000.0,103240213073400.0,120220981998000.0
2064.0,132685334123000.0,120410605080000.0,129666467918000.0,102351122602300.0,119715114761000.0
2065.0,132305952083000.0,119668804683000.0,129235381253000.0,101353643521400.0,119032516268000.0
2066.0,131877548145000.0,118899346540000.0,128786518674000.0,100518658414000.0,118337671903000.0
2067.0,131710603403000.0,118135009324000.0,128492060285000.0,99567819461500.0,117825271583000.0
2068.0,131319464142000.0,117462087215000.0,128105854326000.0,98589882125300.0,117199884173000.0
2069.0,130997560521000.0,116957521810000.0,127803529433000.0,97532106361000.0,116514820657000.0
2070.0,130689119859000.0,116367297081000.0,127365705028000.0,96571485555000.0,115749976756000.0
2071.0,130389246153000.0,115691152806000.0,127069431791000.0,95545347637300.0,115149906979000.0
2072.0,130037940282000.0,114845211502000.0,126652509036000.0,94541944534000.0,114690079713000.0
2073.0,129735508220000.0,114156333585000.0,126252783916000.0,93497844767400.0,114098198567000.0
2074.0,129315645128000.0,113565930289000.0,126011813053000.0,92609233784600.0,113625278813000.0
2075.0,129002178211000.0,112985465057000.0,125733660467000.0,91632363700600.0,113251946651000.0
2076.0,128725045489000.0,112309038565000.0,125375338656000.0,90594076488600.0,112917415269000.0
2077.0,128541823855000.0,111586820029000.0,125150674082000.0,89838570756800.0,112428620673000.0
2078.0,128230499919000.0,110947383889000.0,124891122566000.0,89013066328000.0,111988072021000.0
2079.0,127781039533000.0,110272993848000.0,124486553440000.0,88254085390500.0,111333062754000.0
2080.0,127331128928000.0,109605487234000.0,124205329196000.0,87319572540000.0,110853817070000.0
2081.0,126832142084000.0,108789272071000.0,123836525879000.0,86522543047200.0,110327091842000.0
2082.0,126593207236000.0,108049414437000.0,123349354929000.0,85615649032700.0,109893052810000.0
2083.0,126166800317000.0,107357884036000.0,122843597544000.0,84792246884600.0,109407130381000.0
2084.0,125768865852000.0,106649395046000.0,122491516960000.0,84008351277800.0,108944307108000.0
2085.0,125361534853000.0,106060001229000.0,122130400342000.0,83291372705000.0,108460451638000.0
2086.0,124986016457000.0,105528971312000.0,121736011009000.0,82686870694800.0,108082090646000.0
2087.0,124702866136000.0,104901304221000.0,121354507065000.0,81749106022100.0,107413439304000.0
2088.0,124385246374000.0,104332159005000.0,120996278996000.0,80952731028600.0,106891166596000.0
2089.0,123875133863000.0,103738078575000.0,120683766873000.0,80212331853700.0,106353174184000.0
2090.0,123526648028000.0,103091048485000.0,120384375142000.0,79372786712500.0,105805809178000.0
2091.0,123311468530000.0,102542272901000.0,119963770680000.0,78767403848500.0,105376624415000.0
2092.0,122880063272000.0,101999786377000.0,119585015972000.0,78049234158500.0,105046783622000.0
2093.0,122534525717000.0,101388125181000.0,119296028032000.0,77343911922500.0,104513684497000.0
2094.0,122336735326000.0,100956604266000.0,119003322395000.0,76607024291500.0,104077940929000.0
2095.0,122056431034000.0,100498254948000.0,118498124273000.0,75823554538800.0,103806320154000.0
2096.0,121887186414000.0,99963103796000.0,118220071960000.0,75128055130300.0,103475883083000.0
2097.0,121568225403000.0,99328800240000.0,118128195044000.0,74419985700000.0,103121906429000.0
2098.0,121304749902000.0,98794840275000.0,117711676722000.0,73820181651700.0,102713258195000.0
2099.0,121047393906000.0,98298641251000.0,117369616942000.0,73197992911100.0,102455960763000.0
2100.0,120896360180000.0,97839021198000.0,117140802627000.0,72668491805400.0,102063263750000.0
