time,CESM2-WACCM,ACCESS-CM2,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5,IPSL-CM6A-LR
2260.0,9238414000000.0,14549190000000.0,23050209000000.0,14383966000000.0,18324620000000.0,14479903000000.0
2261.0,9263770000000.0,14546720000000.0,23042917000000.0,14348409000000.0,18327089000000.0,14483645000000.0
2262.0,9221223000000.0,14533119000000.0,22975520000000.0,14344183000000.0,18295483000000.0,14454721000000.0
2263.0,9201778000000.0,14547596000000.0,22962682000000.0,14296704000000.0,18289214000000.0,14460069000000.0
2264.0,9174995000000.0,14557452000000.0,22943190000000.0,14227854000000.0,18287763000000.0,14419031000000.0
2265.0,9199933000000.0,14525060000000.0,22947473000000.0,14212609000000.0,18255777000000.0,14384107000000.0
2266.0,9155750000000.0,14483118000000.0,22933754000000.0,14203130000000.0,18217527000000.0,14341908000000.0
2267.0,9119520000000.0,14443141000000.0,22922375000000.0,14197170000000.0,18207197000000.0,14327153000000.0
2268.0,9072504000000.0,14411523000000.0,22965675000000.0,14187170000000.0,18243972000000.0,14314730000000.0
2269.0,9055638000000.0,14372054000000.0,22965199000000.0,14177422000000.0,18257856000000.0,14326777000000.0
2270.0,9006886000000.0,14271751000000.0,22902068000000.0,14161822000000.0,18257765000000.0,14333760000000.0
2271.0,8957508000000.0,14267130000000.0,22922232000000.0,14122506000000.0,18237385000000.0,14323255000000.0
2272.0,8977548000000.0,14210676000000.0,22933693000000.0,14119478000000.0,18222156000000.0,14311060000000.0
2273.0,8985966000000.0,14189520000000.0,22968877000000.0,14131405000000.0,18221550000000.0,14298601000000.0
2274.0,8863700000000.0,14198998000000.0,22962086000000.0,14118553000000.0,18201160000000.0,14297410000000.0
2275.0,8875907000000.0,14176568000000.0,22955556000000.0,14132208000000.0,18168194000000.0,14294369000000.0
2276.0,8827442000000.0,14138995000000.0,22973490000000.0,14180067000000.0,18112890000000.0,14245153000000.0
2277.0,8807739000000.0,14145040000000.0,22959836000000.0,14169453000000.0,18105590000000.0,14227662000000.0
2278.0,8790516700000.0,14126768000000.0,22931327000000.0,14139759000000.0,18098707000000.0,14211413000000.0
2279.0,8732459000000.0,14146297000000.0,22966155000000.0,14111727000000.0,18090610000000.0,14184343000000.0
2280.0,8724707000000.0,14112443000000.0,22962760000000.0,14121406000000.0,18080915000000.0,14144333000000.0
2281.0,8675330000000.0,14115434000000.0,22953937000000.0,14075075000000.0,18059810000000.0,14130605000000.0
2282.0,8648959500000.0,14097799000000.0,22964053000000.0,14114909000000.0,18073935000000.0,14121780000000.0
2283.0,8576807000000.0,14091754000000.0,22983282000000.0,14099843000000.0,18091057000000.0,14144707000000.0
2284.0,8565508500000.0,14098810000000.0,23012140000000.0,14079283000000.0,18088683000000.0,14166760000000.0
2285.0,8557153500000.0,14078107000000.0,23038838000000.0,14029649000000.0,18059811000000.0,14175199000000.0
2286.0,8526899400000.0,14062921000000.0,23062140000000.0,14020924000000.0,18028624000000.0,14172049000000.0
2287.0,8515050000000.0,14041709000000.0,23081510000000.0,14031693000000.0,18027186000000.0,14165125000000.0
2288.0,8475447000000.0,14015895000000.0,23132500000000.0,13978159000000.0,18008810000000.0,14134046000000.0
2289.0,8489301700000.0,13989455000000.0,23144975000000.0,13915652000000.0,17988525000000.0,14117556000000.0
2290.0,8451976000000.0,13967669000000.0,23123180000000.0,13903318000000.0,18011358000000.0,14116546000000.0
2291.0,8455524500000.0,13932346000000.0,23194772000000.0,13892604000000.0,18013898000000.0,14060700000000.0
2292.0,8469399000000.0,13882846000000.0,23216792000000.0,13921792000000.0,18018590000000.0,14063053000000.0
2293.0,8464484500000.0,13845083000000.0,23278117000000.0,13899961000000.0,18035346000000.0,14059254000000.0
2294.0,8408096300000.0,13834238000000.0,23299789000000.0,13863091000000.0,18010444000000.0,14017099000000.0
2295.0,8360306400000.0,13842748000000.0,23334635000000.0,13823994000000.0,18004120000000.0,13988329000000.0
2296.0,8384624000000.0,13830895000000.0,23331238000000.0,13766930000000.0,17993180000000.0,13977749000000.0
2297.0,8348334000000.0,13839249000000.0,23337302000000.0,13734523000000.0,17951225000000.0,13970130000000.0
2298.0,8289510000000.0,13834420000000.0,23347482000000.0,13730276000000.0,17928603000000.0,13984209000000.0
2299.0,8227080000000.0,13819824000000.0,23367403000000.0,13732752000000.0,17900413000000.0,13964817000000.0
2300.0,8190390400000.0,13764724000000.0,23381950000000.0,13686821000000.0,17910758000000.0,13937759000000.0
