time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2272.0,4551616.0,5608013.0,2714298700000.0,415084740000.0,27290806.0,26386282.0
2273.0,4685267.5,5607330.0,2688865500000.0,407771740000.0,25975642.0,26057776.0
2274.0,4637787.0,5470755.5,2684186500000.0,403504070000.0,25396672.0,26184406.0
2275.0,4561321.0,5463804.0,2657152100000.0,399781950000.0,24685314.0,28912232.0
2276.0,4664907.0,5510689.5,2646467100000.0,394903680000.0,31682160.0,26854430.0
2277.0,4688714.0,5604128.0,2622292500000.0,390459900000.0,24950390.0,31136214.0
2278.0,4627728.5,5514932.5,2617799600000.0,385056700000.0,24596714.0,28273266.0
2279.0,4605703.5,5500347.5,2612615700000.0,381621900000.0,24685030.0,27034464.0
2280.0,4546637.0,5627174.5,2589090000000.0,378090260000.0,24976676.0,25394720.0
2281.0,4698370.0,5571799.5,2568175000000.0,373064140000.0,24994280.0,25673694.0
2282.0,4619164.0,5619196.5,2559591800000.0,368863020000.0,25011270.0,25584448.0
2283.0,4559473.0,5804695.0,2542046000000.0,366496220000.0,38052492.0,29232298.0
2284.0,4692551.0,5800040.0,2520150700000.0,364688080000.0,25874858.0,26032830.0
2285.0,4592442.5,5674582.5,2526860800000.0,361745220000.0,25049220.0,27675522.0
2286.0,4550181.5,5573177.0,2507706500000.0,358766540000.0,24723814.0,26991840.0
2287.0,4577432.0,6039492.0,2498646200000.0,352299350000.0,24683236.0,26313680.0
2288.0,4531059.0,5683296.0,2489849000000.0,349308130000.0,24468564.0,25885484.0
2289.0,4613305.5,5759871.0,2489052300000.0,346844730000.0,23986266.0,25261030.0
2290.0,4583932.0,5590284.0,2458076300000.0,341825030000.0,23731176.0,25438792.0
2291.0,4570869.0,5604162.5,2434995600000.0,339167480000.0,24039654.0,30417568.0
2292.0,4518636.0,5574297.5,2420237700000.0,334618500000.0,24234098.0,28027880.0
2293.0,4534792.5,5492049.5,2395804000000.0,329910880000.0,23302554.0,24929026.0
2294.0,4500171.5,5305443.5,2390863400000.0,325459800000.0,23523156.0,23944030.0
2295.0,4524216.0,5287630.5,2412592000000.0,321815900000.0,23732182.0,23489704.0
2296.0,4550268.5,5388401.0,2392846500000.0,318404070000.0,23606268.0,23087174.0
2297.0,4634150.5,5426240.0,2378842000000.0,315318500000.0,23366824.0,33473052.0
2298.0,4618249.5,5311241.0,2363818500000.0,312065980000.0,23474604.0,24789608.0
2299.0,4584681.5,5301945.0,2376997000000.0,306691240000.0,27029680.0,24637636.0
2300.0,4560677.0,5118110.0,2364098000000.0,302349880000.0,22935342.0,25077792.0
