time,MPI-ESM1-2-HR,ACCESS-CM2,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,NORESM2-MM,CANESM5,GFDL-ESM4,EC-EARTH3,EC-EARTH3-VEG,ACCESS-ESM1-5,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MRI-ESM2-0,CESM2,TAIESM1,CESM2-WACCM,CAMS-CSM1-0
2085.0,23174392000000.0,20181460000000.0,16050639000000.0,22369492000000.0,21398169000000.0,22058728000000.0,20015057000000.0,22039807000000.0,13391013000000.0,14459236000000.0,22636145000000.0,22177424000000.0,23280990000000.0,19245680000000.0,20412518000000.0,16148164000000.0,11469371000000.0,18029233000000.0,24107148000000.0
2086.0,23091315000000.0,19982890000000.0,15722231000000.0,22282313000000.0,21176498000000.0,21942856000000.0,19823614000000.0,21964165000000.0,12993833000000.0,14067259000000.0,22615838000000.0,22079148000000.0,23215034000000.0,19054037000000.0,20306782000000.0,15873359000000.0,11136763000000.0,17605602000000.0,24025305000000.0
2087.0,22982470000000.0,19774920000000.0,15448772000000.0,22125940000000.0,20960422000000.0,21825008000000.0,19606756000000.0,21803146000000.0,12479699000000.0,13707647000000.0,22563330000000.0,22007706000000.0,23216622000000.0,18778530000000.0,20214855000000.0,15478688000000.0,10726734000000.0,17414208000000.0,23939953000000.0
2088.0,22858808000000.0,19606420000000.0,15035107000000.0,22045019000000.0,20683086000000.0,21726847000000.0,19407403000000.0,21648047000000.0,12046389000000.0,13261697000000.0,22341070000000.0,21965505000000.0,23119733000000.0,18549366000000.0,20004003000000.0,15200597000000.0,10416229000000.0,17129528000000.0,23888644000000.0
2089.0,22801256000000.0,19492264000000.0,14676931000000.0,21929864000000.0,20391480000000.0,21511618000000.0,19227642000000.0,21560713000000.0,11659179000000.0,12808440000000.0,22172840000000.0,21906970000000.0,23038194000000.0,18323346000000.0,19923751000000.0,15042251000000.0,10018965000000.0,16870031000000.0,23776807000000.0
2090.0,22675610000000.0,19312410000000.0,14290765000000.0,21828647000000.0,20049723000000.0,21404870000000.0,19059465000000.0,21460769000000.0,11232588000000.0,12392299000000.0,22117890000000.0,21855184000000.0,22980636000000.0,18081517000000.0,19709414000000.0,14792505000000.0,9729654000000.0,16628132000000.0,23680495000000.0
2091.0,22599977000000.0,19115775000000.0,13995566000000.0,21676094000000.0,19925860000000.0,21276542000000.0,18870547000000.0,21368520000000.0,10810712000000.0,12040204000000.0,21939767000000.0,21772701000000.0,22911721000000.0,17802935000000.0,19474376000000.0,14531018000000.0,9360684000000.0,16374345000000.0,23672406000000.0
2092.0,22499463000000.0,18921789000000.0,13600006000000.0,21519055000000.0,19653045000000.0,21157938000000.0,18682325000000.0,21247490000000.0,10375326000000.0,11503977000000.0,21743746000000.0,21736590000000.0,22829762000000.0,17498611000000.0,19216288000000.0,14270605000000.0,9002491000000.0,16013594000000.0,23571531000000.0
2093.0,22428020000000.0,18702867000000.0,13261310000000.0,21411068000000.0,19463477000000.0,20978862000000.0,18494203000000.0,21105167000000.0,9966331000000.0,11186675000000.0,21627370000000.0,21676532000000.0,22768054000000.0,17259600000000.0,18970256000000.0,13981942000000.0,8732474300000.0,15794364000000.0,23478655000000.0
2094.0,22389805000000.0,18500217000000.0,12933651000000.0,21363878000000.0,19399323000000.0,20810775000000.0,18254217000000.0,21004036000000.0,9522693000000.0,10757500000000.0,21485448000000.0,21615551000000.0,22683790000000.0,17048783000000.0,18754484000000.0,13483912000000.0,8468581300000.0,15401135000000.0,23483610000000.0
2095.0,22272850000000.0,18245566000000.0,12642056000000.0,21263690000000.0,19359404000000.0,20636645000000.0,18049885000000.0,20936850000000.0,9077804000000.0,10319750000000.0,21354007000000.0,21517799000000.0,22598302000000.0,16802214000000.0,18627554000000.0,13038029000000.0,8187445500000.0,15016769000000.0,23390980000000.0
2096.0,22180117000000.0,18031852000000.0,12315176000000.0,21095500000000.0,19271540000000.0,20471467000000.0,17802574000000.0,20828868000000.0,8644917700000.0,9881882000000.0,21265023000000.0,21415588000000.0,22556413000000.0,16567151000000.0,18382525000000.0,12719177000000.0,7915427600000.0,14539096000000.0,23358272000000.0
2097.0,22099767000000.0,17860183000000.0,11967746000000.0,20966710000000.0,18989336000000.0,20275907000000.0,17577626000000.0,20718402000000.0,8258870000000.0,9479607000000.0,21105897000000.0,21275028000000.0,22485886000000.0,16302354000000.0,18107515000000.0,12321522000000.0,7556504000000.0,14281677000000.0,23322478000000.0
2098.0,22039044000000.0,17725068000000.0,11602271000000.0,20828683000000.0,18781265000000.0,20214482000000.0,17355344000000.0,20602161000000.0,7944664000000.0,9021842000000.0,20872710000000.0,21139870000000.0,22450344000000.0,16016216000000.0,17885844000000.0,11834997000000.0,7254892000000.0,13898947000000.0,23308827000000.0
2099.0,21968988000000.0,17490189000000.0,11198019000000.0,20723878000000.0,18558490000000.0,20021732000000.0,17088945000000.0,20437008000000.0,7558812000000.0,8575355700000.0,20659780000000.0,21057835000000.0,22363823000000.0,15766271000000.0,17693413000000.0,11551481000000.0,6936785000000.0,13507053000000.0,23196336000000.0
2100.0,21855017000000.0,17291124000000.0,10910788000000.0,20596375000000.0,18165197000000.0,19854380000000.0,16880805000000.0,20332640000000.0,7144752500000.0,8149586700000.0,20421334000000.0,20970924000000.0,22318900000000.0,15522446000000.0,17541669000000.0,11133731000000.0,6568285000000.0,13043872000000.0,23128305000000.0
