time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,39894095000.0,39894095000.0,39894095000.0
1981.0,39893490000.0,39893904000.0,39893146000.0
1982.0,39895125000.0,39895810000.0,39894840000.0
1983.0,39893567000.0,39893806000.0,39893358000.0
1984.0,39894785000.0,39896092000.0,39894572000.0
1985.0,39892675000.0,39892037000.0,39892775000.0
1986.0,39894093000.0,39893398000.0,39894251000.0
1987.0,39899274000.0,39898503000.0,39899541000.0
1988.0,39897346000.0,39897205000.0,39897451000.0
1989.0,39896745000.0,39895530000.0,39896820000.0
1990.0,39896640000.0,39895490000.0,39896442000.0
1991.0,39897646000.0,39895716000.0,39897441000.0
1992.0,39896450000.0,39893790000.0,39896315000.0
1993.0,39898853000.0,39896835000.0,39898742000.0
1994.0,39898084000.0,39894841000.0,39898050000.0
1995.0,39898997000.0,39896590000.0,39898450000.0
1996.0,39898497000.0,39895261000.0,39897146000.0
1997.0,39905262000.0,39901488000.0,39903312000.0
1998.0,39907471000.0,39902384000.0,39905210000.0
1999.0,39900603000.0,39896389000.0,39899987000.0
2000.0,39905496000.0,39901106000.0,39905125000.0
2001.0,39887115000.0,39885174000.0,39883334000.0
2002.0,39852865000.0,39843112000.0,39849975000.0
2003.0,39819732000.0,39829083000.0,39807693000.0
2004.0,39747448000.0,39723987000.0,39735200000.0
2005.0,39725874000.0,39737601000.0,39703053000.0
2006.0,39702053000.0,39706891000.0,39680699000.0
2007.0,39586508000.0,39597237000.0,39556733000.0
2008.0,39477953000.0,39502128000.0,39435140000.0
2009.0,39347387000.0,39299911000.0,39306817000.0
2010.0,39213461000.0,39139063000.0,39178326000.0
2011.0,39041022000.0,38934271000.0,38987392000.0
2012.0,38945054000.0,38833399000.0,38894563000.0
2013.0,38698484000.0,38489176000.0,38654561000.0
2014.0,38748375000.0,38586426000.0,38699427000.0
2015.0,38578179000.0,38386511000.0,38534268000.0
2016.0,38583191000.0,38384112000.0,38549403000.0
2017.0,38279391000.0,38054537000.0,38222017000.0
2018.0,38330874000.0,38143813000.0,38258937000.0
2019.0,38257297000.0,38069736000.0,38184971000.0
2020.0,37954270000.0,37855004000.0,38130458000.0
2021.0,38066686000.0,37824665000.0,38041036000.0
2022.0,37895461000.0,37599904000.0,37968067000.0
2023.0,37772429000.0,37364571000.0,37549803000.0
2024.0,37764369000.0,37077083000.0,37424491000.0
2025.0,37491585000.0,36480126000.0,37268264000.0
2026.0,37197622000.0,36516403000.0,37037721000.0
2027.0,37167597000.0,36080792000.0,36937707000.0
2028.0,36989431000.0,35785742000.0,36803288000.0
2029.0,37031675000.0,35394434000.0,36618810000.0
2030.0,36875065000.0,35276852000.0,36531173000.0
2031.0,36819517000.0,35098372000.0,36575742000.0
2032.0,36779078000.0,34889323000.0,36307298000.0
2033.0,36388897000.0,34461047000.0,36153662000.0
2034.0,36290178000.0,34242823000.0,35781165000.0
2035.0,36007783000.0,34021087000.0,35720230000.0
2036.0,35638333000.0,33617547000.0,35669381000.0
2037.0,35543493000.0,33399696000.0,35447210000.0
2038.0,35242002000.0,33038545000.0,35097460000.0
2039.0,34897529000.0,32742793000.0,34999112000.0
2040.0,34488475000.0,32498890000.0,34940182000.0
2041.0,34244939000.0,32206004000.0,34691561000.0
2042.0,34070862000.0,31670479000.0,34516267000.0
2043.0,33789158000.0,31149215000.0,33798888000.0
2044.0,33489614000.0,30796268000.0,33651920000.0
2045.0,33224890000.0,30447025000.0,33266026000.0
2046.0,32962047000.0,30163383000.0,32926183000.0
2047.0,32871857000.0,29745931000.0,32584621000.0
2048.0,32622152000.0,29276714000.0,32361498000.0
2049.0,32435975000.0,28935720000.0,32126371000.0
2050.0,31937774000.0,28514398000.0,31844890000.0
2051.0,31828049000.0,28235230000.0,31533411000.0
2052.0,31424206000.0,27726602000.0,31255813000.0
2053.0,31184773000.0,27421587000.0,30721036000.0
2054.0,30815108000.0,26910696000.0,30353584000.0
2055.0,30485980000.0,26544354000.0,29939911000.0
2056.0,30151881000.0,26060420000.0,29715625000.0
2057.0,29889933000.0,25764740000.0,29382016000.0
2058.0,29507347000.0,25457470000.0,29125134000.0
2059.0,29084293000.0,25195215000.0,28725680000.0
2060.0,28606046000.0,24918531000.0,28502190000.0
2061.0,28229364000.0,24294828000.0,28030990000.0
2062.0,27970491000.0,23771186000.0,27933608000.0
2063.0,27677098000.0,23287643000.0,27608547000.0
2064.0,27407168000.0,22951972000.0,27310400000.0
2065.0,27020707000.0,22756907000.0,26869118000.0
2066.0,26717193000.0,22140422000.0,26562542000.0
2067.0,26507434000.0,21983131000.0,26434027000.0
2068.0,26196362000.0,21744584000.0,26243670000.0
2069.0,25978336000.0,21205439000.0,26138779000.0
2070.0,25683417000.0,20971066000.0,25932044000.0
2071.0,25575003000.0,20646951000.0,25718235000.0
2072.0,25401125000.0,20412283000.0,25202459000.0
2073.0,25199828000.0,19885183000.0,25135745000.0
2074.0,24803262000.0,19792194000.0,24721126000.0
2075.0,24635590000.0,19481832000.0,24412022000.0
2076.0,24175981000.0,19198519000.0,24285019000.0
2077.0,24215972000.0,18752530000.0,23999290000.0
2078.0,23895280000.0,18587381000.0,23901659000.0
2079.0,23697603000.0,18318250000.0,23726511000.0
2080.0,23441371000.0,18035520000.0,23552078000.0
2081.0,23204638000.0,17723429000.0,23177111000.0
2082.0,23116626000.0,17497088000.0,23056806000.0
2083.0,22892266000.0,17171012000.0,22871586000.0
2084.0,22652269000.0,16927687000.0,22776687000.0
2085.0,22446585000.0,16556395000.0,22585886000.0
2086.0,22371331000.0,16454155000.0,22416413000.0
2087.0,22209274000.0,16188407000.0,22416077000.0
2088.0,21972821000.0,16040511000.0,22326441000.0
2089.0,21675332000.0,15826456000.0,22215465000.0
2090.0,21563297000.0,15599913000.0,22103303000.0
2091.0,21397775000.0,15426991000.0,21889722000.0
2092.0,21264164000.0,15331739000.0,21736453000.0
2093.0,21131867000.0,15143204000.0,21717832000.0
2094.0,20876365000.0,14961226000.0,21503572000.0
2095.0,20786430000.0,14738335000.0,21347263000.0
2096.0,20629842000.0,14532233000.0,21322070000.0
2097.0,20511790000.0,14349689000.0,21373909000.0
2098.0,20418932000.0,14204762000.0,21258378000.0
2099.0,20281032000.0,14036836000.0,21192762000.0
2100.0,20257025000.0,13901983000.0,21129210000.0
2101.0,20106169000.0,13747106000.0,21069353000.0
2102.0,19897475000.0,13524229000.0,21057333000.0
2103.0,19734886000.0,13397773000.0,20976256000.0
2104.0,19720482000.0,13353714000.0,20991196000.0
2105.0,19726044000.0,13259697000.0,20923822000.0
2106.0,19664828000.0,12996265000.0,20955309000.0
2107.0,19562131000.0,12892615000.0,20864071000.0
2108.0,19485215000.0,12733098000.0,20854777000.0
2109.0,19388810000.0,12633768000.0,20722895000.0
2110.0,19241942000.0,12504979000.0,20714663000.0
2111.0,19242811000.0,12343717000.0,20748289000.0
2112.0,19056182000.0,12250558000.0,20590319000.0
2113.0,19027845000.0,12125156000.0,20624874000.0
2114.0,18937584000.0,12006189000.0,20592986000.0
2115.0,18857034000.0,11888843000.0,20624574000.0
2116.0,18774729000.0,11806674000.0,20532211000.0
2117.0,18706657000.0,11747072000.0,20560861000.0
2118.0,18661869000.0,11662914000.0,20417472000.0
2119.0,18545275000.0,11557450000.0,20483539000.0
2120.0,18459471000.0,11470428000.0,20406371000.0
2121.0,18332526000.0,11421733000.0,20230009000.0
2122.0,18250887000.0,11349252000.0,20287265000.0
2123.0,18146826000.0,11266651000.0,20125665000.0
2124.0,18179806000.0,11133441000.0,20083473000.0
2125.0,18146600000.0,11124465000.0,19993034000.0
2126.0,18103231000.0,11001522000.0,20035102000.0
2127.0,18104846000.0,10889736000.0,19986882000.0
2128.0,17968986000.0,10772182000.0,19958140000.0
2129.0,17974517000.0,10643387000.0,19953527000.0
2130.0,17893882000.0,10506040000.0,19942790000.0
