time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,76078877056.56335,76078877056.56335,76078877056.56335
2001,73834619012.21048,75164031915.39127,72667846669.44113
2002,73198927002.2133,75611734464.24257,70000811550.83469
2003,72450367317.24217,74056141423.58098,68849434941.8502
2004,70606965375.13103,73284446247.8751,66656140856.37717
2005,69316854436.55907,70859076378.73251,65212235433.197495
2006,66900616978.897705,69175882821.51497,62804616364.88792
2007,66468878413.216415,66610837244.32708,58082113734.27084
2008,64879777131.915565,65237425830.135376,53730022844.888756
2009,60882217002.25698,64415990720.620186,52493717967.50818
2010,59786363826.38106,62686405313.320854,51139111109.4949
2011,58731749681.76801,59821568019.72959,48748137973.0019
2012,57570996580.16231,58057124197.09839,46311038277.3614
2013,56775168142.269485,57763791358.666,45129355577.611664
2014,55440339910.311646,56544655816.976234,46700585423.0376
2015,54400950392.44363,55799496079.36008,48319867048.92788
2016,51928055689.67163,52629201457.18907,49401217860.746544
2017,50605170410.96467,49415953882.98043,48270663149.76072
2018,49295945491.86305,47100670144.81006,48087405463.20995
2019,47823788601.71379,47621618525.48246,47354147510.26884
2020,46700960087.594635,46234588053.74388,46909242937.83148
2021,46022145392.22864,44415917584.80274,46783570380.504196
2022,43186564778.73175,44892696362.13582,48792567857.91986
2023,41795186854.06501,44412510181.90781,48719749178.287125
2024,40249851529.43023,42869865446.19396,46714121320.23702
2025,38013846445.175735,40341176290.06626,45342375790.94999
2026,37619503232.160065,39282559448.464676,43900216570.02128
2027,37868528370.13889,37000163905.849594,43869704094.62005
2028,38061549264.17311,38067898719.074776,43195342297.18307
2029,37397417605.83079,38311063205.02153,39696528659.16898
2030,37197022688.02795,39055948468.60264,38186954243.29011
2031,36520365542.31309,36611687185.50097,36414180800.130035
2032,35047085812.151794,35792513178.2969,35112500693.25528
2033,35816220517.07596,34472741867.503456,33971805938.481068
2034,35243380512.70751,32643945703.35798,34366412455.06396
2035,33535670916.303234,31216945151.220028,35279716747.20433
2036,33791308609.020813,29475684075.76372,33809155444.10694
2037,32938280808.660408,27863460338.366714,32498936881.473137
2038,31700971003.21062,28161782260.156857,31870141633.75598
2039,30981309906.35204,28205883405.895348,32511170845.45973
2040,29982671302.092056,27178092577.20428,33486407585.081104
2041,27493932347.49666,25474031567.713863,34094182017.55584
2042,25772046952.478546,25118926018.972267,33276779603.902885
2043,25873971930.959877,24829237679.199768,32426968437.606045
2044,25654970311.00029,23211496912.24062,31897776403.692432
2045,24835642118.866997,22934217304.218533,30567023099.15886
2046,25338313606.000763,23191415696.406624,29305234226.96978
2047,24021709551.458347,23683910990.144936,28067120004.49071
2048,22900886299.450867,24015053194.878124,25338479738.26167
2049,21811825443.8025,23345133594.93665,24050085125.268505
2050,20863645732.08685,23228758015.189487,22820993483.217735
2051,20400139599.15036,23128843535.317757,22528043562.577435
2052,20129568515.07903,22460646026.999664,22646528411.804646
2053,19002842797.147877,23302051943.991936,21997099904.352898
2054,17565685293.013485,23416063393.331856,21532446210.178406
2055,17174271798.529173,23960226985.41104,21426637787.83142
2056,17146536211.137873,24265558859.521473,20432074680.30821
2057,16933156021.256516,24170667466.40165,18899018579.758297
2058,16503081517.465364,23657612539.828304,18297421025.736465
2059,15641448857.893196,22281952211.439735,18585303645.86291
2060,15919474731.169388,21432615627.054432,18296134759.86888
2061,15370136187.610228,21659611708.648464,17135466919.737835
2062,15035727972.41049,20481958306.88615,17087201516.927467
2063,15020026601.202387,20012353549.57301,17441361118.864094
2064,14580729988.678318,19560036842.803806,17309817184.78293
2065,14043422438.687956,18374367697.213207,17260818306.999638
2066,13552016486.734198,18015093897.026657,15834925156.59063
2067,13452579376.160885,17964357705.39878,15261152764.648642
2068,12656886392.10771,16804159207.624706,13951312234.444529
2069,12049134249.921911,15772491631.963928,13782977991.93262
