time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,76078877056.56335,76078877056.56335,76078877056.56335
2001,75628843990.86707,73082142670.90912,72580226312.92064
2002,74228483530.36348,73568746640.44386,69452592234.83125
2003,75236025946.11307,72210434043.41893,68385670906.21713
2004,73894046064.82587,70996315911.37059,65923344779.18226
2005,70471797889.61432,69569019948.55103,64830184834.34456
2006,67997406275.35724,68482818421.63766,62447617933.69008
2007,66426644227.12342,67891324949.14345,59939533396.72359
2008,64070091320.81784,67545693143.669815,58800742298.83355
2009,61136678842.63167,66503379731.242424,56869805376.86651
2010,59741176598.5271,64595667287.4244,54274764660.72473
2011,57360722004.65382,64235642990.58365,53339618779.744286
2012,54269919232.38522,64117896821.81706,52210094230.537735
2013,52792385518.50124,62176006008.029945,51092433690.22292
2014,51502884762.49308,60565990887.19275,51517688516.02324
2015,51952676824.98429,56795474766.93979,51626686912.38047
2016,50846578614.1776,54396861053.68414,52680142313.36841
2017,49824707318.93133,52483511851.975464,50978359482.560165
2018,47593496937.53522,49651543507.34514,49573612570.01042
2019,46980123716.93469,48832701081.800354,47847961125.57482
2020,46138275394.15174,47530534592.961174,47677761196.37554
2021,43359186931.621284,46932559366.1443,48967739781.60215
2022,40748911734.89664,46172321062.79359,49377206557.26437
2023,37646964516.73453,44287821783.48904,48260194784.075554
2024,37488007890.36941,43356950620.7784,48124551414.724174
2025,37774008304.980804,40619429584.39022,46168497937.369286
2026,36835646812.44612,37955505101.33546,46004436020.52727
2027,35105367112.01986,35970416629.55,43819341030.67879
2028,34115436455.75586,34206452849.219795,41291156862.25244
2029,34457092848.79063,35191831423.52187,41347556766.58283
2030,34365959068.952484,34852083766.3432,41757847957.45776
2031,33423823169.32825,32234617353.923702,41867135718.45767
2032,32741141755.73787,30974186682.463524,43990957219.88377
2033,31202891447.648235,30546747532.29203,44021477352.17067
2034,29374096373.76547,28623746124.733875,42378977251.02852
2035,29437485476.462334,27733407820.06121,41235270911.8953
2036,28543834652.731224,26685744158.11394,42144511324.50443
2037,27674767228.292774,24807822427.647583,42550212021.66316
2038,26523983323.568012,23507139388.595192,41718899209.83399
2039,26763108554.3462,22223385524.020927,41574784298.2576
2040,26698975744.635563,20530902708.752876,42123069631.59226
2041,25758387948.14972,19290832734.962067,40188196895.7999
2042,25520907469.805264,18092276857.862835,40199455866.9191
2043,25640904657.316555,17380657987.742977,40765135905.950226
2044,25592750903.104607,17883040811.2126,40576993581.43036
2045,25188749848.10844,17649347152.70205,41119008170.39578
2046,24476477904.882446,17219946059.764,40910422776.17238
2047,23080317405.86444,16830248916.237583,39488971708.00643
2048,22571733567.116222,16579584803.3752,40004192035.8943
2049,22283849053.35149,16309246282.51986,38985300209.07612
2050,21589665704.19831,15745364169.04243,37945120617.4583
2051,21011326836.395382,15545709739.867981,37884234141.45866
2052,21039019336.292442,15469726715.476925,36698230765.1821
2053,22031076041.085495,15714297453.542124,34877700180.30709
2054,20972315668.97168,15505098756.601107,34611546464.85182
2055,21136768324.362946,15026525352.181513,34379864139.7339
2056,21563612173.960625,14418953091.168713,34608100470.391716
2057,21318671433.66887,14135138771.448448,34396318136.24689
2058,20967221249.362495,13419543521.229628,34361396095.24364
2059,20846999895.319942,13058071699.423042,33093892927.69409
2060,20430903045.459927,12901618406.034256,32894302266.893284
2061,20302053281.23995,12767416758.15874,33932218936.82821
2062,19547106233.54361,12678721773.455332,33924166922.01096
2063,19789896785.32737,12418193094.977945,33399393240.986984
2064,19596565660.126522,11774244102.709955,32438353108.002052
2065,19522787570.071667,11798909712.37386,31913171024.367058
2066,18960713362.23572,11807349240.551125,31894828314.026585
2067,18237209093.647034,11509408833.529514,32294769324.454647
2068,17670098528.068794,11548221725.575981,34156967095.132473
2069,16991924468.230993,11501854683.114607,34207816565.225372
2070,16861769051.462456,11452163688.194054,33494359337.93205
2071,16930199179.136295,11296525444.452965,31930311780.771744
2072,17418117391.53425,11596843002.663904,30318878587.86439
2073,17219162761.359093,11892119426.64775,28681875120.357597
2074,16528806388.902973,12115231151.975204,27722239810.02382
2075,16841680854.066433,12264181263.26715,28010699489.666992
2076,16984329940.677658,12105704010.243961,27642897460.54441
2077,16819468695.986486,12101803340.53967,26823216862.155746
2078,16465986071.982578,12162449523.495968,27394015084.446907
2079,16494178101.388968,12221782075.274176,28536368745.59566
2080,16400729270.414692,12008555026.933498,28787594899.363567
2081,16370080767.305847,12593808816.24215,28426315838.847084
2082,15659479642.504002,12802960899.617624,29410249956.84435
2083,15048651410.814594,12673253053.464262,30600628907.244255
2084,15090078591.554087,12598178933.46228,30431415155.57084
2085,14933348821.468777,12691394598.185232,29826391185.818455
2086,14614905756.724167,12803288842.588367,30103539266.65997
2087,14844775903.634468,12739637731.965593,30894330637.52057
2088,14878149074.574755,12508311874.144377,32032734367.92207
2089,14961920755.991325,12470890064.778307,32578153372.093193
2090,14433385003.250687,12155860905.953215,33088611280.824337
2091,14824309299.072395,12466703458.614,32810228540.124477
2092,15235667752.679615,12193648820.222898,33635152563.478214
2093,15553161419.836836,12062753855.756647,34541758435.823166
2094,15440864468.664043,12143557897.54778,34081898562.01954
2095,15454311384.269741,12257012745.202759,32283226419.599777
2096,15578772248.191278,12566796961.527338,33114000259.303146
2097,15395679567.446318,12396279905.359755,32571966189.468727
2098,16038744047.275253,12496068771.575665,34501934663.7216
2099,16050527654.305534,12344824677.732645,34782954041.08268
2100,16055882252.47921,12540117563.456924,34235626912.45443
2101,16513508502.042437,12570195403.8424,33897298006.65503
2102,16849897270.963034,12624306402.24412,33250956389.316586
2103,16793818151.079256,12769423793.016716,34123790082.648937
2104,16507922589.415197,13318069229.795515,33749502952.276344
2105,16481181452.109314,13231112191.95376,33182680355.030964
2106,16457098474.091211,13382893351.170193,33407807312.18016
2107,15951843735.097284,13120507067.763178,33465406231.763508
2108,15708875837.3819,12780919153.468729,36061034746.79426
2109,15966941726.926908,12878902048.895622,36758147785.38436
2110,16139183929.070171,12950060539.792755,38474052835.64654
2111,16157529701.589712,12772506332.37484,37995876271.88016
2112,16455940259.8203,12416895682.183142,38336439835.463394
2113,16209140731.488,12458616617.729145,39313188416.83699
2114,16176460298.223413,12577857386.018211,38618255502.18052
2115,16006272790.11719,12158661441.713692,38055775227.62836
2116,16484884624.201635,12534178225.823568,38329441481.30438
2117,16619484530.601,13363893109.07958,38868306149.88355
2118,16029853086.820929,13353052795.43959,38552828444.7571
2119,15670328169.71434,13593199854.49054,38003131073.19842
2120,15229206686.549511,13687029773.33567,38689927755.10741
2121,15266622580.068388,13750674330.923105,38748128124.97996
2122,14872090367.279024,14217091838.998648,39517664166.25749
2123,14176004418.079924,14657695429.383335,38644730699.86848
2124,14461692174.519619,14774581919.642859,37460320463.96871
2125,14180121029.363174,14640624057.91494,37757461750.06007
2126,13926644058.140942,15123519474.043238,38534249566.72746
2127,13725233059.880043,15391185624.728909,38007496073.264725
2128,13707081857.462122,15239373191.340311,38858663617.946434
2129,13550617791.574858,15822654622.9883,41554508364.822
2130,13657619696.42872,15989619449.454649,42814106461.975555
2131,13552478121.779348,16017237743.775957,42069430497.4339
2132,13660633510.681297,16214722160.532303,40089669028.58167
2133,13829018670.457125,16064725378.36188,39890840466.84199
2134,13665082077.279936,16164167844.493778,39825399340.30017
2135,14027600951.250908,16372681420.353165,40369230778.15321
2136,13814246652.48384,15906097570.767216,40546279102.388626
2137,13943191332.656126,16152536103.998722,40787850222.29379
2138,14260068165.753279,15899290519.204924,41904943783.66486
2139,14385247585.169077,15282533272.884586,42215037133.73814
2140,14125099338.68466,15789087747.105532,40881464570.18587
2141,13704875157.522741,15892001933.022562,40506964088.14665
2142,13440288882.962912,16855133185.56732,39485654717.791115
2143,12980188202.32864,17342605279.216015,39936986946.867355
2144,13293351279.76585,17101511363.896957,39659729715.03703
2145,13505814490.858208,17707489286.888866,39013871146.61979
2146,13924051651.543566,17399398686.121075,39691677901.97761
2147,13898969237.794827,16968136748.517227,38874972492.2072
2148,13989559522.26254,16585036134.388226,40166924167.00089
2149,14567849113.573633,17031717444.165539,41102533853.98838
2150,14754202483.567389,16887575010.146439,41530571320.527664
2151,14506297800.687151,17185067967.950077,41098295418.65467
2152,14811698945.2543,17287198848.82479,41016732176.05088
2153,14914794861.867638,17353093611.860085,42569147292.92313
2154,15171368653.499874,17198217155.399475,42839870679.53782
2155,15167294875.316988,17319925533.3914,40596185137.26425
2156,14848438668.60077,17280008471.630985,41050303809.77632
2157,14690897795.96907,17312862545.661663,40516181037.69385
2158,14915254204.264141,17512460858.832073,41993287586.150475
2159,15429625024.204218,17700077650.65908,41450836790.06766
2160,15844929026.854055,17279211146.408543,40959513933.48861
2161,15310687800.402536,16885922360.610125,42161316436.82647
2162,15617317174.185705,17350519757.243305,44087201994.94532
2163,16273277380.784225,17457919003.27951,43960484863.85553
2164,16215168476.74172,17531348437.396175,45103158721.758804
2165,16024119032.375614,17849470057.377514,44401489666.03679
2166,15243796741.365187,17385026273.527573,44638211099.24985
2167,14567952871.136057,16630581222.202486,45888622881.87775
2168,14829401934.44213,16366166334.291758,46999377191.57987
2169,15335088246.784431,16111866400.560173,47863991445.02164
2170,16123180153.261497,16549031632.431847,46988008024.67801
2171,16601566871.56337,16562883203.163769,45519961258.28642
2172,16771711498.277025,16674927917.88937,46061665464.66698
2173,17087295990.343567,16245907488.51446,47518479385.235374
2174,17097091850.571447,16094267716.02549,48701212216.42521
2175,16730580447.587023,16050662195.87923,49987853800.73439
2176,16839844663.600622,16483228691.155867,50579586559.50465
2177,16342816429.090496,17075038432.203247,50763954250.166756
2178,15937076150.617624,17319839784.58452,51138296593.61129
2179,15881961094.20191,17233810400.538044,53682951618.87937
2180,16754654024.607122,17395597211.567833,53036142921.62505
2181,16343106069.272509,17312349886.51081,52187640857.49322
2182,16732982339.911625,17356179527.285675,52472870089.80393
2183,16684324938.823088,17955159200.42226,51851994153.121704
2184,16593470187.191511,18083694212.932915,51009807257.582245
2185,15718044180.648106,17722003012.719837,52508601763.35945
2186,15140240060.394077,18254262767.014626,54040248822.641106
2187,15161440642.175188,19112228555.612724,55470904934.63268
2188,14863345369.76818,18920325409.359432,56224450008.12267
2189,14487715563.441216,18823780784.7993,55479417800.947365
2190,14579678433.266968,18863161509.473377,52772125861.113396
2191,15081680427.291187,19437814763.73462,50639636057.988594
