time,CCSM4,CESM1-CAM5
2000,76078877056.56335,76078877056.56335
2001,73579403819.74896,75478419743.8819
2002,72659766995.72305,74007327762.28412
2003,71812156907.72458,75140308209.47806
2004,69776998251.3839,73937588774.61497
2005,68237754976.6954,70511213191.09811
2006,65620607162.59518,68036877177.01461
2007,65405347718.440285,66084843228.37841
2008,64587303907.4676,63831209912.568535
2009,60774085379.91274,60896564934.16117
2010,59774373844.72789,59748482056.40038
2011,58444444223.728615,60891912344.834984
2012,57958037953.47147,59213172572.25109
2013,56064482322.15942,56873169233.92527
2014,54548458714.24591,54293439585.73568
2015,52733936161.253845,52124632705.42536
2016,51544972380.958496,51395312673.02723
2017,50110109580.41027,49295029877.40284
2018,47499381574.63013,47112944815.96508
2019,46171032255.88611,47244731878.334114
2020,46861670426.552734,46871944889.077705
2021,47296552220.68076,45711974513.83743
2022,47508191419.24773,43541360717.32368
2023,46900033513.69728,41480734383.34068
2024,45294251929.231186,41247994461.20243
2025,43790670032.07804,40595938808.75511
2026,42100229328.8897,38988464981.056435
2027,40714928309.34319,39584641636.96494
2028,39685204247.63804,38927336170.50913
2029,37931893092.92161,37725240773.56021
2030,36138451037.606926,36923133232.57303
2031,35700336206.456825,37107726953.11507
2032,33417056288.940544,36927980152.21874
2033,31429214740.671062,36271874653.27882
2034,30113448152.345573,35118638498.07735
2035,30120896825.146854,33685888029.34246
2036,30764300356.202568,34009782168.452187
2037,30000043846.796097,33920478449.826134
2038,29514098504.308937,32850192824.830143
2039,28801747084.738056,32586895706.364742
2040,28741808931.487534,31668736267.71342
2041,28533361598.481956,32186593816.662895
2042,27233543862.28633,31353729410.85601
2043,26655199756.43394,30113579046.690285
2044,26083950604.16974,29571487150.57509
2045,25167988688.270626,29211124645.1779
2046,24451234986.7094,27205599437.78319
2047,23082424607.278812,24938613140.29156
2048,23127560108.202587,23766744792.027588
2049,22894833526.13562,23634648565.663372
2050,22216373311.88951,23879945680.892864
2051,21685666079.368206,23511722550.076653
2052,21372840610.966415,22524565496.2993
2053,20940350611.5525,22365516118.92818
2054,21376905433.317913,21303729765.922672
2055,22513224248.939804,21953015174.978397
2056,22489911371.3806,22165168272.7354
2057,22706464783.335728,21116366626.18499
2058,22884194139.59678,20421430994.138268
2059,21905945783.47383,20534503726.506874
2060,21730621224.378693,21124535877.697514
2061,21677211047.75083,20516208405.71714
2062,21060826210.770565,19411313346.87854
2063,21077276098.3456,18928529354.149986
2064,20435665927.944912,19284614962.04677
2065,20396181790.024277,18978328147.53501
2066,19594039955.673954,18536375182.55402
2067,19136155289.262436,17927328376.9322
2068,18696245489.305416,17249019492.86198
2069,19133110725.76138,16825393604.496878
2070,18593409164.84223,15747524084.66686
2071,18316662769.133945,14795808063.42992
2072,17939794437.291977,14325508304.293312
2073,18320267553.327496,14170261834.753685
2074,18599069887.471775,13608180686.21698
2075,18352692341.349964,12531262929.6185
2076,17769292626.564075,12311642259.698809
2077,17251840489.78762,11303901515.51617
2078,16963193371.072895,10553693286.006723
2079,16935845115.517021,9912483777.06008
2080,16096967957.17828,9523018636.21647
2081,15191949845.23643,9047590442.138842
2082,14444924439.852434,8811138006.900234
2083,13447280909.229889,8759779131.635752
2084,12702974259.194288,8427633224.833113
2085,11941255921.211256,7851316025.224425
2086,11697879034.606586,7459144126.013431
2087,11053790486.921076,7277716240.469036
2088,10833427139.57898,7266609803.222326
2089,10805549975.276646,7227468716.49658
2090,10191558613.74921,6817153038.67023
2091,9942694772.190315,6799524731.491331
2092,9792509141.880665,6786393539.338774
2093,9479975556.45625,6560934612.315289
2094,9183699148.51126,6378582270.753377
2095,8867636591.228357,6061296623.376789
2096,8426058384.199831,5831657179.357674
2097,8503480314.639657,5644486168.425743
2098,8624188978.468458,5324926978.908198
2099,8257828731.931645,5575066034.384205
2100,8231316369.255153,5429110892.050915
2101,7753215376.4439745,5056953179.154895
2102,7861593984.28421,5088334213.191025
2103,7975395775.645981,5139812624.688675
2104,7904301098.222434,5140003206.1875
2105,8033510838.438838,4963940815.521782
2106,7891792746.828409,5024301343.771601
2107,7641561422.335021,5042287311.576351
2108,7355201846.607576,4933396026.406051
2109,7270022569.727924,4891611216.736281
2110,7009064824.869316,4773490383.660198
2111,6903335506.450289,4593922612.855294
2112,6548038288.196131,4392789077.785568
2113,6465407094.20772,4348274144.761002
2114,6265872168.375402,4428721798.738412
2115,6146090456.924454,4508405504.416523
2116,5887362848.196527,4427419488.501254
2117,5659718177.68612,4359814585.245964
2118,5674683208.849537,4190196632.5621934
2119,5524387056.357392,4008327066.054833
2120,5482925666.524406,3973102886.9467316
2121,5326834267.578615,3889310779.5071244
2122,5245299397.221388,3827955772.3111258
2123,5152207208.647391,3740272040.3796945
2124,5328114433.141958,3657720912.5339737
2125,5372800476.564398,3864920110.08057
2126,5342833888.427102,3647415980.6371694
2127,5103957522.22275,3452845294.543994
2128,5158086746.445022,3400702838.689209
2129,5033539946.514947,3335060773.9125304
2130,4966000468.348486,3125213816.109577
2131,4830116899.367453,2977873485.9625278
2132,4749360774.910921,2852408934.327259
2133,4822013471.562684,2761238761.6917133
2134,4974571710.351394,2573577597.29734
2135,4983461936.798435,2331557799.1448417
2136,5001673213.527674,2353638656.835551
2137,4802960884.939818,2272135578.8148766
2138,4735356051.4135275,2232248555.4352984
2139,4719111484.592056,2235590678.5534
2140,4607264698.816777,2358233301.3592873
2141,4653332881.943906,2330037378.362884
2142,4599407026.549741,2194632162.5990963
2143,4592842107.906668,2152926625.25756
2144,4742406980.378202,2104265266.4458857
2145,4769930989.444368,2035554717.8829997
2146,4808049362.603897,2089420445.0707653
2147,4896148649.774616,2122412817.2295082
2148,4719675889.240059,2064658792.7741895
2149,4733374287.467251,1983099983.134217
2150,4703692785.99411,1923920537.5183747
2151,4372602025.536842,1925570354.9930146
2152,4493260882.143008,1943415859.6674209
2153,4722053274.923153,1919396127.6841536
2154,4789213111.059516,1964800769.803031
2155,4815299773.60525,2053940402.2555864
2156,4864850210.43911,2079300218.5669923
2157,4813668372.757401,2066097188.6248522
2158,4746049557.746008,2016657810.8541353
2159,4800215175.910233,1993151840.3282373
2160,4747268565.217457,1966385425.6175969
2161,4518612247.717936,1858669415.5581722
2162,4229027326.871222,1842312503.4095693
2163,4063783528.6698747,1849260314.206232
2164,3920059612.0461907,1780410378.4238815
2165,3794511575.1682158,1651681734.1225898
2166,3785861191.6481566,1740655787.7605999
2167,3742568505.635133,1714169279.967784
2168,3692559896.0362277,1690063295.9617014
2169,3539917254.5384746,1640036405.8115296
2170,3520639913.533789,1641706183.7478414
2171,3512362294.3310165,1616695796.8213985
2172,3439684226.0021935,1616248506.4603305
2173,3432818140.28282,1599209386.7323356
2174,3412309643.3376255,1592826307.3214443
2175,3386910292.2000504,1610046996.6612074
2176,3405445563.084351,1634735614.9165547
2177,3457856787.90472,1606697664.780705
2178,3428594776.478225,1565340394.3793373
2179,3337794042.2722373,1587371500.8712294
2180,3502567319.8929205,1587406305.6293683
2181,3582819140.4589367,1569165036.3536866
2182,3535557925.6212544,1522753662.836646
2183,3375809670.402444,1503142001.1074595
2184,3458101087.801007,1526525978.5874646
2185,3377609497.0701404,1506976943.681489
2186,3418660547.1782465,1491369221.0444117
2187,3293196209.6963005,1484560159.3176847
2188,3223389806.4956884,1484728324.6203675
2189,3217379760.8143806,1507817073.1940641
2190,3351148902.0459194,1511298875.9400558
2191,3341635654.761919,1409494148.5344589
2192,3227069515.383262,1402393479.5139704
2193,3195646572.967381,1431718783.022445
2194,3213560570.692114,1390182305.323524
2195,3131062113.1541486,1361994283.897551
2196,3092155296.305348,1266592989.3464072
2197,3052260878.464108,1282212841.4103847
2198,2946962477.249159,1259245791.8415592
2199,2915665615.719795,1218087374.272873
2200,3029513014.362509,1141121087.4913168
2201,2976667995.3873224,1152299324.0841591
2202,3059251769.6964087,1132701144.8919227
2203,3032964041.3187494,1096285983.7459545
2204,3028085543.3252134,1149146474.1705613
2205,3069584779.9223876,1146346384.999063
2206,3072069411.3538637,1122872208.6584167
2207,3065026418.032883,1125573744.7700353
2208,2950993533.515669,1146879039.9167523
2209,2971243944.8087735,1145471640.9080906
2210,2913533533.4999356,1179319563.6045992
2211,2855073116.739609,1223847969.4461668
2212,2787094431.804916,1253052947.9965546
2213,2772160848.2923045,1284338947.6643186
2214,2700318427.635998,1313538948.7652712
2215,2719903095.218338,1304975922.4015877
2216,2661386476.1913,1281330181.6395998
2217,2629515105.0442276,1256689311.8317828
2218,2643201293.296657,1272348188.3727381
2219,2635685031.57781,1265824202.600183
2220,2511836802.857039,1256252173.9720678
2221,2457734468.2171593,1241545861.1081011
2222,2432412473.176697,1210517135.31388
2223,2409794125.563596,1195470916.0013385
2224,2320250889.2754946,1169993630.061265
2225,2346258469.6835685,1126395403.077509
2226,2284786912.9185934,1084231149.2867773
2227,2302521846.417364,1089440712.476961
2228,2309298302.8629365,1104185481.4577258
2229,2227845213.475724,1124770733.2001364
2230,2204222009.154007,1138383496.103969
2231,2236281198.243309,1113823843.6278186
2232,2240333058.5421963,1073204901.9100296
2233,2351398664.6855655,1111012828.1960132
2234,2445836490.9098377,1096268633.2596855
2235,2444092148.1899242,1114633205.6534014
2236,2531402968.414059,1120880445.1536427
2237,2511137147.8648825,1117575191.626935
2238,2414248092.0708165,1172343937.2034407
2239,2391751924.0857325,1177616220.652386
2240,2402491048.0546155,1130210311.7392
2241,2553407455.4156065,1118219491.1772406
2242,2553612564.281381,1142475051.8032143
2243,2551823625.449873,1132767751.617591
2244,2509466037.9601965,1125577869.9624202
2245,2562459186.1022778,1113029551.2986279
2246,2624179470.4859514,1093025399.564363
2247,2604402937.3795047,1124945237.3055153
2248,2579064671.9450235,1130489552.5720298
2249,2593267081.4447994,1134560334.121948
2250,2628709860.0881,1150556333.574315
2251,2632808988.422018,1152408909.62924
2252,2600630926.6824293,1109391000.2495697
2253,2589477662.837395,1098279788.9712696
2254,2618724444.1889224,1062458084.3414767
2255,2583437619.5737414,1067173127.8312049
2256,2617566069.3638854,1033341647.1605842
2257,2661351043.480695,1058908785.2304208
2258,2601899092.026278,1054172777.0058516
2259,2538908514.116739,1007539397.2048528
2260,2460568115.2734504,994447941.7994404
2261,2550201930.3325787,954585460.4391472
2262,2630917527.989658,931965987.315371
2263,2666423841.9457455,937072094.7820108
2264,2687687516.248976,905725597.486008
2265,2757689343.316971,876926075.2488209
2266,2685591301.098711,866438553.9845973
2267,2704269380.6102686,865726859.0593432
2268,2643808671.4056387,859158802.5222127
2269,2563554803.1661954,847800032.917939
2270,2521457207.911691,855694326.7607461
2271,2414854757.9526515,835587660.0081621
2272,2407604097.4797554,847217367.6001489
2273,2397037891.0155764,852671015.4211308
2274,2304636583.65643,897668901.2677535
2275,2294897230.9329405,932479506.5353742
2276,2219228003.918009,941844880.3202684
2277,2280136326.526616,972103739.7046778
2278,2292602703.8292994,1020525772.1894364
2279,2279819385.808483,1022366527.7898012
2280,2274019379.6465864,1030774341.3738649
2281,2245088610.996616,1057294163.7731423
2282,2145739852.7220325,1043953795.3247312
2283,2178457762.410249,1053167323.798266
2284,2185820341.9741797,1035109573.836496
2285,2238329580.7577314,1027870125.9002349
2286,2286403111.106031,1026951921.224566
2287,2247471040.263512,994849887.8932674
2288,2184499410.6098256,1008275646.6996115
2289,2136539592.9879177,1016375791.8952099
2290,2010791045.736585,1009399259.8891106
2291,1967794266.814766,1019627782.3386253
2292,1967126417.7605612,1027882613.5655655
2293,2012640512.132355,1050520110.7719697
2294,2018849284.4068937,1048947465.8552334
2295,2096499684.6911688,1032688279.9024979
2296,2155471059.444202,1006765191.7490621
2297,2034453519.2522857,981623201.0419819
2298,2003552889.8337264,1011693196.613989
2299,1978806592.403742,994855136.8751991
2300,2005474136.0533156,980283945.4508746
