time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,76078877056.56335,76078877056.56335,76078877056.56335,76078877056.56335
2001,75512948812.08852,75641999530.24203,72506705883.34872,73707568460.71274
2002,74241621715.62712,76352333918.06276,69385066381.5472,69915425257.74806
2003,75137131139.86813,75378938879.29773,67981088084.9667,67253689479.285416
2004,73885282987.57481,75097444864.5306,65180281682.009224,67087034452.667015
2005,70551040457.71507,73385703580.30687,63819172904.31516,65716648198.696144
2006,67803270485.82351,72246049832.48987,61179803457.140724,64150935377.036606
2007,65479715650.49244,70383009319.50114,58365605948.16443,62801787318.60208
2008,62667947850.55741,69249347014.1796,57193361827.53537,61131117938.97457
2009,60190446121.441925,66323330010.36515,56110530946.50914,58507663561.052605
2010,60797045251.62428,64398605203.10039,56148260419.28578,57927018183.682495
2011,59687119816.312225,63369925512.44934,55512933376.729,56677603714.60703
2012,57874520438.92012,61255801671.77155,55601709903.154976,54826967859.34159
2013,56422340378.61822,59707373953.95593,56225333131.12084,53749657536.301834
2014,55323164218.22757,56809260479.77683,55601041182.86884,53947433114.663994
2015,54266107616.71453,54222474673.45428,54621879451.98965,53180809788.07802
2016,52746714703.308105,50542979867.38082,53287443373.43998,51171571557.080605
2017,51475360821.76886,50567695629.16506,53107769594.86799,49911467257.89634
2018,49604969676.84435,50887073515.09029,52047973770.20232,47579425592.34509
2019,47814366370.016594,49433677171.37089,48127485209.75464,47189309887.33881
2020,46674735677.05233,46773279045.812584,46913745363.41362,46891699727.78364
2021,45618601353.97658,46013144199.00476,46766878688.66553,47287278482.7362
2022,43863241639.53102,46248191821.70041,46119642830.960365,48082542744.68088
2023,42229232142.44181,44475505330.40643,44288079093.276794,47548573671.011215
2024,40327163415.84423,43997583602.88193,41505653109.47901,47359560282.60934
2025,40442335651.16243,45007093636.689476,38740401232.65263,47068752091.21401
2026,38852740101.397514,43854409399.74421,37406701732.7151,45565898149.147766
2027,37678869044.911026,41918912289.746864,37323158547.61245,43272616704.19697
