time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,53050526725682.52,53050526725682.52,53050526725682.52,53050526725682.52
2001,53032901449734.625,53011465173102.12,53017629465070.836,53014141737346.695
2002,53017107160664.99,52989158601409.055,52999462967754.72,52973435491777.125
2003,52974458317267.19,52952968050289.34,52985113743064.05,52918989668031.336
2004,52930613284714.92,52915588820267.164,52947304199795.695,52839050154169.54
2005,52893523852165.34,52874919076910.15,52911411166710.016,52761211834699.11
2006,52845327767756.445,52842229199692.71,52873680883449.555,52722009367878.96
2007,52823211717694.3,52822383521318.4,52854382757061.72,52674980136130.41
2008,52816933007013.28,52804132094245.96,52831122572290.48,52669201637538.47
2009,52762019622666.58,52785126009393.96,52793552698737.93,52616462895920.24
2010,52694459081109.336,52747078152557.266,52753427575306.445,52597961129136.56
2011,52651349366685.16,52686715081135.01,52703847110452.67,52571347362539.336
2012,52598845703828.44,52624346757784.266,52658468765357.336,52522109434526.58
2013,52552749254012.11,52574639044862.734,52590528523042.56,52461800595264.76
2014,52484195900292.75,52516607391816.37,52552464753035.29,52384137678111.63
2015,52441846982853.62,52453298452651.64,52512224440223.76,52357589531244.06
2016,52414617595349.23,52389050054651.2,52459599945588.9,52308466801525.68
2017,52376012268000.625,52316014907458.46,52366197381254.39,52247918377185.54
2018,52286740880400.08,52269584475351.5,52302150368642.055,52218513637803.78
2019,52176166078904.75,52216935018422.8,52245672770012.0,52183127721583.07
2020,52144033286320.45,52181786367095.7,52165190608030.586,52151393088754.81
2021,52075758325336.016,52122320904306.24,52095251873987.445,52054612651155.93
2022,52000951870321.16,52036653456588.22,51988365159324.48,51962611091575.01
2023,51928637413147.14,51977369435049.3,51892695851334.19,51882084241617.64
2024,51860454818055.25,51932663404352.72,51820298410640.62,51831142651671.92
2025,51810343605816.75,51855136076666.086,51741229452789.3,51765224041653.484
2026,51759114671150.3,51813461779182.22,51585489231170.734,51673500543161.75
2027,51621507318016.93,51769422606299.27,51528456520417.984,51611814782847.64
2028,51520852615643.41,51718675923173.53,51459588664185.25,51509367742002.875
2029,51441095626933.5,51629660626684.375,51415484258465.945,51452827088769.27
2030,51384257001891.99,51589982134912.016,51343881371423.59,51393977625328.625
2031,51323369942169.586,51512641968313.84,51245793306065.086,51281901143235.64
2032,51255812705009.67,51421586528477.305,51112522229874.66,51200316422526.99
2033,51188771990822.15,51357429145178.38,50985821109465.56,51091695120930.59
2034,51119680451799.875,51257957059265.38,50911256649376.22,50990385773402.73
2035,51022634376248.73,51170832553867.586,50816648892199.11,50866585122759.79
2036,50920797257166.97,51100958587484.15,50694075903808.11,50730995777139.695
2037,50824016380618.15,51055656065910.66,50603474383296.21,50630215763858.08
2038,50684297402548.43,50952070257291.46,50487789141755.5,50533479024157.805
2039,50548337720017.21,50865876999134.66,50396019913654.375,50437176116007.79
2040,50440712973404.33,50786018971865.1,50284063970738.0,50361350584118.58
2041,50337642857667.8,50698995309534.69,50187691145741.266,50269157271152.664
2042,50181505949518.32,50573675156062.016,50117485211673.5,50173963251234.91
2043,50052995901327.66,50469823918349.01,50025075659454.38,50101735418097.86
2044,49907339407240.66,50354003349032.32,49897963127623.84,50039683369272.07
2045,49765940735929.9,50234045034026.81,49748695332254.86,49945148797318.88
2046,49648273562084.14,50120903054630.99,49594420333212.766,49823880298762.41
2047,49520833875030.984,49998960717173.41,49462247451721.984,49621124582316.57
2048,49400860793536.76,49822570854578.51,49344750416305.14,49469647027643.03
2049,49245137332100.18,49695075549510.64,49268604860038.34,49341500499615.86
2050,49087562828251.02,49590312373343.875,49201233157477.09,49244133022038.664
2051,48917541292703.72,49469195737222.62,49127818789113.19,49124593667733.88
2052,48768844223431.04,49366075146696.59,48992056185850.93,49040938949005.766
2053,48584683732628.95,49267076989949.805,48823014882591.69,48918940757954.83
2054,48427660875610.67,49142798570414.82,48678923840216.89,48814573864434.625
2055,48301751498755.22,49034445092306.47,48552683186157.22,48628535815966.45
2056,48128525945225.28,48904868621037.5,48417192805487.03,48508985206654.82
2057,47937414215592.76,48721467551462.945,48291124606256.01,48326239192907.79
2058,47772204389971.016,48596337535067.305,48181251547812.66,48168694323876.0
2059,47597821116193.51,48465608929135.09,48101550404373.38,48037200409227.85
2060,47460312649459.16,48308567918204.12,48036685841932.6,47923793490199.11
2061,47345027541874.32,48181167319372.56,47915024416717.76,47816608614817.64
2062,47224050297880.65,48069487541399.1,47769098295672.44,47673188890240.375
2063,47049822323718.16,47959790194075.12,47634005908512.414,47604142106241.01
2064,46872017225458.21,47807439764682.13,47502787032114.98,47487481831390.7
2065,46685783224058.96,47644758976869.16,47376325462031.85,47291344638193.31
2066,46497973233045.02,47495130651267.1,47266139171100.27,47113678111866.92
2067,46290212093453.6,47324194776663.7,47139170954687.52,46974349025834.36
2068,46139827332893.3,47115102741146.47,47061063581063.92,46872515741124.836
2069,46013401174841.37,46928694726335.38,46947067246056.555,46745397155423.37
2070,45816838154897.375,46794163841776.48,46826018331853.664,46622099492969.88
2071,45571007277790.89,46647680012027.945,46728281660228.75,46495801600958.64
2072,45318783899749.15,46417466534842.055,46601108235879.59,46373520146476.04
2073,45118277080299.05,46232695106157.84,46426927836869.74,46225021424154.48
2074,44975250254649.305,46114785803073.016,46302047110048.51,46119800429591.31
2075,44807482874726.18,46027944533833.49,46179952719467.484,45982779726995.51
2076,44648926685951.18,45933268812099.94,46095594619706.36,45845231596491.1
