time,MPI-ESM-LR,CESM1-CAM5,CANESM2
2082.0,2635535700000.0,2034133800000.0,2046151500000.0
2083.0,2625747300000.0,2016003400000.0,2026531000000.0
2084.0,2612092700000.0,2000068800000.0,2014874600000.0
2085.0,2606564000000.0,1987733900000.0,1998267000000.0
2086.0,2601546000000.0,1974644600000.0,1975121700000.0
2087.0,2590958000000.0,1964352500000.0,1953599200000.0
2088.0,2587795000000.0,1949716400000.0,1934612000000.0
2089.0,2587218400000.0,1940880500000.0,1917673700000.0
2090.0,2576020100000.0,1936930800000.0,1895695000000.0
2091.0,2565409900000.0,1927425000000.0,1880705000000.0
2092.0,2558472700000.0,1917243100000.0,1861557000000.0
2093.0,2554594300000.0,1906891400000.0,1839401300000.0
2094.0,2542642100000.0,1894773400000.0,1818509800000.0
2095.0,2535311500000.0,1880237400000.0,1804606800000.0
2096.0,2522030800000.0,1872215500000.0,1785573000000.0
2097.0,2519552200000.0,1868702700000.0,1770923800000.0
2098.0,2510763900000.0,1856770900000.0,1750665500000.0
2099.0,2500064700000.0,1844067600000.0,1730176500000.0
2100.0,2493078000000.0,1831328500000.0,1711770400000.0
2101.0,2495106500000.0,1817597600000.0,1696180300000.0
2102.0,2484942700000.0,1804258900000.0,1673224100000.0
2103.0,2481999600000.0,1796713300000.0,1656602900000.0
2104.0,2473946300000.0,1786204800000.0,1647586200000.0
2105.0,2471398500000.0,1769390900000.0,1629835100000.0
2106.0,2465870400000.0,1751808600000.0,1606645600000.0
2107.0,2454834400000.0,1732336500000.0,1597239200000.0
2108.0,2448509600000.0,1719383800000.0,1583865900000.0
2109.0,2441993500000.0,1708924200000.0,1558024600000.0
2110.0,2432937000000.0,1701855800000.0,1539606800000.0
2111.0,2425338500000.0,1690544100000.0,1525251400000.0
2112.0,2421823400000.0,1682555100000.0,1514410600000.0
2113.0,2420282800000.0,1666795200000.0,1501143800000.0
2114.0,2407843200000.0,1651448700000.0,1480883800000.0
2115.0,2399754000000.0,1642719000000.0,1462576300000.0
2116.0,2388258200000.0,1625923600000.0,1449165000000.0
2117.0,2382653000000.0,1615622000000.0,1430833900000.0
2118.0,2371442200000.0,1602726700000.0,1420817300000.0
2119.0,2368046600000.0,1598452700000.0,1399700700000.0
2120.0,2369734000000.0,1592319100000.0,1380798000000.0
2121.0,2367067300000.0,1588884800000.0,1365695400000.0
2122.0,2361299000000.0,1573419600000.0,1350843600000.0
2123.0,2356424200000.0,1558549200000.0,1337442700000.0
2124.0,2355384000000.0,1540260400000.0,1340983200000.0
2125.0,2350130400000.0,1530461700000.0,1336170600000.0
2126.0,2348466300000.0,1515163400000.0,1330571800000.0
2127.0,2341723200000.0,1501773800000.0,1331300700000.0
2128.0,2337636400000.0,1489881700000.0,1322493000000.0
2129.0,2330731500000.0,1478213000000.0,1315169600000.0
2130.0,2324729400000.0,1464174600000.0,1308545600000.0
2131.0,2322272400000.0,1457856400000.0,1301166700000.0
2132.0,2315501400000.0,1447301000000.0,1288794800000.0
2133.0,2311600500000.0,1437630200000.0,1282974700000.0
2134.0,2307530700000.0,1425992800000.0,1283486800000.0
2135.0,2303828700000.0,1413029700000.0,1276083600000.0
2136.0,2294204900000.0,1401570600000.0,1268855900000.0
2137.0,2292013900000.0,1381856600000.0,1257823400000.0
2138.0,2285101600000.0,1366112600000.0,1243074500000.0
2139.0,2277481000000.0,1364389100000.0,1235552700000.0
2140.0,2272815700000.0,1356896000000.0,1226889900000.0
2141.0,2265214400000.0,1348618800000.0,1210306700000.0
2142.0,2259752600000.0,1340633600000.0,1198328600000.0
2143.0,2264983400000.0,1333044300000.0,1186420000000.0
2144.0,2262008900000.0,1321236800000.0,1183265600000.0
2145.0,2256503000000.0,1310633100000.0,1167966000000.0
2146.0,2256850000000.0,1300559600000.0,1158318000000.0
2147.0,2255204600000.0,1290841100000.0,1152058700000.0
2148.0,2256977000000.0,1279708600000.0,1137744800000.0
2149.0,2250218700000.0,1270904100000.0,1129553900000.0
2150.0,2252054700000.0,1261260900000.0,1110636200000.0
2151.0,2246191000000.0,1254118400000.0,1094204200000.0
2152.0,2243446700000.0,1250566600000.0,1080622600000.0
2153.0,2239631500000.0,1243295100000.0,1065835230000.0
2154.0,2240950600000.0,1234525200000.0,1051251640000.0
2155.0,2238424000000.0,1224555000000.0,1035340600000.0
2156.0,2234673300000.0,1213326300000.0,1023457800000.0
2157.0,2225354800000.0,1205268100000.0,1011608060000.0
2158.0,2225260700000.0,1199947800000.0,992976000000.0
2159.0,2220601600000.0,1190374000000.0,975433400000.0
2160.0,2217275300000.0,1184559900000.0,966171800000.0
2161.0,2212947000000.0,1173097200000.0,952522440000.0
2162.0,2209701400000.0,1167467200000.0,944099030000.0
2163.0,2205646300000.0,1161617100000.0,934512160000.0
2164.0,2201190700000.0,1153344100000.0,928279560000.0
2165.0,2194434200000.0,1144279100000.0,919515760000.0
2166.0,2194761600000.0,1137633400000.0,910090100000.0
2167.0,2189855300000.0,1132053000000.0,900327900000.0
2168.0,2188050200000.0,1125991800000.0,894178500000.0
2169.0,2182663500000.0,1122198000000.0,884144540000.0
2170.0,2176142000000.0,1113222400000.0,870313400000.0
2171.0,2164501300000.0,1107448700000.0,862406050000.0
2172.0,2164727600000.0,1101768200000.0,853892700000.0
2173.0,2164309000000.0,1095816300000.0,844464900000.0
2174.0,2158373000000.0,1093789500000.0,838686400000.0
2175.0,2151612000000.0,1086126300000.0,834716100000.0
2176.0,2143486300000.0,1080666500000.0,824935840000.0
2177.0,2139613600000.0,1075893240000.0,819367100000.0
2178.0,2134725500000.0,1072098100000.0,813111640000.0
2179.0,2124261800000.0,1060872800000.0,803951000000.0
2180.0,2117742800000.0,1053950900000.0,795718200000.0
2181.0,2113199000000.0,1049097300000.0,791507700000.0
2182.0,2107983300000.0,1042358900000.0,783023540000.0
2183.0,2101572300000.0,1034329800000.0,773957550000.0
2184.0,2102752800000.0,1024563000000.0,767145740000.0
2185.0,2102857300000.0,1017874800000.0,761357530000.0
2186.0,2097634100000.0,1011923940000.0,751110400000.0
2187.0,2097635100000.0,1005350100000.0,750169800000.0
2188.0,2101730700000.0,994235700000.0,750491600000.0
2189.0,2095358300000.0,987932800000.0,747848660000.0
2190.0,2089398300000.0,981663550000.0,746235170000.0
2191.0,2091301000000.0,974677300000.0,741106300000.0
2192.0,2085398100000.0,965700100000.0,738617800000.0
2193.0,2085738900000.0,960377200000.0,732370960000.0
2194.0,2081619200000.0,947501800000.0,732150400000.0
2195.0,2076686200000.0,938932000000.0,731450440000.0
2196.0,2077464600000.0,933379960000.0,727197900000.0
2197.0,2070766400000.0,928172900000.0,723047500000.0
2198.0,2069382700000.0,920090250000.0,723662900000.0
2199.0,2064009800000.0,904729800000.0,717475740000.0
2200.0,2062590700000.0,894329000000.0,715256040000.0
2201.0,2055358800000.0,887667500000.0,710140800000.0
2202.0,2050343600000.0,878743500000.0,707270500000.0
2203.0,2049138000000.0,873509000000.0,703799900000.0
2204.0,2045418000000.0,867271050000.0,700778150000.0
2205.0,2044711400000.0,858686750000.0,697993850000.0
2206.0,2041141500000.0,856666340000.0,693512630000.0
2207.0,2041822200000.0,850174940000.0,693429100000.0
2208.0,2045737000000.0,835976800000.0,693567900000.0
2209.0,2038274700000.0,831783040000.0,689987500000.0
2210.0,2034066700000.0,826342100000.0,683681000000.0
2211.0,2027306400000.0,819334940000.0,676823960000.0
2212.0,2022209400000.0,812543100000.0,672711000000.0
2213.0,2018266700000.0,804043750000.0,667148200000.0
2214.0,2014963200000.0,799504400000.0,664642500000.0
2215.0,2013378500000.0,790920100000.0,661095400000.0
2216.0,2010651300000.0,784508260000.0,655485040000.0
2217.0,2009982000000.0,778713040000.0,647124940000.0
2218.0,2004762200000.0,773117000000.0,641344400000.0
2219.0,2010074300000.0,769421930000.0,636626340000.0
2220.0,2007610600000.0,765134240000.0,628571000000.0
2221.0,2001769000000.0,763347900000.0,623364730000.0
2222.0,2001134400000.0,758964400000.0,619497100000.0
2223.0,1999226700000.0,757541240000.0,615649200000.0
2224.0,2000435700000.0,755707700000.0,610470200000.0
2225.0,1997911600000.0,752475200000.0,607337900000.0
2226.0,1993346500000.0,750786600000.0,604256140000.0
2227.0,1993802500000.0,745679500000.0,597199750000.0
2228.0,1989575800000.0,737070400000.0,595653560000.0
2229.0,1989940200000.0,727332700000.0,593575540000.0
2230.0,1986667200000.0,721850700000.0,590715700000.0
2231.0,1977451800000.0,718426800000.0,588620700000.0
2232.0,1971849700000.0,715217800000.0,586725200000.0
2233.0,1966740600000.0,710416400000.0,583879950000.0
2234.0,1962263300000.0,702756500000.0,584483800000.0
2235.0,1959120200000.0,699905500000.0,583558200000.0
2236.0,1957623000000.0,696169500000.0,583747000000.0
2237.0,1958584600000.0,688191240000.0,578324600000.0
2238.0,1959082700000.0,685638400000.0,576097800000.0
2239.0,1952211300000.0,686259630000.0,572472200000.0
2240.0,1945967800000.0,683657460000.0,569357900000.0
2241.0,1942980400000.0,678870650000.0,570804700000.0
2242.0,1936967100000.0,673423560000.0,570219600000.0
2243.0,1934034100000.0,668948040000.0,567999200000.0
2244.0,1924711000000.0,666669550000.0,565464900000.0
2245.0,1926689700000.0,662892500000.0,561496850000.0
2246.0,1925848900000.0,660992800000.0,557965250000.0
2247.0,1929499800000.0,657244900000.0,556612260000.0
2248.0,1931670800000.0,656573330000.0,555923100000.0
2249.0,1927978200000.0,651857950000.0,555324540000.0
2250.0,1925366500000.0,647630000000.0,556601100000.0
2251.0,1917406400000.0,648035700000.0,554891100000.0
2252.0,1912748900000.0,644193060000.0,553924360000.0
2253.0,1913685500000.0,643199860000.0,553235000000.0
2254.0,1914512100000.0,643355500000.0,552717300000.0
2255.0,1915104300000.0,638032500000.0,550696260000.0
2256.0,1915960400000.0,633648000000.0,551223500000.0
2257.0,1915483600000.0,627556300000.0,554982970000.0
2258.0,1912337000000.0,626237440000.0,555402800000.0
2259.0,1905875100000.0,624404100000.0,554830460000.0
2260.0,1901349700000.0,622571100000.0,557241700000.0
2261.0,1895808000000.0,617170800000.0,557357200000.0
2262.0,1895498800000.0,613588140000.0,556761700000.0
2263.0,1894123600000.0,607669000000.0,556122830000.0
2264.0,1894882300000.0,602054100000.0,556352300000.0
2265.0,1899851800000.0,600104900000.0,556712600000.0
2266.0,1900467300000.0,595919100000.0,556018430000.0
2267.0,1898375800000.0,594740000000.0,554800000000.0
2268.0,1893330600000.0,590590800000.0,551406860000.0
2269.0,1895971700000.0,587573560000.0,548329720000.0
2270.0,1895937600000.0,584393400000.0,550326200000.0
2271.0,1895700400000.0,580457270000.0,548802460000.0
2272.0,1893260600000.0,580792900000.0,553180200000.0
2273.0,1892792900000.0,576617400000.0,554995550000.0
2274.0,1891912000000.0,575141500000.0,551164250000.0
2275.0,1885080800000.0,576669900000.0,551848700000.0
2276.0,1887971800000.0,573489700000.0,551914640000.0
2277.0,1887805200000.0,574133700000.0,552669200000.0
2278.0,1881235800000.0,572100050000.0,556047300000.0
2279.0,1878584500000.0,569684200000.0,555579150000.0
2280.0,1877352800000.0,564490400000.0,555521700000.0
2281.0,1875845400000.0,561239400000.0,558483240000.0
2282.0,1874679200000.0,560445800000.0,558662940000.0
2283.0,1880005100000.0,555690100000.0,558149140000.0
2284.0,1883247500000.0,552119800000.0,556890650000.0
2285.0,1881566500000.0,548827040000.0,557404700000.0
2286.0,1876159500000.0,544189500000.0,556769150000.0
2287.0,1885057400000.0,539612250000.0,556788550000.0
2288.0,1881755500000.0,537996950000.0,557551450000.0
2289.0,1880561200000.0,532847920000.0,558417100000.0
2290.0,1881417800000.0,527672340000.0,561973360000.0
2291.0,1884062600000.0,525304200000.0,560898600000.0
2292.0,1876942100000.0,521136180000.0,561119500000.0
2293.0,1873283900000.0,516621470000.0,561122050000.0
2294.0,1872828200000.0,512816150000.0,561498550000.0
2295.0,1875224800000.0,509920940000.0,564238750000.0
2296.0,1871172200000.0,503994940000.0,564891350000.0
2297.0,1873517200000.0,498733800000.0,566901600000.0
2298.0,1868025200000.0,493475760000.0,567226100000.0
2299.0,1869347600000.0,488284620000.0,565923740000.0
2300.0,1872978100000.0,483439700000.0,565340600000.0
