time,CCSM4,MPI-ESM-LR,CSIRO-MK3-6-0
2082.0,1812950800000.0,2578048400000.0,2949064200000.0
2083.0,1778995800000.0,2570498000000.0,2921231300000.0
2084.0,1752199900000.0,2554827000000.0,2903401800000.0
2085.0,1721375800000.0,2539391800000.0,2885387300000.0
2086.0,1693750700000.0,2530999800000.0,2884459600000.0
2087.0,1659160500000.0,2518024500000.0,2869151400000.0
2088.0,1631557100000.0,2504918000000.0,2853458000000.0
2089.0,1599634700000.0,2492629000000.0,2838473000000.0
2090.0,1563643700000.0,2475112800000.0,2806598000000.0
2091.0,1528722500000.0,2464128000000.0,2770877300000.0
2092.0,1492790500000.0,2451020200000.0,2734258400000.0
2093.0,1466205000000.0,2442026500000.0,2701255000000.0
2094.0,1436960400000.0,2424591000000.0,2676390000000.0
2095.0,1400632500000.0,2414815200000.0,2652363000000.0
2096.0,1373356600000.0,2398424700000.0,2622454500000.0
2097.0,1347435400000.0,2390024300000.0,2579786600000.0
2098.0,1327354200000.0,2378389300000.0,2552949000000.0
2099.0,1296195100000.0,2371293000000.0,2539232700000.0
2100.0,1267861300000.0,2361527600000.0,2512245200000.0
2101.0,1247352700000.0,2357392800000.0,2482833200000.0
2102.0,1223819800000.0,2348115300000.0,2459049700000.0
2103.0,1201267400000.0,2346325600000.0,2427647700000.0
2104.0,1176664500000.0,2336292000000.0,2399975000000.0
2105.0,1151035400000.0,2333710200000.0,2366375000000.0
2106.0,1122159200000.0,2323855000000.0,2329847800000.0
2107.0,1097328100000.0,2315450600000.0,2305364600000.0
2108.0,1074560200000.0,2309434400000.0,2271864400000.0
2109.0,1055199500000.0,2303006300000.0,2238293700000.0
2110.0,1035448940000.0,2298223500000.0,2195598500000.0
2111.0,1013698100000.0,2290382800000.0,2148031500000.0
2112.0,989786300000.0,2282412000000.0,2097012800000.0
2113.0,962927600000.0,2276560200000.0,2060782400000.0
2114.0,941734200000.0,2270429200000.0,2018304600000.0
2115.0,922556000000.0,2266827000000.0,1981993700000.0
2116.0,901407640000.0,2261019500000.0,1942327100000.0
2117.0,885565700000.0,2254987600000.0,1903597700000.0
2118.0,873967500000.0,2247554500000.0,1863429900000.0
2119.0,858071900000.0,2232423000000.0,1818960600000.0
2120.0,842845450000.0,2222114200000.0,1775991400000.0
2121.0,824296300000.0,2215716300000.0,1743266800000.0
2122.0,807632630000.0,2208403000000.0,1700712300000.0
2123.0,792814400000.0,2199547500000.0,1666756000000.0
2124.0,777512100000.0,2196356200000.0,1628430800000.0
2125.0,764304400000.0,2192887500000.0,1593201000000.0
2126.0,750139500000.0,2185837000000.0,1547693500000.0
2127.0,735441850000.0,2183468800000.0,1510865400000.0
2128.0,715839440000.0,2177787800000.0,1471279000000.0
2129.0,697611200000.0,2170466900000.0,1427570200000.0
2130.0,683787000000.0,2163551600000.0,1391708600000.0
2131.0,671866800000.0,2158942500000.0,1352260000000.0
2132.0,658399500000.0,2155657200000.0,1320436400000.0
2133.0,643198100000.0,2151235700000.0,1282051900000.0
2134.0,630302500000.0,2149649900000.0,1243487700000.0
2135.0,616029000000.0,2146904700000.0,1212065800000.0
2136.0,600782600000.0,2144320000000.0,1168844500000.0
2137.0,587479900000.0,2139820100000.0,1127363900000.0
2138.0,573979160000.0,2136454100000.0,1096357000000.0
2139.0,559845300000.0,2131775300000.0,1060897700000.0
2140.0,549990000000.0,2126225000000.0,1029574030000.0
2141.0,538940470000.0,2120165100000.0,993606760000.0
2142.0,528595500000.0,2113117500000.0,956167100000.0
2143.0,516021940000.0,2109427500000.0,924227340000.0
2144.0,508684530000.0,2108725300000.0,890587840000.0
2145.0,498157880000.0,2107116200000.0,852932760000.0
2146.0,487739420000.0,2100956900000.0,818102340000.0
2147.0,477227780000.0,2096153900000.0,785553700000.0
2148.0,466877550000.0,2090363700000.0,750700300000.0
2149.0,459316850000.0,2087550200000.0,718961840000.0
2150.0,450309950000.0,2087657100000.0,689114900000.0
2151.0,440771250000.0,2085916400000.0,647423400000.0
2152.0,430802000000.0,2079156900000.0,614014450000.0
2153.0,419810770000.0,2077636300000.0,586106000000.0
2154.0,409686050000.0,2074971100000.0,559760700000.0
2155.0,401496340000.0,2072472800000.0,530409720000.0
2156.0,394011440000.0,2067643900000.0,504084860000.0
2157.0,385137770000.0,2067351500000.0,474158200000.0
2158.0,377361000000.0,2067718000000.0,445591420000.0
2159.0,370468030000.0,2066696500000.0,420513100000.0
2160.0,362708470000.0,2070684000000.0,393986500000.0
2161.0,355898160000.0,2071576600000.0,369073060000.0
2162.0,350607100000.0,2068603500000.0,341716240000.0
2163.0,343849760000.0,2069440800000.0,318827170000.0
2164.0,336016400000.0,2069169300000.0,294943850000.0
2165.0,327801700000.0,2068912400000.0,272709580000.0
2166.0,321023380000.0,2060340000000.0,251203190000.0
2167.0,315379500000.0,2059372100000.0,227612130000.0
2168.0,308943850000.0,2059668400000.0,208426240000.0
2169.0,302381040000.0,2059370800000.0,191126040000.0
2170.0,296005400000.0,2058115700000.0,175801900000.0
2171.0,288126930000.0,2064906300000.0,157373220000.0
2172.0,281298440000.0,2065605900000.0,142610070000.0
2173.0,275405570000.0,2065875000000.0,127554440000.0
2174.0,270830200000.0,2064960800000.0,112978256000.0
2175.0,266219680000.0,2064466200000.0,99656640000.0
2176.0,260053340000.0,2064918400000.0,86781790000.0
2177.0,254906800000.0,2059615500000.0,73505360000.0
2178.0,249164500000.0,2055527700000.0,62575845000.0
2179.0,245474950000.0,2057888500000.0,51963036000.0
2180.0,240413380000.0,2058062800000.0,42271940000.0
2181.0,234340350000.0,2057251000000.0,34407113000.0
2182.0,227452190000.0,2059632600000.0,26911384000.0
2183.0,220972740000.0,2062056700000.0,20730595000.0
2184.0,213093680000.0,2064619500000.0,15076291000.0
2185.0,207738830000.0,2064895400000.0,10356675000.0
2186.0,201570830000.0,2063115600000.0,6415375000.0
2187.0,194945840000.0,2065323700000.0,3845714200.0
2188.0,187642250000.0,2064909300000.0,2682157800.0
2189.0,180962570000.0,2065708100000.0,1937320800.0
2190.0,175249000000.0,2068690100000.0,1458229800.0
2191.0,169115810000.0,2067512600000.0,1131182100.0
2192.0,163236000000.0,2067668500000.0,908516740.0
2193.0,157808440000.0,2069474000000.0,723253760.0
2194.0,151653880000.0,2070668500000.0,577324300.0
2195.0,145003940000.0,2072325800000.0,442994200.0
2196.0,139202800000.0,2072753900000.0,347785540.0
2197.0,133882440000.0,2070263200000.0,278211100.0
2198.0,128048890000.0,2071709100000.0,211579800.0
2199.0,123165655000.0,2074604900000.0,149232030.0
2200.0,119525425000.0,2072448200000.0,107725220.0
2201.0,115043840000.0,2074185000000.0,72373180.0
2202.0,110146680000.0,2076750100000.0,37815000.0
2203.0,105528080000.0,2080955200000.0,15728482.0
2204.0,100475890000.0,2083977000000.0,3897209.5
2205.0,95200410000.0,2088984400000.0,0.0
2206.0,90751750000.0,2094843200000.0,0.0
2207.0,86458570000.0,2096592000000.0,0.0
2208.0,81987340000.0,2092978400000.0,0.0
2209.0,78178070000.0,2093704200000.0,0.0
2210.0,73354700000.0,2099738000000.0,0.0
2211.0,69105360000.0,2101240800000.0,0.0
2212.0,65051860000.0,2099847200000.0,0.0
2213.0,61332627000.0,2102044900000.0,0.0
2214.0,57705644000.0,2104801600000.0,0.0
2215.0,54409640000.0,2109016800000.0,0.0
2216.0,51336913000.0,2111120700000.0,0.0
2217.0,47795380000.0,2112367900000.0,0.0
2218.0,44604637000.0,2114168700000.0,0.0
2219.0,41693397000.0,2116781100000.0,0.0
2220.0,39109054000.0,2120343400000.0,0.0
2221.0,36126945000.0,2124920700000.0,0.0
2222.0,33779876000.0,2125268000000.0,0.0
2223.0,31344198000.0,2128703900000.0,0.0
2224.0,29060377000.0,2132361700000.0,0.0
2225.0,26902594000.0,2131333000000.0,0.0
2226.0,24742360000.0,2132441700000.0,0.0
2227.0,22645404000.0,2134066000000.0,0.0
2228.0,20619890000.0,2134490300000.0,0.0
2229.0,18516390000.0,2136736500000.0,0.0
2230.0,16583639000.0,2139357000000.0,0.0
2231.0,14769653000.0,2141617000000.0,0.0
2232.0,13090867000.0,2140438700000.0,0.0
2233.0,11805661000.0,2140023800000.0,0.0
2234.0,10791382000.0,2141238600000.0,0.0
2235.0,9828823000.0,2138782800000.0,0.0
2236.0,8987534000.0,2145292500000.0,0.0
2237.0,8272990000.0,2143007700000.0,0.0
2238.0,7675919400.0,2143899200000.0,0.0
2239.0,7069522400.0,2147260400000.0,0.0
2240.0,6481575000.0,2140141600000.0,0.0
2241.0,6068922400.0,2142663000000.0,0.0
2242.0,5518439400.0,2147666100000.0,0.0
2243.0,5144276500.0,2146664700000.0,0.0
2244.0,4786973700.0,2147547700000.0,0.0
2245.0,4395948000.0,2153096700000.0,0.0
2246.0,4117096000.0,2149978300000.0,0.0
2247.0,3811955700.0,2155025900000.0,0.0
2248.0,3622701000.0,2158055800000.0,0.0
2249.0,3381008000.0,2160731800000.0,0.0
2250.0,3201576000.0,2161341400000.0,0.0
2251.0,3135167200.0,2160635300000.0,0.0
2252.0,3005057500.0,2158662300000.0,0.0
2253.0,2965222000.0,2156882200000.0,0.0
2254.0,2892138800.0,2152957900000.0,0.0
2255.0,2831811000.0,2156538200000.0,0.0
2256.0,2785007600.0,2156466000000.0,0.0
2257.0,2759973000.0,2158768600000.0,0.0
2258.0,2706102000.0,2161216700000.0,0.0
2259.0,2674726100.0,2159252600000.0,0.0
2260.0,2666642400.0,2162063700000.0,0.0
2261.0,2645312000.0,2164973100000.0,0.0
2262.0,2616112600.0,2167964600000.0,0.0
2263.0,2580681700.0,2172967300000.0,0.0
2264.0,2567597000.0,2175749500000.0,0.0
2265.0,2575573500.0,2177711500000.0,0.0
2266.0,2550097000.0,2179457600000.0,0.0
2267.0,2543860200.0,2171823700000.0,0.0
2268.0,2539970600.0,2169823000000.0,0.0
2269.0,2521683200.0,2166712000000.0,0.0
2270.0,2503828500.0,2166691300000.0,0.0
2271.0,2467757800.0,2167501800000.0,0.0
2272.0,2447618600.0,2167988200000.0,0.0
2273.0,2416843500.0,2174336400000.0,0.0
2274.0,2404318000.0,2173409700000.0,0.0
2275.0,2375726600.0,2174601500000.0,0.0
2276.0,2357636900.0,2180360600000.0,0.0
2277.0,2336543000.0,2186081900000.0,0.0
2278.0,2322924000.0,2190682400000.0,0.0
2279.0,2305646800.0,2197293000000.0,0.0
2280.0,2260900400.0,2198840800000.0,0.0
2281.0,2232697300.0,2194996900000.0,0.0
2282.0,2189495000.0,2195809100000.0,0.0
2283.0,2180179700.0,2199411200000.0,0.0
2284.0,2148030700.0,2197199000000.0,0.0
2285.0,2129208700.0,2198167600000.0,0.0
2286.0,2111393800.0,2201663800000.0,0.0
2287.0,2080070700.0,2200290200000.0,0.0
2288.0,2058038700.0,2206351000000.0,0.0
2289.0,2041186000.0,2207598200000.0,0.0
2290.0,2033282700.0,2211859000000.0,0.0
2291.0,2023899600.0,2210966800000.0,0.0
2292.0,2013100400.0,2211346600000.0,0.0
2293.0,1980184300.0,2207205000000.0,0.0
2294.0,1947489700.0,2209339400000.0,0.0
2295.0,1928542600.0,2217479000000.0,0.0
2296.0,1893837200.0,2214696600000.0,0.0
2297.0,1878495600.0,2219646600000.0,0.0
2298.0,1849876000.0,2220347400000.0,0.0
2299.0,1828084400.0,2217471400000.0,0.0
2300.0,1821171100.0,2220198200000.0,0.0
