time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,8731455700000.0,8731455700000.0,8731455700000.0
2001.0,8702151000000.0,8702151000000.0,8702151000000.0
2002.0,8675032000000.0,8675032000000.0,8675032000000.0
2003.0,8655382500000.0,8655382500000.0,8655382500000.0
2004.0,8624700700000.0,8624700700000.0,8624700700000.0
2005.0,8607442000000.0,8607442000000.0,8607442000000.0
2006.0,8605370000000.0,8605370000000.0,8605370000000.0
2007.0,8578066300000.0,8578066300000.0,8578066300000.0
2008.0,8537507000000.0,8537507000000.0,8537507000000.0
2009.0,8501300600000.0,8501300600000.0,8501300600000.0
2010.0,8462647000000.0,8462647000000.0,8462647000000.0
2011.0,8419587700000.0,8419587700000.0,8419587700000.0
2012.0,8386572700000.0,8386572700000.0,8386572700000.0
2013.0,8360661000000.0,8360661000000.0,8360661000000.0
2014.0,8338154000000.0,8338154000000.0,8338154000000.0
2015.0,8298234000000.0,8298234000000.0,8298234000000.0
2016.0,8260712000000.0,8260712000000.0,8260712000000.0
2017.0,8221308000000.0,8221308000000.0,8221308000000.0
2018.0,8202588000000.0,8202588000000.0,8202588000000.0
2019.0,8176226300000.0,8176226300000.0,8176226300000.0
2020.0,8139182000000.0,8139182000000.0,8139182000000.0
2021.0,8119907000000.0,8109571000000.0,8117818000000.0
2022.0,8095273000000.0,8079980600000.0,8091244400000.0
2023.0,8071085000000.0,8050048000000.0,8064518000000.0
2024.0,8059195000000.0,8018909500000.0,8039943400000.0
2025.0,8043334500000.0,7983416700000.0,8002178400000.0
2026.0,8028869400000.0,7942461500000.0,7973744700000.0
2027.0,7994018000000.0,7912270000000.0,7935297000000.0
2028.0,7956431600000.0,7874613300000.0,7919725700000.0
2029.0,7908198700000.0,7853060400000.0,7881164300000.0
2030.0,7889664600000.0,7822219000000.0,7862596000000.0
2031.0,7848703000000.0,7781492500000.0,7825940000000.0
2032.0,7813509000000.0,7742015700000.0,7799882400000.0
2033.0,7776280000000.0,7695124400000.0,7759419400000.0
2034.0,7735651300000.0,7658550600000.0,7725381600000.0
2035.0,7681890000000.0,7614495000000.0,7691571300000.0
2036.0,7664033000000.0,7582111000000.0,7658643000000.0
2037.0,7608949000000.0,7542438000000.0,7621616600000.0
2038.0,7544630000000.0,7505483000000.0,7575219700000.0
2039.0,7486461400000.0,7458709000000.0,7522515700000.0
2040.0,7421293500000.0,7408515500000.0,7476746400000.0
2041.0,7374205000000.0,7376791400000.0,7431940700000.0
2042.0,7325279600000.0,7341264600000.0,7397538000000.0
2043.0,7266575000000.0,7290372000000.0,7349160000000.0
2044.0,7213763500000.0,7240186600000.0,7303322000000.0
2045.0,7152095700000.0,7191291500000.0,7254204000000.0
2046.0,7104133300000.0,7144815000000.0,7198705000000.0
2047.0,7058430600000.0,7102843600000.0,7140859700000.0
2048.0,6994223700000.0,7062505400000.0,7103783000000.0
2049.0,6939777000000.0,7020723300000.0,7044457000000.0
2050.0,6891417000000.0,6980485000000.0,6982807300000.0
2051.0,6830309000000.0,6943047400000.0,6925207500000.0
2052.0,6773324000000.0,6905795000000.0,6871189600000.0
2053.0,6691446300000.0,6851585000000.0,6814170600000.0
2054.0,6620883500000.0,6807252000000.0,6756986500000.0
2055.0,6574765000000.0,6755321000000.0,6698857700000.0
2056.0,6499336000000.0,6718117000000.0,6651846000000.0
2057.0,6442211000000.0,6670142000000.0,6601167600000.0
2058.0,6373229000000.0,6603851000000.0,6537311400000.0
2059.0,6304388000000.0,6559407000000.0,6475407700000.0
2060.0,6257205000000.0,6503404000000.0,6420645300000.0
2061.0,6174995400000.0,6441835000000.0,6379528000000.0
2062.0,6083208000000.0,6381772000000.0,6311230000000.0
2063.0,6010333000000.0,6319407400000.0,6242452000000.0
2064.0,5927128000000.0,6270416300000.0,6185614300000.0
2065.0,5849006700000.0,6220595000000.0,6113863000000.0
2066.0,5776354000000.0,6160932400000.0,6050297700000.0
2067.0,5731609000000.0,6099114000000.0,5986588300000.0
2068.0,5661305300000.0,6018173500000.0,5909318700000.0
2069.0,5587134300000.0,5949089000000.0,5852257000000.0
2070.0,5523614700000.0,5873741600000.0,5800882300000.0
2071.0,5449826400000.0,5813074000000.0,5743129000000.0
2072.0,5379326500000.0,5741414000000.0,5671073000000.0
2073.0,5311849600000.0,5674473400000.0,5593331000000.0
2074.0,5238126300000.0,5587997300000.0,5528704000000.0
2075.0,5181583000000.0,5506893600000.0,5454859600000.0
2076.0,5112205400000.0,5404327000000.0,5385597500000.0
2077.0,5051621300000.0,5325171000000.0,5317182600000.0
2078.0,4993236000000.0,5228082000000.0,5247003000000.0
2079.0,4924683000000.0,5140495500000.0,5182632000000.0
2080.0,4855693000000.0,5048387500000.0,5091626600000.0
2081.0,4783483700000.0,4964686000000.0,5021070000000.0
2082.0,4709876000000.0,4877650500000.0,4950305000000.0
2083.0,4647493300000.0,4783109000000.0,4882653000000.0
2084.0,4591986400000.0,4684164600000.0,4828192300000.0
2085.0,4501985600000.0,4594636700000.0,4744236500000.0
2086.0,4415299000000.0,4492240600000.0,4675880400000.0
2087.0,4341484200000.0,4404839700000.0,4616230000000.0
2088.0,4265617000000.0,4308745600000.0,4546365500000.0
2089.0,4185258700000.0,4207984800000.0,4474994000000.0
