time,CESM2-WACCM,ACCESS-ESM1-5,ACCESS-CM2,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR
2265.0,46228828630000.0,72249139772000.0,50376242387216.0,93691437747000.0,58798823201300.0,63127784538300.0
2266.0,46154657494000.0,72174317965000.0,50229814355616.0,93726278698000.0,58770056799150.0,62963687312200.0
2267.0,46097901709000.0,72107037357000.0,50096225387536.0,93742320303000.0,58793006262450.0,62957820752000.0
2268.0,45983638332000.0,72091437201000.0,50023558193504.0,93750620822000.0,58744155209620.0,62928207184600.0
2269.0,45960030515000.0,71979209166000.0,49897039046050.0,93831259220000.0,58744613286550.0,62962346956700.0
2270.0,45923146268000.0,71969967171000.0,49658717363336.0,93807255940000.0,58688213973320.0,62949176531200.0
2271.0,45810810345000.0,71839839147000.0,49599368917800.0,93825704444000.0,58677401908760.0,62934179384000.0
2272.0,45760012585000.0,71673229469000.0,49501910137270.0,93887107223000.0,58679306498770.0,62938284999600.0
2273.0,45758291172000.0,71641213400000.0,49413742516610.0,94033415702000.0,58642344140670.0,62962807773500.0
2274.0,45537573824000.0,71610054962000.0,49339806979650.0,93990757115000.0,58635500372740.0,62896012457300.0
2275.0,45533652387000.0,71480491806000.0,49140479659550.0,94143181903000.0,58749281925330.0,62849482595700.0
2276.0,45368111197000.0,71441553618000.0,49041681971570.0,94285406773000.0,58853293587780.0,62731963388500.0
2277.0,45292023341000.0,71362140097000.0,48925824860600.0,94368201830000.0,58767123850860.0,62657802097000.0
2278.0,45234448796000.0,71282279095000.0,48821039435870.0,94356505336000.0,58692471793860.0,62526789163600.0
2279.0,45127960510000.0,71256109582000.0,48765267369030.0,94457503802000.0,58690797406090.0,62488238470000.0
2280.0,45092013796000.0,71220288414000.0,48679179166470.0,94552345878000.0,58637105521020.0,62352835741000.0
2281.0,44994177050000.0,71088741442000.0,48590981363990.0,94541159421000.0,58607122279060.0,62333828949000.0
2282.0,44863849124000.0,70961789410000.0,48490954825770.0,94652147675000.0,58629520088860.0,62310423482000.0
2283.0,44714929868000.0,70904700734000.0,48472756578700.0,94764705596000.0,58611103293700.0,62331172365000.0
2284.0,44668619633000.0,70817842907000.0,48458463583424.0,94873803548000.0,58520194345870.0,62337801022000.0
2285.0,44669394115000.0,70742107542000.0,48415227739070.0,95047884060000.0,58408372061140.0,62299243614000.0
2286.0,44560329476000.0,70608488054000.0,48321069137130.0,95160284529000.0,58330913100530.0,62259813822700.0
2287.0,44528175397000.0,70508337118000.0,48218513863810.0,95214772955000.0,58292530926050.0,62219145188500.0
2288.0,44396934262000.0,70373052993000.0,48147980975980.0,95294042211000.0,58187920145110.0,62099221131000.0
2289.0,44369931328000.0,70282307079000.0,48038298725424.0,95397007180000.0,58180644886780.0,62076193292700.0
2290.0,44314461070000.0,70218499938000.0,47928702322696.0,95402159947000.0,58170249185750.0,61979683751000.0
2291.0,44265739186000.0,70095135228000.0,47796423073780.0,95578776345000.0,58135239794190.0,61857559018200.0
2292.0,44184116548000.0,69979473903000.0,47711707757710.0,95595683017000.0,58094877796920.0,61941853799600.0
2293.0,44129062716000.0,69971889876000.0,47554533352500.0,95674786710000.0,58022160344150.0,61925092291000.0
2294.0,44026387542000.0,69852423375000.0,47445302382224.0,95704194498000.0,57993417411500.0,61841587755000.0
2295.0,43910915110000.0,69840854430000.0,47431678025640.0,95862774244000.0,57900768581240.0,61792179534200.0
2296.0,43874277708000.0,69778380045000.0,47361217343770.0,95936792576000.0,57827853943160.0,61687744056800.0
2297.0,43824198881000.0,69608170450000.0,47287460506650.0,96002182068000.0,57800148416210.0,61580101028800.0
2298.0,43757613343000.0,69454167312000.0,47208895226444.0,95987240122000.0,57872924518400.0,61498800712500.0
2299.0,43620758313000.0,69369727596000.0,47169651956360.0,96005923339000.0,57869319456620.0,61473498351600.0
2300.0,43521000772000.0,69252198498000.0,47032095494450.0,96142895494000.0,57786816574460.0,61385213245300.0
