time,MPI-ESM-LR,CANESM2,CESM1-CAM5
2000.0,127709050000.0,127709050000.0,127709050000.0
2001.0,127225340000.0,127225340000.0,127225340000.0
2002.0,126585160000.0,126585160000.0,126585160000.0
2003.0,127504470000.0,127504470000.0,127504470000.0
2004.0,122537830000.0,122537830000.0,122537830000.0
2005.0,120996120000.0,120996120000.0,120996120000.0
2006.0,118352570000.0,118352570000.0,118352570000.0
2007.0,115090145000.0,115090145000.0,115090145000.0
2008.0,114254160000.0,114254160000.0,114254160000.0
2009.0,114334040000.0,114334040000.0,114334040000.0
2010.0,111748790000.0,111748790000.0,111748790000.0
2011.0,111067720000.0,111067720000.0,111067720000.0
2012.0,108143770000.0,108143770000.0,108143770000.0
2013.0,106473720000.0,106473720000.0,106473720000.0
2014.0,105391300000.0,105391300000.0,105391300000.0
2015.0,104747600000.0,104747600000.0,104747600000.0
2016.0,101167180000.0,101167180000.0,101167180000.0
2017.0,99225625000.0,99225625000.0,99225625000.0
2018.0,96328380000.0,96328380000.0,96328380000.0
2019.0,92805700000.0,92805700000.0,92805700000.0
2020.0,90427870000.0,90427870000.0,90427870000.0
2021.0,85008335000.0,87049580000.0,90564076000.0
2022.0,81275140000.0,81433080000.0,86881480000.0
2023.0,81414930000.0,79219770000.0,84687810000.0
2024.0,80453510000.0,77423230000.0,81541410000.0
2025.0,77728470000.0,76280430000.0,81888110000.0
2026.0,74585910000.0,74601505000.0,76879830000.0
2027.0,71288890000.0,72789070000.0,73233050000.0
2028.0,70604464000.0,70122130000.0,68815190000.0
2029.0,70243100000.0,70410650000.0,66069120000.0
2030.0,69352560000.0,67761447000.0,64311103000.0
2031.0,67392905000.0,66249950000.0,64252570000.0
2032.0,64939930000.0,60993958000.0,61755466000.0
2033.0,65464040000.0,57958140000.0,60455436000.0
2034.0,60707725000.0,57063190000.0,60535017000.0
2035.0,59241325000.0,55114826000.0,58734375000.0
2036.0,57278435000.0,53037756000.0,55901360000.0
2037.0,55921172000.0,49744404000.0,55263592000.0
2038.0,55661175000.0,46197535000.0,53654614000.0
2039.0,55730620000.0,43960332000.0,51716952000.0
2040.0,53205360000.0,42513900000.0,50202685000.0
2041.0,49568952000.0,38034792000.0,46890570000.0
2042.0,48536318000.0,37432947000.0,46796670000.0
2043.0,47288627000.0,37009646000.0,45884707000.0
2044.0,44563665000.0,35972796000.0,43189543000.0
2045.0,41484423000.0,33662947000.0,40904390000.0
2046.0,40361770000.0,31819360000.0,40088810000.0
2047.0,40852100000.0,30491632000.0,38463340000.0
2048.0,38826960000.0,28872333000.0,37608645000.0
2049.0,38368633000.0,28365160000.0,36929266000.0
2050.0,36944073000.0,27473500000.0,36036970000.0
2051.0,36361620000.0,26722843000.0,34508480000.0
2052.0,37488860000.0,25761972000.0,34312432000.0
2053.0,37177164000.0,25531103000.0,33036562000.0
2054.0,35280896000.0,25910335000.0,32344257000.0
2055.0,35712655000.0,24901536000.0,31169862000.0
2056.0,34063776000.0,23958450000.0,30847461000.0
2057.0,33729223000.0,23543894000.0,29171403000.0
2058.0,32744194000.0,22479546000.0,27594800000.0
2059.0,31642706000.0,23290767000.0,27340425000.0
2060.0,31409076000.0,23006376000.0,26251550000.0
2061.0,32223754000.0,22053673000.0,25872513000.0
2062.0,31750076000.0,21419688000.0,25131140000.0
2063.0,31399135000.0,21036106000.0,24276689000.0
2064.0,30327996000.0,21246867000.0,22816162000.0
2065.0,30289252000.0,21392992000.0,22409100000.0
2066.0,31203076000.0,21533889000.0,22865627000.0
2067.0,31540005000.0,21740444000.0,23106353000.0
2068.0,30813168000.0,22070850000.0,21996069000.0
2069.0,30347774000.0,21478711000.0,21886304000.0
2070.0,30407993000.0,21224497000.0,21598845000.0
2071.0,29580487000.0,22094027000.0,21257863000.0
2072.0,28644555000.0,21838817000.0,21373297000.0
2073.0,28130634000.0,22066610000.0,21638158000.0
2074.0,27661425000.0,22736112000.0,22379140000.0
2075.0,26851715000.0,23039126000.0,22867590000.0
2076.0,26316839000.0,23861780000.0,22786392000.0
2077.0,25451706000.0,23916300000.0,22671665000.0
2078.0,25817258000.0,23373447000.0,22899976000.0
2079.0,25876543000.0,22999669000.0,23315225000.0
2080.0,26198415000.0,23222843000.0,22985456000.0
2081.0,25948572000.0,23080310000.0,22357678000.0
2082.0,26012380000.0,23112198000.0,21805933000.0
2083.0,27109251000.0,23124340000.0,21667557000.0
2084.0,27775280000.0,22997740000.0,22056810000.0
2085.0,28077850000.0,22816666000.0,21972775000.0
2086.0,27464645000.0,23739728000.0,21825475000.0
2087.0,27563258000.0,22714591000.0,21149640000.0
2088.0,28429912000.0,21557264000.0,21790536000.0
2089.0,27445600000.0,21168527000.0,21316676000.0
2090.0,27993592000.0,20506687000.0,22031374000.0
2091.0,27703849000.0,19866520000.0,21371195000.0
2092.0,26872707000.0,19666825000.0,21590757000.0
2093.0,27024853000.0,20302146000.0,21563478000.0
2094.0,28353036000.0,20450243000.0,22274097000.0
2095.0,27759915000.0,20469692000.0,22299249000.0
2096.0,29260850000.0,20744888000.0,22215447000.0
2097.0,28086045000.0,20265933000.0,21929085000.0
2098.0,28392538000.0,20061026000.0,21933810000.0
2099.0,28603820000.0,19848040000.0,22443942000.0
2100.0,28568168000.0,20054663000.0,22469229000.0
2101.0,27856327000.0,19943379000.0,22159438000.0
2102.0,27342615000.0,20153006000.0,21772410000.0
2103.0,27989488000.0,20380164000.0,21522596000.0
