time,MPI-ESM-LR,CANESM2,CESM1-CAM5
2104.0,27656006000.0,19920001000.0,21003653000.0
2105.0,29014006000.0,20302170000.0,21057161000.0
2106.0,27894430000.0,20736934000.0,21274317000.0
2107.0,28639730000.0,20662772000.0,20879815000.0
2108.0,29291280000.0,20971684000.0,20615924000.0
2109.0,29074842000.0,21850650000.0,21727730000.0
2110.0,29468957000.0,22278680000.0,21536322000.0
2111.0,28486332000.0,23546352000.0,22570105000.0
2112.0,27758440000.0,23839230000.0,23149292000.0
2113.0,28109273000.0,23883876000.0,23198312000.0
2114.0,28849060000.0,23645655000.0,23411692000.0
2115.0,29676270000.0,23826390000.0,23108803000.0
2116.0,29098035000.0,25217827000.0,23219659000.0
2117.0,29037100000.0,25509753000.0,22927565000.0
2118.0,30892601000.0,25182327000.0,23067038000.0
2119.0,31064197000.0,25005558000.0,23160780000.0
2120.0,29531410000.0,24829070000.0,22921202000.0
2121.0,29111628000.0,24846740000.0,23089790000.0
2122.0,28095343000.0,24037665000.0,22989292000.0
2123.0,27022012000.0,24902656000.0,23159898000.0
2124.0,27627379000.0,24145002000.0,23192594000.0
2125.0,29619624000.0,23626998000.0,23424092000.0
2126.0,29026882000.0,22999894000.0,23783588000.0
2127.0,28397187000.0,22997098000.0,23491658000.0
2128.0,29160565000.0,23386149000.0,24138301000.0
2129.0,29749890000.0,23341353000.0,23974052000.0
2130.0,29303636000.0,23706440000.0,23559320000.0
2131.0,28467646000.0,23403618000.0,23455257000.0
2132.0,28902500000.0,24245901000.0,23277562000.0
2133.0,28768745000.0,24669813000.0,25198670000.0
2134.0,28904602000.0,23800713000.0,24632451000.0
2135.0,28895287000.0,23504441000.0,24886878000.0
2136.0,28566718000.0,23764756000.0,25687050000.0
2137.0,29308643000.0,22754755000.0,25921434000.0
2138.0,29756477000.0,23156060000.0,25382676000.0
2139.0,30068404000.0,23430855000.0,23927742000.0
2140.0,29547788000.0,24183106000.0,22597677000.0
2141.0,29856807000.0,24229632000.0,22515670000.0
2142.0,29863880000.0,24362752000.0,23178744000.0
2143.0,29936816000.0,24052881000.0,22753590000.0
2144.0,29616302000.0,24096788000.0,22608718000.0
2145.0,29707102000.0,25043569000.0,22737183000.0
2146.0,30460422000.0,24819601000.0,23577848000.0
2147.0,30177098000.0,24261070000.0,22623361000.0
2148.0,30432145000.0,26720485000.0,22214564000.0
2149.0,30228797000.0,26965760000.0,21841633000.0
2150.0,29823230000.0,26616334000.0,21395440000.0
2151.0,30049477000.0,26754820000.0,21213823000.0
2152.0,29177272000.0,26705195000.0,20476908000.0
2153.0,28670069000.0,26462736000.0,20284240000.0
2154.0,28140194000.0,26497247000.0,21172611000.0
2155.0,27510280000.0,27871848000.0,21660710000.0
2156.0,27892791000.0,27999228000.0,21825920000.0
2157.0,29100350000.0,28253944000.0,21850126000.0
2158.0,28203727000.0,29063827000.0,21561344000.0
2159.0,27584266000.0,29754702000.0,22282965000.0
2160.0,28280842000.0,29363366000.0,23006360000.0
2161.0,29085874000.0,29704229000.0,22696150000.0
2162.0,28410614000.0,29467711000.0,22554663000.0
2163.0,28131720000.0,30035165000.0,22432848000.0
2164.0,29113704000.0,29633794000.0,22729810000.0
2165.0,29152336000.0,29868673000.0,22588092000.0
2166.0,28723622000.0,29820420000.0,21764084000.0
2167.0,29192133000.0,30575532000.0,21649013000.0
2168.0,29889853000.0,31708572000.0,20592226000.0
2169.0,30473456000.0,32382556000.0,20607394000.0
2170.0,30552980000.0,33461492000.0,19705747000.0
2171.0,32839887000.0,32329435000.0,19951696000.0
2172.0,33015245000.0,32382843000.0,20291174000.0
2173.0,33754081000.0,31385037000.0,20354402000.0
2174.0,34269336000.0,31415253000.0,19635606000.0
2175.0,33723640000.0,32063916000.0,19912364000.0
2176.0,33780050000.0,31923528000.0,20046852000.0
2177.0,33498687000.0,32741040000.0,20312140000.0
2178.0,33436890000.0,33537468000.0,20398768000.0
2179.0,33391841000.0,33475854000.0,20031697000.0
2180.0,33362119000.0,33518220000.0,19737786000.0
2181.0,32705432000.0,33450891000.0,19806056000.0
2182.0,31866464000.0,34508580000.0,19629595000.0
2183.0,30818142000.0,35897370000.0,20361350000.0
2184.0,31198208000.0,35897156000.0,20533297000.0
2185.0,31768562000.0,36011010000.0,20051210000.0
2186.0,31822418000.0,36715106000.0,19862045000.0
2187.0,33485582000.0,37190860000.0,19902743000.0
2188.0,33713373000.0,37073270000.0,20183341000.0
2189.0,33719452000.0,37302313000.0,20360972000.0
2190.0,34195030000.0,36489507000.0,20475924000.0
2191.0,34877700000.0,37973970000.0,20241540000.0
2192.0,35395334000.0,37312467000.0,20396931000.0
2193.0,35682165000.0,37520327000.0,20262875000.0
2194.0,35042020000.0,36814220000.0,21392835000.0
2195.0,34149337000.0,36389167000.0,21201265000.0
2196.0,34620920000.0,37252936000.0,21589342000.0
2197.0,34258650000.0,38082986000.0,22342392000.0
2198.0,35077570000.0,37675856000.0,22710526000.0
2199.0,35405570000.0,37303423000.0,22378316000.0
2200.0,35691848000.0,37140283000.0,22886670000.0
2201.0,38190313000.0,38799710000.0,22258412000.0
2202.0,38004290000.0,38172700000.0,22342457000.0
2203.0,37568217000.0,37269250000.0,22829998000.0
2204.0,37362663000.0,37360108000.0,23225563000.0
2205.0,36815815000.0,37068222000.0,23231005000.0
2206.0,35997258000.0,37371620000.0,22927978000.0
2207.0,35296805000.0,36625273000.0,22837072000.0
2208.0,34759130000.0,36280360000.0,22668614000.0
2209.0,35264655000.0,35755717000.0,22381300000.0
2210.0,35742454000.0,35457720000.0,22647775000.0
2211.0,34615763000.0,35222913000.0,22917681000.0
2212.0,33791164000.0,34658832000.0,23068936000.0
2213.0,34142171000.0,34670555000.0,22840234000.0
2214.0,33856620000.0,34287294000.0,23238298000.0
2215.0,33260138000.0,33483143000.0,23617319000.0
2216.0,32037927000.0,34265182000.0,23677577000.0
2217.0,32347170000.0,35254317000.0,23470838000.0
2218.0,33808690000.0,36273720000.0,23153048000.0
2219.0,33870860000.0,35681120000.0,23077245000.0
2220.0,34475545000.0,35150545000.0,23698571000.0
2221.0,35133526000.0,35564503000.0,23372134000.0
2222.0,36055056000.0,35705954000.0,23279972000.0
2223.0,34924917000.0,36003557000.0,22511348000.0
2224.0,35317880000.0,35010322000.0,22056753000.0
2225.0,35246797000.0,35127534000.0,21685100000.0
2226.0,35852300000.0,35945550000.0,20839363000.0
2227.0,38037045000.0,35755620000.0,21033748000.0
2228.0,38707286000.0,35144086000.0,21025360000.0
2229.0,37851206000.0,34523080000.0,21142618000.0
2230.0,38583312000.0,33681703000.0,21231282000.0
2231.0,39442305000.0,33019152000.0,20701512000.0
2232.0,39722738000.0,33313760000.0,20515360000.0
2233.0,39622484000.0,32720419000.0,20256666000.0
2234.0,38519837000.0,31629304000.0,20289688000.0
2235.0,38767616000.0,30639907000.0,20250071000.0
2236.0,37615423000.0,29405882000.0,20427608000.0
2237.0,38137570000.0,30296398000.0,20875796000.0
2238.0,38966310000.0,30362990000.0,20442675000.0
2239.0,39291187000.0,31225993000.0,20783745000.0
2240.0,39786123000.0,32298813000.0,20550425000.0
2241.0,40114397000.0,32293632000.0,20339888000.0
2242.0,39364497000.0,31900785000.0,19197846000.0
2243.0,40062382000.0,32233544000.0,18848166000.0
2244.0,40835604000.0,31969872000.0,18703440000.0
2245.0,39012850000.0,31235760000.0,19370293000.0
2246.0,39463506000.0,32422785000.0,19021445000.0
2247.0,38771794000.0,32849648000.0,19655537000.0
2248.0,39283413000.0,32892324000.0,19157178000.0
2249.0,39704330000.0,34125009000.0,19391291000.0
2250.0,38968190000.0,33883935000.0,19960990000.0
2251.0,40008065000.0,34103953000.0,20320620000.0
2252.0,40237160000.0,34437165000.0,19617940000.0
2253.0,40803852000.0,34811175000.0,19845544000.0
2254.0,41324286000.0,34404745000.0,19334531000.0
2255.0,41504285000.0,34410766000.0,18979932000.0
2256.0,42648093000.0,33676665000.0,20164975000.0
2257.0,42621702000.0,32961376000.0,19920345000.0
2258.0,42387923000.0,32898861000.0,19733432000.0
2259.0,42811183000.0,34642285000.0,19615222000.0
2260.0,42282450000.0,34916442000.0,19575837000.0
2261.0,41681318000.0,35616490000.0,19937178000.0
2262.0,41214624000.0,35000600000.0,20281199000.0
2263.0,41459257000.0,33981809000.0,20532118000.0
2264.0,41132160000.0,34361225000.0,20458998000.0
2265.0,40954474000.0,33918046000.0,20938506000.0
2266.0,40891000000.0,34459800000.0,20692849000.0
2267.0,41289875000.0,35003716000.0,21554207000.0
2268.0,41851020000.0,34855700000.0,21909380000.0
2269.0,41483866000.0,36193944000.0,21901830000.0
2270.0,42839306000.0,36124197000.0,22786292000.0
2271.0,43226497000.0,36878213000.0,23314321000.0
2272.0,42765220000.0,36713423000.0,23051876000.0
2273.0,41752100000.0,37999710000.0,23508797000.0
2274.0,42508345000.0,39038970000.0,23603927000.0
2275.0,43456135000.0,39357460000.0,23078990000.0
2276.0,40978050000.0,40371670000.0,22170288000.0
2277.0,41067667000.0,41354764000.0,22006655000.0
2278.0,41216524000.0,41372434000.0,22970085000.0
2279.0,41378020000.0,42250543000.0,23097336000.0
2280.0,41936240000.0,41597400000.0,23225336000.0
2281.0,41593483000.0,40140198000.0,23698465000.0
2282.0,40886930000.0,41711686000.0,22957294000.0
2283.0,40984050000.0,41293914000.0,22971554000.0
2284.0,41410540000.0,42128343000.0,23287160000.0
2285.0,42492002000.0,41533186000.0,23442377000.0
2286.0,43524760000.0,44820546000.0,23254840000.0
2287.0,44057985000.0,43112157000.0,23760930000.0
2288.0,44800860000.0,43639726000.0,23462140000.0
2289.0,44275413000.0,43330430000.0,23860312000.0
2290.0,43857703000.0,44024060000.0,24005755000.0
2291.0,42932617000.0,44867777000.0,23346440000.0
2292.0,44155937000.0,44839068000.0,23311210000.0
2293.0,45879357000.0,45007426000.0,24050545000.0
2294.0,47755300000.0,44436420000.0,24087507000.0
2295.0,47335830000.0,43746415000.0,24571675000.0
2296.0,47839560000.0,43724177000.0,25627754000.0
2297.0,48872444000.0,43151823000.0,26278042000.0
2298.0,48958353000.0,42616898000.0,26334601000.0
2299.0,51196834000.0,43670213000.0,27130749000.0
2300.0,49587990000.0,43213492000.0,27571345000.0
