time,CCSM4,CESM1-CAM5
2000.0,127709050000.0,127709050000.0
2001.0,127225340000.0,127225340000.0
2002.0,126585160000.0,126585160000.0
2003.0,127504470000.0,127504470000.0
2004.0,122537830000.0,122537830000.0
2005.0,120996120000.0,120996120000.0
2006.0,118352570000.0,118352570000.0
2007.0,115090145000.0,115090145000.0
2008.0,114254160000.0,114254160000.0
2009.0,114334040000.0,114334040000.0
2010.0,111748790000.0,111748790000.0
2011.0,111067720000.0,111067720000.0
2012.0,108143770000.0,108143770000.0
2013.0,106473720000.0,106473720000.0
2014.0,105391300000.0,105391300000.0
2015.0,104747600000.0,104747600000.0
2016.0,101167180000.0,101167180000.0
2017.0,99225625000.0,99225625000.0
2018.0,96328380000.0,96328380000.0
2019.0,92805700000.0,92805700000.0
2020.0,90427870000.0,90427870000.0
2021.0,88368366000.0,87311540000.0
2022.0,89061260000.0,87906705000.0
2023.0,84359980000.0,86434360000.0
2024.0,83979060000.0,86876840000.0
2025.0,79817010000.0,85512620000.0
2026.0,80561275000.0,82574720000.0
2027.0,77483590000.0,81111070000.0
2028.0,76688910000.0,81549790000.0
2029.0,76395950000.0,79163090000.0
2030.0,75580610000.0,78792425000.0
2031.0,72423555000.0,78291700000.0
2032.0,70121260000.0,75150890000.0
2033.0,69562010000.0,73919740000.0
2034.0,68062384000.0,72267810000.0
2035.0,65628140000.0,71381000000.0
2036.0,63520180000.0,70813460000.0
2037.0,61892334000.0,69090460000.0
2038.0,59810587000.0,68752515000.0
2039.0,58727510000.0,65412694000.0
2040.0,56422437000.0,64872047000.0
2041.0,54289084000.0,63622115000.0
2042.0,52117620000.0,63144960000.0
2043.0,52416037000.0,62818930000.0
2044.0,48728300000.0,60104917000.0
2045.0,48240284000.0,58175177000.0
2046.0,47529630000.0,60027728000.0
2047.0,45752650000.0,58153730000.0
2048.0,43422097000.0,56296800000.0
2049.0,40910365000.0,54332236000.0
2050.0,38333570000.0,52773790000.0
2051.0,37465490000.0,52808320000.0
2052.0,36247503000.0,50658628000.0
2053.0,36478263000.0,49169580000.0
2054.0,36877083000.0,47809397000.0
2055.0,35168395000.0,46159598000.0
2056.0,33512598000.0,45395000000.0
2057.0,32409991000.0,44690070000.0
2058.0,31251210000.0,43402030000.0
2059.0,30404143000.0,41467548000.0
2060.0,29558723000.0,38330528000.0
2061.0,27804486000.0,36440322000.0
2062.0,27518654000.0,36297564000.0
2063.0,26983113000.0,35118140000.0
2064.0,27532495000.0,34609290000.0
2065.0,26794002000.0,34152653000.0
2066.0,25383109000.0,34749895000.0
2067.0,24641724000.0,33866494000.0
2068.0,24823955000.0,31999056000.0
2069.0,24184893000.0,30775314000.0
2070.0,23443694000.0,28930202000.0
2071.0,23243240000.0,26044207000.0
2072.0,22935734000.0,25272103000.0
2073.0,22645314000.0,24644630000.0
2074.0,22078314000.0,24562008000.0
2075.0,21833075000.0,23927446000.0
2076.0,20655507000.0,23813868000.0
2077.0,19149537000.0,22718892000.0
2078.0,18606545000.0,21788619000.0
2079.0,17576851000.0,20839094000.0
2080.0,16787986000.0,18899927000.0
2081.0,15813829000.0,18123704000.0
2082.0,15679235000.0,16721432000.0
2083.0,15491389000.0,15759274000.0
2084.0,15165483000.0,15047337000.0
2085.0,15542009000.0,13234349000.0
2086.0,14944431000.0,12545930000.0
2087.0,15172158000.0,12094778000.0
2088.0,14777414000.0,10843438000.0
2089.0,13509778000.0,10233362000.0
2090.0,12692305000.0,9956085000.0
2091.0,11841011000.0,8952471000.0
2092.0,11364421000.0,8138201000.0
2093.0,11320922000.0,7533308000.0
2094.0,11544080000.0,7300916700.0
2095.0,11025556000.0,7000572000.0
2096.0,10905626000.0,6434164000.0
2097.0,10537852000.0,6542615000.0
2098.0,10105597000.0,6330345000.0
2099.0,10033143000.0,6004648400.0
2100.0,9657916000.0,6297080000.0
2101.0,9030003000.0,6013635600.0
2102.0,8494114000.0,5929169400.0
2103.0,8300792000.0,5632314000.0
2104.0,8068282400.0,5838933000.0
2105.0,8034592000.0,5817536500.0
2106.0,8032682500.0,5563469000.0
2107.0,7752771000.0,5205452300.0
2108.0,7419706400.0,4763546000.0
2109.0,7056735700.0,4454555000.0
2110.0,6841287700.0,4266225400.0
2111.0,6600859600.0,4377954300.0
2112.0,6533569500.0,4115541200.0
2113.0,6513383400.0,3947264000.0
2114.0,6219615000.0,3859725000.0
2115.0,5906706400.0,3865902800.0
2116.0,5724386300.0,3703025000.0
2117.0,5504531500.0,3847148800.0
2118.0,5435822600.0,3775584500.0
2119.0,5523636000.0,3818973200.0
2120.0,5579250700.0,3775271200.0
2121.0,5670001000.0,3860016000.0
2122.0,5496066600.0,3802201000.0
2123.0,5462950400.0,3861456400.0
2124.0,5605002000.0,3756832800.0
2125.0,5621454300.0,3596193000.0
2126.0,5591692000.0,3508617500.0
2127.0,5472297000.0,3227006700.0
2128.0,5237714400.0,3237015000.0
2129.0,5031898600.0,3195568600.0
2130.0,5072461000.0,3279516000.0
2131.0,5145489400.0,3536090400.0
2132.0,5018440000.0,3319991800.0
2133.0,4998159400.0,3254028300.0
2134.0,4751689000.0,3007724800.0
2135.0,4440550000.0,2980663800.0
2136.0,4205029400.0,3004364500.0
2137.0,3962518500.0,3025834000.0
2138.0,3859613700.0,3056795000.0
2139.0,3659003000.0,3110140200.0
2140.0,3704013000.0,3057780500.0
2141.0,3872387300.0,3027759600.0
2142.0,3821188900.0,3049506600.0
2143.0,3829001500.0,3051057400.0
2144.0,3876034600.0,3034007800.0
2145.0,3781227000.0,3038977500.0
2146.0,3709460700.0,3065242600.0
2147.0,3701996300.0,2896635400.0
2148.0,3595543800.0,3121737500.0
2149.0,3597237200.0,2939679200.0
2150.0,3529345500.0,2886826200.0
2151.0,3379683000.0,2860544500.0
2152.0,3285246200.0,2809149000.0
2153.0,3227987500.0,2745612300.0
