time,CESM1-CAM5,CCSM4
2000.0,133619730000.0,133619730000.0
2001.0,132594630000.0,132594630000.0
2002.0,131593945000.0,131593945000.0
2003.0,130132790000.0,130132790000.0
2004.0,129100870000.0,129100870000.0
2005.0,128198200000.0,128198200000.0
2006.0,126843710000.0,126843710000.0
2007.0,125320580000.0,125320580000.0
2008.0,123589290000.0,123589290000.0
2009.0,121403030000.0,121403030000.0
2010.0,120600480000.0,120600480000.0
2011.0,119110550000.0,119110550000.0
2012.0,117220655000.0,117220655000.0
2013.0,115802440000.0,115802440000.0
2014.0,115042500000.0,115042500000.0
2015.0,113425560000.0,113425560000.0
2016.0,111675105000.0,111675105000.0
2017.0,109329700000.0,109329700000.0
2018.0,107556500000.0,107556500000.0
2019.0,106343950000.0,106343950000.0
2020.0,105394840000.0,105394840000.0
2021.0,103562280000.0,103718890000.0
2022.0,100756850000.0,102745540000.0
2023.0,98470900000.0,101080070000.0
2024.0,97095975000.0,98362750000.0
2025.0,94565286000.0,96066640000.0
2026.0,91880770000.0,94026056000.0
2027.0,90937340000.0,92771180000.0
2028.0,90008180000.0,90718760000.0
2029.0,88767324000.0,89349980000.0
2030.0,85830525000.0,88963826000.0
2031.0,83295920000.0,87300640000.0
2032.0,81092390000.0,85386110000.0
2033.0,79596080000.0,84097660000.0
2034.0,77583710000.0,81701536000.0
2035.0,75833156000.0,80098670000.0
2036.0,73917070000.0,79133570000.0
2037.0,71866070000.0,77175350000.0
2038.0,69884590000.0,75189050000.0
2039.0,67296174000.0,73194330000.0
2040.0,65048780000.0,70879480000.0
2041.0,63777497000.0,68977060000.0
2042.0,61481566000.0,66994690000.0
2043.0,59318250000.0,65156178000.0
2044.0,57908980000.0,63483490000.0
2045.0,56182575000.0,61921200000.0
2046.0,54943584000.0,60856426000.0
2047.0,53114380000.0,59712240000.0
2048.0,51052430000.0,57629100000.0
2049.0,49685250000.0,55756583000.0
2050.0,48892432000.0,54039515000.0
2051.0,47663820000.0,53382630000.0
2052.0,46319030000.0,52181905000.0
2053.0,44767138000.0,51071857000.0
2054.0,43843130000.0,49985245000.0
2055.0,42405077000.0,49446654000.0
2056.0,41266780000.0,48053862000.0
2057.0,39533570000.0,47594967000.0
2058.0,37994130000.0,46036746000.0
2059.0,37333524000.0,44719088000.0
2060.0,36002243000.0,42914220000.0
2061.0,34808574000.0,41688617000.0
2062.0,33991356000.0,40476250000.0
2063.0,32899064000.0,39225770000.0
2064.0,31878103000.0,38560690000.0
2065.0,30765683000.0,37570340000.0
2066.0,30241323000.0,36553700000.0
2067.0,29406935000.0,35549213000.0
2068.0,28262318000.0,35068043000.0
2069.0,27151282000.0,34057419000.0
2070.0,26381126000.0,33566675000.0
2071.0,25475826000.0,33023705000.0
2072.0,24687462000.0,32020492000.0
2073.0,23744215000.0,31678558000.0
2074.0,22753667000.0,30944348000.0
2075.0,22228087000.0,29941117000.0
2076.0,21472640000.0,29133783000.0
2077.0,20630417000.0,27676110000.0
2078.0,19933032000.0,27102933000.0
2079.0,19201683000.0,26565605000.0
2080.0,18104383000.0,25994381000.0
2081.0,17407238000.0,24969675000.0
2082.0,16875608000.0,24372402000.0
2083.0,16471885000.0,23895781000.0
2084.0,15874271000.0,23265968000.0
2085.0,15191512000.0,22615976000.0
2086.0,14766102000.0,21983465000.0
2087.0,14501077000.0,21791642000.0
2088.0,13984640000.0,21056836000.0
2089.0,13731143000.0,20643731000.0
2090.0,13237858000.0,19940887000.0
2091.0,12739069000.0,19399502000.0
2092.0,12286820000.0,19147760000.0
2093.0,11844762000.0,18698166000.0
2094.0,11615728000.0,18269997000.0
2095.0,11261521000.0,18021274000.0
2096.0,10829838000.0,17814874000.0
2097.0,10596749000.0,17407478000.0
2098.0,10391467000.0,17147476000.0
2099.0,10185048000.0,16747791000.0
2100.0,9909265000.0,16298027000.0
2101.0,9721592000.0,15833888000.0
2102.0,9580358000.0,15463878000.0
2103.0,9552710000.0,15261271000.0
2104.0,9544099000.0,14871779000.0
2105.0,9482567000.0,14828256000.0
2106.0,9407569000.0,14684585000.0
2107.0,9212729000.0,14406773000.0
2108.0,9128391000.0,14113790000.0
2109.0,9027825000.0,13748068000.0
2110.0,8956839000.0,13562429000.0
2111.0,8812582000.0,13201371000.0
2112.0,8791846000.0,12868428000.0
2113.0,8754424000.0,12650669000.0
2114.0,8651619000.0,12531329000.0
2115.0,8531280000.0,12328249000.0
2116.0,8525283300.0,12222564000.0
2117.0,8352725500.0,12150747000.0
2118.0,8320305700.0,11975018000.0
2119.0,8216336400.0,11844234000.0
2120.0,8254378500.0,11711695000.0
2121.0,8230048000.0,11547783000.0
2122.0,8088397000.0,11370638000.0
2123.0,8070612000.0,11281699000.0
2124.0,8005270500.0,11210756000.0
2125.0,7916168000.0,11116306000.0
2126.0,7948171300.0,10947693000.0
2127.0,7860257300.0,10870575000.0
2128.0,7769561000.0,10847376000.0
2129.0,7737242600.0,10630030000.0
2130.0,7688781300.0,10486608000.0
2131.0,7611967500.0,10290265000.0
2132.0,7617375000.0,10100595000.0
2133.0,7578091000.0,10090109000.0
2134.0,7450287600.0,9900036000.0
2135.0,7429691000.0,9899338000.0
2136.0,7410367500.0,9783620000.0
2137.0,7313586000.0,9649654000.0
2138.0,7283727000.0,9491501000.0
2139.0,7228412400.0,9411951000.0
2140.0,7092194300.0,9406843000.0
2141.0,6975467500.0,9336208000.0
2142.0,6861895000.0,9203306000.0
2143.0,6773793300.0,9063987000.0
2144.0,6680132600.0,9036609000.0
2145.0,6710476300.0,8981682000.0
2146.0,6654898700.0,8930770000.0
2147.0,6653361000.0,8743746000.0
2148.0,6602375000.0,8696557000.0
2149.0,6631217000.0,8628835000.0
2150.0,6606733300.0,8597873000.0
2151.0,6641491500.0,8583147000.0
2152.0,6571217000.0,8585913300.0
2153.0,6532678700.0,8568572000.0
2154.0,6588170000.0,8523239000.0
2155.0,6563714000.0,8463141400.0
2156.0,6472632000.0,8358702000.0
2157.0,6502070300.0,8348172000.0
2158.0,6377236500.0,8254084000.0
2159.0,6384138000.0,8161682400.0
2160.0,6357329400.0,8050701000.0
2161.0,6396921000.0,8012665000.0
2162.0,6352777000.0,7944851000.0
2163.0,6339918300.0,7839345700.0
2164.0,6380118000.0,7777666600.0
2165.0,6331341000.0,7701373000.0
2166.0,6297220600.0,7589084000.0
2167.0,6204382700.0,7556196400.0
2168.0,6190199000.0,7423686700.0
2169.0,6103929000.0,7369251300.0
2170.0,6072562700.0,7359895600.0
2171.0,5995469300.0,7295838000.0
2172.0,5965928000.0,7178820600.0
2173.0,5930440700.0,7231387000.0
2174.0,5906924000.0,7180407000.0
2175.0,5971194400.0,7124957000.0
2176.0,5917205500.0,7066112500.0
2177.0,5823855600.0,7072234500.0
2178.0,5792063000.0,6970079000.0
2179.0,5736306700.0,6963250000.0
2180.0,5701753000.0,6989391400.0
2181.0,5615144400.0,6981277000.0
2182.0,5600587300.0,6968345000.0
2183.0,5617663500.0,6957962000.0
2184.0,5582890000.0,6898896400.0
2185.0,5522618400.0,6813313000.0
2186.0,5411082000.0,6758419000.0
2187.0,5319457000.0,6703202000.0
2188.0,5317755400.0,6683412000.0
2189.0,5291912000.0,6752539000.0
2190.0,5249505300.0,6753787400.0
2191.0,5231937500.0,6733971500.0
2192.0,5190691300.0,6704567300.0
2193.0,5254123500.0,6684598000.0
2194.0,5222214700.0,6567711000.0
2195.0,5145053000.0,6546178000.0
2196.0,5143438300.0,6445000700.0
2197.0,5130171000.0,6408771000.0
2198.0,5081217500.0,6381678600.0
2199.0,5016032000.0,6342971000.0
2200.0,5047931400.0,6261347000.0
2201.0,5042832400.0,6187380700.0
2202.0,5018269000.0,6142745000.0
2203.0,5021700600.0,6104723000.0
2204.0,5021940700.0,6086219000.0
2205.0,4955531000.0,6052237000.0
2206.0,4943146500.0,6050718000.0
2207.0,4897644000.0,6000534500.0
2208.0,4883728000.0,5979793400.0
2209.0,4897917400.0,5948430000.0
2210.0,4874305000.0,5941549000.0
2211.0,4870265000.0,5895662600.0
2212.0,4829697000.0,5839496000.0
2213.0,4838405000.0,5829792300.0
2214.0,4770788000.0,5772524500.0
2215.0,4717028000.0,5757504500.0
2216.0,4640815000.0,5720513500.0
2217.0,4611657700.0,5740153300.0
2218.0,4524696000.0,5708354000.0
2219.0,4471809000.0,5744530000.0
2220.0,4440047000.0,5822624000.0
2221.0,4356740600.0,5818862600.0
2222.0,4419420700.0,5779989500.0
2223.0,4376144400.0,5796800000.0
2224.0,4309035000.0,5744432000.0
2225.0,4279656700.0,5696164400.0
2226.0,4292063200.0,5639484000.0
2227.0,4259448600.0,5600506400.0
2228.0,4171313000.0,5598039000.0
2229.0,4181745700.0,5586017000.0
2230.0,4130315800.0,5495844000.0
2231.0,4056089600.0,5492057000.0
2232.0,4068845000.0,5510449000.0
2233.0,4001645300.0,5438638000.0
2234.0,3882385200.0,5473466000.0
2235.0,3866372400.0,5451192300.0
2236.0,3788268300.0,5411073000.0
2237.0,3692749800.0,5386518500.0
2238.0,3637218600.0,5305517000.0
2239.0,3601195800.0,5273762000.0
2240.0,3567746300.0,5276326000.0
2241.0,3572861400.0,5327712000.0
2242.0,3527143000.0,5366483500.0
2243.0,3501230000.0,5400938000.0
2244.0,3446921000.0,5418311700.0
2245.0,3418443000.0,5382062600.0
2246.0,3399613400.0,5373286000.0
2247.0,3390160400.0,5367452000.0
2248.0,3419592700.0,5364584400.0
2249.0,3385916200.0,5365057000.0
2250.0,3413858000.0,5369580000.0
2251.0,3372879600.0,5379825700.0
2252.0,3354089000.0,5408154600.0
2253.0,3310517000.0,5406046000.0
2254.0,3298333000.0,5368826000.0
2255.0,3303418600.0,5382471000.0
2256.0,3308420900.0,5375780400.0
2257.0,3234280700.0,5364812000.0
2258.0,3216151600.0,5362438700.0
2259.0,3197401000.0,5326279000.0
2260.0,3196576000.0,5304939500.0
2261.0,3153763300.0,5233588000.0
2262.0,3125062100.0,5236419600.0
2263.0,3094381000.0,5201112600.0
2264.0,3085865200.0,5171046000.0
2265.0,3081199600.0,5172664300.0
2266.0,3102025000.0,5190606300.0
2267.0,3079250700.0,5122648600.0
2268.0,3078338300.0,5127725600.0
2269.0,3075821000.0,5137478700.0
2270.0,3051622000.0,5048766500.0
2271.0,3029304000.0,5060902000.0
2272.0,3044869600.0,5025182000.0
2273.0,3092704500.0,5009092600.0
2274.0,3082368500.0,4982904000.0
2275.0,3094758400.0,4970838500.0
2276.0,3110429200.0,4931026400.0
