time,CESM1-CAM5,CCSM4
2277.0,3046265000.0,4927463000.0
2278.0,3006228000.0,4956861400.0
2279.0,2932385800.0,4975544000.0
2280.0,2919084500.0,5034439700.0
2281.0,2896239400.0,4993633300.0
2282.0,2881806800.0,4990758000.0
2283.0,2860017400.0,5014430700.0
2284.0,2877652000.0,5027517400.0
2285.0,2860052200.0,5015452000.0
2286.0,2811613200.0,5009817600.0
2287.0,2811655000.0,5013209600.0
2288.0,2776890400.0,5021239300.0
2289.0,2757764900.0,5039330300.0
2290.0,2771298300.0,5038227000.0
2291.0,2759953400.0,5029386000.0
2292.0,2733522200.0,5004105700.0
2293.0,2720000300.0,4925376000.0
2294.0,2724316200.0,4910482000.0
2295.0,2697973800.0,4913236500.0
2296.0,2691927800.0,4951214000.0
2297.0,2732515600.0,4980767000.0
2298.0,2724838100.0,4924553700.0
2299.0,2732088600.0,4890268000.0
2300.0,2720075300.0,4866015700.0
