time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,8161364449270.23,8161364449270.23,8161364449270.23,8161364449270.23
2001,8148747897481.338,8155307801306.481,8149863349719.225,8147534796041.749
2002,8128573218192.841,8149735008119.813,8142188830230.957,8132033181913.3
2003,8091443748409.071,8145884757992.368,8132526029179.69,8122413543194.337
2004,8067803016398.071,8139757314209.668,8122793814768.116,8104516723241.521
2005,8034741671630.72,8130887416945.226,8104177194802.167,8094930313888.09
2006,8026784321869.587,8121163312944.815,8094060190612.975,8069825169063.534
2007,8002140721211.957,8102962025579.749,8079479690742.888,8063085732075.887
2008,7990887061414.764,8093528471913.27,8063899823142.284,8044172232459.24
2009,7974835367429.79,8084838578877.538,8047936120697.395,8023345434345.113
2010,7962387017359.929,8076996890463.509,8036332677001.293,7999104064795.831
2011,7952913709503.187,8062043521734.898,8015430870582.337,7984368471873.42
2012,7946523808832.485,8051144617818.425,8007330406432.897,7970273878736.855
2013,7928591000036.252,8036564187877.408,7996672560743.845,7956589794396.427
2014,7913776026040.897,8003545220872.709,7981935449575.09,7932872401383.622
2015,7898935635493.87,7963450464899.998,7969582134705.455,7919193999703.212
2016,7872120908905.322,7931995625621.648,7965256712158.095,7899781742214.767
2017,7863295666595.186,7898185516221.634,7923731280702.621,7892488158054.118
2018,7847911312430.977,7856927003285.135,7899714659800.816,7873666471480.779
2019,7837636340194.329,7814802131432.418,7873569045560.457,7846544284603.519
2020,7821483824713.17,7783381662915.454,7845117502897.853,7810305352325.487
2021,7805709079149.047,7746785349480.931,7828531127027.878,7789551782033.063
2022,7786148825273.618,7707241910030.421,7816078787088.006,7761663709857.188
2023,7771806521495.743,7664120766268.953,7806812848257.894,7727288801075.719
2024,7749875689832.685,7620586703821.394,7795075867872.485,7666736719968.817
2025,7732616047640.959,7554585247206.505,7787038355283.443,7631356556756.661
2026,7724457803491.99,7494981817955.451,7779609394524.268,7591377185132.799
2027,7715460476064.814,7424624143683.102,7749933620118.331,7543541033031.646
2028,7706505425188.471,7355246016613.104,7722204344612.419,7491842474792.17
2029,7692992427913.679,7285479058528.77,7701032426418.739,7450404224168.999
2030,7673973558609.938,7226075403183.952,7668909078829.123,7401022555705.211
2031,7654014718402.77,7141474752020.573,7635221076913.644,7358492861856.612
2032,7629729473391.129,7083396127631.507,7615231458272.191,7323720749845.234
2033,7614228077659.699,7015518885369.755,7592551366931.397,7290559277660.29
2034,7599906639007.772,6943957539913.107,7582271849437.989,7251025223696.796
2035,7581798491266.887,6856663791193.226,7562924407195.0625,7174802980411.132
2036,7550138984186.213,6777503525279.719,7542765889416.081,7126671025433.015
2037,7526469229325.806,6679763079856.781,7521656881831.632,7065713580064.1
2038,7499879052518.027,6566719513756.323,7503324627867.252,7007558528765.8
2039,7469341895698.702,6447034534689.663,7461303759611.1875,6922865712665.588
2040,7447043010975.455,6346813273874.869,7410861471463.203,6817403596543.498
2041,7426479028653.702,6246919994947.035,7371168537126.304,6724322938817.749
2042,7402623228374.423,6150622786194.913,7342621525673.35,6629432539940.782
2043,7393473862293.673,6043337523821.8955,7310420690154.437,6537383611376.42
2044,7371383286594.925,5937988900990.509,7282078501607.122,6473487086975.098
2045,7351147741902.499,5827120700249.3955,7250678613690.309,6408392127748.709
2046,7331323407457.989,5692284616572.95,7210518977159.842,6319719436942.075
2047,7316742281409.3,5560335852583.115,7180044161182.507,6249918018228.546
2048,7287639662646.205,5405623765678.08,7126045176564.492,6160390687459.022
2049,7268795498644.783,5252442243908.799,7101800611107.842,6060893195316.631
2050,7238585857681.381,5103411654514.548,7066609660153.16,5996832382940.604
2051,7194079147132.16,4938614327717.466,7006847741151.009,5911351944090.971
2052,7131960156416.978,4810900562619.244,6957373011640.065,5786099932047.69
2053,7083209448055.994,4675085585067.013,6907268023668.812,5698832445484.822
2054,7025720244189.684,4533866483101.717,6861160493779.241,5596305910463.802
2055,6988994817408.434,4384399511500.3867,6800784935523.455,5533014436753.378
2056,6950951753743.54,4238726810554.189,6747579082117.202,5446795504301.889
2057,6891073442080.905,4100369232037.439,6710113646008.275,5353427281132.743
2058,6869583701889.671,3970914266181.491,6657703158609.4375,5277365974959.409
2059,6838097452953.986,3837396432891.6367,6587482268562.241,5221735866701.761
2060,6790876453692.336,3701081115512.579,6525167064862.034,5175358578472.127
2061,6758294619583.606,3552757274192.5137,6471113840200.049,5118886287822.929
2062,6720699137895.217,3424977351675.921,6414115847875.113,5054357164956.11
2063,6699261202302.799,3285451758335.782,6355535849016.268,4977813425097.303
2064,6681974942379.873,3150823386430.0327,6284714616461.751,4918130413794.501
2065,6661425778614.156,3025051456553.582,6243029759819.128,4869163925391.107
2066,6621776554332.569,2901257600232.3945,6187665443691.764,4798917773249.366
2067,6578718629617.539,2781915762827.8926,6140591563189.023,4744103582986.7705
2068,6552977489269.169,2665271700019.912,6091380214839.183,4672667737316.78
2069,6508659173944.772,2568946244805.1157,6039485751114.838,4622964972091.531
2070,6482394928374.373,2469530747840.1606,5984317557107.461,4533942047229.036
2071,6410327471639.463,2374778305405.3457,5954712459333.743,4460209947407.864
2072,6377040576281.466,2288998252346.1,5913563374977.344,4395810620181.5176
2073,6347357779931.453,2204081744878.2314,5868848576503.058,4318935671453.995
2074,6326203781331.627,2116189135190.0156,5813393922202.492,4275419761517.1934
2075,6281725605921.515,2038246319653.3318,5756463805538.954,4216870895788.003
2076,6209480358013.102,1960903776803.1577,5705215326481.543,4150556748988.886
2077,6181134547108.483,1898538324418.707,5653087468795.048,4092734240454.162
2078,6126648703727.193,1837797622946.1206,5610309827532.185,4015234350744.18
2079,6096788554008.749,1788631523866.2312,5560387072439.575,3954895126886.5645
2080,6042833020843.628,1727837237119.8125,5500348353825.725,3897710561170.9863
2081,6026565743299.638,1672377696202.8608,5447020649897.002,3850767101481.8813
2082,5977891988743.479,1625106089942.3228,5374400750804.12,3810531462313.7476
2083,5951965872109.063,1575549728208.0527,5311508068650.935,3763287507425.3135
2084,5938194165589.359,1524048537220.8838,5261136669128.029,3719936883077.0864
2085,5923933232238.396,1477531435598.3206,5227200754387.479,3668787751160.0405
2086,5895734591166.935,1430904770100.9172,5167859412232.666,3609497459473.6206
2087,5836583330822.48,1388409125242.154,5113757525287.686,3554871099671.209
2088,5823376202918.28,1349108767013.8333,5059834642290.655,3519593472495.427
2089,5775849211748.998,1311258879554.949,5009770970477.483,3480534790647.469
2090,5754738470215.558,1273273875369.4497,4950389687707.834,3443158164568.065
2091,5724959475680.952,1242378072748.8545,4883846558011.643,3408892904880.7866
2092,5706553876946.637,1205073923549.202,4828191285669.304,3358311816575.0596
2093,5694101806960.918,1170029286101.8616,4761097791326.659,3322448672388.967
2094,5666547710373.856,1139860104696.3098,4702286813754.869,3290107072184.015
2095,5643770086794.163,1111318803696.0376,4659590166770.46,3240981198273.2314
2096,5612255405676.931,1081757478632.3586,4608850105366.728,3220775805239.5757
2097,5566305757576.171,1058346693128.0764,4551537947732.544,3179488446839.779
2098,5533577582673.242,1037524108869.1227,4519026993341.516,3134021312792.59
2099,5499429530173.646,1015823981538.2711,4475630881887.677,3110657578603.801
2100,5464182634087.789,993304447983.3538,4419397253284.918,3077975000353.641
2101,5441003693505.191,974344540838.9121,4389602585644.9385,3051710006760.2896
2102,5417223437985.952,953464267129.1147,4343775272308.7163,3037256616699.0815
2103,5411116604487.73,932671275158.1761,4300328223560.166,3018115118886.677
2104,5384108228659.151,912579814675.0929,4255784628747.3477,2998490831683.5645
2105,5342126816911.961,894322389163.7733,4225941737709.8345,2987575830291.7114
2106,5315359733752.104,875309574269.0062,4195365286700.745,2966763624417.3794
2107,5307663000229.272,856211594538.6847,4172520211724.021,2957328160765.8696
2108,5293477096386.257,839879981198.1746,4139491487939.7295,2941649135661.734
2109,5284852090451.99,823834921541.7617,4100421675799.812,2930639946488.1396
2110,5271067886770.983,809662777314.511,4065119946332.806,2915210222358.785
2111,5251057761466.958,796914194285.0494,4040476567251.517,2903070327809.2153
2112,5221419567250.823,783902739355.5905,4005395407447.875,2884960457648.766
2113,5194288937190.799,771884788738.6412,3985583023906.066,2881792417956.3555
2114,5173850058758.668,757309136607.6746,3969219400415.352,2871513552834.0312
2115,5162548836792.791,746510418264.497,3934405276447.8174,2864696181383.738
2116,5152216839582.099,735476216180.7053,3911170057930.715,2858015988440.6455
2117,5134135124628.922,723757860946.3414,3880121824685.0293,2854871812053.55
2118,5124451561650.113,713407231537.8717,3854411364986.1294,2851675765649.5884
2119,5122680108660.759,706021183266.5072,3817162402068.544,2844517760262.047
2120,5112668147346.71,696601623736.5272,3783404753236.2324,2841577543973.944
2121,5101009743053.713,687309441095.3081,3751702267389.5967,2832501050904.2417
2122,5084123649245.274,676042948701.7681,3720394244221.4067,2826235762472.7695
2123,5073767919087.419,665873793097.9125,3698198655723.3237,2820255662167.0923
2124,5048062673497.795,659963432992.7277,3680769375403.5225,2820567498999.849
2125,5044637904147.102,651429999060.7877,3661360652801.916,2814932113883.359
2126,5038535137474.381,640049859053.1602,3642115735425.856,2805570089739.989
2127,5025673203182.728,629204590486.0276,3612887012965.896,2806479513563.1978
2128,5016010790413.658,622752735980.6572,3585977168549.928,2805720880896.4023
2129,5009547712005.422,615864751812.5879,3560282918734.6787,2805323432354.094
2130,4995851457127.123,608811805998.5759,3541375684060.802,2802754786594.3633
2131,4978121920420.8125,601063764227.113,3506393724758.456,2794038485309.5923
2132,4960220641559.81,593907682550.1133,3485873644110.109,2792892497736.184
2133,4937468155161.141,586743777081.6423,3456128099165.74,2792128780554.2837
2134,4926917143370.561,578300379771.861,3414006051248.27,2789082190003.4043
2135,4910995896192.26,569086321914.8888,3379831434258.0923,2791263885252.1416
2136,4880222092778.995,564046542274.5157,3349597983986.7563,2791523655931.3267
2137,4865171183717.763,557500490416.0148,3324489118743.2314,2794078295082.574
2138,4857880062742.519,549899209561.5593,3295410204438.01,2794824179096.734
2139,4855015330852.929,541823952309.23926,3271505802493.231,2793992009256.6904
2140,4844499910110.139,536301043405.10126,3249209945955.4995,2794398028401.608
2141,4821462252391.177,531688697636.0506,3222616147595.1934,2796085677978.0234
2142,4822226405528.72,525341419774.426,3192956909960.9595,2796469047900.0205
2143,4806837675496.475,519827708546.4518,3174034685063.7256,2797007589415.1636
2144,4798830974602.499,513824258132.4881,3156305416117.7944,2794293611280.386
2145,4786314078338.775,508388036283.7293,3132541194766.7686,2791647463910.4224
2146,4774624114379.744,504240305161.998,3117354290881.9585,2792613282069.1577
2147,4759389306521.659,501805883972.4204,3103195817710.5283,2795112631920.6465
2148,4746347838171.114,499271416773.0223,3084625423402.7153,2796745132833.896
2149,4741229094874.982,496014450635.73157,3066655388107.8257,2795704195300.2744
2150,4728202477065.9,491835972039.8903,3042781222205.1396,2794934647992.792
2151,4714616759630.122,487951017074.9649,3021444706956.6777,2795440864101.7153
2152,4702405697040.029,483505559685.2191,2999460310527.1665,2794288787068.1235
2153,4697886699965.361,480354547805.0289,2981636825585.165,2789421028481.7524
2154,4690780336609.894,477423750636.96173,2971061397669.7905,2789244964021.955
2155,4672443990321.971,474651692248.7854,2954178599352.4297,2785907415624.3833
2156,4668226764239.939,471718760578.6915,2936491473659.796,2788622962550.5493
2157,4667691912932.169,468693762506.03424,2915184561537.906,2789546566818.376
2158,4660863054806.64,466052226357.9929,2901097132856.724,2793556814479.155
2159,4650313257603.84,463234375012.9719,2879801861500.298,2790460034123.939
2160,4643109113699.811,460360409719.5845,2866552875732.967,2793783782604.4873
2161,4634156107054.223,457303915455.6941,2845611347724.553,2793296996476.8555
2162,4615390665407.625,454824933886.2363,2830182585870.8726,2794469178923.541
2163,4602284131294.509,452883121995.81165,2821500031262.79,2793766670183.606
2164,4598936425785.706,451134762234.0491,2810062420658.9663,2794694528577.4644
2165,4595694352292.116,449523748537.8402,2798565809470.2334,2796889539886.8027
2166,4591626863410.143,447581256458.29486,2779387563725.7114,2798486805669.0854
2167,4576086239256.703,445012226904.4933,2766310214979.975,2801277452032.1567
2168,4571655258105.521,443273868647.7641,2756160718887.6025,2801146356585.8096
2169,4556895711764.64,441473838999.11926,2748529855721.012,2803839570663.1455
2170,4545159346086.597,439603613103.2248,2732961522231.9023,2802698538228.6865
2171,4541523398894.99,436929715932.6916,2718378111432.0244,2806585285534.911
2172,4537912438804.813,436884084562.70667,2701610428624.8076,2808407382449.0933
2173,4536038195269.687,434392049402.9022,2694003029482.305,2808800879967.009
2174,4521143408146.583,434056786073.0061,2680116370991.1733,2812749969850.387
2175,4514939626132.503,431585095029.6875,2665861819689.1133,2814757975906.888
2176,4507142856875.791,429997067510.69604,2653622311103.2285,2816118664913.0493
2177,4495628963786.039,428509659962.7028,2643242672135.2017,2816872047593.757
2178,4491160701453.481,426012918845.30096,2637614227774.0806,2818161013107.5376
2179,4482058297808.685,423331714546.33527,2625673981292.297,2819593892375.66
2180,4464033246445.859,421466317822.15393,2616961296591.8906,2823769249092.3613
2181,4447878265228.198,419817028247.3323,2603618114021.5435,2827658470264.298
2182,4410345345001.788,418312168584.1648,2588088657850.991,2828873972572.855
2183,4387622481890.3047,417758623620.6983,2579685668586.9424,2830536298121.546
2184,4386661270492.073,415791928379.15466,2565542449948.0967,2830597364053.8716
2185,4379372977969.398,413937169778.99146,2560927927777.532,2831752388938.39
2186,4375889826074.7476,413014489829.09625,2547780840104.453,2834027878773.2134
2187,4371411578273.8926,410931014921.5944,2537130942981.871,2837286870396.917
2188,4370648776368.173,409513336200.2151,2531633039877.629,2839634833450.326
2189,4362995036798.3584,407308160947.84,2521712801782.6357,2841489721846.3545
2190,4340651944075.024,405864746865.19977,2510881045559.8833,2844453459123.912
2191,4335393458732.8057,404106817050.96466,2491158329860.2734,2845417100428.549
2192,4329917790709.579,403887536552.5651,2478462472440.7456,2846011881552.2153
2193,4315171227769.5996,403636084901.0088,2470757501311.23,2846625017525.152
2194,4315947850747.9663,402137995950.66016,2458389575193.1147,2848079136210.912
2195,4315946384295.6357,400948950023.4626,2451139720278.3384,2850516944479.3267
2196,4308902551402.2427,399347536093.6002,2443848202272.057,2852692074745.1606
2197,4303038810518.509,398495371612.7769,2438292393813.4297,2853529516746.4155
2198,4297872042988.484,398440384102.9213,2428786677174.1553,2855072679384.896
2199,4281610500887.039,398621817650.12396,2420226964491.648,2858116596585.1226
2200,4268218841602.294,397867696899.7464,2413593380939.777,2860153705366.4688
2201,4254320924790.05,397686404597.5873,2401405182119.0156,2860688014331.206
2202,4255899448941.926,396511620894.06616,2397858822978.991,2862168953064.3267
2203,4248534752554.511,394993705810.4128,2391219252924.4204,2864250576337.6504
2204,4223590772485.751,394581817923.9102,2382811920817.842,2867026422255.0776
2205,4205387326415.3555,393748787606.0921,2373666399796.627,2868325816137.211
2206,4192515230044.0083,393990033615.52765,2368768874494.14,2870229256605.473
2207,4171851515290.6855,392198176800.6789,2366417398675.5464,2871962687955.0884
2208,4156943481933.473,392546230507.3798,2362744577141.4785,2872479666429.8076
2209,4146621037633.4,392486842747.1529,2362700747315.11,2874175829728.577
2210,4146149641127.106,392161349363.3093,2360333740961.4995,2875535174756.8984
