time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,8161364449270.23,8161364449270.23,8161364449270.23,8161364449270.23,8161364449270.23,8161364449270.23
2001,8153760952218.923,8116504137917.312,8148392413965.069,8153978590952.929,8147240622973.74,8148724506803.449
2002,8142887500055.506,8105867664607.619,8127728144057.201,8147676706588.9375,8139545205125.995,8135308773259.894
2003,8120669976268.801,8085673303810.732,8090075856395.748,8143053169016.257,8128708307248.41,8127260109330.75
2004,8082221155822.521,8062466647219.006,8066816793639.501,8134965877770.913,8116706653730.192,8111903623204.986
2005,8066401457352.969,8031670594981.654,8033367255478.945,8124992564624.434,8091813091496.592,8103476303075.232
2006,8056298775953.681,8002065688855.809,8024816462775.18,8114264692585.661,8081613331705.159,8081212668576.797
2007,8042767209710.16,7983277058100.737,7998970528510.423,8094046003663.268,8064342290594.74,8075281311489.34
2008,8032593560684.509,7969410648926.594,7987127409493.769,8083252485302.785,8044633970417.471,8058094487681.37
2009,8019151885898.747,7952043609484.62,7970735609007.85,8073639435110.664,8024021675252.581,8040678966086.296
2010,8005777247139.167,7938753640495.56,7957740620334.16,8065450309540.95,8010416042814.487,8019636845441.227
2011,7992974736550.575,7923711693242.289,7948361054977.556,8049464794706.495,7984004123828.359,8007499133658.673
2012,7981656409926.103,7908179730566.13,7941371120710.29,8038371598391.763,7975275386859.615,7994687684189.731
2013,7967956277122.79,7892769372541.897,7922690243949.454,8023876231354.784,7963060412162.366,7983323283608.985
2014,7952516019660.916,7881526801311.535,7907126163805.412,7988026715152.226,7944049723273.269,7964683719302.596
2015,7923298763972.712,7857388831024.607,7891924291284.138,7944156131370.011,7929517307937.1875,7955128542158.016
2016,7902538183738.623,7837833177023.322,7873068124560.213,7907567063965.202,7895421421769.062,7946835408010.636
2017,7890340889753.847,7820241621610.339,7862855658353.223,7888148115811.741,7868766168036.402,7920231991047.688
2018,7872625515033.482,7805914097362.342,7850773008932.035,7859914883949.066,7854565299463.387,7890139027843.57
2019,7840971942663.597,7801083509771.2,7839825744376.164,7830260327676.477,7836029632525.968,7873193305018.03
2020,7827627410979.328,7793651135163.32,7825331327054.016,7796800682494.902,7818958291162.009,7841287299015.057
2021,7805130390269.099,7782024798461.877,7812495983698.134,7774155367303.68,7777445911647.954,7832590303936.734
2022,7784742041564.985,7752246954901.704,7798372175386.769,7732876759843.301,7753044732655.239,7818182772176.11
2023,7770664356604.664,7727204995271.201,7781147536328.147,7704179043137.696,7745247314074.058,7802352507963.067
2024,7755190703799.808,7694844519950.097,7766824602853.463,7664059869649.901,7715297433441.554,7788424712301.014
2025,7740680961834.519,7671981681710.676,7754141205322.563,7615126041351.635,7693693949247.955,7769985915995.057
2026,7720997531115.622,7649372846510.037,7743070402878.137,7537733877022.003,7669088672829.445,7737238200057.277
2027,7698287194518.772,7624194898335.043,7729082714928.627,7474590967422.485,7630861401323.878,7703688944406.76
2028,7668888295469.965,7607511314714.747,7722861143388.419,7416918501458.347,7590299473040.726,7669319050358.776
2029,7648925328037.48,7596903538460.446,7706356312079.655,7368570397838.5,7561259348698.225,7645586561069.549
2030,7611461173756.067,7583105732767.75,7697100448926.948,7324686583358.42,7534371462269.696,7596665304701.888
2031,7578128483915.502,7572380531788.678,7687391893607.882,7250670427565.461,7484565721528.607,7568448916524.598
2032,7555839138286.616,7561133709716.113,7671134508066.45,7189055336666.103,7453291042194.232,7540709248518.955
2033,7529926828206.68,7546396886354.985,7651848286523.731,7128780080407.509,7427774764986.65,7507281539708.366
2034,7507783970292.302,7538287360683.91,7635317502223.009,7055770727406.416,7407248428107.567,7455939298587.144
2035,7474358072241.959,7521025055224.942,7619269700001.409,6984020110199.537,7364655051351.707,7411698372395.825
2036,7440797704045.186,7495537769862.554,7599824225982.603,6929268123367.089,7329686622982.852,7366553228183.03
2037,7388100681279.145,7489890590388.945,7582129216418.949,6859724957103.868,7274576291563.603,7327455438303.12
2038,7348138792212.984,7475883619429.646,7546581070484.853,6787835451559.397,7226174673941.299,7287291703248.176
2039,7305440909717.193,7464774972326.398,7527126168486.48,6704045271702.25,7181488628722.162,7220134580195.967
2040,7263908861981.364,7460486147704.692,7485567104899.921,6632974623292.234,7149842349173.94,7162902982107.35
2041,7219377135026.735,7450655777113.492,7443210321559.749,6535704478555.543,7095579691561.537,7119726911558.431
2042,7165005187256.859,7440807429299.702,7426968053019.923,6420511095572.559,7023811576093.163,7085923129451.643
2043,7108841397524.719,7421993953003.842,7389605347565.395,6324984883209.822,6980886883152.32,7059168220692.627
2044,7073570699289.467,7405401439606.109,7348890431001.567,6220806244736.387,6939824221563.237,7008680287722.66
2045,7031806931808.831,7389349468888.677,7313476027968.893,6108539484579.166,6908481446358.291,6963684223830.577
2046,6966393108198.325,7359454449472.801,7282700948405.942,6017842787730.346,6853970306833.24,6904599158631.788
2047,6914060637416.048,7336325734296.144,7238321545744.398,5935960809887.856,6792776771230.814,6838071853391.929
2048,6841672008235.16,7309729487497.802,7201300982378.847,5826552655581.039,6766560589801.083,6768481678648.111
2049,6752283945226.458,7282124915936.981,7169889242333.639,5749968893222.521,6718450005874.891,6695603151577.779
2050,6676561947579.184,7271567924263.735,7136170571850.192,5654756789848.971,6696572243151.574,6635126557954.17
2051,6630237865662.429,7256665313576.118,7119124300383.514,5544572284295.65,6647071537825.156,6603901286797.998
2052,6589583946189.027,7228178401476.106,7091868785316.711,5417979571333.944,6601937493194.638,6526209337167.031
2053,6562418522002.756,7194098334982.557,7078646946909.449,5298807492680.537,6545725307147.661,6463734994110.339
2054,6519726452582.995,7166402656878.298,7058750165294.941,5181591181087.985,6490580597957.575,6394176496263.827
2055,6495190959881.43,7116428537050.284,7033270153765.709,5074050991526.145,6462685177188.563,6349501933521.873
2056,6467551817050.091,7089925767565.982,7001554675299.69,4972080129516.572,6435974971420.463,6281782246832.408
2057,6435534391149.837,7071624835893.545,6962451433606.362,4869799697768.6,6387119463994.881,6199782182937.021
2058,6399449385817.308,7050087204122.904,6938614139633.083,4759779582387.3545,6324608071317.008,6131399842814.387
2059,6366299706763.622,7027829388680.468,6914346346409.007,4652436938395.662,6274170314374.693,6045110178096.207
2060,6338470694975.913,7000515049703.032,6871875263181.287,4557171715114.058,6238742686589.322,5967593118757.579
2061,6310409233026.128,6979665655951.393,6842768711101.763,4451994442444.818,6217340302180.17,5904359576120.813
2062,6266952364925.764,6961803015395.615,6804168631872.684,4348261190266.16,6187063089971.981,5833833125713.965
2063,6217047984102.821,6942624579181.984,6789729144585.86,4235269602321.208,6142655715103.001,5779499823796.011
2064,6144590136062.607,6921974772261.31,6772982183518.799,4140086170630.499,6113490152437.533,5693887644758.628
2065,6099327390337.79,6896322377699.202,6748416051589.03,4065910882147.152,6080450375981.869,5614940457804.308
