time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,103976790000.0,103976790000.0,103976790000.0
1981.0,103976790000.0,103976790000.0,103976790000.0
1982.0,103976790000.0,103976790000.0,103976790000.0
1983.0,103976790000.0,103976790000.0,103976790000.0
1984.0,103976790000.0,103976790000.0,103976790000.0
1985.0,103976790000.0,103976790000.0,103976790000.0
1986.0,103976790000.0,103976790000.0,103976790000.0
1987.0,103976790000.0,103976790000.0,103976790000.0
1988.0,103976790000.0,103976790000.0,103976790000.0
1989.0,103976790000.0,103976790000.0,103976790000.0
1990.0,103976790000.0,103976790000.0,103976790000.0
1991.0,103976790000.0,103976790000.0,103976790000.0
1992.0,103976790000.0,103976790000.0,103976790000.0
1993.0,103976790000.0,103976790000.0,103976790000.0
1994.0,103976790000.0,103976790000.0,103976790000.0
1995.0,103976790000.0,103976790000.0,103976790000.0
1996.0,103976790000.0,103976790000.0,103976790000.0
1997.0,103976790000.0,103976790000.0,103976790000.0
1998.0,103976790000.0,103976790000.0,103976790000.0
1999.0,103976790000.0,103976790000.0,103976790000.0
2000.0,103976790000.0,103976790000.0,103976790000.0
2001.0,104009278000.0,104007417000.0,104001355000.0
2002.0,103982602000.0,103990416000.0,103992083000.0
2003.0,104038535000.0,104061309000.0,104021689000.0
2004.0,103961695000.0,103995165000.0,103975730000.0
2005.0,104102365000.0,104121640000.0,104077469000.0
2006.0,103833821000.0,103904373000.0,103856462000.0
2007.0,103875524000.0,103948577000.0,103875956000.0
2008.0,103361297000.0,103545309000.0,103502945000.0
2009.0,103171574000.0,103359058000.0,103355973000.0
2010.0,102784490000.0,103089791000.0,103084440000.0
2011.0,102555642000.0,102848468000.0,102888808000.0
2012.0,101458616000.0,101972171000.0,102250073000.0
2013.0,100866341000.0,101440107000.0,101790096000.0
2014.0,101144701000.0,101697575000.0,102027528000.0
2015.0,100993301000.0,101564054000.0,101863036000.0
2016.0,100461528000.0,101120826000.0,101531147000.0
2017.0,99995690000.0,100758299000.0,101183957000.0
2018.0,100142717000.0,100878117000.0,101280938000.0
