time,ACCESS-CM2,CESM2-WACCM,ACCESS-ESM1-5,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2257.0,985020370000.0,2341092200000.0,2006976300000.0,2073844900000.0,184340580000.0,3124347300000.0
2258.0,986216800000.0,2328880700000.0,1996067600000.0,2075112900000.0,182944660000.0,3134921600000.0
2259.0,985031800000.0,2324761700000.0,1990892300000.0,2074690800000.0,182476700000.0,3148274700000.0
2260.0,984627900000.0,2318541500000.0,1985616700000.0,2071829000000.0,182489460000.0,3159184000000.0
2261.0,978759400000.0,2311891700000.0,1977829400000.0,2067718700000.0,181813610000.0,3160808000000.0
2262.0,970676300000.0,2311407000000.0,1977604800000.0,2068782900000.0,182257240000.0,3168046000000.0
2263.0,962397540000.0,2303154700000.0,1978144300000.0,2062816100000.0,181660350000.0,3173673000000.0
2264.0,960218800000.0,2298814700000.0,1976736200000.0,2061858000000.0,181402420000.0,3178588000000.0
2265.0,957136000000.0,2296471000000.0,1978141400000.0,2056851600000.0,180474680000.0,3188965500000.0
2266.0,954339560000.0,2287179100000.0,1971686600000.0,2051348400000.0,180020500000.0,3198465000000.0
2267.0,944961600000.0,2284412700000.0,1966988200000.0,2048552100000.0,179274370000.0,3206164300000.0
2268.0,937243500000.0,2281833000000.0,1961535100000.0,2051317800000.0,178540410000.0,3212629200000.0
2269.0,934584060000.0,2283626600000.0,1959758400000.0,2047633900000.0,177652470000.0,3214125600000.0
2270.0,932738560000.0,2284890400000.0,1957197000000.0,2042674400000.0,177263360000.0,3213553800000.0
2271.0,931786800000.0,2281315500000.0,1953217400000.0,2038971200000.0,176802970000.0,3215566600000.0
2272.0,933254270000.0,2279223300000.0,1952285600000.0,2041170200000.0,176298870000.0,3218248300000.0
2273.0,927563060000.0,2273930600000.0,1947359400000.0,2044673000000.0,175842930000.0,3226886200000.0
2274.0,928013700000.0,2267524400000.0,1949234400000.0,2040204200000.0,175288650000.0,3229703200000.0
2275.0,927740850000.0,2267536200000.0,1941994200000.0,2039204200000.0,175169270000.0,3239127300000.0
2276.0,924453600000.0,2267726500000.0,1933160500000.0,2039259700000.0,175221230000.0,3243922400000.0
2277.0,923622300000.0,2267855700000.0,1930702400000.0,2037164000000.0,174785630000.0,3253965000000.0
2278.0,923207400000.0,2262384800000.0,1927718800000.0,2036168700000.0,174362360000.0,3259979500000.0
2279.0,918209600000.0,2259850400000.0,1925035300000.0,2031996400000.0,173447070000.0,3266907200000.0
2280.0,917548430000.0,2259547300000.0,1920104100000.0,2025487600000.0,173096860000.0,3281873800000.0
2281.0,915499800000.0,2256696200000.0,1918776400000.0,2020121900000.0,172224660000.0,3281087000000.0
2282.0,912423000000.0,2245011200000.0,1919981000000.0,2019886200000.0,171852700000.0,3288420600000.0
2283.0,913222660000.0,2243174900000.0,1919900600000.0,2019645200000.0,171206870000.0,3297758000000.0
2284.0,913270800000.0,2244669600000.0,1919712100000.0,2017857000000.0,170799780000.0,3300819200000.0
2285.0,912476200000.0,2242720800000.0,1913430000000.0,2015189100000.0,169978350000.0,3312159800000.0
2286.0,910491450000.0,2235496700000.0,1914353400000.0,2012748000000.0,170111190000.0,3320819200000.0
2287.0,910369160000.0,2228755600000.0,1913296700000.0,2014300900000.0,169356970000.0,3325461000000.0
2288.0,909441900000.0,2225073300000.0,1913591200000.0,2015428600000.0,169277800000.0,3335909500000.0
2289.0,903992250000.0,2224140800000.0,1915124700000.0,2015335500000.0,168701020000.0,3345959600000.0
2290.0,902288300000.0,2224327500000.0,1910269000000.0,2013142200000.0,168217440000.0,3354076600000.0
2291.0,899512530000.0,2217038600000.0,1900943900000.0,2010209700000.0,167323930000.0,3364285600000.0
2292.0,900242870000.0,2211040200000.0,1896598300000.0,2011346600000.0,166335100000.0,3373354000000.0
2293.0,900404150000.0,2212670500000.0,1897399000000.0,2005468300000.0,165559800000.0,3383049600000.0
2294.0,898143500000.0,2212524000000.0,1896676700000.0,2001885000000.0,164862250000.0,3396927000000.0
2295.0,897408300000.0,2213134500000.0,1892163400000.0,2002232500000.0,165311170000.0,3404918400000.0
2296.0,895026000000.0,2210173000000.0,1890444000000.0,2003060400000.0,165488740000.0,3415552000000.0
2297.0,893155300000.0,2209489600000.0,1879569300000.0,2001399600000.0,165552930000.0,3431354300000.0
2298.0,888295000000.0,2212971200000.0,1870051500000.0,1992887900000.0,165383100000.0,3443204600000.0
2299.0,887765200000.0,2212605500000.0,1857444900000.0,1993416100000.0,164930140000.0,3449406400000.0
2300.0,890412660000.0,2204942200000.0,1854793600000.0,1989807300000.0,164248170000.0,3461487800000.0
