time,MRI-ESM2-0
2000.0,15366526000000.0
2001.0,15334373000000.0
2002.0,15304924000000.0
2003.0,15238640000000.0
2004.0,15135495000000.0
2005.0,15089763000000.0
2006.0,15048775000000.0
2007.0,15033532000000.0
2008.0,14993158000000.0
2009.0,14941122000000.0
2010.0,14858800000000.0
2011.0,14780389000000.0
2012.0,14745513000000.0
2013.0,14719415000000.0
2014.0,14706075000000.0
2015.0,14670908000000.0
2016.0,14681767000000.0
2017.0,14647620000000.0
2018.0,14631926000000.0
2019.0,14667744000000.0
2020.0,14583516000000.0
2021.0,14509506000000.0
2022.0,14517954000000.0
2023.0,14466898000000.0
2024.0,14374894000000.0
2025.0,14295613000000.0
2026.0,14227468000000.0
2027.0,14110539000000.0
2028.0,14084508000000.0
2029.0,14006030000000.0
2030.0,13945851000000.0
2031.0,13868233000000.0
2032.0,13781860000000.0
2033.0,13728847000000.0
2034.0,13634245000000.0
2035.0,13584905000000.0
2036.0,13441353000000.0
2037.0,13306171000000.0
2038.0,13229248000000.0
2039.0,13207794000000.0
2040.0,13171921000000.0
2041.0,13075545000000.0
2042.0,12974752000000.0
2043.0,12904438000000.0
2044.0,12865526000000.0
2045.0,12770690000000.0
2046.0,12673626000000.0
2047.0,12478660000000.0
2048.0,12352365000000.0
2049.0,12223370000000.0
2050.0,12055403000000.0
2051.0,11970068000000.0
2052.0,11855901000000.0
2053.0,11736242000000.0
2054.0,11632408000000.0
2055.0,11542356000000.0
2056.0,11403474000000.0
2057.0,11312247000000.0
2058.0,11171808000000.0
2059.0,11083281000000.0
2060.0,10965255000000.0
2061.0,10844281000000.0
2062.0,10744625000000.0
2063.0,10593380000000.0
2064.0,10493742000000.0
2065.0,10433419000000.0
2066.0,10349529000000.0
2067.0,10258408000000.0
2068.0,10121309000000.0
2069.0,10077153000000.0
2070.0,9969697000000.0
2071.0,9836568000000.0
2072.0,9775482000000.0
2073.0,9676660000000.0
2074.0,9605423000000.0
2075.0,9519738000000.0
2076.0,9389126000000.0
2077.0,9328504000000.0
2078.0,9222119000000.0
2079.0,9069847000000.0
2080.0,8971245000000.0
2081.0,8906589000000.0
2082.0,8792219000000.0
2083.0,8729776000000.0
2084.0,8627112400000.0
2085.0,8482000000000.0
2086.0,8330674700000.0
2087.0,8188316400000.0
2088.0,8072141500000.0
2089.0,7979093500000.0
2090.0,7903725000000.0
2091.0,7809662000000.0
2092.0,7678457000000.0
2093.0,7610597000000.0
2094.0,7558835700000.0
2095.0,7497486000000.0
2096.0,7401651000000.0
2097.0,7312033400000.0
2098.0,7238867500000.0
2099.0,7166897000000.0
2100.0,7072114000000.0
