time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,19397068179680.883,19397068179680.883,19397068179680.883
2001,19266331964990.617,19263989147117.9,19323461155454.31
2002,19065420604895.816,19184208861444.523,19239471819251.23
2003,18822908012474.293,19063566435532.47,19156227012919.016
2004,18758319843378.92,19005793286226.465,19107954957587.87
2005,18702824552934.594,18905124363243.215,18951580509714.32
2006,18665719731606.67,18726275842927.246,18927823301681.83
2007,18566257921299.42,18573367507748.08,18815156083356.973
2008,18405995865027.965,18541999037218.98,18790907071540.7
2009,18302159002506.51,18459746908096.34,18668722240673.637
2010,18145250717793.35,18368549291143.793,18570349813571.15
2011,18115724873192.906,18280635325368.37,18496019574339.25
2012,18016090174187.56,18205340279150.164,18308440381815.91
2013,17987557380947.625,18014952786129.414,18210762670111.637
2014,17920066755190.42,17864402636240.086,18078729530072.438
2015,17810724818022.055,17778221164215.613,17855953448565.797
2016,17759316320187.145,17759376208183.367,17634252097994.906
2017,17655179477955.027,17696916166661.184,17476022235926.365
2018,17540255725768.275,17513612767794.24,17376340664493.336
2019,17425133689331.816,17416203960099.662,17260175645020.37
2020,17253149856932.828,17318490859858.775,17191360185136.896
2021,17136764159948.615,17158204427706.578,17039797371333.76
2022,17050214165111.773,16947106279558.104,16855624993557.852
2023,16956215352373.627,16920803444569.082,16644827579231.033
2024,16762391169761.05,16866708447646.562,16467002122602.883
2025,16666641660231.947,16740262945141.248,16305780026363.37
2026,16477612585688.11,16623966254000.258,16117770230228.082
2027,16302564347251.666,16544316382247.979,15864795569191.729
2028,16084645262217.178,16442671758519.703,15700592360719.613
2029,15911640930633.604,16348034712112.31,15573124279390.533
2030,15643776011758.86,16200935376330.938,15475136149710.682
2031,15443751326677.607,16128113997083.275,15420670504791.94
2032,15326558991713.115,15988242751427.238,15343929769323.127
2033,15094146875220.402,15918978926256.887,15134627668027.037
2034,14835439770198.842,15773157937035.52,14913072519939.309
2035,14617327356124.066,15646893451757.143,14766138334739.732
2036,14446266220784.746,15458016429155.139,14672937794284.613
2037,14247620645086.166,15250696108653.107,14578860982833.447
2038,13989112989421.11,15077529174030.297,14397738748533.229
2039,13769130905439.37,15013183006419.441,14267013039490.918
2040,13546986623532.213,14928747913697.182,14122296925240.51
2041,13361055537155.627,14721485168535.084,14048212798062.953
2042,13167255762708.393,14507692621695.094,13933483486454.12
2043,12985272552716.62,14403153304160.584,13775417544136.66
2044,12792634994523.271,14291296290473.854,13573610625439.887
2045,12566163827595.984,14038157831168.098,13436694326900.822
2046,12330658884704.012,13786600383883.451,13318552439213.8
2047,12174611169203.48,13489139787952.932,13172470315417.352
2048,12081343470234.297,13270354505518.098,13011840573706.062
2049,11883728181537.623,13124132790747.436,12863598468562.281
2050,11758980255049.967,12994894954173.61,12727318633788.71
2051,11583963648928.012,12772907997464.55,12533674785198.46
2052,11402040669461.19,12584927169992.074,12312192782592.408
2053,11123845810495.559,12355576120347.68,12153864992620.07
2054,10952315767918.469,12186807742041.938,11940350828586.408
2055,10845639876673.18,12020571265861.182,11777511084706.676
2056,10678904028613.385,11810577827308.643,11619213319973.861
2057,10497036336442.744,11656141608432.596,11517265089501.457
2058,10293976267892.611,11519009942362.404,11397593159334.658
2059,10137977641290.889,11377779681139.143,11250348983194.322
2060,9968008773559.135,11238818457242.791,11081740768254.785
2061,9824210875933.316,11026727150999.016,10963324924868.932
2062,9617997796161.666,10881798163634.973,10770554505357.924
2063,9338331599362.39,10749884193335.35,10627376179072.84
2064,9067007220804.2,10625751705711.014,10461057742549.598
2065,8843494295393.16,10463387589590.902,10354394212613.191
2066,8674356005696.079,10360382362366.795,10228614946811.135
2067,8557658621164.67,10146824968540.791,10077376896681.604
2068,8421252887018.02,9958463853683.06,9893813934526.986
2069,8288428873479.473,9819136611150.557,9680645591124.195
2070,8158253860023.963,9666326865608.793,9450258581828.293
2071,7992132600923.299,9514047259227.877,9290318190008.45
2072,7831955065996.878,9333761194237.367,9122253961083.688
2073,7695269194563.05,9113909019976.01,8989202189497.273
2074,7561371618148.477,8971003006720.684,8846516952914.414
2075,7400988505049.823,8777501442622.716,8691187537415.003
2076,7237481580919.845,8688115503245.92,8528128814756.193
2077,7083892733409.379,8582471628744.928,8325172335297.838
2078,6934383777606.966,8385204119203.12,8154625257700.155
2079,6761655247539.618,8251570617076.459,7932378294923.732
2080,6626217389116.594,8068856542465.416,7798920335318.503
2081,6531944658996.313,7918598691268.09,7704988550511.003
2082,6400258119318.239,7754789589339.247,7575886376737.663
2083,6245058817079.501,7643300738326.443,7495072271572.265
2084,6138544710975.776,7515083656328.769,7314794515227.411
2085,6020635247992.522,7381538810851.136,7182950125666.885
2086,5883797342540.719,7202876495589.912,7091688553779.98
