time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,19397068179680.883,19397068179680.883,19397068179680.883,19397068179680.883
2001,19348986236943.4,19253152813372.832,19320543056117.316,19296029125019.793
2002,19207489603838.887,19154836600503.17,19244021783546.984,19177412683664.867
2003,19102719846131.2,19021901977109.926,19163611947007.168,19070062582600.004
2004,19031843890126.98,18944629983136.816,19119780909451.04,18964780183588.492
2005,18908955769885.406,18809675575246.484,18963502779872.766,18894938833944.656
2006,18754264884145.62,18602361945497.438,18943834460073.234,18791981879550.145
2007,18685988668230.535,18504127313467.527,18807878845990.035,18721785228443.49
2008,18590427088999.3,18467977449163.414,18781835486822.89,18639809948144.8
2009,18542231218484.28,18477089210786.7,18700988099598.63,18584778493873.324
2010,18337413157283.965,18451109881676.51,18610556950877.734,18490041341327.555
2011,18238840567092.96,18422620096803.883,18472788327166.695,18396840534660.605
2012,18245059585927.277,18333001075997.074,18343118422893.06,18313669450776.816
2013,18223718380297.875,18219277529779.72,18207121494932.363,18163193000996.074
2014,18119264047656.9,18050221597521.934,18056960090325.145,18133993041775.074
2015,18008802127463.625,17951173973337.086,17844508030976.46,18013460139493.223
2016,17938727796225.08,17837891515896.07,17658626472095.117,17861366119839.168
2017,17845069710795.957,17654076809860.715,17535259199620.1,17751073155529.137
2018,17601863021557.883,17510626088056.156,17399024465431.22,17578052651063.16
2019,17459538661787.281,17311292851190.934,17308501274500.012,17372970357442.693
2020,17323359277532.295,17265221500175.27,17191624061971.107,17290009931063.064
2021,17231435161214.178,17122811708873.07,17058452368571.725,17099209643115.969
2022,17174030666595.457,16915678637527.398,16871533349958.738,16993737095994.785
2023,17066960829961.668,16755008703802.252,16711479659529.975,16887483588126.547
2024,16974477092267.082,16568548248363.82,16601795832996.531,16706397630929.44
2025,16806684283450.592,16437895503488.3,16454840585181.41,16556004677350.361
2026,16646708751191.326,16351140042179.758,16235384289769.344,16434409040267.36
2027,16603521361664.148,16294706660381.332,16109358180619.635,16378111795778.28
2028,16499685350331.967,16163344636229.533,15975505649738.816,16332773523011.639
2029,16367391222764.367,15996846435051.38,15794110573596.037,16144065325078.775
2030,16199906471099.416,15933771991152.668,15593856858326.555,15946745014897.885
2031,16049090623951.219,15827842216510.562,15454882069824.223,15767685082474.39
2032,15870389956887.26,15718807225467.441,15331080108791.553,15673036442906.076
2033,15753303994506.404,15620647800988.305,15129319262287.373,15517892406816.664
2034,15539340239948.506,15450436883141.24,14924334031294.592,15405542962040.957
2035,15332991888584.338,15324808668758.596,14774565546034.258,15209365122496.516
2036,15179396462714.398,15171638797384.6,14637452299617.646,15083907617228.828
2037,15047153272795.87,14969838309713.316,14518674869906.371,14831348816023.742
2038,14843635121558.307,14795097316840.188,14365188074240.05,14605561722917.053
2039,14708737421469.367,14652270205079.453,14235656879219.582,14371062829907.309
2040,14559837312011.664,14455934080741.031,14066459979437.14,14238016178722.354
2041,14375298050908.54,14288495708399.135,13940697375138.033,13990250150651.627
2042,14245095515602.47,14075327109909.629,13863095723319.957,13823534710280.154
2043,14199006270995.623,13916399446651.15,13716017638033.602,13545904616737.064
2044,14094152405688.525,13794239522003.305,13591365422174.064,13341684726047.979
2045,13907175950088.094,13619182965430.012,13409873871377.4,13109497328735.2
2046,13774295170815.35,13392804935384.23,13251515193083.318,12898653419953.96
2047,13585402937294.479,13250131776122.95,13098169420650.777,12817408152494.312
2048,13471052336414.666,13130707758635.84,12974721771013.836,12655944635532.016
2049,13340083616032.854,12980004943043.998,12851090753349.582,12436057955913.082
2050,13203808016686.775,12811483360004.488,12795422928256.154,12193297834142.746
2051,13019584962593.613,12625089295456.703,12700248940911.604,12037059451841.465
2052,12816319694927.418,12374415684469.39,12551859992151.025,11838274009139.64
2053,12688061149110.037,12178705600253.703,12330629417957.49,11633865249741.0
2054,12547595759997.475,11987436058806.824,12125483114544.79,11444514645973.05
2055,12296076243576.533,11747273618179.059,12018018204707.375,11306940545045.525
2056,12076687055772.094,11601391049137.871,11931373791235.662,11151806342652.115
2057,11873162233891.697,11485223170180.816,11777153743348.334,10968227595182.092
2058,11680050699765.332,11269881933137.852,11700909170288.422,10766750178807.182
2059,11493691259853.793,11061509229909.08,11569679427932.695,10593706617069.99
2060,11291060298234.617,10832318410539.408,11398728336754.812,10495116177345.93
2061,11119086684561.72,10666370966486.305,11264496126968.773,10345967170347.693
2062,11000193874451.227,10510218449446.924,11144539173142.035,10168735299295.986
2063,10910885300886.576,10325461523495.957,11066472345813.244,10039291663268.98
2064,10778482531150.373,10132609481059.97,10885225602637.914,9941594997120.41
2065,10569715017220.672,10020807965915.469,10760554480241.309,9779208077313.764
2066,10430862922597.426,9894510679764.639,10625487886549.85,9629960075246.16
2067,10211475031084.377,9745296446812.283,10537565010224.771,9498152132726.252
2068,9914892369152.79,9659108606688.465,10449786590618.41,9398693210621.008
2069,9749946037575.045,9518032173437.59,10337876573772.781,9311075458116.13
2070,9583703729463.1,9405792434610.602,10192163375580.488,9169720543813.027
2071,9377389804585.719,9296964991456.02,10029349489930.26,9077374531987.832
2072,9259069620582.857,9167821722841.697,9955144847459.232,9000949359615.309
2073,9092739022812.053,9014536414441.969,9867793416759.322,8899394186553.062
2074,8927537433264.531,8872185407318.094,9802861622715.494,8787260438821.1045
2075,8844988891983.629,8751606953244.948,9696373470746.611,8678769390165.487
2076,8749517098469.151,8636941710695.71,9607338664080.24,8616856285332.519
2077,8595221658335.702,8522462514808.734,9573082946330.268,8548322002864.332
2078,8463799702868.019,8411731040839.406,9476242230477.178,8414996226333.763
2079,8372040529916.94,8302529935205.834,9384822364725.988,8317734673151.039
2080,8262886965347.684,8172572013833.573,9326097692155.184,8221905549551.002
2081,8196464657662.869,8095790269936.21,9228422746611.99,8060295963638.086
2082,8030777681396.981,7965303672894.677,9093565214099.525,7941656306480.834
2083,7853591103292.679,7886205124081.916,9015427564760.86,7823754551404.897
2084,7756490303379.183,7800106692119.895,8941696516941.781,7740601824814.126
2085,7681329933224.848,7749939926871.107,8921243082379.748,7607996618043.056
2086,7544499747868.71,7694429152062.976,8855927502684.408,7512393201697.829
2087,7420051804798.516,7624664944017.855,8792858736786.071,7480005652905.28
2088,7323070468966.494,7559189552800.774,8747203063490.79,7477224633041.8
2089,7174668365449.688,7497019290180.589,8714433372245.172,7459344416287.743
2090,7025241450837.808,7429672911618.495,8666481429890.449,7320234113657.325
2091,6902717119368.181,7364691989057.322,8631786410612.677,7200054836116.457
2092,6803675803883.139,7259879147660.564,8564802212662.936,7120937674312.679
2093,6732875322978.089,7178041613515.298,8522682088068.231,7088092772514.622
2094,6618783922671.1045,7096050964539.26,8475421573120.588,7039986948032.557
2095,6565306367827.499,7059693270198.879,8437425905081.929,6932873267756.806
2096,6484487590887.891,6994464538955.985,8347539098583.61,6836425429312.257
2097,6386814888982.241,6951736941514.43,8301573328418.382,6748664192504.587
2098,6288481611576.787,6900755695881.054,8278602914319.64,6653468469515.118
2099,6213232821982.209,6837721101230.94,8232465204629.18,6539655364634.008
2100,6141078922350.449,6767353494068.85,8238901904331.925,6479092265105.879
2101,6050402803633.489,6689108978683.611,8163154398709.229,6420790820211.083
2102,5983278287345.067,6631137241711.013,8084737806190.942,6308651588094.454
2103,5884902946313.542,6584379149447.317,8041604423334.421,6276323920898.46
2104,5828907201020.24,6522703235718.971,7943887612816.667,6221532170938.106
2105,5772395778629.547,6478703224902.788,7893781222773.023,6131274743311.54
2106,5691415164689.4,6431745664242.302,7821148897501.798,6099293521296.556
2107,5641433255941.498,6387570831311.091,7800212755761.779,6011430602288.315
2108,5524301121612.775,6329000340038.111,7767027071123.048,5983788979968.514
2109,5442604488288.572,6263312272516.551,7720075042557.63,5935429760307.138
2110,5388934641171.291,6206140789262.975,7658032652286.083,5885745553524.22
2111,5331417639929.55,6153353902540.364,7646903425764.239,5813025225707.49
2112,5262206834579.493,6092601182740.466,7606030652824.487,5742979975638.444
2113,5203078139210.369,6032950510143.001,7582668999533.548,5693292170853.257
2114,5110819405546.491,6000156387826.98,7546276151065.994,5645302745678.77
2115,5045156742909.163,5990375501715.244,7483793913238.805,5556174131312.844
2116,4989149453697.854,5960247064664.228,7442878285878.356,5449704791849.211
2117,4959246557197.107,5935244833126.483,7426584823269.912,5399607745689.983
2118,4941708330020.817,5894049685447.641,7368078551916.781,5380178127294.158
2119,4882647227564.396,5834255456457.974,7335431550587.017,5345441837378.179
2120,4839357292724.543,5817995377653.873,7256439702743.074,5275575836651.329
2121,4807239699361.116,5798625221084.598,7221036525592.3,5191723817330.279
2122,4758469672581.333,5751970491591.118,7146234343335.18,5181626684810.651
2123,4693563536837.38,5716667708079.043,7117474666409.799,5140678165683.35
2124,4636444000745.9,5697803589512.952,7102843759752.337,5102585391204.619
2125,4574115751941.731,5663391921891.44,6994459672929.113,5077244971973.188
2126,4508275468455.252,5614797242184.235,6986285471845.427,5006582244096.68
2127,4453609376704.264,5589675155605.85,6934993137751.965,4914475323513.427
2128,4397012599856.9585,5533899754432.233,6874107698998.534,4875748004432.221
2129,4309797194862.64,5490480161958.755,6832897621786.55,4849891110559.934
2130,4276538048641.81,5474587499537.596,6729499823544.226,4821496608588.245
2131,4247992503578.6567,5436009995298.074,6689028332894.95,4794159533786.175
2132,4197800933514.855,5385584758592.506,6679770336598.198,4766529553961.5625
2133,4147561666023.947,5352234815582.105,6623973949967.087,4747611820100.301
2134,4101112758002.116,5325366997482.047,6588510119614.38,4729571125259.259
2135,4041307578286.8228,5260082841593.268,6549327702358.973,4710798555363.259
2136,3950217482717.5615,5196190572792.18,6531948745331.68,4675308579791.978
2137,3909253508614.058,5135132824852.671,6496293077990.742,4641323977459.7
2138,3889729182015.7124,5109763130746.07,6494450743905.027,4635165262676.958
2139,3834847678029.011,5061590734591.175,6461019272623.339,4624925148052.474
2140,3810342035712.847,5003233493711.387,6433053522547.212,4613008523342.854
2141,3795530492006.275,4964924720278.026,6398596566600.586,4566222488041.82
2142,3760823420185.5957,4944574387509.556,6379689676048.911,4545325942480.743
2143,3744245098312.223,4893179167730.59,6353319200999.102,4527652885704.362
2144,3709184204465.3696,4846893385368.176,6337105087008.259,4517496972106.537
2145,3679873640514.0137,4816279928815.095,6323008311436.483,4477249548309.846
2146,3663609462145.7495,4790182440987.124,6292919086187.056,4456322020073.557
2147,3639102439903.246,4773703914470.018,6245276231141.712,4483692526289.525
2148,3597590836038.374,4754466868735.091,6231634013153.901,4468669635710.8955
2149,3581027303010.274,4733967387785.965,6216501575147.565,4471413155341.346
2150,3547684994249.7065,4706389992320.169,6208144048654.325,4477664416607.687
2151,3530795825923.0024,4697626258786.892,6176658164087.935,4480144536249.045
2152,3493263392163.526,4688075869196.021,6169506063443.91,4450647020499.34
2153,3458881963849.803,4660349374913.937,6166681725051.253,4438189757115.878
2154,3432065321590.1978,4621212642725.209,6154936915880.458,4402260622405.012
2155,3416142393659.775,4587329727099.9,6122629007172.312,4366477894276.5376
2156,3395475580048.3843,4579767875773.192,6101410781232.217,4382631061318.45
2157,3361848291814.1133,4562188074967.381,6074624786648.848,4374353606218.0854
2158,3341347432733.9287,4536213564984.807,6039299640573.513,4368215004224.307
2159,3318570712995.3228,4516615147693.4375,6002980207651.597,4354945477882.043
2160,3269830064406.441,4491425378271.857,5994945791315.499,4316549982528.423
2161,3232429509246.301,4485386079414.418,5932865579863.064,4312597625518.6816
2162,3224952244791.8193,4461769123242.116,5901525711486.162,4300943869885.2
2163,3215910529813.6523,4449303691297.357,5880126303699.195,4284899321666.293
2164,3207988555293.84,4435233022385.761,5864591803685.766,4270744746008.097
2165,3184051765222.224,4426455298623.256,5837877685334.74,4245834543658.6045
2166,3163346488566.7017,4395028140183.8413,5837190965995.822,4233215091783.699
2167,3171482079878.3154,4361833216754.8784,5845032802557.426,4229317290328.4624
2168,3154250175777.1045,4337762990994.2705,5805451723530.982,4206787336608.608
2169,3139079398399.182,4306166373329.401,5779865793267.363,4193367340937.189
2170,3127758293143.365,4291801411240.743,5754546184500.449,4176268488198.727
2171,3102679253170.4985,4277205908163.4556,5736084804504.049,4150933673665.156
2172,3063727488060.285,4268258889979.7163,5718482287788.909,4110802221391.5293
2173,3029413988199.943,4231328352693.382,5703979969427.159,4109422785279.0967
2174,3009701743661.5513,4201926286465.844,5705788186518.81,4104770620711.448
2175,3004401085021.4087,4176020414270.727,5688882845693.64,4111369558937.8804
2176,2994701327175.915,4160056424740.4087,5681424024663.134,4118244506048.6274
2177,2979070422902.577,4144925339256.6045,5653676055318.237,4114343535054.37
2178,2945999883069.095,4121727918022.048,5640155298961.249,4104074953067.931
2179,2915209771536.957,4103854634015.259,5608145078186.522,4092084233975.7856
2180,2888110827741.738,4076357220262.366,5624261330837.029,4077983760810.862
2181,2874491767929.0977,4056539410940.204,5595376159731.347,4037388998875.1865
2182,2846734484842.5576,4039874566070.073,5580608141090.462,4015043565674.549
2183,2822110651179.847,4014198760860.004,5567194562915.681,4018544652177.6343
2184,2814231541324.915,4004795229655.2793,5537647851316.199,4015792612778.075
2185,2792216668245.64,4007327119138.437,5505087798710.271,3988705141733.134
2186,2764460905232.7754,4001396444344.215,5486858830561.635,3978193361208.4834
2187,2734729354521.5874,4004803733774.6064,5467225715962.209,3960332855680.87
2188,2710221387186.943,3999928602836.8066,5466091673454.1455,3949302754766.0435
2189,2678537237367.9717,3990385140333.769,5430336029706.345,3922803428532.026
2190,2648125501773.237,3979771049269.904,5399960150031.039,3915558806675.3228
2191,2631774508741.067,3973630903026.5435,5387941913509.719,3918620724187.2417
2192,2611549968972.8906,3959001206013.349,5367550498465.882,3914736919609.6904
2193,2579954139254.4663,3931305302434.7085,5352676058779.48,3904667395153.4033
2194,2557635928554.8154,3901036575965.8623,5337395175200.673,3887413028660.2583
2195,2544926265793.9805,3868876987821.9985,5326189019247.888,3885056293454.9507
2196,2519611631233.5293,3831184352827.9434,5327250420335.361,3881828349132.3716
2197,2492969550351.296,3814170342665.633,5305085251649.466,3863626657858.27
2198,2482700458263.3135,3793518636473.7007,5301721344124.934,3845121788638.281
2199,2473587819353.9995,3771831435140.939,5308390374513.845,3829959503086.0513
2200,2462323309950.807,3748758386043.199,5314643252005.479,3809997059444.989
2201,2445448582230.3774,3719754934999.2344,5308334757474.708,3795605062362.2085
2202,2426909301793.0312,3693440019534.8857,5297661301664.173,3758632653482.827
2203,2413322307602.845,3675568600986.2734,5276651013216.979,3731374661032.7593
2204,2406384768564.7314,3666240299973.031,5258590482073.199,3726266447023.9365
2205,2394252383083.565,3642745905681.1367,5258697213396.097,3700547106272.001
2206,2373482726414.067,3617224518490.2427,5241637776571.817,3670278725221.314
2207,2369083452022.9795,3606070714795.3228,5223701734164.928,3666213557466.6816
2208,2352576664120.1177,3596298019651.7485,5222513336063.967,3654994187136.0728
2209,2330117568695.8545,3562514008780.6567,5207839965566.912,3654961985711.8687
2210,2330478517773.9473,3544456604890.118,5201951942172.955,3629186072557.6284
2211,2317414956294.6616,3520499114357.064,5204411923616.454,3587295151591.226
2212,2293396209772.335,3508004939221.3413,5202812487375.132,3568231511758.7104
2213,2268922327832.472,3471158386445.7275,5168578597640.065,3550134053455.15
2214,2247992716660.726,3436337980199.379,5152692999564.861,3546483049341.4565
2215,2249051427935.294,3403433912075.6055,5113419708158.226,3534900129876.0737
2216,2240773607954.3677,3380844541551.633,5119991741604.119,3539132880446.3857
2217,2218055812724.306,3331439110267.7295,5123194553730.25,3535043411753.7437
2218,2191573460744.5793,3315976037995.384,5106507193045.757,3516485406512.786
2219,2179286393669.8472,3286653121596.7583,5089597396651.885,3507326175549.7666
2220,2158449601571.7483,3270716999585.8467,5039220760259.775,3505836012028.8364
2221,2147925835894.3179,3256186967384.9795,5043658653816.788,3482383687532.6074
2222,2148397222205.7627,3240676130138.1865,5041876613781.901,3462362815521.6895
2223,2128325006419.7388,3227223171758.961,5041309610372.144,3459649303629.672
2224,2103208883449.2393,3205867487317.793,5011243273210.038,3450853784840.4307
2225,2096892606492.6187,3195162353359.6313,4978299102949.566,3455057073912.214
2226,2094927482853.571,3169620826538.9116,4953412759658.05,3453204046467.549
2227,2080732720456.786,3156236276463.5596,4925226716730.051,3469135358489.081
2228,2059590213200.3481,3156904425006.2524,4915151519211.03,3459515419854.0254
2229,2050245162917.8098,3158766095030.0806,4911430497966.091,3444526920134.1006
2230,2037833666180.8184,3160067819616.299,4902304524109.519,3435012687964.286
2231,2022244029917.3293,3153336553688.227,4908229328864.041,3412887921597.3926
2232,1991113825068.59,3162911518417.255,4885887588080.34,3408230989156.8906
2233,1983275862410.986,3175756460859.852,4890230306455.381,3402813654427.5522
2234,1973682066386.4795,3182053307849.458,4888639924562.766,3407353762794.848
2235,1976609683681.7737,3186990896831.7466,4864172526609.401,3379538701612.767
2236,1957346745444.6084,3195602546495.5293,4856707026611.001,3378590696873.153
2237,1957409137855.1514,3181971519801.5083,4871149570422.84,3385939888912.055
2238,1953205620058.0923,3180498356399.1426,4856208591886.698,3372227198589.0835
2239,1935570546248.8223,3180005254268.9146,4834971330070.525,3358578658069.14
2240,1925190143041.1868,3172690829029.489,4832578052218.174,3340166465577.721
2241,1924963564097.7986,3166583393544.259,4813256875968.401,3329340757365.4756
2242,1927553554537.6174,3180613824081.1865,4819706604092.026,3311405312245.843
2243,1922743123799.6245,3180142091921.4546,4813035425408.6875,3309487211527.0293
2244,1901291453725.0496,3171203430653.953,4817192213169.343,3311731548740.8467
2245,1896533907402.9038,3159375139140.177,4802832530086.535,3312211814475.155
2246,1879331729357.0825,3144957088525.8105,4798337221362.073,3292416926512.425
2247,1848491268510.7468,3152581902329.576,4780207341668.753,3270119419549.017
2248,1849285378873.0017,3146656268819.5967,4754662919673.97,3264755377185.685
2249,1845999912939.5847,3132373224516.7505,4760054344180.513,3267596475133.5283
2250,1829701370427.016,3117570564130.983,4751948134657.774,3267590515290.7754
2251,1815138791351.3923,3124925474403.4805,4753496801915.753,3246457464239.7896
2252,1813692099663.2102,3102153575232.2134,4766643727637.3125,3229693091107.762
2253,1807633582814.4585,3086500590123.0967,4754328206951.791,3218795126817.5723
2254,1797952210176.3381,3065089383419.0635,4772642485826.006,3207973962322.4346
2255,1797824697624.7012,3053324113507.0693,4721033476343.074,3194891483096.791
2256,1793828990109.6775,3047365228538.1167,4711492325322.791,3198600182938.531
2257,1777151391193.3875,3025778529325.7227,4702882642225.417,3192202374440.9917
2258,1767811623552.5396,2997459368748.156,4711638070820.89,3176359931969.7363
2259,1765111704799.38,2963093728499.5547,4716985436355.668,3182427893128.0996
2260,1764926829979.6465,2949337804470.7026,4728197118899.645,3185226565937.89
2261,1751976344192.2966,2932949894678.471,4719063489077.393,3165355557080.677
2262,1745094349697.1665,2916868342755.685,4695194522919.335,3140589367757.2793
2263,1741108706735.5933,2893186626917.3535,4689189982803.291,3120504644390.561
2264,1724594251918.8066,2882251152838.5776,4669765612426.731,3117241564241.783
2265,1715390111353.0693,2865405645333.1284,4632940613851.613,3124299552905.7217
2266,1722280492759.486,2861828547226.0957,4614641789066.155,3134620926660.876
2267,1721766866417.6165,2847635408439.6484,4603127024643.119,3119050572866.675
2268,1709629245163.6084,2838178058185.9453,4598977073369.792,3106383710818.6646
2269,1714234928262.7407,2831753359537.5596,4588652265006.8125,3104760187563.242
2270,1701183349532.4817,2823750294046.816,4589336564531.4375,3077847554491.6807
2271,1700835158554.794,2819816434162.326,4593976965840.955,3074191263578.1855
2272,1705574490646.1313,2811508690185.0557,4597832002461.641,3075599363427.9585
2273,1686368002245.5059,2801967933052.128,4606637655157.87,3063153752717.178
2274,1673509985319.8804,2787146972259.563,4598865066623.361,3064809065978.108
2275,1658590608958.525,2781334682201.3154,4572944652364.21,3079249385356.5513
2276,1661000019284.6433,2751119458524.5854,4535997591519.533,3073986271915.9927
2277,1654487838083.2334,2744088267021.0894,4531181040637.419,3046698762660.57
2278,1649615340718.8635,2737683296868.882,4522710464100.582,3037380917795.6606
2279,1650182265556.2727,2719148687046.431,4520139767572.79,3026800156459.773
2280,1637505262921.9492,2691638666576.8394,4524951627590.916,3027873305129.07
2281,1631872070558.746,2681457842039.651,4511383532585.97,3036554899085.5356
2282,1638893607907.588,2686468072028.887,4512545139233.519,3035297717386.6587
2283,1639044270632.1084,2684294762488.888,4484964948517.025,3031367461674.4233
2284,1622314842548.3218,2673956523212.981,4459669120206.638,3016234165137.469
2285,1611329270793.1907,2663073234052.6704,4447612438649.839,3009631767103.141
2286,1611451962920.966,2658663633200.426,4446791785106.422,3009316636052.328
2287,1607892011663.3677,2649620990069.63,4434418896338.134,2992742162879.3525
2288,1598934275709.6655,2657403188729.19,4448661866929.016,2976966404995.1484
2289,1583064577062.3503,2638442594381.243,4459953978814.19,2961517409046.8345
2290,1580368501012.37,2614049760791.606,4470768699775.928,2953114092976.476
2291,1580033656627.2722,2606266999334.645,4474228883624.765,2949415196017.2793
2292,1572817482763.1875,2590528209935.3057,4472109964687.647,2943059029592.4263
2293,1558051245262.11,2587371677293.0435,4474324783867.271,2932550866090.32
2294,1556088028913.689,2556556693772.829,4480645723594.481,2928286383611.069
2295,1554437660446.1287,2531689181957.633,4484199078962.95,2941012848493.908
2296,1540894961994.6084,2521400446905.303,4470351725831.349,2940338687820.43
2297,1528045219848.1633,2513201559804.7183,4484891993327.598,2918901607706.7524
2298,1516803365753.7537,2494948119620.055,4484393289533.659,2906020100419.777
2299,1500948168705.698,2479393817447.2227,4463559651755.707,2910964912603.2773
2300,1483744996392.2446,2466347475789.0576,4427823204421.914,2910899896117.602
