time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,19397068179680.883,19397068179680.883,19397068179680.883
2001,19346927922714.25,19373844053083.414,19309801006146.43
2002,19199246815442.51,19333593393218.086,19208133228794.637
2003,19088492667294.74,19268812046885.246,19103899797924.594
2004,19016671452290.19,19198436183585.6,19038065882547.836
2005,18885216527193.55,19105821929440.12,18867190339089.76
2006,18717789677097.383,18964782267065.82,18830184603737.164
2007,18646933434654.094,18863829499510.43,18750569600338.395
2008,18493077823793.715,18775058748139.26,18633626887005.207
2009,18414452175579.457,18665014169481.95,18595713232505.49
2010,18383209328316.72,18582682153041.75,18520479787236.2
2011,18311044756757.504,18527911935436.49,18361398556690.04
2012,18161385814545.14,18321745388369.086,18277976846411.98
2013,18009340428729.812,18198891549699.37,18161462398739.242
2014,17829887852703.266,18126160363577.824,18009386596023.08
2015,17786130603138.7,18007250443169.527,17838098802762.58
2016,17738711950606.23,17847641715230.883,17662824965850.46
2017,17655602347241.406,17733238216196.836,17526436668970.383
2018,17535937370076.562,17557293218590.742,17403283226941.01
2019,17414831458978.402,17462918878497.762,17329096824297.938
2020,17273805793241.49,17294137435802.004,17218523530010.564
2021,17129914620664.312,17142110745982.727,17102237446804.049
2022,17008205028900.625,16979749873713.957,16920086711836.635
2023,16828796375553.371,16826712567771.969,16754636161930.664
2024,16707412347832.518,16603839080310.998,16599834850868.758
2025,16553456407290.15,16549245750989.191,16418578669004.947
2026,16383679956513.79,16443364835740.254,16306069287118.936
2027,16256619550748.215,16262266258377.39,16101599657042.006
2028,16094484207819.746,16148787135293.404,15925005203035.906
2029,15918435513750.285,15988401131697.697,15650463282242.566
2030,15746112172623.215,15760597383597.908,15504096513947.533
2031,15630013730207.8,15617548241310.674,15285750673249.375
2032,15530598350979.35,15467002380899.914,15069850509928.506
2033,15271078896163.729,15316348444485.92,14907021194110.957
2034,14987294243712.826,15156288207308.223,14746356839819.336
2035,14826089624700.969,15019016627439.438,14641609428778.727
2036,14667632783589.22,14780159253192.035,14411945616740.88
2037,14545596848729.91,14621962678509.8,14246739431625.113
2038,14365032295054.617,14531540012881.012,14037419509282.494
2039,14134443892468.451,14343609524445.445,13788496581248.4
2040,13830692362365.336,14238828888866.676,13573204200294.045
2041,13673247469941.488,14081078907703.87,13379438015064.818
2042,13463456861661.69,13898647261468.14,13227582654301.982
2043,13206572383654.484,13779507013035.178,13084268304662.188
2044,12999765581757.324,13561551204184.287,12894923657638.748
2045,12821731962922.871,13387083035804.139,12586800586276.773
2046,12685460789389.771,13291345432820.695,12468543598016.455
2047,12559638730064.113,13135732508081.38,12318645634731.506
2048,12391836815480.998,12981680690679.086,12159744050865.475
2049,12179984616098.62,12823506273968.781,12062215083472.773
2050,12070592483852.725,12634293393137.162,11919098980013.893
2051,11975206814943.084,12460147275400.57,11865258924172.184
2052,11793052122798.613,12350540304093.812,11762167798256.957
2053,11555249676263.44,12258857610699.857,11616652904146.871
2054,11413541668681.549,12150392032628.719,11474967246781.586
2055,11352686017000.031,12025048436696.09,11315037829625.73
2056,11215238772270.309,11915185826355.285,11173804559828.877
2057,11040977599270.975,11842296479907.885,11066317544570.197
2058,10915634103294.598,11731996360238.63,10975875976236.771
2059,10786883988352.945,11559960845101.705,10905575480184.271
2060,10646972027999.38,11430753462018.467,10807280149352.398
2061,10526484309200.805,11306773957597.656,10669666873707.568
2062,10347061474154.531,11230172413264.102,10522353404947.11
2063,10268538314333.688,11152198274917.545,10376868896512.832
2064,10187982124883.324,11126761624140.047,10218238664116.344
2065,10046986180428.371,11020192804179.812,10129476709129.146
2066,9903002498427.223,10910758559407.85,10044265639770.125
2067,9810636374576.666,10731111667203.877,9961219394820.02
2068,9674410394012.44,10577804543731.293,9762883398417.236
2069,9528289381177.77,10509153315226.982,9623098108806.861
2070,9405805139853.566,10455113065942.803,9567266992633.06
2071,9275527880726.633,10358560680617.873,9524719226194.334
2072,9129220411540.732,10288748750325.936,9447427572163.248
2073,9061158475215.568,10195148631941.955,9327547868493.344
2074,8947525011482.252,10149377157781.166,9202116058623.98
2075,8824189212797.47,10140163682063.086,9093479644489.035
2076,8663321918494.24,10119604005584.553,9009787266486.418
2077,8598093165964.968,10069465552309.02,8944378032781.045
2078,8488953693546.728,10032929373746.424,8888178537021.904
2079,8342249030526.163,10019179146662.414,8826483844076.611
2080,8261819297666.148,9921276328028.393,8737661832057.524
2081,8216388400969.049,9901170078504.28,8673901026098.582
2082,8149009154937.969,9858601844733.064,8623098286498.127
2083,8067832195432.957,9772854814220.324,8594882725534.124
2084,7976198077002.45,9741891291869.846,8554908214865.236
2085,7908124560328.888,9676911044960.8,8492096893281.801
2086,7852163669187.414,9624380631067.924,8446112572040.688
2087,7763701836374.759,9598862437658.324,8368042679231.331
2088,7688253528143.551,9565341832407.94,8340877280109.457
2089,7673542980915.552,9500885965414.643,8310616322018.898
2090,7595616846746.773,9427618096340.941,8286861697253.711
2091,7507272219688.736,9352645994502.889,8255362064493.35
2092,7416844923698.769,9326483201352.94,8238895335183.193
2093,7372924015692.271,9301382010106.223,8183905135765.986
2094,7316808031952.645,9251403645686.592,8146242038644.217
2095,7260073979383.418,9210896321741.867,8092185051954.26
2096,7208959370496.901,9131031514867.486,8074520877984.021
2097,7174593953128.9375,9075940980327.316,8056700702386.848
2098,7118801129288.984,9035937789929.562,8020575139762.556
2099,7067928472050.452,8953483183823.541,7996271985694.8
2100,7053040353798.245,8885384923360.924,7965244297169.83
2101,7028458356889.954,8832132881225.91,7947315273855.426
2102,6989793267126.61,8807663800062.648,7906868408033.297
2103,6912379373802.059,8786428350767.51,7884952658521.476
2104,6824457012609.971,8745476889094.352,7844759416118.894
2105,6817018334645.15,8708966847686.647,7783150859731.91
2106,6805161581638.054,8649671178054.52,7760269597405.961
2107,6785057294961.606,8615633664214.708,7749226528509.215
2108,6713739477092.36,8582977971228.82,7653483281931.729
2109,6635874314654.72,8538887689129.781,7589160889132.282
2110,6563839205742.723,8507928016323.998,7536780337524.258
2111,6498473779675.062,8480211610076.72,7512090670908.181
2112,6468246950907.514,8464852525852.763,7490978713170.092
2113,6446423509148.397,8446364110020.19,7460166384383.998
