time,CCSM4,CESM1-CAM5
2000,128710418898.97862,128710418898.97862
2001,126558422688.84674,126546786256.83896
2002,123886843065.96773,126306363664.89394
2003,122144668659.39668,125863225435.47682
2004,121599680758.72362,124876914066.90036
2005,121894633251.95311,122962493700.56795
2006,120306766541.52696,121254606056.92351
2007,119223404301.36339,120309309845.92746
2008,119265908317.33504,119869547046.10468
2009,117275584384.39452,117664140501.13235
2010,114962832786.62048,117451820682.60382
2011,114967143467.63144,115941232201.74268
2012,112415739796.04059,114234634339.86998
2013,111307217979.8789,114354527350.8819
2014,110038627956.23755,113489407229.44861
2015,108147884913.78123,111586427843.49098
2016,106410318524.20192,109353193904.1446
2017,104828447300.63611,107554529261.647
2018,103206503377.29286,105308505349.37201
2019,102298251426.07422,103211539078.33102
2020,99994172353.8129,100927145627.88164
2021,98362347367.84196,98530094742.48598
2022,97592404814.40227,95519492820.01646
2023,95768498264.0742,92893899705.61682
2024,93013151726.5743,91017055682.1862
2025,90140159956.38147,88074025921.39793
2026,87771835749.04297,85122359521.49083
2027,86429082858.70769,83938931566.18762
2028,84541491512.21214,83190897700.54567
2029,83129155319.55403,82196420980.20853
2030,82966198775.49254,78703207534.01874
2031,81117751606.49207,75795111488.71886
2032,79019985900.33408,73225182123.06212
2033,77739681179.44202,71420081906.20305
2034,75242187958.26839,69516272335.5766
2035,73593816287.08566,67800771509.95643
2036,72965086792.15137,65986485070.16002
2037,71076567708.36943,64134722306.72648
2038,68961653787.77101,62035424769.76375
2039,66755171488.89608,59761008435.50072
2040,64364837194.39132,57620479881.861664
2041,62484346887.871895,56113489395.59553
2042,60620692982.83348,53638336492.92687
2043,59129179695.739784,51792018717.172165
2044,57467073129.4077,50566920176.334305
2045,55761994311.22784,48976632759.3298
2046,54709224581.14533,47962966440.42215
2047,53849497072.78354,46271917667.16114
2048,51876162378.74601,44349420901.1199
2049,49760457117.94115,43017005066.38835
2050,48013581206.015755,42456638433.67925
2051,47585889818.206215,41307300455.780945
2052,46538570435.77409,39980381327.16684
2053,45705257330.903595,38522354358.86296
2054,45058771433.98753,37714395209.997116
2055,44795025308.2859,36499790065.33309
2056,43651046147.09843,35562991039.49382
2057,43324120966.84238,33930247812.885815
2058,41840935429.761215,32536657475.5262
2059,40506425778.02103,32038497283.722286
2060,38659057248.2996,30791440156.431652
2061,37329643604.38317,29533036075.492027
2062,36258616774.27854,28799461596.01981
2063,35179355902.99368,27877736585.65835
2064,34499984435.243996,26892857874.74945
2065,33676119986.194843,25943905971.698055
2066,32722737602.092293,25555197227.21685
2067,31851026822.768093,24862365013.53949
2068,31454389530.338856,23865993794.665867
2069,30489411061.186428,22838265307.190506
2070,30183468935.194958,22026655667.846104
2071,29705506638.043472,21250483663.85861
2072,28909354675.945942,20659609974.75502
2073,28622289857.058895,19917517904.477085
2074,27922013775.48329,19125573355.006454
2075,26989108000.13865,18686476318.104908
2076,26267135304.084366,18164954830.062996
2077,24732830159.16839,17485316321.524353
2078,24237039389.802723,17019943427.867714
2079,23766809487.15558,16369532173.00601
2080,23189568136.348316,15507891860.53254
2081,22282525056.567055,14965102365.268082
2082,21877260753.549526,14603670301.220247
2083,21410007678.439392,14279416435.897528
2084,20814766289.061935,13723711052.929434
2085,20248908771.213974,13083646413.023346
2086,19661893090.264942,12741367446.74627
2087,19333965904.038532,12638733272.489256
2088,18595414707.66653,12288159461.659054
2089,18102713822.638935,12064781663.375711
2090,17498313695.220505,11672908352.292461
2091,16967094749.253813,11311304622.220709
2092,16778564928.314716,10920154812.009577
2093,16406222950.500532,10519840613.47495
2094,16102612730.677944,10354518579.228537
2095,15850631882.551596,10051315891.13201
2096,15738866948.16055,9719284298.258343
2097,15362937591.206137,9535009702.331446
2098,15169936870.678364,9365487365.353395
2099,14840530699.297564,9226881303.16936
2100,14488221753.327229,8984322049.187723
2101,14150062798.69704,8799300593.499962
2102,13786538029.587276,8638732025.06448
2103,13590666986.196379,8597524949.833935
2104,13287865598.253428,8615091280.274187
2105,13267944127.462086,8622101150.17326
2106,13121303943.704256,8585513247.209239
2107,12934024886.177055,8382011846.641353
2108,12689035631.544306,8254336856.138764
2109,12376901361.0317,8116489129.404178
2110,12101812781.670048,8034675848.402709
2111,11793436825.49116,7895206396.3817005
2112,11474379431.842115,7894588068.218626
2113,11259373486.330389,7812859639.510806
2114,11104976651.918108,7720643122.104963
2115,10843071362.162899,7631507468.473832
2116,10803761882.411695,7604647891.172934
2117,10783216944.757736,7399273541.349955
2118,10640472503.183311,7400513187.716475
2119,10513499296.012516,7325785758.615229
2120,10400305619.417747,7352187773.209799
2121,10255594414.657482,7325400569.676508
2122,10144739589.359396,7171533254.659256
2123,10124245283.96669,7129678006.531927
2124,10077578139.772427,7056127354.040109
2125,9905984936.585146,6948466142.157474
2126,9671867176.40195,6911965191.840638
2127,9601592887.851519,6835485667.026575
2128,9557382022.25377,6740539438.769619
2129,9381816698.334164,6720275583.401618
2130,9230884035.67028,6710602329.845545
2131,9054233764.210762,6617452008.24739
2132,8895678694.328875,6653007025.580971
2133,8786084591.917824,6573170278.777552
2134,8662048146.444603,6441926921.691996
2135,8629307244.776045,6409258258.032732
2136,8543156702.345141,6328846406.100364
2137,8400151018.522019,6217399305.907604
2138,8217444157.767307,6156692704.732254
2139,8169664100.812839,6097076753.661222
2140,8138842410.803285,6003481389.889979
2141,8113357558.821423,5917213711.8489065
2142,8013452235.194881,5820685618.475598
2143,7899082271.578818,5731529997.294935
2144,7845779099.594159,5659901592.724908
2145,7770054420.950852,5635888553.306836
2146,7695768449.281951,5596722185.264397
2147,7529321182.508374,5620821738.891223
2148,7437571297.15988,5600579747.887352
2149,7332732336.41284,5628746433.380764
2150,7265482060.368805,5593904445.531334
2151,7257554224.761443,5627498322.384523
2152,7274048775.100076,5549192362.705204
2153,7249071242.313632,5498617566.003906
2154,7230837988.564837,5537190398.854412
2155,7215065341.960557,5504919712.756676
2156,7160557923.730863,5427901736.48483
2157,7186731808.829616,5425017073.316976
2158,7083139944.512405,5350850859.678332
2159,6933290547.781117,5383597356.771161
2160,6802437947.431353,5337636609.6712675
2161,6745120696.206167,5362490267.796688
2162,6684970709.681537,5351631522.835868
2163,6590346456.051648,5346021995.240335
2164,6484760288.182934,5360600548.879541
2165,6406781824.548182,5319791016.995944
2166,6307866045.9878,5297048797.67423
2167,6259306948.600547,5216769730.060171
2168,6139867381.351872,5173376487.606259
2169,6126686306.076548,5105286845.905452
2170,6145125645.797477,5066397191.899045
2171,6091591689.452543,4967656238.795088
2172,5972448938.368056,4885589661.700217
2173,6021284108.90688,4837481539.296817
2174,6006469880.003536,4769395076.907069
2175,5932043996.849843,4796607231.565455
2176,5866664078.428505,4764538602.488983
2177,5861190896.634286,4715511987.991513
2178,5794397813.681978,4729204891.064976
2179,5803055318.465263,4684051617.300201
2180,5847737139.269745,4629383600.2853155
2181,5845221341.560264,4508267223.840444
2182,5881768966.873579,4469024412.651385
2183,5878424347.920951,4484330738.031734
2184,5841530466.738938,4465413294.803667
2185,5761774261.6847925,4409217033.307094
2186,5723031905.856038,4303262180.0799055
2187,5654533431.10888,4246568128.6353083
2188,5619247450.308144,4246313304.614682
2189,5645890097.4832115,4243530562.4433846
2190,5639954653.370182,4222205232.571968
2191,5662586022.376443,4179995855.300363
2192,5634801644.995432,4157534860.6958747
2193,5644604574.580971,4138608689.879811
2194,5541118875.327863,4124628849.4056907
2195,5550244822.579306,4048581894.1592937
2196,5466183786.295679,4076810275.8620367
2197,5456898815.326332,4081019538.6246204
2198,5467157551.8813305,4027549961.0397253
2199,5460559662.450391,3980897369.765475
2200,5403417622.268276,4035301055.1244473
2201,5357359682.354251,4011659908.504094
2202,5304571163.186751,4000152959.4619637
2203,5283096127.962606,4014110367.176462
2204,5256745960.825594,4023145292.206194
2205,5220679400.340535,3943327873.0953455
2206,5227438286.112526,3904632239.4102483
2207,5220673454.905186,3885312280.9397707
2208,5217854804.383678,3870097537.0977516
2209,5195443612.826206,3881278695.981039
2210,5187169800.07646,3885891705.418368
2211,5178195688.024597,3898723618.036097
2212,5131616798.536314,3839444842.393133
2213,5101059750.732911,3837709085.5761724
2214,5057632437.467282,3790611185.0938377
2215,5023193407.230782,3741009723.4699616
2216,5005534159.19693,3663560689.2909017
2217,5030615514.872283,3649087651.15307
2218,5009172451.619325,3619058549.688467
2219,5029588749.980993,3564681254.4131184
2220,5073545048.939643,3578494346.1381545
2221,5037319107.643777,3515848111.7739167
2222,4996455675.688128,3582489148.2115335
2223,5008379255.003041,3567370249.220659
2224,4984417792.730002,3536809997.756222
2225,4910469416.767234,3504916681.2269206
2226,4841932740.356614,3528097451.9114437
2227,4804257661.668273,3502307747.794521
2228,4790468895.92747,3424189069.049263
2229,4801582125.113311,3433434622.0713916
2230,4713418692.4235735,3407708506.2200484
2231,4652914953.381697,3387236269.7355475
2232,4637016902.052419,3412510685.919887
2233,4578367808.181622,3369768290.166336
2234,4597789868.987697,3278391946.5226474
2235,4577250534.905752,3298588934.653101
2236,4530411409.978397,3258586875.229013
2237,4520005675.297414,3192884410.8988705
2238,4457429427.964224,3150779136.3073764
2239,4421094186.202961,3114067921.370917
2240,4438900425.723285,3096704981.3914323
2241,4475854742.26056,3088643293.1646757
2242,4506891927.977753,3064726963.895705
2243,4531631184.427136,3052987084.7531753
2244,4525672502.572181,3021023639.867412
2245,4492146595.552386,2983968784.084269
2246,4476712383.525712,2972035968.366111
2247,4444608358.238646,2976002888.678649
2248,4404936225.240508,2984834990.157088
2249,4438178929.983764,2974967974.3471127
2250,4446728317.751317,2996524634.4066224
2251,4455030610.343013,2989368567.45769
2252,4446309530.652538,2991381281.3889666
2253,4456545172.336053,2936321585.589258
2254,4424130332.941079,2898282308.774396
2255,4465781142.309618,2862422524.3476787
2256,4468841688.134132,2852287088.799213
2257,4468751651.25981,2758080337.666735
2258,4484993466.47984,2748274405.2998753
2259,4473381811.619301,2720569934.730513
2260,4466342613.234645,2734150597.8754487
2261,4391347541.673382,2701376815.406061
2262,4395715983.303005,2694069634.371726
2263,4366173121.368812,2668855987.9458103
2264,4354698589.630625,2665667741.9524837
2265,4367721456.881304,2649911043.831077
2266,4380461287.327934,2653339027.1145024
2267,4337068266.294801,2671542951.2699947
2268,4368001595.709213,2670666697.8998075
2269,4372894213.262709,2671371994.8407564
2270,4321098075.570166,2657733224.1837916
2271,4320855293.669552,2609314639.8832917
