time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,128710418898.97862,128710418898.97862,128710418898.97862,128710418898.97862
2001,126640797328.0586,126068235985.52705,127730067649.61644,126469995316.8871
2002,126477124960.15117,124715757533.9114,127108388319.40056,125927365107.41776
2003,126082309637.84225,122408177806.59624,125181195010.91101,124874144591.8189
2004,125113954575.87529,121113122420.00279,124879733126.75122,123685501062.70781
2005,123188221065.03467,119402315742.86206,123864776264.64023,123438270344.51471
2006,121445114338.09068,118301937451.47269,121723550839.6704,121060036185.0818
2007,119417963318.89746,118573798940.86108,119804266074.23042,119431482401.25198
2008,119316807071.95789,117121543442.57147,118594321525.82924,118245781431.26611
2009,118639013987.02313,116139755006.68477,117998281162.0107,117722751705.44107
2010,118784187013.96489,115363052260.10957,118673620925.43661,117333457184.49832
2011,117897433073.43288,115230257413.29385,118207008692.26515,116664109006.25963
2012,116083177418.40439,114514329644.4772,115959161418.55524,114608857308.70604
2013,113996921746.041,113477485758.91873,114002754458.70427,112343617162.0788
2014,112872871743.55179,110932023785.77693,110071717057.48132,111191412537.76967
2015,111381642397.83054,109244773423.87473,107820988289.94742,108651281162.99919
2016,109526958809.92781,106976314763.33833,106180604920.36218,107666075377.49428
2017,106666900846.75389,104742301481.32019,104935576712.78,104293370566.33083
2018,104965811200.3627,103185502565.51933,103858038071.58833,103165280084.72127
2019,102598862507.58583,102449009062.05411,103114829280.15453,101281104720.65706
2020,100094578314.55133,100114776735.6726,100446839085.7428,99848793520.54802
2021,99721460153.59505,99172947720.27075,99150692010.02382,96575742700.01889
2022,97464974055.1254,96260067990.3375,98155119701.47554,94452733020.93648
2023,94994202500.03943,93163973242.30132,95473212369.2964,91867193691.74042
2024,91824694630.66864,89901826715.35423,94756718729.5885,89010873654.13153
2025,89427808520.67668,87155137812.94287,92277229430.90938,86294080211.79301
2026,87181406159.8261,85524143899.64546,90439874060.5984,84138670339.97533
2027,85514174549.80426,83169030452.34404,87893077971.34131,80741680587.738
2028,82731502108.43301,81766680621.45107,86293608614.24158,78534038419.09554
2029,80428239782.91492,80942968410.67184,84549202125.87889,76536649648.33286
2030,79855063667.42827,79437027160.40678,80685755830.22337,74344455648.96133
2031,78102017381.51749,77055810108.7207,78511723889.85065,72840976235.47937
2032,75822584057.9177,75735788666.52795,78083474832.76416,70387699049.6483
2033,72133520049.71503,74624406613.72888,76652801228.84631,69195285009.75415
2034,70716138404.47136,72637612479.606,74261695859.5176,67580928652.401596
2035,68931376959.20139,70561334376.87482,71909852467.4842,66161674055.060616
2036,66696366851.6587,68403582732.64424,70838310825.41139,64334462116.290596
2037,65046494558.22213,66045314818.645134,67935624704.31926,63512846911.65397
2038,62276331976.017624,64466620427.6167,65294855205.91493,62264594530.18334
2039,59701490794.39152,62081636237.86764,64030279647.10365,59737855451.99418
2040,57099713841.475784,60832024543.32356,62897234866.05719,57316752856.55098
2041,54492308723.472115,59178288485.36631,61963342256.69019,55680814799.26922
2042,52138306908.49698,56753351857.06168,60941803991.95689,53242790974.019295
2043,50347945903.39069,54335187882.40922,59543086846.154236,52538552011.306404
2044,49260124566.18158,52584360536.27651,57752974302.94009,51146789921.38023
2045,47413690495.83983,50969423904.873955,55358929015.42809,49883965866.215324
