time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,128710418898.97862,128710418898.97862,128710418898.97862
2001,126867618162.70007,127095443063.14412,127625611577.77058
2002,126880165485.53111,127694508652.20992,126736319704.31929
2003,126755492957.83963,125406268769.5657,124802269843.20374
2004,125883435552.14499,125425023099.22583,124474709939.32959
2005,124145744160.70984,124754302033.99913,123523310555.70764
2006,122798617764.64836,122507837127.33446,121251830072.87851
2007,121121833780.05254,121364491405.31598,119754672389.30363
2008,121318267865.1653,120144429697.51558,118347034959.34273
2009,120689986361.71387,118853726519.27693,117876471318.19539
2010,120322886405.35,117127963492.9882,116247958190.44557
2011,118263291202.75665,114792343809.04716,114870928505.81322
2012,116642660660.50049,113871942527.676,114005885531.46748
2013,114233780038.83636,113170051322.17834,114084255307.34076
2014,113720692079.97922,112195626382.57257,112095046949.8689
2015,111734762323.68375,109504904684.97954,108743991369.18723
2016,108249747050.83438,106321282747.16171,106514212230.17186
2017,106790208307.48155,104399820891.86719,105744745038.16284
2018,105510541985.14767,103210829711.51302,103925030271.56454
2019,101924536462.99698,101899745132.6913,102371237930.40321
2020,100707645461.38362,100301171978.5277,100292417136.03882
2021,98867865504.06465,98948638003.62169,97439615367.7399
2022,94819811471.08752,96379315191.34471,93895235170.37383
2023,95198977316.5653,94522314698.1334,91545012885.78952
2024,91640928372.18488,92104922566.19131,90222128895.36238
2025,90478055040.9924,88761940904.30974,88105778090.85123
2026,87997736187.522,85331964316.6507,86657238378.24686
2027,85120918907.80907,82796028832.76747,83682981859.59546
2028,84117820669.21765,80170996133.9776,80913698113.1363
2029,82118544755.0983,77296361486.55637,76884714369.72646
2030,79866999319.08325,74759364211.62466,74064023408.89879
2031,76862326143.0465,71584231272.05211,72306727406.63588
2032,74428252755.07169,69300646503.51675,70855836800.81606
2033,71691301599.8434,68002878510.736824,68423122738.459114
2034,70036586253.74142,65949929023.888985,66410861372.43663
2035,67608540769.38843,64633971578.18831,63925687678.878914
2036,64224985608.12162,62005033608.0628,62189619211.61708
2037,62896240447.286285,59152754833.10574,61366607870.66982
2038,61474700370.910576,57163255145.88438,59309494977.1502
2039,60689801727.89913,55081124790.1891,57846024671.03056
2040,58493479975.160095,52983760235.12601,56409353757.688484
2041,57751999583.03426,51488370955.15122,54241094670.683975
