time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,128710418898.97862,128710418898.97862,128710418898.97862
2001,126578018562.25479,126359874210.71585,127994509681.44923
2002,123970327066.08514,125450358353.5341,127730015708.9636
2003,122418115579.16878,123503848433.7374,126243455459.41121
2004,122038719183.31982,122765038115.15683,126455878467.1214
2005,122117735936.96321,121523376282.05226,125890038739.10101
2006,120523455535.55005,120782487823.57292,124126202639.39671
2007,120573345170.74988,119648966364.6784,121574721603.70386
2008,118731790119.05794,117281085883.34897,121079132306.7559
2009,117538348071.43329,116080341861.82135,119273300406.97594
2010,117566366524.40523,114618443416.32083,116196665054.10622
2011,116990154316.059,114363553254.08469,115006770652.97003
2012,114662270467.02359,114178085655.80109,113274348033.50835
2013,112258970760.24864,112460732492.84024,112345066437.46233
2014,111523371317.51505,110062797365.15031,110587524519.52882
2015,109664304153.12274,107585839108.17427,109851240366.8437
2016,108098046807.94545,105792819708.55731,108065180218.18015
2017,105728841658.4688,102945487708.87189,106544584911.22528
2018,102978297003.66322,101929543570.88635,103186736218.48917
2019,101115185938.47797,99914836243.56532,101822496154.50215
2020,99211223009.63525,99606972865.61304,100216507285.25433
2021,98140114900.95078,97753900327.23775,98549261701.97296
2022,96502864442.10295,95824476877.58714,97360748511.69994
2023,94104027854.8414,94696390219.95142,94980089467.09587
2024,92032015952.93184,94242785492.43369,94420333925.58238
2025,89963886471.01659,92705343440.53816,94446659088.90407
2026,87520488309.57452,89535709566.66116,93800562861.6894
2027,86561352375.07942,86231619191.3513,90989215118.70578
2028,84508459024.88179,84798685456.65144,88986626763.25905
2029,80742866733.7063,83173314771.70001,86622162995.15059
2030,78783137448.7045,81807365751.21707,85883737344.76338
2031,75223552443.54048,80353896899.46844,85543634862.9751
2032,72836318874.93462,79360615183.7069,83131535201.08168
2033,70622628782.40202,76903790395.9411,81673177324.29851
2034,67963364393.2949,74272849591.77928,79168057480.81337
2035,66506035991.59451,72513730425.58855,78403904967.52281
2036,64002314171.8161,71683124437.64017,76370630740.26874
2037,61806699894.17448,67974577283.10836,74555458552.4701
2038,59448992293.38118,66814062554.27212,72717285203.20505
2039,58558157707.727745,65455130902.68081,69660670074.30246
2040,55092015349.95445,63413108265.228,68825539651.89629
2041,52890832065.541985,60716232684.44643,65586411747.45515
2042,50275487342.58904,59571712650.95741,64578676606.595245
2043,48319147305.8049,57253180928.897545,63251491481.81684
2044,47015850271.91119,55129974626.452774,61286362055.82472
2045,44422154934.716995,54211762047.67691,60548458957.13527
2046,42296504053.7011,52865744293.10504,58810313742.26176
2047,40412385627.712036,50241094108.06161,56927842648.99352
2048,38606374065.878365,48215526244.61611,54496803003.57079
2049,37444238917.205864,47225727356.72475,51976372783.097694
2050,36062876068.458786,45446890091.27872,50067842452.673515
2051,34599633186.186844,43894186109.27191,48765887039.12828
2052,33371598250.8218,43189191116.630295,48133300765.87776
2053,31412790001.797752,41601382279.14404,45572067498.16547
2054,30453385533.319744,39466921234.20738,44144500945.921776
2055,29320883353.94715,37843454363.219795,43014504973.43063
2056,27502534044.70545,37095344860.45809,40947660718.370415
2057,26034247792.9448,35715232792.27471,40390632514.90078
2058,24822078846.025326,33768289521.637417,39688767261.98723
2059,23618199922.035633,32230904497.92607,38079522491.65513
2060,22519358593.12456,31200849780.024513,35437253969.964554
2061,21178752756.210487,30112644897.47173,34142929822.81389
2062,20101140644.779873,29269452638.851936,33345471026.887066
2063,19019700478.76354,28135293411.84999,31890559260.266907
2064,18082775864.171375,26483130948.66861,31030272529.023335
2065,17258988345.477757,25252845186.411808,29791169824.143593
2066,16197475922.658707,23597644800.738186,28661360880.247772
2067,15631724380.232891,22701268949.24727,27994726137.901375
2068,15023651454.144741,21892878690.319763,27050419821.753525
2069,14501180014.009062,20768567370.565582,26010121568.206852
2070,14051385328.054337,19596505453.36872,25450866006.538864
2071,13350970830.853897,19056360679.729534,24456284090.279034
2072,12890508077.891916,18240888367.338093,24048664272.27407
2073,12460846475.091324,17562775323.560764,23022903995.47165
2074,11904085774.931118,16562489493.28172,22220565435.830784
2075,11492601221.003532,16209722160.311966,21472603512.79984
2076,11085910202.82321,15283015593.327435,20753362110.007114
2077,10618132032.506937,14266313746.547853,19894530764.30786
2078,10206500674.285593,13698711736.128002,19041156573.791565
2079,9899902933.897345,12923477333.769217,17880707713.392555
2080,9638327437.559004,12450032638.59394,16925944642.559723
2081,9350243092.61175,12105697679.637417,16275684833.693203
2082,9036501263.674217,11603917790.53174,15949014965.243862
2083,8744685236.775911,11081090603.754604,15540792742.886318
2084,8569239672.703414,10562937025.78838,14929296541.707224
2085,8386439542.943326,10267718802.281065,14507820237.73478
2086,8171799377.308996,9855691500.521206,13917161270.717882
2087,7979121403.290454,9428240665.952269,13691895879.081306
2088,7807946615.155453,9129830661.490517,13044669924.381735
2089,7614561651.12936,8788181568.555944,12625650155.269857
2090,7342951414.004366,8527084461.3428,12201813158.336517
2091,7080272221.333608,8123409218.422277,11704491743.91958
2092,6876462484.260791,7958444598.695807,10926649503.846918
2093,6732410808.146461,7764319097.980588,10418260439.734926
2094,6545818378.027303,7512504866.949513,10237682316.630089
2095,6357588785.587306,7255107932.831693,9968189804.963829
2096,6297332842.471999,7030087108.647886,9441342346.535896
2097,6053269264.071454,6932277919.746898,9096076518.39783
2098,5895671736.401904,6649609527.751976,8743080221.51
2099,5720962797.634432,6460827416.680548,8581030628.1462965
2100,5492387292.596823,6282092268.123688,8426397158.927643
2101,5400431870.880296,6014605955.408367,8085906538.383766
2102,5252662497.117721,5876202386.255168,8039251496.540968
2103,5055735199.8529005,5719245321.322921,7922212204.867078
2104,4866117212.087982,5594347156.165393,7822946263.817695
2105,4703277651.840389,5420078130.582042,7616651222.192606
2106,4698572853.140632,5253449053.011431,7321452438.270705
2107,4575443057.548688,5073418014.962954,7042937473.948185
2108,4478894367.950113,4969215803.550598,6868469390.393072
2109,4364090712.539018,4916877778.770849,6678592226.89887
2110,4288675156.627848,4738000538.028377,6475310850.116276
2111,4226435559.484102,4600639833.218772,6326179990.742911
2112,4194515386.3433027,4444657540.917443,6226864299.372753
2113,4150201497.2194715,4306930673.543625,6062775048.347325
2114,4037986756.6687446,4168751646.22628,5940401459.036965
2115,3946819574.763421,4025027147.8907967,5683251039.552119
2116,3892695074.2931004,3908629536.343778,5549446526.363866
2117,3787680089.7766376,3775256543.1494546,5499667313.509127
2118,3726891592.2010818,3682285674.573517,5248543267.847051
2119,3660970652.468033,3593433106.572025,5126135731.533877
2120,3605099143.1387796,3448211000.624774,4892279097.057969
2121,3533178646.7921352,3305969777.2353044,4712681181.9266815
2122,3483659839.2877107,3166845403.660912,4604403251.938186
2123,3409936964.3086047,3053537066.2112365,4520972125.457339
2124,3296112267.6608777,3006816381.478205,4457556940.790068
2125,3190118284.411118,2963021824.5341825,4396976760.875687
2126,3118770121.057851,2880405170.414911,4299217514.4032545
2127,3054135955.6757493,2683701643.537872,4220146203.1343064
2128,2939624691.439695,2593942599.3278666,4121538511.4582896
2129,2805484888.5974164,2395038159.9681897,4014535734.972231
2130,2747324347.8185515,2301719312.4807167,3951823675.242436
2131,2701285099.964124,2259213413.0129685,3833118318.188653
2132,2668700819.3211136,2141274240.568303,3648138396.28458
