time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,14985076761586.584,14985076761586.584,14985076761586.584
2001,14952598567505.14,14938339549674.377,14949492151707.854
2002,14933169041309.527,14891217754770.94,14920178216468.059
2003,14927873839044.377,14851394146264.955,14866720767774.254
2004,14901430834075.479,14817901134542.771,14822793821681.902
2005,14858646595011.15,14810737939972.316,14779216142382.068
2006,14808060941695.838,14768854483850.047,14747775260085.164
2007,14755481010755.486,14732410372057.797,14686327255527.582
2008,14727389656600.729,14700742356176.896,14645806452446.5
2009,14718410681627.887,14641040829284.648,14612179650130.578
2010,14697663505090.182,14597793164290.025,14562965174450.219
2011,14635852209855.664,14563235491908.549,14514309669094.406
2012,14577327253028.191,14497685560748.426,14474241527963.562
2013,14520871642364.047,14414648061627.98,14437486772532.4
2014,14464916799420.385,14371389043937.746,14392236830901.7
2015,14397480218832.174,14324930778789.855,14345993632967.006
2016,14335678940598.02,14276468616915.719,14314555825668.166
2017,14271889448509.99,14234704040277.771,14254399165326.842
2018,14227823748825.934,14190298416956.113,14183198072205.562
2019,14147150611700.43,14144321653747.639,14143575409756.19
2020,14073091669302.955,14096536931031.133,14080478290501.828
2021,14001553579863.547,14040817294779.176,14037769528892.512
2022,13909900260720.021,13982255463683.14,13983952700110.65
2023,13847875860905.19,13916541458786.787,13940245146646.818
2024,13798992025333.076,13867306150774.312,13867815850219.914
2025,13713782040937.74,13813117426243.52,13821522628403.35
2026,13620611699162.832,13760595127032.645,13766677443035.01
2027,13524382676901.885,13712066490441.9,13717567784885.56
2028,13455665887012.365,13662218817070.613,13629155905319.082
2029,13374445075909.107,13576753338200.455,13537063611166.246
2030,13272477650674.35,13432811789294.674,13459482493818.564
2031,13188764740858.984,13335655170390.68,13392974076051.904
2032,13100756794596.693,13259145610994.03,13315799888145.582
2033,12989801384332.033,13199064496085.52,13225183801040.908
2034,12918378412537.084,13118350434820.623,13176807320224.297
2035,12814863830135.238,13066301871614.16,13090247016842.95
2036,12738077796956.178,12977111230513.918,13036682790029.727
2037,12676512959630.871,12907236636381.584,12989905231775.828
2038,12593198241917.342,12842070629894.488,12915449950742.264
2039,12510322336480.62,12769986714199.812,12824888440085.02
2040,12403715997816.08,12716313381060.602,12753124894633.271
2041,12328228498283.482,12684762390149.225,12697025161221.383
2042,12225807702216.146,12641764333286.455,12631527479790.47
2043,12114449531549.89,12540868609695.723,12570851531524.467
2044,12027417576095.99,12476079715357.018,12498112081109.893
2045,11953859012383.223,12412014587584.055,12407589541357.182
2046,11882262843848.877,12356673205359.66,12316526742154.87
2047,11813616216143.154,12299708261018.986,12217517094293.195
2048,11749835012310.654,12242750440072.63,12161183118288.232
2049,11668729561310.068,12189290688554.246,12092872816101.39
2050,11594777761014.719,12129550319964.469,12037447548910.422
2051,11539684942268.79,12042983913979.332,11975243121810.004
2052,11461899118985.836,11970933433070.15,11881585204901.242
2053,11350269138014.53,11898760173585.969,11825322426690.662
2054,11272243868074.312,11793381887631.719,11764401171288.607
2055,11167191197238.617,11733855408630.57,11694953045588.719
2056,11059584417562.94,11607797225333.932,11619684485779.496
2057,10970864500788.996,11509820799908.484,11557583919615.4
2058,10871851269592.113,11455717150988.455,11504893256218.898
2059,10777758603724.72,11387394321299.957,11450345122928.896
2060,10675542611365.771,11300494766276.457,11385461180212.223
2061,10578440440610.535,11224754081946.225,11301285357495.898
2062,10460649632083.73,11149627775543.355,11240833657906.756
2063,10320675368451.553,11078240428659.453,11177237512045.125
2064,10200984006276.13,11011083420739.521,11125943015850.668
2065,10064994439931.932,10962975692742.336,11068285561627.63
2066,9991718619425.938,10897042350546.213,11012943302937.85
2067,9897872883455.318,10852382663270.844,10954076378987.168
2068,9831712407025.602,10763104467567.197,10890288246232.02
2069,9725417326967.336,10728030693917.902,10823581148667.514
2070,9630164619682.434,10644840463465.326,10766357226475.643
2071,9538752131151.287,10559510091823.05,10724908899811.338
2072,9428024431844.62,10511174371840.482,10677583128946.258
2073,9317948289942.807,10448794297526.514,10619561880845.506
2074,9229169065766.764,10399890345328.762,10569390159076.96
2075,9148136047647.434,10347975542656.69,10499038280835.326
2076,9074860971172.367,10271711805671.053,10426705450261.633
2077,8999495510104.277,10196009697885.213,10372050642634.01
2078,8914539611108.27,10151981976748.236,10318088218466.623
2079,8853850735805.46,10074745837854.537,10279795831609.5
2080,8749384644286.713,10014892736369.72,10236174841713.678
2081,8644332152586.054,9934744074975.41,10169296000596.66
2082,8575631217410.584,9874146980575.447,10129918658747.607
2083,8512256640304.611,9801413079891.465,10072162014409.01
2084,8453977897940.44,9742906492115.027,9998987582654.4
2085,8394026951216.638,9703883845466.578,9958969999654.547
2086,8346883798118.966,9570822305753.744,9879561645472.574
2087,8297756222579.523,9503437382866.316,9814293157341.465
2088,8228127031686.13,9461876927924.562,9762270037756.152
2089,8136646544490.886,9406651329586.266,9711920318797.916
