time,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2-WACCM,CESM2,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2014.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0,3150483300000.0
2015.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0,3140227200000.0
2016.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0,3128400500000.0
2017.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0,3119231300000.0
2018.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0,3112506000000.0
2019.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0,3099222600000.0
2020.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0,3086835000000.0
2021.0,3055363800000.0,3081390800000.0,3070760600000.0,3062649000000.0,3058707700000.0,3065393700000.0,3051685400000.0,3074638200000.0,3076678700000.0,3066205600000.0,3083178000000.0,3074157700000.0,3048198000000.0
2022.0,3026664000000.0,3061291700000.0,3053777300000.0,3021156400000.0,3019459800000.0,3037126200000.0,3042552300000.0,3055013300000.0,3055172000000.0,3044562000000.0,3059310000000.0,3073512300000.0,3029491300000.0
2023.0,2988533600000.0,3031333600000.0,3023725100000.0,2984820000000.0,2988327000000.0,3008523400000.0,3048694300000.0,3034521800000.0,3018319700000.0,3023185000000.0,3035993500000.0,3051157500000.0,3002620700000.0
2024.0,2961169700000.0,3019663000000.0,3010191700000.0,2961285300000.0,2952395200000.0,2982162500000.0,3031255500000.0,3008239000000.0,2996076000000.0,3007584400000.0,3016086000000.0,3001420000000.0,2969053700000.0
2025.0,2909644300000.0,2991328300000.0,2989475500000.0,2932993200000.0,2914781000000.0,2956737000000.0,3017600100000.0,2982087800000.0,2967437800000.0,2987507000000.0,3007638400000.0,2979343600000.0,2943533400000.0
2026.0,2896050500000.0,2957411400000.0,2956558900000.0,2912162000000.0,2876261800000.0,2932762700000.0,2990227600000.0,2962634600000.0,2928477500000.0,2976043000000.0,3005316300000.0,2948492000000.0,2908617000000.0
2027.0,2867507500000.0,2921838100000.0,2926829600000.0,2877865000000.0,2836392600000.0,2909949400000.0,2969019000000.0,2942251000000.0,2894481600000.0,2970213000000.0,2989914300000.0,2931756400000.0,2879536500000.0
2028.0,2842903700000.0,2894387700000.0,2901768400000.0,2838905700000.0,2800482000000.0,2897811300000.0,2961043400000.0,2915179400000.0,2861382800000.0,2934718600000.0,2960764400000.0,2893802000000.0,2850479100000.0
2029.0,2819379000000.0,2875606000000.0,2879981600000.0,2807462000000.0,2755411000000.0,2858930400000.0,2940500700000.0,2866651000000.0,2819684000000.0,2906903000000.0,2944184400000.0,2872980000000.0,2806788400000.0
2030.0,2780128300000.0,2877857500000.0,2849727300000.0,2786677000000.0,2704327800000.0,2822457500000.0,2919073000000.0,2819291000000.0,2787090000000.0,2879094000000.0,2919060500000.0,2847601300000.0,2772711200000.0
2031.0,2752535600000.0,2836752500000.0,2811562300000.0,2752064300000.0,2650484000000.0,2796878600000.0,2890406000000.0,2795000300000.0,2753016600000.0,2841688400000.0,2894421000000.0,2812796700000.0,2732059000000.0
2032.0,2746826600000.0,2815799000000.0,2802419500000.0,2711041900000.0,2602536300000.0,2769959300000.0,2849693000000.0,2772492400000.0,2715977000000.0,2811869000000.0,2873534200000.0,2771554000000.0,2703781800000.0
2033.0,2714300300000.0,2782085300000.0,2772624200000.0,2684682800000.0,2573855000000.0,2750005000000.0,2822947500000.0,2741593000000.0,2674640000000.0,2778846500000.0,2871948200000.0,2751346800000.0,2684144800000.0
2034.0,2707571900000.0,2752971000000.0,2737428200000.0,2655211500000.0,2523430600000.0,2709018600000.0,2797528000000.0,2717111500000.0,2639701500000.0,2747321300000.0,2828842800000.0,2723610600000.0,2643264000000.0
2035.0,2688664000000.0,2734493500000.0,2693347400000.0,2625977200000.0,2496543600000.0,2676454000000.0,2775851500000.0,2669559000000.0,2573870000000.0,2717928400000.0,2802856800000.0,2687265000000.0,2604759300000.0
2036.0,2668089600000.0,2703348200000.0,2670405000000.0,2593238000000.0,2446052300000.0,2639694400000.0,2746824500000.0,2618350000000.0,2549428500000.0,2671168500000.0,2795132700000.0,2670091800000.0,2561469600000.0
2037.0,2629775700000.0,2669044800000.0,2644220600000.0,2552834000000.0,2388043500000.0,2619117000000.0,2718344000000.0,2596708000000.0,2528174000000.0,2645968300000.0,2784649300000.0,2644240000000.0,2519713700000.0
2038.0,2594006600000.0,2641667600000.0,2627314000000.0,2525266400000.0,2347111800000.0,2582310600000.0,2703644200000.0,2556612300000.0,2480692500000.0,2615259400000.0,2746288200000.0,2606837800000.0,2484917200000.0
2039.0,2575975600000.0,2628687200000.0,2599817600000.0,2482347400000.0,2309209500000.0,2545278300000.0,2682306200000.0,2528735400000.0,2444786000000.0,2583951800000.0,2717527800000.0,2571257200000.0,2436058000000.0
2040.0,2576533200000.0,2611664700000.0,2563987000000.0,2436935500000.0,2276376400000.0,2506504300000.0,2649907300000.0,2488226000000.0,2420234500000.0,2544585700000.0,2701901000000.0,2544248600000.0,2396292600000.0
2041.0,2554615000000.0,2597371200000.0,2543225700000.0,2399167800000.0,2229658000000.0,2473311600000.0,2603946900000.0,2447217500000.0,2359934800000.0,2503195500000.0,2691745400000.0,2516710300000.0,2358909600000.0
2042.0,2502984000000.0,2571578600000.0,2495868000000.0,2343189000000.0,2197424200000.0,2441301200000.0,2557555800000.0,2393005400000.0,2314041600000.0,2471797200000.0,2668746200000.0,2485835000000.0,2315024600000.0
2043.0,2464948400000.0,2544146600000.0,2463262800000.0,2298146700000.0,2155195000000.0,2416541200000.0,2527607700000.0,2353968700000.0,2281846000000.0,2417753800000.0,2651811000000.0,2457178000000.0,2275195700000.0
2044.0,2454900400000.0,2508662500000.0,2427839600000.0,2263814200000.0,2112009800000.0,2394603400000.0,2502056200000.0,2308899600000.0,2243102500000.0,2378470000000.0,2615953600000.0,2431847000000.0,2242246600000.0
2045.0,2416873300000.0,2495985200000.0,2371821000000.0,2227616400000.0,2065944300000.0,2357562000000.0,2474246100000.0,2276333000000.0,2200712200000.0,2337070400000.0,2571837600000.0,2403031800000.0,2201103000000.0
2046.0,2378094000000.0,2465865400000.0,2340047300000.0,2189535900000.0,2016987000000.0,2323870000000.0,2445493400000.0,2216450900000.0,2172774500000.0,2307409600000.0,2546906000000.0,2368781700000.0,2156481900000.0
2047.0,2344466300000.0,2429339600000.0,2314092400000.0,2142283900000.0,1970197000000.0,2290801400000.0,2414240000000.0,2173672200000.0,2140162500000.0,2272190500000.0,2519147500000.0,2331496200000.0,2129498900000.0
2048.0,2337066700000.0,2390655800000.0,2274073000000.0,2094327100000.0,1935432000000.0,2260359400000.0,2398002000000.0,2139611700000.0,2090627500000.0,2235575800000.0,2493155600000.0,2299440100000.0,2092477000000.0
2049.0,2278808000000.0,2347828800000.0,2236662200000.0,2057533500000.0,1894586600000.0,2230550000000.0,2360086000000.0,2101679900000.0,2062038200000.0,2189944200000.0,2448170700000.0,2262667400000.0,2049866600000.0
2050.0,2238508200000.0,2308991000000.0,2191297500000.0,2025186700000.0,1857733000000.0,2185211000000.0,2347282000000.0,2059223200000.0,2035017000000.0,2150671000000.0,2433140700000.0,2208050200000.0,2020604600000.0
2051.0,2229836200000.0,2255045500000.0,2151870200000.0,1988000900000.0,1801246000000.0,2159145300000.0,2313053300000.0,2017709700000.0,1995847800000.0,2120542500000.0,2409637300000.0,2162078100000.0,1972733700000.0
2052.0,2189427000000.0,2215488500000.0,2130165800000.0,1957770000000.0,1749097900000.0,2125565700000.0,2278972700000.0,1987580300000.0,1948608000000.0,2068144000000.0,2365798000000.0,2129154300000.0,1930413600000.0
2053.0,2158035300000.0,2179658000000.0,2094866900000.0,1917785600000.0,1714735000000.0,2088707600000.0,2232934700000.0,1960952900000.0,1908041600000.0,2026535100000.0,2329265300000.0,2085515600000.0,1898178800000.0
2054.0,2116869400000.0,2173652700000.0,2053042900000.0,1880291100000.0,1681793200000.0,2039293500000.0,2179810100000.0,1920490900000.0,1856454800000.0,1979966400000.0,2299587500000.0,2066014500000.0,1862850400000.0
2055.0,2066417500000.0,2175717900000.0,2002362000000.0,1851489000000.0,1639973300000.0,1990342300000.0,2145898600000.0,1886404000000.0,1821268800000.0,1943440600000.0,2250448600000.0,2017331200000.0,1829094600000.0
2056.0,2033543300000.0,2137203000000.0,1968549900000.0,1818771500000.0,1595737900000.0,1945927800000.0,2129633600000.0,1854981400000.0,1775526700000.0,1882919900000.0,2211123300000.0,1978645900000.0,1785943800000.0
2057.0,1998282300000.0,2099896900000.0,1916590100000.0,1783637000000.0,1544271300000.0,1918321800000.0,2095449000000.0,1817495900000.0,1721825000000.0,1849214200000.0,2185873300000.0,1953938000000.0,1742573500000.0
2058.0,1970911400000.0,2064557500000.0,1862499000000.0,1749466500000.0,1506303100000.0,1882420700000.0,2050028900000.0,1791167300000.0,1677118900000.0,1802752000000.0,2136892500000.0,1918516600000.0,1707048600000.0
2059.0,1926863100000.0,2035924700000.0,1823126300000.0,1731266500000.0,1479291400000.0,1832795400000.0,2005274700000.0,1754798800000.0,1636846300000.0,1757729800000.0,2110551200000.0,1873538400000.0,1665900900000.0
2060.0,1872814100000.0,2005469000000.0,1794090000000.0,1694219400000.0,1432394300000.0,1781759700000.0,1962561100000.0,1712632500000.0,1593301100000.0,1698345000000.0,2093376300000.0,1834155800000.0,1633519000000.0
2061.0,1837389400000.0,1972055300000.0,1752140600000.0,1662708100000.0,1398114200000.0,1765757300000.0,1917980900000.0,1660182200000.0,1553852300000.0,1660085100000.0,2059871200000.0,1782997000000.0,1592401500000.0
2062.0,1790560400000.0,1949251700000.0,1721793600000.0,1622392600000.0,1368344500000.0,1724541300000.0,1872152900000.0,1631655300000.0,1523503700000.0,1613590700000.0,2009525900000.0,1747303800000.0,1564656800000.0
2063.0,1771634000000.0,1913870700000.0,1678570400000.0,1603308400000.0,1328818200000.0,1676616300000.0,1830454300000.0,1601532700000.0,1473476800000.0,1556784900000.0,1965437000000.0,1709931900000.0,1536941500000.0
2064.0,1753911300000.0,1875018300000.0,1626471800000.0,1561498500000.0,1284751000000.0,1638896000000.0,1810113200000.0,1565227400000.0,1430934500000.0,1511412000000.0,1924095500000.0,1666077200000.0,1502414000000.0
2065.0,1708429100000.0,1844425300000.0,1575657500000.0,1526451900000.0,1260776500000.0,1610098000000.0,1785574900000.0,1526837100000.0,1385823700000.0,1466854900000.0,1889528000000.0,1634446000000.0,1474781100000.0
2066.0,1668244700000.0,1805120000000.0,1530993300000.0,1500360700000.0,1234244600000.0,1577873400000.0,1764166200000.0,1496365300000.0,1359102300000.0,1421347800000.0,1845978200000.0,1599757000000.0,1439213300000.0
2067.0,1642525400000.0,1766741600000.0,1500533000000.0,1462165000000.0,1201330200000.0,1542715100000.0,1726692200000.0,1474755700000.0,1330322200000.0,1380903600000.0,1807499300000.0,1562199900000.0,1407100100000.0
2068.0,1617356700000.0,1731999300000.0,1464282000000.0,1430774100000.0,1170387800000.0,1515876600000.0,1703606600000.0,1449482400000.0,1299500800000.0,1333141700000.0,1778693800000.0,1519654000000.0,1382347200000.0
2069.0,1586631000000.0,1724121600000.0,1434318700000.0,1404927100000.0,1142805900000.0,1481716500000.0,1693431800000.0,1426559200000.0,1268978000000.0,1288176900000.0,1742890900000.0,1486107000000.0,1354750200000.0
2070.0,1540775200000.0,1697572600000.0,1399825600000.0,1373935800000.0,1113591900000.0,1443522700000.0,1661599700000.0,1398930700000.0,1233444000000.0,1245560200000.0,1699910100000.0,1461987400000.0,1320362800000.0
2071.0,1502910100000.0,1667883600000.0,1367598000000.0,1341796500000.0,1081898800000.0,1415399700000.0,1617877400000.0,1374107300000.0,1198998800000.0,1201040900000.0,1664362300000.0,1426720000000.0,1275976600000.0
2072.0,1467851000000.0,1636256000000.0,1334314900000.0,1307693400000.0,1056073600000.0,1383634000000.0,1587697400000.0,1348154600000.0,1168137700000.0,1157720200000.0,1610647600000.0,1390182100000.0,1249057300000.0
2073.0,1446710500000.0,1602671900000.0,1300851900000.0,1278721500000.0,1029858460000.0,1362020100000.0,1558667700000.0,1320228200000.0,1143519300000.0,1111165000000.0,1575256200000.0,1359284300000.0,1219326600000.0
2074.0,1413716900000.0,1586646700000.0,1265242500000.0,1249956600000.0,1006050100000.0,1329155500000.0,1526189000000.0,1293674600000.0,1114827800000.0,1068088160000.0,1536054500000.0,1329359700000.0,1194001700000.0
2075.0,1395070200000.0,1584000700000.0,1239426800000.0,1220440800000.0,983548040000.0,1298680500000.0,1490354000000.0,1266363700000.0,1090739440000.0,1036979540000.0,1506719000000.0,1303657300000.0,1171305800000.0
2076.0,1358597200000.0,1553116200000.0,1212478400000.0,1194131700000.0,961106800000.0,1276212000000.0,1470964700000.0,1228128900000.0,1061169200000.0,996109060000.0,1475191500000.0,1276853600000.0,1138309100000.0
2077.0,1322317000000.0,1525601700000.0,1178802300000.0,1170412900000.0,935656200000.0,1244488400000.0,1439603000000.0,1194409700000.0,1032060100000.0,958359700000.0,1438231600000.0,1234184400000.0,1108701600000.0
2078.0,1277567600000.0,1492626700000.0,1161239000000.0,1143869900000.0,914372700000.0,1212382400000.0,1408413100000.0,1169092100000.0,1002850100000.0,924383050000.0,1383711500000.0,1207012200000.0,1082189000000.0
2079.0,1240648300000.0,1461999400000.0,1130150500000.0,1115905600000.0,892262700000.0,1179494400000.0,1378913700000.0,1157727600000.0,984087900000.0,892904900000.0,1345902000000.0,1183291000000.0,1057225640000.0
2080.0,1210986400000.0,1439785400000.0,1099141700000.0,1077572400000.0,866052900000.0,1164942200000.0,1338982700000.0,1133492600000.0,958744900000.0,862371050000.0,1315628000000.0,1157622100000.0,1031907300000.0
2081.0,1176585400000.0,1404507900000.0,1078102850000.0,1042900840000.0,836609000000.0,1147109900000.0,1309678200000.0,1107566500000.0,934604300000.0,827893550000.0,1278574100000.0,1137306000000.0,1007428100000.0
2082.0,1141341700000.0,1371400000000.0,1053919350000.0,1021600800000.0,810364960000.0,1130618600000.0,1289116700000.0,1088185700000.0,911193800000.0,796138000000.0,1237165300000.0,1118609600000.0,989224400000.0
2083.0,1118926700000.0,1337090400000.0,1026180640000.0,992890200000.0,788607000000.0,1113140100000.0,1259868800000.0,1068312950000.0,890930200000.0,758030140000.0,1192163100000.0,1096385900000.0,965770300000.0
2084.0,1102569000000.0,1307981400000.0,998325400000.0,961639940000.0,768309200000.0,1093516850000.0,1244234800000.0,1034434100000.0,865608470000.0,730242700000.0,1163104400000.0,1064228750000.0,941445900000.0
2085.0,1073480800000.0,1278019500000.0,977916660000.0,930131150000.0,743181700000.0,1063163270000.0,1211832700000.0,1014445100000.0,839620700000.0,698998850000.0,1129903600000.0,1041763860000.0,910202630000.0
2086.0,1047421000000.0,1253764400000.0,956561750000.0,907417800000.0,713902260000.0,1035606750000.0,1195097200000.0,994928900000.0,820513730000.0,670303900000.0,1091625550000.0,1021674900000.0,891329000000.0
2087.0,1023796100000.0,1225867400000.0,929009400000.0,886004600000.0,690720100000.0,1003815800000.0,1171712900000.0,969865900000.0,801447150000.0,641811200000.0,1054527100000.0,1002870000000.0,867563600000.0
2088.0,987690300000.0,1187861500000.0,909597340000.0,865505900000.0,669271900000.0,984939760000.0,1148789900000.0,954563300000.0,780284460000.0,616819300000.0,1024710500000.0,982327900000.0,846632300000.0
2089.0,965166040000.0,1173139800000.0,885346100000.0,837301800000.0,648508540000.0,963141200000.0,1131157900000.0,933517070000.0,756912300000.0,590442270000.0,999542500000.0,967679200000.0,823230330000.0
2090.0,944585050000.0,1141303500000.0,861901600000.0,815095900000.0,630166600000.0,938054700000.0,1105009300000.0,921487900000.0,731582370000.0,565144400000.0,966653200000.0,945909400000.0,804733200000.0
2091.0,914370660000.0,1119046500000.0,843455000000.0,793474000000.0,607741350000.0,908452700000.0,1081598100000.0,900095600000.0,717324800000.0,542311700000.0,933317440000.0,928574900000.0,786043000000.0
2092.0,886721400000.0,1094219330000.0,817566000000.0,773835260000.0,586973600000.0,877912260000.0,1054098260000.0,879409950000.0,699928540000.0,520857980000.0,891530800000.0,912137700000.0,766340300000.0
2093.0,863411960000.0,1068849600000.0,793600500000.0,750468700000.0,563891100000.0,852820560000.0,1033082240000.0,857712600000.0,679632700000.0,501319400000.0,868474200000.0,883541150000.0,747342500000.0
2094.0,837062500000.0,1049355800000.0,777404500000.0,725258340000.0,544987700000.0,832722000000.0,1006205500000.0,830336140000.0,663690150000.0,483388880000.0,837763300000.0,861019300000.0,728261100000.0
2095.0,813220800000.0,1028557600000.0,752227250000.0,706577600000.0,525432800000.0,813004400000.0,986276300000.0,807703200000.0,642372300000.0,463678240000.0,805704300000.0,842973640000.0,705695400000.0
2096.0,787936400000.0,1008996900000.0,733295700000.0,682972000000.0,501523220000.0,787709400000.0,953654700000.0,783677260000.0,621566400000.0,444948770000.0,780424300000.0,823660000000.0,690469340000.0
2097.0,760521360000.0,980226340000.0,712225400000.0,658127700000.0,481739600000.0,763874100000.0,938707600000.0,768653460000.0,602142100000.0,426303700000.0,753249100000.0,806404300000.0,674189930000.0
2098.0,734526200000.0,954953400000.0,694559400000.0,639068540000.0,465431000000.0,741920150000.0,917441700000.0,750261400000.0,582356200000.0,410574400000.0,726333500000.0,789244940000.0,658959900000.0
2099.0,716546050000.0,922707170000.0,675834000000.0,617686000000.0,448423500000.0,728542900000.0,897460100000.0,732753700000.0,561590900000.0,391866320000.0,696857000000.0,772627000000.0,643846640000.0
2100.0,691409100000.0,910841500000.0,650434800000.0,602961300000.0,431994100000.0,713074800000.0,875462850000.0,713400500000.0,544138400000.0,373813150000.0,672558400000.0,754380100000.0,623638100000.0
