time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,3171637371932.5337,3171637371932.5337,3171637371932.5337,3171634907540.115
2001,3173888583912.778,3173204721758.266,3167275090687.2812,3171751897567.605
2002,3157020275229.4956,3178792233951.0024,3162275958331.7847,3158803200322.718
2003,3131474912841.197,3180444986657.0557,3151362935880.3374,3138005829803.285
2004,3122493672316.0205,3171261625794.7827,3136173400677.3604,3137208782911.975
2005,3114155719654.8105,3168275988654.3496,3125937870156.0127,3125404433468.9194
2006,3103756987131.315,3160004058107.519,3118852572825.9077,3122319138068.6055
2007,3093930659311.3833,3156176021620.4673,3107986656368.754,3115906055758.234
2008,3079525433419.336,3143333965026.7817,3088054012441.1978,3109118057452.3037
2009,3061501399952.819,3140154412293.5186,3083618300946.3,3092857443235.3867
2010,3049489404665.5684,3138078751683.4844,3073834761438.731,3093512325721.6367
2011,3037475450048.951,3122314658608.7456,3061992114104.1006,3078095822918.658
2012,3039626409805.6978,3100647576623.868,3047995997372.2715,3062360158432.858
2013,3026356165704.5537,3080138299430.9434,3034686267457.9355,3055345260839.4624
2014,3012187911385.1284,3061918568666.7173,3011696817087.9023,3046811977297.7227
2015,2999762698661.146,3039653104450.539,2985547304917.851,3023933937452.2305
2016,2987497673104.911,3010511981888.2607,2970141159639.743,3004894803934.542
2017,2967663247122.4287,2974913210444.711,2957534705149.6045,2984769535993.3066
2018,2949150265269.97,2946115700954.729,2943002588457.3276,2959148396834.3867
2019,2931589462441.7935,2909164906664.952,2926375113332.718,2942234948063.041
2020,2915610474907.53,2869813302656.7715,2901249733507.403,2911851621830.116
2021,2891347121049.9277,2840826660874.3657,2894298529243.5635,2884919865733.3022
2022,2852737579743.9937,2799941101286.7256,2877806312721.0293,2866774780274.2427
2023,2814165287251.9873,2751922999799.5776,2869065551936.6343,2819165236510.923
2024,2781951779407.204,2704581930861.9365,2839141670155.7017,2781203322724.1074
2025,2751284581677.0107,2650585895928.9995,2821612225631.077,2748918556817.148
2026,2711935821423.958,2593618551129.652,2795688514418.614,2721471788593.831
2027,2687387737744.374,2548891540987.3945,2768774654041.7773,2679841648805.689
2028,2644707396029.027,2500920598992.608,2750584916324.601,2646814522274.4365
2029,2612668132300.1025,2452410502507.884,2728421007812.6445,2604327895760.0615
2030,2576810579204.0376,2391257716211.279,2706567558542.214,2575191537596.1196
2031,2558893207982.558,2336959797780.3105,2682953029270.9995,2548548826136.13
2032,2532693178708.053,2287700206416.063,2660259262177.134,2522521667848.4917
2033,2496027029848.497,2237303214399.771,2624651219730.8384,2481252559211.6396
2034,2473170833305.76,2182346954838.7817,2581276064930.5254,2446165577218.2573
2035,2447433864736.3105,2119744297066.6665,2538171384839.6265,2409217572400.866
2036,2410264648826.546,2082469538794.6816,2502936514985.576,2367804971914.9575
2037,2380862694259.448,2021583410963.5242,2475665836594.065,2328469842094.583
2038,2338278173482.533,1964472726624.953,2454305582372.06,2287406796224.1807
2039,2298787522970.325,1903399565487.6838,2412744801699.7305,2227889358307.802
2040,2252953332393.1094,1861065452718.4302,2374402186942.753,2190635013531.9336
2041,2216613096097.2163,1806646591672.4387,2319304334207.998,2142931763721.9575
2042,2165182123114.7563,1763376273982.3909,2287771543660.734,2104796791965.9966
2043,2124852047610.0583,1695654008127.9436,2254199686115.477,2052271369813.2212
2044,2087841758811.5566,1639855969651.584,2197556752552.055,2003318970031.1716
2045,2031929922896.907,1589067426389.309,2139362186783.0671,1966557700215.3564
2046,1979019410295.7957,1532563182714.6409,2061989818026.1252,1922060017668.885
2047,1953435869394.475,1480483729127.8066,2000467131586.191,1892682948135.6677
2048,1911661558800.2056,1435348462794.8413,1942502494315.6602,1846146246504.23
2049,1874799711874.9836,1384318421574.0095,1898034100408.4504,1811621799300.48
2050,1837709425571.3489,1334272837090.4473,1847219820389.5452,1765954133769.7437
2051,1795985016950.781,1296903228999.5603,1787214384935.746,1726794137629.7559
2052,1758624242985.1287,1254010296267.779,1753383339064.4036,1688006772848.556
2053,1725549326607.149,1214670965098.763,1708947063050.621,1652463656951.2292
2054,1687726410676.3757,1171142073015.7188,1668797932923.7117,1617115264423.762
2055,1659366611738.5063,1133177137043.8198,1625641613633.405,1581876417006.3914
2056,1634670413382.6545,1090354185913.5399,1589973397929.8716,1545480235646.8948
2057,1596409875755.617,1050363531015.9114,1553278207619.3088,1510312968008.1812
2058,1570100850629.9739,1021211535926.5614,1523447224188.855,1483614741911.5425
2059,1532913584081.5107,981273639120.981,1487603594774.4172,1455897351184.5
2060,1497791909628.4746,950096290416.4767,1444726744001.7217,1420187510643.842
2061,1470240261566.4019,926087413054.7958,1414738684066.785,1393016867318.5369
2062,1445487535386.7085,899294213653.7598,1379753611951.3796,1370477116485.4744
2063,1413093962017.909,873098740370.7565,1350459092475.7688,1354595842813.31
2064,1390006850310.665,850656651608.5399,1325396373908.412,1336314453828.9856
2065,1367362283865.038,826153359057.8301,1293479628101.11,1316376518884.4941
2066,1334184566678.9358,804030959080.0916,1269733832751.335,1299346724472.7354
2067,1305314165851.087,781308329265.9867,1245237640696.7102,1289621248901.939
2068,1284553927664.585,756326097949.5955,1224545809407.2412,1268765175002.6333
2069,1257685883062.9197,732720931807.4375,1204309314276.4116,1249542020260.797
2070,1241354283996.8657,712284800544.1001,1185673063429.6072,1233717591964.38
2071,1222946321104.1455,693620022930.7289,1159394934138.917,1214816810102.65
2072,1204598795612.7778,674853177323.4861,1138919189014.0076,1196850760514.4778
2073,1192271120794.5234,658482040247.485,1122246880849.8296,1180648780405.9507
2074,1176960653842.559,645060247397.3903,1103980635306.0188,1168188862415.5598
2075,1173756443820.6016,629553700036.2832,1089913999055.727,1150991983685.4954
2076,1150214781514.0483,615260862468.9489,1078564745617.2296,1134093736282.3215
2077,1141269720005.268,603719596346.8018,1062976085608.1349,1126000486652.2788
2078,1127600011513.214,595173236492.9038,1048576873062.2073,1119442797216.7212
2079,1115192838735.6682,582009353226.8383,1036089936083.9495,1108989350845.5417
2080,1104693330068.3755,569792532918.9977,1026132251445.7904,1098117455665.9495
2081,1097078527451.0022,556797928912.486,1007835692518.089,1089059514781.6271
2082,1090016670541.3928,543543290302.6603,992877381088.4446,1079621340547.4211
2083,1085240471080.9146,534749689924.5348,982529534688.5853,1070783351080.9927
2084,1075494259783.2992,527375038358.69214,969464192031.7625,1059435759713.1907
2085,1066996610694.5286,521359649958.10315,949813677966.7994,1054308396291.405
2086,1054309156472.255,516304772666.8376,939446352041.5496,1046386441057.8949
2087,1046826302681.0891,507812130755.8033,928524027179.9825,1037427878745.0824
2088,1038035305046.7579,504383858443.7794,914902723708.4543,1037420707772.4631
2089,1032205029182.4761,497628536121.5628,905748269439.5221,1031773415795.1339
2090,1028359649962.1324,490702432036.75946,898865021308.9078,1028647597862.875
2091,1020040706820.6777,483655109148.61035,890751299214.423,1022594658779.7728
2092,1016205036148.6829,478882520991.81146,883629755066.0062,1020962722824.367
2093,1012625987759.874,472802886997.4141,873397544862.8464,1014510816416.7728
2094,1009697226448.5342,467064003926.6624,867542945954.8032,1007059247189.4584
2095,1004912464360.8508,462559492800.9939,861080345271.4635,1004199226337.4431
2096,998757661082.2185,457740869792.60376,856262337657.7463,1002221508065.5326
2097,990489057637.7285,453495765382.8268,848384368953.3767,984142043423.876
2098,977421096401.4949,451639837618.16364,846998452838.3154,979020049704.5363
2099,974896864034.4697,450247936739.9583,842252451137.1884,973821557203.9329
2100,970227719264.5189,445981151764.5514,839824398999.1188,977135116332.741
2101,967115246159.1968,442681957597.004,835514089987.8411,980034472002.2877
2102,961648231199.5151,439283613899.5206,833655250756.882,975780409562.2572
2103,952402033943.2487,437284225791.3573,828725592135.0405,975072379322.9706
2104,939407906516.3164,436593150068.6764,825886367951.1855,977701030545.5409
2105,931699268218.4698,433917325126.19336,825241691795.3618,975911511873.8904
2106,933613725476.0656,429544131547.1612,822486583033.1241,971373744867.014
2107,920057535129.4613,427782411162.29083,821309420201.7627,972988913023.7927
2108,918969050063.7407,425719175663.1911,818647233731.9634,968432462746.8988
2109,914656823989.7195,424835610912.195,813933371446.3456,965913777100.4346
2110,918400055672.1987,421147589071.2224,809525434442.729,973492322487.6129
2111,915434659846.4376,418551439293.93585,803957979283.2319,974148146945.7139
2112,914327263506.2028,415947633098.97894,799484907026.843,972208282240.9211
2113,916415353713.7151,413170763513.8408,795946274176.584,975759473544.8224
2114,916696794404.6691,411110630165.9644,790352297278.6248,975668582231.3899
2115,915319541233.9757,410752781207.96686,789540015421.7478,976253548596.3093
2116,913551275226.7023,408535535628.93005,789581827749.4786,979221301580.0392
2117,916646334558.7673,408379159517.4369,784628313301.5632,977516121588.923
2118,911549737588.8296,409361627252.14954,782771456581.421,976409855269.5874
2119,919805251882.5453,409252041485.5722,783273162201.3345,976971637243.208
2120,917925095663.7346,410223909769.3004,783841288504.0569,978846082065.1752
2121,919437945706.1694,410917595158.3097,783410148344.713,974213815823.7826
2122,920023501443.9929,410507379118.40125,783244896018.6102,982859319424.3651
2123,921012611827.9694,409383939689.074,784330726980.2992,979054290390.9258
2124,921669489532.9,408534949996.98694,783588394032.8673,981184543739.2769
2125,925892461952.3568,409014339469.44995,787930070272.5355,981791613826.0548
2126,923868088739.2659,408003781573.79254,788196232085.1884,990215374592.8671
2127,922066703213.8716,410821591846.1195,784001942979.5264,991002984809.2688
2128,931591710113.0079,411378174699.5437,784543817426.9641,994529759703.9741
2129,927420235407.2853,411110210735.7547,778642320499.7114,998803709719.6002
2130,923048037812.3152,412796903432.76965,776755597704.1188,1001982919410.4847
2131,924621061314.1296,411888031482.1819,774906491438.3629,1004531298781.9645
2132,923699830944.1476,413011062554.5574,773627069178.6156,1009016870251.914
