time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,3171637371932.5337,3171637371932.5337,3171637371932.5337,3171637371932.5337,3171637371932.5337,3171634907540.115
2001,3156451279091.5234,3166763926655.0405,3173576231032.098,3171661602674.7373,3167873811645.4155,3170492038570.646
2002,3154294212120.406,3165218372416.8633,3157655545004.614,3176060365825.1885,3162774582165.672,3156785327600.863
2003,3146918341582.0654,3163638562901.233,3131796415189.41,3177012349499.7173,3152417364009.3013,3135376459099.661
2004,3142073277614.632,3142266289827.789,3122716842264.489,3165797914503.775,3137279852577.2266,3133883008823.167
2005,3128549472425.4194,3118657048813.7876,3114258264008.285,3161351095475.4146,3127178395310.4346,3122017735699.7095
2006,3132385880179.329,3108676615580.959,3104192475252.3857,3151841654563.6396,3119744937166.854,3118370763708.567
2007,3116492863833.699,3104645242669.5117,3094188083804.7856,3147202947763.2827,3108349901113.76,3110694774249.5537
2008,3108328570372.754,3101515060599.3413,3079544138011.2856,3132474791680.6978,3088106100075.207,3102714445093.067
2009,3095672815275.364,3096042457231.896,3061866043528.7773,3128470636520.944,3084267112558.838,3085644821645.844
2010,3076744137960.9062,3091039563168.8926,3049995087335.7886,3125596692700.105,3074934364468.7266,3085796466137.3174
2011,3066590254496.573,3080655977019.685,3037761179940.726,3108339101865.2817,3063142708829.6504,3069405079682.8384
2012,3062404136434.9624,3072444129089.767,3038574176844.53,3085441400841.31,3049028733458.86,3052883922127.4854
2013,3049915278170.5933,3060982153269.9473,3024524615314.945,3063771806790.541,3035150962085.388,3044626660573.6255
2014,3023118193315.471,3056751321758.859,3010069410506.78,3044155685654.3145,3012152232141.9785,3035122175035.7817
2015,3004059750885.3833,3040556802233.101,2996336299174.3276,3020871430761.4136,2985933989538.6665,3011408964318.251
2016,2990835319173.2393,3023597705624.2827,2983936041314.76,2992554755257.059,2971103171176.34,2992921259587.222
2017,2971109131479.594,2989679048956.174,2953537922562.437,2958779568499.206,2953062491785.9307,2977269364102.4404
2018,2944745121050.6943,2956511152501.082,2932133646653.8315,2933865006594.076,2944051165346.5273,2960106016431.1704
2019,2926519519986.0386,2937283265352.9688,2925502812587.1416,2908184281041.0737,2920557767980.613,2937317136534.2544
2020,2903588622132.1704,2910923859282.9824,2906518637291.168,2877434232589.404,2901155368686.8535,2907606424053.5566
2021,2877610423434.7495,2891616451242.3403,2881478055339.297,2842352050297.8506,2895627221736.6387,2888170211590.263
2022,2856976225423.4287,2876091030176.0454,2863034003282.838,2804974908223.8545,2881108180512.8545,2858967549926.5273
2023,2830020478533.826,2850377216050.58,2837007238249.9834,2762124852547.5312,2869584156666.5483,2830867504831.6226
2024,2802253564013.1694,2830821130812.426,2799156302695.6343,2726304137449.1094,2845532183310.2827,2791640637645.203
2025,2777207093378.3633,2796756605653.383,2782083867953.305,2673714091724.099,2820118737521.9873,2766836563031.896
2026,2729002296158.385,2747902804900.4346,2750273437652.0483,2629675506096.3,2808623801680.7437,2744281857664.6226
2027,2696917638989.2793,2713252807621.6685,2724666441917.1416,2593707209694.859,2786124351580.645,2701806696689.3413
2028,2647935121276.2715,2681510085765.009,2700471378300.7573,2560781977056.5874,2769050277491.08,2665988042783.1455
2029,2616483423940.344,2662553572136.0894,2667697140206.444,2515641450598.63,2756898245970.3843,2624870238517.8984
2030,2577862028632.635,2628094666495.04,2642074932789.8896,2474691337110.572,2739242804759.316,2599613225721.8467
2031,2547956799179.835,2597981410950.575,2619557528242.271,2432133616564.0054,2715726931270.867,2568158710416.1943
2032,2511288968525.795,2554158844411.365,2574390474466.1587,2401196581298.0283,2684681522208.3193,2531027561483.422
2033,2469735099984.629,2524636191395.8735,2552079211154.711,2351288872511.0923,2654010353170.723,2497066059691.224
2034,2428344955421.7163,2492764592457.482,2520725436068.237,2306193511719.236,2621659143352.1104,2468259037751.771
2035,2390323140186.457,2466557226371.599,2491523399720.3237,2265911244438.6523,2579069168354.9824,2429715353846.9614
2036,2350300339345.6,2434819698223.1885,2466742134971.527,2219223335689.667,2531823630317.999,2395212990291.0327
2037,2304437105265.11,2391993845978.392,2445447902807.9077,2183574487516.8423,2510929251926.919,2361179979758.9683
2038,2275441281584.155,2356081518501.3823,2420440069154.4893,2144927046565.6982,2486141493896.24,2320349522191.0537
2039,2244053683864.241,2343500631861.631,2377310420546.301,2106327680242.8674,2462194546069.1187,2291378338854.168
2040,2205963098300.442,2310514375912.012,2334175375177.6333,2064995123943.4165,2422519696068.1753,2254923437094.6
2041,2173481768238.4897,2261963137754.403,2299561274178.0957,2019090986951.4824,2391455923968.4214,2217321985867.93
2042,2140315001361.5974,2237107459294.541,2275810119661.5723,1978107759590.5525,2367195358191.1074,2182818296593.9873
2043,2105701288012.8027,2190098806677.0227,2226606687355.253,1934660857961.2495,2348871957564.173,2152679672458.354
2044,2066871890191.67,2148956286593.9216,2207369736013.9106,1890152065350.7354,2335382536290.451,2131508928114.0325
2045,2031081675713.4075,2111503502485.6013,2174613953350.0688,1833990590139.1597,2308011539778.8096,2109671784627.457
2046,2005297941038.083,2088792687358.7185,2149319545794.3193,1789949310802.32,2277253552621.7715,2074713038583.8347
2047,1954312116414.2458,2061750572864.3745,2119374356284.8486,1745462720339.3577,2251528706703.5425,2047555691616.7063
2048,1933880157837.871,2031440056869.5215,2100910154383.6719,1707654736176.8838,2229002340574.9956,2015815005588.6882
2049,1907171037447.737,1990034703747.4734,2071803594645.0007,1674560767581.8784,2196197492180.9795,1986398775204.3533
2050,1867905800949.171,1958816007862.1729,2051757395201.9656,1641164765930.6504,2158209214283.0618,1954269052774.5835
2051,1825009372525.0974,1933891690355.9836,2030089093780.4724,1608565435862.3118,2120552059242.6897,1929687232447.39
2052,1803968338253.0364,1900304197316.7104,2017577989536.1943,1580837627751.5989,2104425948489.427,1901623474192.9512
2053,1776415837763.6133,1853292326960.2375,1986143659925.6277,1547438835086.891,2089249825917.0466,1883058421087.4553
2054,1744447272130.7612,1826328453429.4302,1966458573988.9458,1512607369236.0786,2058891550586.571,1858337462231.806
2055,1708164388529.1443,1801696995568.3682,1943410471714.293,1476371937530.7163,2033648449147.9539,1828420914759.2405
2056,1672450015325.6848,1771913442676.586,1910095307401.709,1448297014526.813,1990509950872.1763,1808111050204.2222
2057,1649098935620.5125,1754513339817.5398,1876720613051.1448,1425428668800.5686,1947696883062.2607,1776601755562.6423
2058,1614589351991.0344,1731241073605.7222,1853685078100.977,1398611992469.6174,1896464204733.3958,1750480655767.2678
2059,1583409161522.9067,1718092018164.9912,1826112270172.391,1373834365347.7073,1861783201321.6248,1726534862309.7231
2060,1558191973160.0825,1694113066633.927,1797852417957.7305,1343153097596.4219,1819481721728.9756,1705249854176.8933
2061,1541847177076.6082,1660317468514.5164,1780914121181.1868,1312070383416.2642,1773418215282.629,1684317260991.1533
2062,1516167636039.7522,1646706850836.5327,1748842768788.2683,1296641416403.6235,1728768660065.8425,1660492305425.0886
2063,1489446879516.6597,1620826792706.9822,1728910104915.3562,1274131327636.7961,1700324617893.5808,1636220799373.0034
2064,1467264683246.4734,1601043303764.2908,1716268767741.0671,1249976435724.9167,1663245952497.4746,1615300722506.4905
