time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,128198034878.4154,128198034878.4154,128198034878.4154,128198034878.4154
2001,127353599606.86641,126214640260.6641,127388954334.60362,125803877867.95879
2002,124092513175.56996,125416361526.6149,125763211991.62642,124585375011.25777
2003,124934258570.67007,123569743919.76764,124668630365.04335,124347899172.54123
2004,123597744176.82748,117941799980.80418,120985962774.82285,123624290648.2049
2005,123253498225.97551,116238840208.82954,120065398185.76218,124597523941.38458
2006,119682985058.55319,115219368536.02863,118224093653.30453,120996937919.51448
2007,118270075256.3432,113701893041.93062,116201867835.0139,115499930102.52533
2008,117241820176.66739,111748992660.83072,112658367394.88876,113613744836.00638
2009,116244122888.68571,111090108496.17738,113360602930.91156,111062976636.40164
2010,112750268362.59297,111832566941.01013,111107577161.88518,110747507574.85973
2011,108667610232.59929,110480051007.18484,109572258427.88399,110155111098.3313
2012,106887091829.44377,108449404791.47885,106783229454.9377,109384629207.87352
2013,104492389642.07896,107501301248.49284,105633555340.77814,107061998953.44627
2014,100792423942.85898,103687849980.39758,101650502463.21294,105421891794.78545
2015,99344228004.87694,100092583838.589,99798424249.30182,102014011915.78467
2016,96295982409.22636,97378292452.15936,95903017253.72896,97502201498.43369
2017,91547860918.21046,91988674692.95517,92455210441.14035,95032413870.6331
2018,89316794523.97466,87872420751.82109,87959148676.29031,92598780542.92981
2019,87820629582.96216,87404205719.62587,85497958701.07722,90676465035.96384
2020,87346947815.17305,85304804661.1475,85010632269.52936,86952347795.70737
2021,86945933300.76678,82648297101.97816,83652802188.51295,84683434777.37639
2022,84804864965.33267,78571597228.51639,78397824151.79993,80618373882.02715
2023,84236511481.02675,75692037333.61574,77633034574.99538,78491216045.51262
2024,81309921154.6471,75724171685.56107,73064370130.53366,75895954427.38979
2025,81622652299.17403,73624273979.48235,71809500481.84651,71993585604.63464
2026,78756037442.18417,70777951671.93628,69262966859.54079,67711123871.52055
2027,75357849325.61252,69127324189.50684,66126339708.3127,65115727639.652084
2028,68363573189.18017,66516357883.41311,64955360603.04103,60939953247.553825
2029,65269942978.99624,64812426998.142685,63441281293.533585,57981069957.854416
2030,63863611018.651215,62136807297.366104,61047549173.07939,55105511095.356544
2031,60941751526.34435,61064433296.62032,56937460798.731995,49591340982.77479
2032,55494091711.8054,60359443843.80388,57517367137.68066,46546503114.62452
2033,53353710499.13979,57277939695.26277,54570286741.91638,42632862700.51048
2034,52045454716.12995,53079958630.31828,50603993672.62378,41008295626.66043
2035,52536014686.572716,49115740085.97763,48061990957.70689,39458238910.22882
2036,50842996543.708885,47135613922.82158,45280092872.92756,37139624132.59018
2037,48453793785.67937,45627373489.86367,41881642123.50631,33411629951.804016
2038,45472074975.81263,42335950675.395134,39491061257.765526,30999093694.94713
2039,42519769997.56621,39524398937.38285,36902500368.739494,28379427513.46461
2040,40355247241.23679,37381137697.54873,34990633163.44204,25994459187.917404
2041,38026442406.09599,35390895138.70106,33314916750.178818,23195104647.89028
2042,34424425208.78026,33714252664.440125,32710833430.2702,20285699881.030907
2043,33217264907.36844,31852219899.00101,31970714610.468895,18951770012.419823
2044,32426410849.762966,30641020453.208675,30568272859.292812,18163232418.088028
2045,30988776750.201656,27811241841.10106,28552707355.89254,17363790144.729465
2046,29615791945.8377,25656228651.393536,27303926900.17379,16442755168.496294
2047,27800604139.377678,23814956692.795185,24317816935.83163,15710380045.783342
2048,26405001737.52019,20844007383.646378,24232560782.09571,15132768134.928576
2049,24080466206.478203,19243553349.158115,22280804788.231,14087220619.261074
2050,22559433417.45623,17078867380.789957,20227292169.6753,12941260979.81782
2051,21941260380.694977,15725069795.450193,18783605988.45707,12185845054.890265
2052,21010471805.473404,14764478848.722105,17191803999.157837,11439111125.323593
2053,19649153519.90144,13599521852.6612,16842045985.747492,10937500651.410349
2054,19002217858.604946,12507485742.126467,15102609332.51725,10230198151.38031
2055,17933148572.020786,11745164121.971893,14064773034.916872,9500578588.019737
2056,16470990055.616795,10648991074.815298,13306563014.188215,9040599514.452497
