time,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0,CESM2-WACCM,CESM2,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,EC-EARTH3,NORESM2-MM
2035.0,82694310000.0,80534260000.0,75912110000.0,70087344000.0,74116280000.0,83933080000.0,78471070000.0,73749720000.0,83715670000.0,82974690000.0,75189084000.0,55847875000.0,79811895000.0
2036.0,80844420000.0,77766010000.0,73806660000.0,67572003000.0,70610060000.0,82269300000.0,77008314000.0,71172284000.0,81752424000.0,80285460000.0,73407750000.0,52625736000.0,78715740000.0
2037.0,80791690000.0,76095840000.0,71500230000.0,65688814000.0,66917490000.0,80947570000.0,75081640000.0,68987780000.0,79333300000.0,77885210000.0,70642590000.0,49169270000.0,77282280000.0
2038.0,79431320000.0,75255030000.0,69228510000.0,63187410000.0,64813285000.0,79673750000.0,73830460000.0,66929693000.0,77230965000.0,75435140000.0,69015200000.0,46356906000.0,73981190000.0
2039.0,77337730000.0,73492420000.0,67206270000.0,60319875000.0,61479700000.0,79384216000.0,72012005000.0,64389300000.0,74685920000.0,72988210000.0,66961310000.0,44197822000.0,71869325000.0
2040.0,76263050000.0,72156004000.0,65680798000.0,58394050000.0,59903226000.0,79301100000.0,70228460000.0,61931640000.0,72005130000.0,71045010000.0,64903660000.0,42409357000.0,70324390000.0
2041.0,74560040000.0,69830850000.0,63511490000.0,56581180000.0,57093124000.0,77041070000.0,67555205000.0,59574022000.0,69434606000.0,68756810000.0,62410297000.0,40234897000.0,68060185000.0
2042.0,72933910000.0,67268223000.0,61854466000.0,54143943000.0,54814876000.0,75885150000.0,65772150000.0,58350084000.0,68677350000.0,66582090000.0,60495397000.0,37959420000.0,66099626000.0
2043.0,71438830000.0,65325576000.0,60744724000.0,52265005000.0,52692177000.0,74718580000.0,63596390000.0,56532754000.0,67284103000.0,64890356000.0,57803952000.0,36161850000.0,64417690000.0
2044.0,70051000000.0,63055315000.0,58503442000.0,50555617000.0,50004115000.0,73280280000.0,61771887000.0,54401540000.0,65277993000.0,62638244000.0,55717892000.0,34424193000.0,62055068000.0
2045.0,69508400000.0,60182910000.0,56442840000.0,48419820000.0,48336855000.0,73161440000.0,60129554000.0,52982180000.0,64235010000.0,60454765000.0,53520687000.0,33109336000.0,59839640000.0
2046.0,67348490000.0,58263850000.0,54653297000.0,45705572000.0,45999088000.0,72322740000.0,58231280000.0,50821865000.0,63455994000.0,58048053000.0,52415280000.0,31228627000.0,57449325000.0
2047.0,66130084000.0,56333713000.0,52574753000.0,44477293000.0,44409990000.0,71078100000.0,56238703000.0,48282060000.0,62020428000.0,55713160000.0,50332074000.0,29991856000.0,55418593000.0
2048.0,63907824000.0,55316414000.0,50846675000.0,42766610000.0,42931170000.0,69906270000.0,55240460000.0,46763930000.0,60298400000.0,53420564000.0,48176060000.0,28757410000.0,54101890000.0
2049.0,62105203000.0,53720500000.0,49832473000.0,40390020000.0,40820175000.0,68210230000.0,53270850000.0,44544586000.0,59197000000.0,51531362000.0,46958658000.0,26951465000.0,52775313000.0
2050.0,59941050000.0,52070785000.0,47708940000.0,38795973000.0,39466760000.0,66614600000.0,51429663000.0,42525032000.0,58305790000.0,49767820000.0,44869510000.0,26051777000.0,50685960000.0
2051.0,58885660000.0,50014630000.0,45707200000.0,37761900000.0,37800358000.0,65007047000.0,49233674000.0,40833070000.0,55951254000.0,48441442000.0,43476250000.0,25195098000.0,48647844000.0
2052.0,57707303000.0,47853253000.0,44211745000.0,35428336000.0,36108472000.0,63957033000.0,47893164000.0,39598408000.0,53890597000.0,47293207000.0,41960436000.0,23943608000.0,46851707000.0
2053.0,56376488000.0,45504810000.0,42691478000.0,33845176000.0,35017007000.0,61985190000.0,45842770000.0,37929976000.0,51769233000.0,45828248000.0,39894240000.0,22522410000.0,44963156000.0
2054.0,55255454000.0,42911715000.0,40636547000.0,32131297000.0,33607480000.0,60243300000.0,43496215000.0,36729890000.0,50421146000.0,44233940000.0,38508780000.0,21177119000.0,42847240000.0
2055.0,53960507000.0,41360470000.0,39409180000.0,30952757000.0,32309826000.0,59443450000.0,41491395000.0,34909700000.0,48922650000.0,42801787000.0,37108625000.0,20300345000.0,40759870000.0
2056.0,52206050000.0,39514976000.0,38446540000.0,29092485000.0,31112675000.0,59205080000.0,39526294000.0,33359297000.0,48090750000.0,40874738000.0,35804787000.0,19181724000.0,39256630000.0
2057.0,50174296000.0,38623560000.0,37219725000.0,28265996000.0,29805496000.0,57302120000.0,37479170000.0,31717577000.0,46913503000.0,39740432000.0,34473240000.0,18358346000.0,37696213000.0
2058.0,49490285000.0,37501460000.0,36063977000.0,27179287000.0,28932395000.0,55836710000.0,35734897000.0,30910850000.0,45721104000.0,38228560000.0,33315688000.0,17515640000.0,36104724000.0
2059.0,48657596000.0,35831054000.0,34452550000.0,26442090000.0,27809240000.0,54255510000.0,34565980000.0,29725210000.0,43359654000.0,36349990000.0,31925244000.0,16786126000.0,34752864000.0
2060.0,46939520000.0,34291773000.0,33274806000.0,25473638000.0,26711026000.0,52461140000.0,33162002000.0,28375390000.0,42097558000.0,34674504000.0,30412835000.0,15922167000.0,33728315000.0
2061.0,45927260000.0,32354906000.0,32200165000.0,24396655000.0,25959980000.0,51298783000.0,31372714000.0,27302535000.0,40940110000.0,33901988000.0,29125444000.0,15357978000.0,32837413000.0
2062.0,44619338000.0,30837576000.0,30720627000.0,23142910000.0,24620370000.0,50463780000.0,29966820000.0,26264322000.0,39070440000.0,32825485000.0,27822334000.0,14507510000.0,31383353000.0
2063.0,43450147000.0,28738212000.0,29361340000.0,22074114000.0,23842722000.0,49389523000.0,28813270000.0,25147070000.0,38010163000.0,31978471000.0,26817176000.0,13817780000.0,30260287000.0
2064.0,42799860000.0,27074136000.0,28367333000.0,21328808000.0,23308788000.0,47785566000.0,27449883000.0,24568377000.0,36772200000.0,31257217000.0,25596834000.0,13125581000.0,28887187000.0
2065.0,41526350000.0,25353554000.0,26885233000.0,19999285000.0,22590396000.0,46273724000.0,26110837000.0,23585161000.0,36021613000.0,30021587000.0,24160025000.0,12510124000.0,27858016000.0
2066.0,40491987000.0,23588995000.0,26054267000.0,19100455000.0,21967305000.0,44237963000.0,25276164000.0,22746518000.0,35245750000.0,28870527000.0,23074533000.0,11932746000.0,26876047000.0
2067.0,39272223000.0,22128894000.0,25072617000.0,18167030000.0,21161384000.0,43160457000.0,24438942000.0,21830795000.0,34204922000.0,28701020000.0,22338714000.0,11539364000.0,25885432000.0
2068.0,38525700000.0,20864403000.0,23967328000.0,17124428000.0,20310006000.0,41818430000.0,23481110000.0,21274282000.0,32924602000.0,27882144000.0,21790660000.0,11009572000.0,24857463000.0
2069.0,36992745000.0,19790385000.0,22774458000.0,16193128000.0,19646577000.0,41156272000.0,22389342000.0,20510616000.0,32103459000.0,26930570000.0,20814483000.0,10424976000.0,24315263000.0
2070.0,35315830000.0,18659846000.0,21987955000.0,15336077000.0,19102966000.0,40136080000.0,21389027000.0,19515445000.0,30770072000.0,25936708000.0,19779041000.0,10034120000.0,23548840000.0
2071.0,33874983000.0,17572594000.0,21383432000.0,14681432000.0,18606240000.0,38928150000.0,20223031000.0,18752200000.0,29722240000.0,25180630000.0,19229559000.0,9782696000.0,22652789000.0
2072.0,32872310000.0,16335783000.0,20641528000.0,13988955000.0,17813840000.0,38068072000.0,19173857000.0,18162237000.0,28287068000.0,24856633000.0,18824600000.0,9501830000.0,21757286000.0
2073.0,32288705000.0,15413456000.0,19902052000.0,13349183000.0,17197707000.0,36489974000.0,18405431000.0,17473765000.0,27587314000.0,24149283000.0,18062238000.0,9223773000.0,20636275000.0
2074.0,31295332000.0,14266570000.0,19116240000.0,12854292000.0,16661335000.0,35897725000.0,17494735000.0,16712491000.0,26993111000.0,23423338000.0,17273063000.0,8926711000.0,19718334000.0
2075.0,30387310000.0,13394894000.0,18321246000.0,12436625000.0,16337778000.0,35399490000.0,16493338000.0,16223351000.0,26064706000.0,22453076000.0,16751236000.0,8609263000.0,18922260000.0
2076.0,29461373000.0,12778485000.0,17668424000.0,11859802000.0,16159170000.0,34662810000.0,15973836000.0,15648817000.0,25250850000.0,21888967000.0,16388112000.0,8170374000.0,18442550000.0
2077.0,28672053000.0,12036938000.0,17102339000.0,11317161000.0,15687346000.0,34580922000.0,15256666000.0,15078570000.0,24305224000.0,21305709000.0,15742590000.0,7932436500.0,17968800000.0
2078.0,27894972000.0,11525976000.0,16471522000.0,10847175000.0,15073817000.0,33876249000.0,14651201000.0,14368627000.0,23691254000.0,20285979000.0,15194817000.0,7723118600.0,17280532000.0
2079.0,27071494000.0,10973893000.0,15757851000.0,10468548000.0,14395041000.0,32712153000.0,14064816000.0,13656541000.0,23177610000.0,19732589000.0,14815534000.0,7433447400.0,16622266000.0
2080.0,26102354000.0,10420546000.0,15377818000.0,10033141000.0,13928580000.0,32047694000.0,13606149000.0,13070879000.0,22310128000.0,18985615000.0,14775687000.0,7250779000.0,16130354000.0
2081.0,25130467000.0,9949322000.0,14846285000.0,9789826000.0,13490223000.0,31273116000.0,13400697000.0,12554073000.0,21569380000.0,18299884000.0,14477961000.0,6966193700.0,15589757000.0
2082.0,24375968000.0,9511137000.0,14166701000.0,9586300000.0,13119793000.0,30696978000.0,12780876000.0,11989119000.0,21492580000.0,17945717000.0,13865416000.0,6799579000.0,14869502000.0
2083.0,23778234000.0,9245733000.0,13786090000.0,9252318000.0,12782766000.0,29489654000.0,12279070000.0,11681892000.0,20910232000.0,17359587000.0,13445699000.0,6580183000.0,14120626000.0
2084.0,23042996000.0,8964789000.0,13364382000.0,8986978000.0,12593313000.0,28528294000.0,11836867000.0,11316906000.0,20352262000.0,17190312000.0,13065019000.0,6289428500.0,13395984000.0
2085.0,21990902000.0,8670444000.0,12978265000.0,8710492000.0,12076787000.0,27989172000.0,11555586000.0,10894361000.0,19656993000.0,16514265000.0,12746075000.0,6161281500.0,12829313000.0
2086.0,21246780000.0,8427585500.0,12548377000.0,8489163300.0,11916054000.0,27215577000.0,11220735000.0,10479232000.0,19289606000.0,16113732000.0,12459558000.0,5939282400.0,12299698000.0
2087.0,20452920000.0,8188883000.0,12171789000.0,8223495700.0,11572744000.0,26383204000.0,10730496000.0,10027905000.0,18566790000.0,15715885000.0,12173908000.0,5776560000.0,11859858000.0
2088.0,20047245000.0,7945204700.0,11846947000.0,7998429000.0,11074677000.0,25852221000.0,10542407000.0,9706017000.0,18115688000.0,15241474000.0,11857101000.0,5592539600.0,11662012000.0
2089.0,19248325000.0,7751803400.0,11656359000.0,7785011000.0,10825694000.0,25163104000.0,10233898000.0,9486501000.0,17641834000.0,14903853000.0,11646873000.0,5433091000.0,11330960000.0
2090.0,18689006000.0,7619820500.0,11340253000.0,7469097000.0,10615323000.0,24399098000.0,10064588000.0,9257390000.0,16961932000.0,14611578000.0,11313717000.0,5281905700.0,10834392000.0
2091.0,17889913000.0,7399271000.0,11160066000.0,7254966300.0,10229598000.0,24339739000.0,9792586000.0,9024090000.0,16497110000.0,14194677000.0,11038632000.0,5077159000.0,10498015000.0
2092.0,17268177000.0,7233140700.0,10929278000.0,7042777000.0,9836329000.0,23108650000.0,9561485000.0,8750122000.0,15725261000.0,13896676000.0,10747691000.0,4941243400.0,10127029000.0
2093.0,16526240000.0,7122074000.0,10832692000.0,6837792000.0,9661437000.0,22513900000.0,9290115000.0,8717405000.0,15274215000.0,13528363000.0,10474072000.0,4763313700.0,9877260000.0
2094.0,15842470000.0,6949297000.0,10638091000.0,6520281000.0,9613134000.0,22121370000.0,9096557000.0,8378752500.0,14617354000.0,13234959000.0,10178353000.0,4581092400.0,9590582000.0
2095.0,15228098000.0,6768005600.0,10315090000.0,6383535600.0,9472838000.0,21852350000.0,8900569000.0,8163464700.0,14450428000.0,13151752000.0,9979632000.0,4419699000.0,9464838000.0
2096.0,14659547000.0,6491136500.0,10044450000.0,6233554000.0,9290646000.0,21574859000.0,8586958300.0,8053922000.0,14119675000.0,12925657000.0,9782804000.0,4176858400.0,9101159000.0
2097.0,14016722000.0,6346742300.0,9945950000.0,5997367300.0,9110049000.0,20905132000.0,8452242000.0,7809647000.0,13714291000.0,12694105000.0,9503617000.0,3969385500.0,8855165000.0
2098.0,13502546000.0,6200231000.0,9906917000.0,5770505000.0,8994477000.0,20356706000.0,8287524000.0,7689898000.0,13514208000.0,12424339000.0,9407452000.0,3760543200.0,8657955000.0
2099.0,13336504000.0,6071977500.0,9652839000.0,5641854000.0,8875847000.0,19817273000.0,8105845000.0,7562374000.0,13085010000.0,12213108000.0,9426733000.0,3626852600.0,8468406000.0
2100.0,13109557000.0,5789571600.0,9542479000.0,5512670000.0,8778161000.0,19147420000.0,7862284300.0,7503552500.0,12599720000.0,11863281000.0,9175912000.0,3467894800.0,8223782000.0
