time,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0
2051.0,55750836000.0,37827355000.0,37685654000.0,79068960000.0
2052.0,54079040000.0,37184830000.0,36540805000.0,79132960000.0
2053.0,52612140000.0,35844870000.0,36086575000.0,78024070000.0
2054.0,51277460000.0,34548376000.0,35808756000.0,78041560000.0
2055.0,50148420000.0,33276543000.0,35055305000.0,78886960000.0
2056.0,48811667000.0,31817622000.0,34105520000.0,77748900000.0
2057.0,47586705000.0,31023948000.0,32847491000.0,76786600000.0
2058.0,47247290000.0,30078870000.0,31942326000.0,75753450000.0
2059.0,46581590000.0,29434227000.0,31205476000.0,75978916000.0
2060.0,46007760000.0,29109332000.0,30608067000.0,76086550000.0
2061.0,46318576000.0,28697262000.0,29941154000.0,74887050000.0
2062.0,45315064000.0,28176708000.0,29767393000.0,74948800000.0
2063.0,44658745000.0,27311116000.0,29148420000.0,74564360000.0
2064.0,44448797000.0,26687064000.0,29086580000.0,72965480000.0
2065.0,44100964000.0,26488283000.0,28611960000.0,71600360000.0
2066.0,43994014000.0,25844780000.0,28393990000.0,70567700000.0
2067.0,43594998000.0,25119355000.0,28081435000.0,69276220000.0
2068.0,42471200000.0,24552410000.0,28254417000.0,69441315000.0
2069.0,41808015000.0,24079032000.0,28272146000.0,69781820000.0
2070.0,41822155000.0,23566800000.0,27798757000.0,69443320000.0
2071.0,40888640000.0,22920335000.0,27623959000.0,68710855000.0
2072.0,40550535000.0,22962577000.0,26944862000.0,67959960000.0
2073.0,40792904000.0,22737023000.0,26725827000.0,67551973000.0
2074.0,40229720000.0,22582180000.0,26601564000.0,68323470000.0
2075.0,39722540000.0,22113751000.0,26747900000.0,69821800000.0
2076.0,40004860000.0,22057925000.0,26431100000.0,69229690000.0
2077.0,39866098000.0,21957327000.0,26823752000.0,69465780000.0
2078.0,40424972000.0,22038049000.0,27484953000.0,69606740000.0
2079.0,39721484000.0,21776194000.0,27660308000.0,69215896000.0
2080.0,39819130000.0,21743840000.0,27449030000.0,69717670000.0
2081.0,39472750000.0,21353896000.0,27123919000.0,69343970000.0
2082.0,39345180000.0,21170830000.0,27162733000.0,68729770000.0
2083.0,39354670000.0,21224650000.0,27080446000.0,68053807000.0
2084.0,39479394000.0,21112533000.0,26758746000.0,67747815000.0
2085.0,39456494000.0,20953803000.0,26492380000.0,68358836000.0
2086.0,39595405000.0,20838504000.0,26495924000.0,67661623000.0
2087.0,39300940000.0,20601395000.0,26212936000.0,68612645000.0
2088.0,39441910000.0,20706486000.0,25826836000.0,68768800000.0
2089.0,39144452000.0,20459885000.0,26104285000.0,68554860000.0
2090.0,38654407000.0,20155785000.0,25930138000.0,68368880000.0
2091.0,38073520000.0,19763976000.0,25904861000.0,67735806000.0
2092.0,37887492000.0,19521083000.0,26236637000.0,68013486000.0
2093.0,38016660000.0,19248920000.0,26172547000.0,67710743000.0
2094.0,37761704000.0,19180020000.0,26495986000.0,67773518000.0
2095.0,37157708000.0,18995935000.0,26543012000.0,67918115000.0
2096.0,37452304000.0,19065370000.0,26815257000.0,68192215000.0
2097.0,37612835000.0,18967536000.0,26767487000.0,68350198000.0
2098.0,37757403000.0,18783216000.0,27270902000.0,68049842000.0
2099.0,38005498000.0,18536858000.0,27143444000.0,68553780000.0
2100.0,37659800000.0,18383139000.0,27502938000.0,68956130000.0
