time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2120.0,646994600000.0,2505845800000.0,912892560000.0
2121.0,595291140000.0,2461718300000.0,864114200000.0
2122.0,530135100000.0,2418350500000.0,821923300000.0
2123.0,469329580000.0,2377476500000.0,789448360000.0
2124.0,417065800000.0,2327732800000.0,758480200000.0
2125.0,367006000000.0,2280668300000.0,719868130000.0
2126.0,316900180000.0,2237511200000.0,684134430000.0
2127.0,272947020000.0,2195728900000.0,660232500000.0
2128.0,239058170000.0,2153714700000.0,632571360000.0
2129.0,205137660000.0,2109680100000.0,608560600000.0
2130.0,176598960000.0,2065248600000.0,580974100000.0
2131.0,156019770000.0,2024452700000.0,556501430000.0
2132.0,132144660000.0,1988312300000.0,525777100000.0
2133.0,112227890000.0,1954603200000.0,499084100000.0
2134.0,95945605000.0,1914836500000.0,476077620000.0
2135.0,81759680000.0,1877407600000.0,449930820000.0
2136.0,71029105000.0,1841775200000.0,425836250000.0
2137.0,62455865000.0,1810354500000.0,405247500000.0
2138.0,54624940000.0,1776077400000.0,385700560000.0
2139.0,45974240000.0,1742354400000.0,366414560000.0
2140.0,38879870000.0,1709354100000.0,346448330000.0
2141.0,32365193000.0,1674446500000.0,329282650000.0
2142.0,26641494000.0,1640596600000.0,306103650000.0
2143.0,21447666000.0,1608019700000.0,285228200000.0
2144.0,15648742000.0,1575872200000.0,267223170000.0
2145.0,10929917000.0,1547993000000.0,252083140000.0
2146.0,7596270000.0,1518540400000.0,238743190000.0
2147.0,5426544600.0,1489225100000.0,224652750000.0
2148.0,4193524200.0,1459329800000.0,209628040000.0
2149.0,3036913200.0,1435340900000.0,196734070000.0
2150.0,2078744000.0,1408043500000.0,181616440000.0
2151.0,1248662900.0,1386736000000.0,168799340000.0
2152.0,576152060.0,1360498100000.0,156688630000.0
2153.0,259011680.0,1337028800000.0,145698320000.0
2154.0,245798180.0,1316466500000.0,135940970000.0
2155.0,234194460.0,1292194800000.0,126367350000.0
2156.0,230721630.0,1267636500000.0,119149610000.0
2157.0,220698460.0,1243971600000.0,111947580000.0
2158.0,203921440.0,1221519700000.0,106346950000.0
2159.0,187543460.0,1202466600000.0,100571220000.0
2160.0,164672940.0,1184478500000.0,95638225000.0
2161.0,145960200.0,1166722000000.0,90292265000.0
2162.0,130987900.0,1146941100000.0,85628900000.0
2163.0,122696760.0,1131539100000.0,81251350000.0
2164.0,116844220.0,1114631200000.0,76753110000.0
2165.0,112965120.0,1098631900000.0,72727994000.0
2166.0,106919250.0,1080966840000.0,68444815000.0
2167.0,99961000.0,1063755200000.0,65247880000.0
2168.0,99102840.0,1050160140000.0,62383460000.0
2169.0,94410520.0,1037251250000.0,59347456000.0
2170.0,91509940.0,1024358740000.0,56259220000.0
2171.0,83293340.0,1010928700000.0,52595007000.0
2172.0,78681290.0,997576000000.0,49774620000.0
2173.0,75701050.0,986849350000.0,47298617000.0
2174.0,71732810.0,975024700000.0,44669860000.0
2175.0,68737176.0,964405700000.0,42484814000.0
2176.0,65348224.0,951994200000.0,40051003000.0
2177.0,60296380.0,940420800000.0,37809443000.0
2178.0,55898256.0,928696600000.0,35861820000.0
2179.0,50600570.0,919998100000.0,33828604000.0
2180.0,44525744.0,908391800000.0,32044098000.0
2181.0,38122600.0,897222100000.0,29961871000.0
2182.0,30980198.0,887585600000.0,28103565000.0
2183.0,24704644.0,876492550000.0,26222377000.0
2184.0,18341160.0,866730100000.0,24304847000.0
2185.0,13027937.0,856005400000.0,22329465000.0
2186.0,8156790.5,846634800000.0,20575994000.0
2187.0,5730629.5,838483440000.0,18925332000.0
2188.0,3696131.8,831468340000.0,17267257000.0
2189.0,2995418.0,824643300000.0,15485321000.0
2190.0,2360798.5,816515800000.0,13978707000.0
2191.0,1816877.8,809612100000.0,12430365000.0
2192.0,1190314.0,801274900000.0,11197744000.0
2193.0,694132.9,794470060000.0,10047624000.0
2194.0,484929.5,786704760000.0,9096819000.0
2195.0,384370.03,781287800000.0,8123654700.0
2196.0,294749.72,774372400000.0,7227410400.0
2197.0,235401.97,767429400000.0,6393431000.0
2198.0,149434.94,759822940000.0,5637899300.0
2199.0,73984.96,751878100000.0,4951595000.0
2200.0,13870.913,744671100000.0,4407227000.0
2201.0,0.0,738416100000.0,3794923000.0
2202.0,0.0,731798960000.0,3226317300.0
2203.0,0.0,725646050000.0,2690047500.0
2204.0,0.0,718344800000.0,2270610700.0
2205.0,0.0,711929040000.0,1960625900.0
2206.0,0.0,705619760000.0,1709671300.0
2207.0,0.0,699604700000.0,1446448400.0
2208.0,0.0,693345100000.0,1230973300.0
2209.0,0.0,687726100000.0,1028029060.0
2210.0,0.0,682821300000.0,875303550.0
2211.0,0.0,678359140000.0,741572350.0
2212.0,0.0,673168500000.0,638889600.0
2213.0,0.0,669881600000.0,551751550.0
2214.0,0.0,666905400000.0,504393730.0
2215.0,0.0,662787400000.0,475824400.0
2216.0,0.0,659073140000.0,468087700.0
2217.0,0.0,653824600000.0,457807680.0
2218.0,0.0,648825340000.0,441862530.0
2219.0,0.0,643567800000.0,429173120.0
2220.0,0.0,638465000000.0,424105060.0
2221.0,0.0,632392840000.0,410847870.0
2222.0,0.0,627585450000.0,404562500.0
2223.0,0.0,623563240000.0,393587400.0
2224.0,0.0,619894870000.0,384637100.0
2225.0,0.0,616826100000.0,382642000.0
2226.0,0.0,613836000000.0,377673920.0
2227.0,0.0,610635550000.0,370117500.0
2228.0,0.0,607428740000.0,364694600.0
2229.0,0.0,604314340000.0,357603420.0
2230.0,0.0,600125870000.0,348879140.0
2231.0,0.0,595682260000.0,340245860.0
2232.0,0.0,592486000000.0,336312320.0
2233.0,0.0,588690300000.0,333297300.0
2234.0,0.0,585499340000.0,329423460.0
2235.0,0.0,580988500000.0,320393500.0
2236.0,0.0,578302700000.0,322885250.0
2237.0,0.0,574745000000.0,313896100.0
2238.0,0.0,571914100000.0,314392030.0
2239.0,0.0,569061340000.0,311005950.0
2240.0,0.0,565800000000.0,308010080.0
2241.0,0.0,563397100000.0,304983330.0
2242.0,0.0,560336300000.0,291996130.0
2243.0,0.0,557304200000.0,286690940.0
2244.0,0.0,555837600000.0,279187420.0
2245.0,0.0,553679260000.0,271542560.0
2246.0,0.0,550837400000.0,267307250.0
2247.0,0.0,548290850000.0,260312320.0
2248.0,0.0,544777370000.0,257098190.0
2249.0,0.0,542146600000.0,251199890.0
2250.0,0.0,538197400000.0,244043170.0
2251.0,0.0,535687560000.0,247740370.0
2252.0,0.0,533005430000.0,241318420.0
2253.0,0.0,531603360000.0,241397900.0
2254.0,0.0,529115870000.0,240079780.0
2255.0,0.0,526785200000.0,234033490.0
2256.0,0.0,524398330000.0,230513310.0
2257.0,0.0,522248220000.0,228076850.0
2258.0,0.0,521194640000.0,225354320.0
2259.0,0.0,519500370000.0,222866660.0
2260.0,0.0,517935820000.0,225696700.0
2261.0,0.0,516535500000.0,222285620.0
2262.0,0.0,514597160000.0,222881120.0
2263.0,0.0,513282340000.0,218208750.0
2264.0,0.0,512260500000.0,218768060.0
2265.0,0.0,511039800000.0,221276000.0
2266.0,0.0,508860170000.0,218816960.0
2267.0,0.0,507018670000.0,216113180.0
2268.0,0.0,504999380000.0,216569490.0
2269.0,0.0,504161730000.0,212261170.0
2270.0,0.0,501408460000.0,209574820.0
2271.0,0.0,499809580000.0,206617230.0
2272.0,0.0,498934020000.0,204285780.0
2273.0,0.0,497616100000.0,202341250.0
2274.0,0.0,495949480000.0,201746030.0
2275.0,0.0,494519700000.0,197241280.0
2276.0,0.0,492990200000.0,194025940.0
2277.0,0.0,492133740000.0,193129950.0
2278.0,0.0,491651470000.0,192286770.0
2279.0,0.0,489890100000.0,189493940.0
2280.0,0.0,488954950000.0,189396780.0
2281.0,0.0,488258700000.0,187008980.0
2282.0,0.0,487603340000.0,183209620.0
2283.0,0.0,486202870000.0,183473150.0
2284.0,0.0,486209600000.0,180547950.0
2285.0,0.0,484436100000.0,180690500.0
2286.0,0.0,483767900000.0,180956560.0
2287.0,0.0,481948040000.0,179191410.0
2288.0,0.0,480745650000.0,176535980.0
2289.0,0.0,479727320000.0,175698110.0
2290.0,0.0,478214200000.0,174429090.0
2291.0,0.0,476677240000.0,176631980.0
2292.0,0.0,475848380000.0,177571800.0
2293.0,0.0,475086750000.0,175991070.0
2294.0,0.0,474282720000.0,172620210.0
2295.0,0.0,473263900000.0,171858640.0
2296.0,0.0,472662400000.0,169518860.0
2297.0,0.0,471510160000.0,167921010.0
2298.0,0.0,469937700000.0,165409920.0
2299.0,0.0,468952500000.0,168522060.0
2300.0,0.0,467742100000.0,168330100.0
