time,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,MPI-ESM-LR
2058.0,6095087000000.0,4824195000000.0,5823076500000.0,6124388000000.0
2059.0,6057947600000.0,4729263000000.0,5782360000000.0,6075104400000.0
2060.0,6030120500000.0,4619545000000.0,5728074500000.0,6010207500000.0
2061.0,5998155700000.0,4501429000000.0,5689178600000.0,5970128300000.0
2062.0,5963814000000.0,4372667800000.0,5645355500000.0,5937000600000.0
2063.0,5933011300000.0,4280904000000.0,5591318700000.0,5909548000000.0
2064.0,5896814500000.0,4187849200000.0,5543653500000.0,5874193500000.0
2065.0,5852087500000.0,4119551300000.0,5512837000000.0,5810566500000.0
2066.0,5812739600000.0,4050201000000.0,5458236000000.0,5790898000000.0
2067.0,5783829000000.0,3950145000000.0,5415830600000.0,5751704600000.0
2068.0,5717630000000.0,3829276600000.0,5338935300000.0,5707419000000.0
2069.0,5685598000000.0,3746936000000.0,5282852000000.0,5674690000000.0
2070.0,5649719000000.0,3650799000000.0,5243963000000.0,5640012400000.0
2071.0,5606466000000.0,3534652000000.0,5215358000000.0,5611863000000.0
2072.0,5579837300000.0,3419725400000.0,5161148000000.0,5576838000000.0
2073.0,5551468000000.0,3333151000000.0,5068161000000.0,5563435500000.0
2074.0,5517524000000.0,3222877500000.0,5023545700000.0,5540329000000.0
2075.0,5487281000000.0,3098689400000.0,4961083600000.0,5511821000000.0
2076.0,5446055000000.0,2981345400000.0,4883602700000.0,5488760000000.0
2077.0,5387499000000.0,2886393700000.0,4832840600000.0,5457134000000.0
2078.0,5355835000000.0,2790065000000.0,4761326700000.0,5416135700000.0
2079.0,5331569600000.0,2689773300000.0,4680947600000.0,5377992000000.0
2080.0,5309639700000.0,2597101800000.0,4611438000000.0,5342157000000.0
2081.0,5287847700000.0,2512612800000.0,4556934600000.0,5302696000000.0
2082.0,5250633700000.0,2431224600000.0,4513024000000.0,5255858000000.0
2083.0,5236316000000.0,2321039000000.0,4453704000000.0,5219863000000.0
2084.0,5223116000000.0,2207560200000.0,4403044500000.0,5170578600000.0
2085.0,5199178000000.0,2112414400000.0,4335550600000.0,5142914500000.0
2086.0,5177953000000.0,2014436400000.0,4277864800000.0,5103276000000.0
2087.0,5154576000000.0,1934039000000.0,4239830300000.0,5063820400000.0
2088.0,5129701000000.0,1866454900000.0,4199728300000.0,5027126000000.0
2089.0,5094048300000.0,1809063600000.0,4142411800000.0,4993440000000.0
2090.0,5044758000000.0,1729490000000.0,4089486000000.0,4958032000000.0
2091.0,5012210600000.0,1665222300000.0,4025048400000.0,4938229000000.0
2092.0,4976352400000.0,1592830900000.0,3961029000000.0,4899786000000.0
2093.0,4944095000000.0,1519553900000.0,3892898700000.0,4856545000000.0
2094.0,4903099400000.0,1443259900000.0,3818921100000.0,4820504000000.0
2095.0,4878894600000.0,1382189500000.0,3764782000000.0,4795283300000.0
2096.0,4845250000000.0,1327295800000.0,3714486000000.0,4777236000000.0
2097.0,4817815600000.0,1269309600000.0,3650967800000.0,4740191600000.0
2098.0,4784456700000.0,1229124800000.0,3573721300000.0,4708658000000.0
2099.0,4756305600000.0,1188881900000.0,3507642700000.0,4678256000000.0
2100.0,4734566500000.0,1151030800000.0,3450239500000.0,4656660000000.0
2101.0,4709130000000.0,1107730200000.0,3372001500000.0,4618113000000.0
2102.0,4676924700000.0,1068186530000.0,3318047000000.0,4585453000000.0
2103.0,4643744000000.0,1032657300000.0,3257318500000.0,4553619500000.0
2104.0,4627102000000.0,1008723300000.0,3188437300000.0,4513089500000.0
2105.0,4604694000000.0,977623500000.0,3129375500000.0,4483257000000.0
2106.0,4586621400000.0,949461400000.0,3070324000000.0,4456361000000.0
2107.0,4556172000000.0,927935800000.0,3024383400000.0,4421117300000.0
2108.0,4500693000000.0,905122200000.0,2968560300000.0,4389616200000.0
2109.0,4481418300000.0,883420300000.0,2903300400000.0,4356387600000.0
2110.0,4442102000000.0,862781050000.0,2850726300000.0,4319870700000.0
2111.0,4416654500000.0,835432900000.0,2785723800000.0,4292668300000.0
2112.0,4394809600000.0,813255300000.0,2743815400000.0,4235579000000.0
2113.0,4380912500000.0,788824900000.0,2685208600000.0,4208833000000.0
2114.0,4361779400000.0,759018950000.0,2638313700000.0,4166503400000.0
2115.0,4336986400000.0,744398700000.0,2611284500000.0,4132707000000.0
2116.0,4289055400000.0,727395340000.0,2582449800000.0,4098979500000.0
2117.0,4243474400000.0,711057200000.0,2530171000000.0,4073336900000.0
2118.0,4209140000000.0,692017040000.0,2492236800000.0,4045696700000.0
2119.0,4177222000000.0,670045440000.0,2456872800000.0,4009748900000.0
2120.0,4140428200000.0,655099170000.0,2404441700000.0,3967681300000.0
2121.0,4112565100000.0,640756400000.0,2361724000000.0,3941750300000.0
2122.0,4089399200000.0,623869560000.0,2330680000000.0,3917912500000.0
2123.0,4063241000000.0,608258400000.0,2289849600000.0,3889507000000.0
2124.0,4032461300000.0,593734100000.0,2248905300000.0,3862505200000.0
2125.0,3988665400000.0,572957800000.0,2190740400000.0,3839526000000.0
2126.0,3973095000000.0,557532500000.0,2150586300000.0,3823920000000.0
2127.0,3954993300000.0,545670820000.0,2110262300000.0,3789309600000.0
2128.0,3948556600000.0,529619880000.0,2066704000000.0,3758654200000.0
2129.0,3931913800000.0,516154520000.0,2028123500000.0,3734449200000.0
2130.0,3901752600000.0,501393130000.0,1979762600000.0,3708996800000.0
2131.0,3888287600000.0,479188450000.0,1939909400000.0,3678065100000.0
2132.0,3874320500000.0,464233270000.0,1904417200000.0,3653406600000.0
2133.0,3849660700000.0,452050850000.0,1849667500000.0,3624272100000.0
2134.0,3830898500000.0,436200100000.0,1809998700000.0,3595346600000.0
2135.0,3802914000000.0,420921480000.0,1779011700000.0,3563962500000.0
2136.0,3780304000000.0,408602380000.0,1738079700000.0,3534271800000.0
2137.0,3755200500000.0,389597920000.0,1703296200000.0,3521023300000.0
2138.0,3720639000000.0,378888950000.0,1678994300000.0,3489908700000.0
2139.0,3694151300000.0,365692000000.0,1657668200000.0,3474053400000.0
2140.0,3681925500000.0,349592350000.0,1632603500000.0,3439265300000.0
2141.0,3669029000000.0,336669280000.0,1610694800000.0,3406436500000.0
2142.0,3638777300000.0,329126840000.0,1582235900000.0,3382848800000.0
2143.0,3612567100000.0,320306540000.0,1557874700000.0,3355788200000.0
2144.0,3570913000000.0,307372560000.0,1534216400000.0,3342664200000.0
2145.0,3530193000000.0,298014700000.0,1507269400000.0,3323187000000.0
2146.0,3502238600000.0,289050030000.0,1488254400000.0,3305500000000.0
2147.0,3462257200000.0,278531960000.0,1462123100000.0,3288671000000.0
2148.0,3429966800000.0,264164840000.0,1445573400000.0,3266075400000.0
2149.0,3412259200000.0,251912770000.0,1426392200000.0,3241498000000.0
2150.0,3383303300000.0,239951890000.0,1408763400000.0,3213019000000.0
2151.0,3355912700000.0,231512470000.0,1378816400000.0,3179315200000.0
2152.0,3338727300000.0,224791820000.0,1354597700000.0,3155355000000.0
2153.0,3320207000000.0,215355650000.0,1339469600000.0,3134293000000.0
2154.0,3298547200000.0,208263230000.0,1313076200000.0,3107499300000.0
2155.0,3275403300000.0,198872840000.0,1291652600000.0,3086685300000.0
2156.0,3256211000000.0,190933480000.0,1263575800000.0,3066626600000.0
2157.0,3237034000000.0,181645870000.0,1248175200000.0,3037199900000.0
2158.0,3218193800000.0,172305970000.0,1233285800000.0,3019473400000.0
2159.0,3216562700000.0,164317710000.0,1209606000000.0,3003098900000.0
2160.0,3192763000000.0,156775990000.0,1193829700000.0,2985034800000.0
2161.0,3165417000000.0,151832660000.0,1168688400000.0,2965675000000.0
2162.0,3143590700000.0,145373560000.0,1147235000000.0,2943347900000.0
2163.0,3120444000000.0,139640960000.0,1133849900000.0,2924807000000.0
2164.0,3109484500000.0,133705064000.0,1122567700000.0,2909786900000.0
2165.0,3097352000000.0,127430164000.0,1107526800000.0,2885711600000.0
2166.0,3071284300000.0,119976110000.0,1092958500000.0,2858524000000.0
2167.0,3054372000000.0,111935520000.0,1083361200000.0,2841812100000.0
2168.0,3042739500000.0,106394750000.0,1068994900000.0,2821750000000.0
2169.0,3030324000000.0,99485170000.0,1053092400000.0,2801436000000.0
2170.0,3001272000000.0,93947310000.0,1042480560000.0,2787209600000.0
2171.0,2984573100000.0,88822740000.0,1035613000000.0,2761193400000.0
2172.0,2963951300000.0,82979150000.0,1011706760000.0,2738611300000.0
2173.0,2946120500000.0,76280850000.0,995077200000.0,2727449700000.0
2174.0,2924079200000.0,71270590000.0,988599800000.0,2709953700000.0
2175.0,2907587500000.0,67534850000.0,974707900000.0,2690173000000.0
2176.0,2881155000000.0,63372067000.0,962547500000.0,2673505000000.0
2177.0,2843915600000.0,57818747000.0,958202200000.0,2657933900000.0
2178.0,2822029000000.0,53325005000.0,945640700000.0,2639575600000.0
2179.0,2808958200000.0,49871835000.0,936258400000.0,2625839600000.0
2180.0,2790496100000.0,47715074000.0,926239600000.0,2606753600000.0
2181.0,2773506600000.0,44994740000.0,918631200000.0,2590943200000.0
2182.0,2749631300000.0,42113460000.0,913819200000.0,2570873700000.0
2183.0,2723016900000.0,39941296000.0,907043140000.0,2552587000000.0
2184.0,2711826000000.0,38179197000.0,892981700000.0,2537890000000.0
2185.0,2697253000000.0,36616786000.0,881822600000.0,2516599700000.0
2186.0,2670151600000.0,35104215000.0,873742140000.0,2507034900000.0
2187.0,2650124300000.0,33517826000.0,866851000000.0,2497853800000.0
2188.0,2640635800000.0,31612283000.0,852672300000.0,2484104600000.0
2189.0,2622587400000.0,29306343000.0,847454900000.0,2467399500000.0
2190.0,2601435800000.0,27468595000.0,842110300000.0,2451960500000.0
2191.0,2583700400000.0,25772850000.0,837253200000.0,2445204300000.0
2192.0,2579365000000.0,23972297000.0,822432240000.0,2431381000000.0
2193.0,2565612800000.0,22183936000.0,814339900000.0,2423404600000.0
2194.0,2550285000000.0,20691160000.0,806662050000.0,2417676300000.0
2195.0,2528446300000.0,19039529000.0,794416700000.0,2405733200000.0
2196.0,2514866000000.0,17939331000.0,781947500000.0,2390977000000.0
2197.0,2497817600000.0,16882911000.0,774461600000.0,2382062200000.0
2198.0,2487786000000.0,15631106000.0,761237700000.0,2368430700000.0
2199.0,2464561800000.0,14499705000.0,749489950000.0,2360031800000.0
2200.0,2441485000000.0,13534356000.0,742264400000.0,2356355300000.0
2201.0,2424500600000.0,12382417000.0,737122000000.0,2344068800000.0
2202.0,2407924800000.0,11203938000.0,730719300000.0,2329583000000.0
2203.0,2392241200000.0,10017169000.0,721943860000.0,2318143800000.0
2204.0,2385238600000.0,8908581000.0,711196100000.0,2307686400000.0
2205.0,2374971700000.0,8133483000.0,701393600000.0,2298450300000.0
2206.0,2363473300000.0,7325485600.0,694876400000.0,2283071900000.0
2207.0,2350326000000.0,6565462000.0,685045500000.0,2274989700000.0
2208.0,2331632000000.0,5944527000.0,678716700000.0,2273967300000.0
2209.0,2322502500000.0,5281185000.0,667993240000.0,2267234200000.0
2210.0,2316283700000.0,4775144000.0,659971100000.0,2259525800000.0
2211.0,2306580200000.0,4460071400.0,655139600000.0,2249011200000.0
2212.0,2281301300000.0,3980726000.0,646571560000.0,2240731700000.0
2213.0,2266238800000.0,3530965000.0,637996560000.0,2230200800000.0
2214.0,2241612700000.0,3255345200.0,632431700000.0,2226967000000.0
2215.0,2227586000000.0,3007486200.0,624814800000.0,2222864700000.0
2216.0,2207518300000.0,2769523000.0,620719200000.0,2215362400000.0
2217.0,2199427700000.0,2560965000.0,615058000000.0,2207091500000.0
2218.0,2190911600000.0,2403643600.0,610418000000.0,2200390300000.0
2219.0,2187227700000.0,2203338000.0,604181300000.0,2189422100000.0
2220.0,2173535300000.0,2061004200.0,598071250000.0,2184857100000.0
2221.0,2166650200000.0,1899801200.0,592099930000.0,2177393500000.0
2222.0,2153326400000.0,1773914500.0,584581300000.0,2177287000000.0
2223.0,2149103000000.0,1676470300.0,581337600000.0,2172450100000.0
2224.0,2136541500000.0,1607258500.0,576701100000.0,2159364800000.0
2225.0,2114292500000.0,1490968000.0,571697100000.0,2146588600000.0
2226.0,2103696400000.0,1442467500.0,566947200000.0,2138665400000.0
2227.0,2090455700000.0,1397474700.0,559543300000.0,2128038100000.0
2228.0,2081809600000.0,1361993300.0,556537400000.0,2124726700000.0
2229.0,2061261600000.0,1379336800.0,550144500000.0,2118032000000.0
2230.0,2051647000000.0,1360769700.0,543281680000.0,2110336800000.0
2231.0,2032857900000.0,1366603000.0,539512700000.0,2098402600000.0
2232.0,2024837900000.0,1358318600.0,534633200000.0,2088293800000.0
2233.0,2017251700000.0,1350015500.0,531178460000.0,2078470300000.0
2234.0,2004175700000.0,1331084800.0,524106170000.0,2066177900000.0
2235.0,1992426500000.0,1318478700.0,515657330000.0,2055839500000.0
2236.0,1986726300000.0,1305577200.0,510975900000.0,2042341400000.0
2237.0,1964431400000.0,1310530600.0,506642370000.0,2035599800000.0
2238.0,1960766300000.0,1308974600.0,504158600000.0,2027080800000.0
2239.0,1958846500000.0,1301417300.0,501148160000.0,2024796700000.0
2240.0,1949999800000.0,1272181900.0,497963400000.0,2016287800000.0
2241.0,1943392900000.0,1250635500.0,493785680000.0,2008767700000.0
2242.0,1930373500000.0,1256344300.0,494029570000.0,1997585600000.0
2243.0,1919183700000.0,1237239600.0,493160070000.0,1991600400000.0
2244.0,1911900100000.0,1224108800.0,490453040000.0,1979800900000.0
2245.0,1907594800000.0,1211971100.0,489007500000.0,1970696200000.0
2246.0,1898140400000.0,1201924100.0,487540360000.0,1965190800000.0
2247.0,1894775000000.0,1209605000.0,487363250000.0,1959280600000.0
2248.0,1885381500000.0,1194963600.0,483780070000.0,1953302600000.0
2249.0,1881086200000.0,1175630000.0,480877050000.0,1949311300000.0
2250.0,1874731200000.0,1158947200.0,475286270000.0,1944697000000.0
2251.0,1865326700000.0,1129389000.0,472682500000.0,1936261400000.0
2252.0,1858530700000.0,1122198900.0,471443540000.0,1928743200000.0
2253.0,1847657600000.0,1096419100.0,467936100000.0,1923432700000.0
2254.0,1841046400000.0,1109052000.0,465571350000.0,1918038800000.0
2255.0,1832168000000.0,1093940400.0,461673900000.0,1909351400000.0
2256.0,1824247000000.0,1077754200.0,457468700000.0,1899118200000.0
2257.0,1815531900000.0,1067426700.0,453595230000.0,1892279800000.0
2258.0,1808226600000.0,1049982300.0,451746330000.0,1889654500000.0
2259.0,1801019900000.0,1028979800.0,449805500000.0,1883577100000.0
2260.0,1784149200000.0,1004762700.0,446820060000.0,1881179600000.0
2261.0,1770811400000.0,963647940.0,443890530000.0,1871340900000.0
2262.0,1763043000000.0,944677570.0,442157730000.0,1866978600000.0
2263.0,1749853900000.0,923713800.0,437431700000.0,1861554100000.0
2264.0,1740985300000.0,898432830.0,432058730000.0,1861346400000.0
2265.0,1729647700000.0,889835000.0,428249780000.0,1855813500000.0
2266.0,1725574700000.0,891917300.0,424198200000.0,1847708600000.0
2267.0,1716950900000.0,882248100.0,420047260000.0,1841317000000.0
2268.0,1713314600000.0,862896100.0,416449330000.0,1835322600000.0
2269.0,1703935000000.0,868991800.0,414731000000.0,1831776000000.0
2270.0,1695120500000.0,870554600.0,413609850000.0,1828413600000.0
2271.0,1686448900000.0,864232450.0,410441350000.0,1825483300000.0
2272.0,1678830600000.0,874256600.0,407587800000.0,1814975000000.0
2273.0,1667051200000.0,869688060.0,407089600000.0,1809025900000.0
2274.0,1656022400000.0,867040960.0,403994740000.0,1805490600000.0
2275.0,1649854500000.0,872831800.0,402822660000.0,1796794000000.0
2276.0,1647034900000.0,870798140.0,398658040000.0,1789573600000.0
2277.0,1637768200000.0,876053060.0,396684700000.0,1787585400000.0
2278.0,1627176300000.0,875649340.0,396085700000.0,1783029000000.0
2279.0,1619110500000.0,890591400.0,394298980000.0,1777576800000.0
2280.0,1609855500000.0,876098700.0,392354000000.0,1771937100000.0
2281.0,1595923100000.0,877149500.0,391412940000.0,1766830200000.0
2282.0,1583557200000.0,881788700.0,389273120000.0,1759814000000.0
2283.0,1573085000000.0,885792700.0,385408300000.0,1755865000000.0
2284.0,1553964900000.0,880795300.0,383369300000.0,1750836200000.0
2285.0,1544771900000.0,853176060.0,380433330000.0,1744195800000.0
2286.0,1532730100000.0,844932300.0,378415580000.0,1739869800000.0
2287.0,1520850800000.0,836932500.0,374390000000.0,1736529700000.0
2288.0,1517874800000.0,839108500.0,371149340000.0,1731418500000.0
2289.0,1504773400000.0,843685440.0,369192500000.0,1723742800000.0
2290.0,1496290300000.0,841860300.0,366412960000.0,1718048300000.0
2291.0,1489305500000.0,845151740.0,363511700000.0,1710638600000.0
2292.0,1482035000000.0,856970100.0,362477940000.0,1703451800000.0
2293.0,1464716200000.0,851621700.0,361281450000.0,1701525200000.0
2294.0,1446082800000.0,841628860.0,357482330000.0,1698240900000.0
2295.0,1432188500000.0,828191300.0,357800080000.0,1693782400000.0
2296.0,1415993900000.0,828290940.0,354061550000.0,1689139800000.0
2297.0,1402073500000.0,831132100.0,351471900000.0,1686544300000.0
2298.0,1387065800000.0,825923400.0,347655370000.0,1685711200000.0
2299.0,1384582600000.0,831537300.0,346295240000.0,1679509000000.0
2300.0,1377469200000.0,838525600.0,344007930000.0,1675245300000.0
