time,CESM2-WACCM,CAMS-CSM1-0,CESM2,IPSL-CM6A-LR,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,ACCESS-ESM1-5,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,GFDL-ESM4,ACCESS-CM2,MPI-ESM1-2-HR,NORESM2-MM
2011.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0
2012.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0
2013.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0
2014.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0
2015.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0
2016.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0
2017.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0
2018.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0
2019.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0
2020.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0
2021.0,149181210822000.0,149304666006000.0,149115735988000.0,149252109360000.0,149006594582000.0,149002590998000.0,149179901017000.0,149189393407000.0,149223448260000.0,149214397135000.0,149155452132000.0,149153239221000.0,149142914341000.0,149323685572000.0,149140189732000.0,149343058565000.0,149055206590000.0
2022.0,148749539247000.0,148984980489000.0,148509234933000.0,148740723140000.0,148568711378000.0,148384510246000.0,148655950728000.0,148527909483000.0,148612087435000.0,148773777594000.0,148737572083000.0,148746885793000.0,148702946045000.0,148598946829000.0,148648323208000.0,149035164078000.0,148701911194000.0
2023.0,148424095066000.0,148659580547000.0,147906630748000.0,148250804305000.0,147999031437000.0,147667551070000.0,148091130813000.0,148013443982000.0,148308454852000.0,148313686874000.0,148239733030000.0,148341004644000.0,148167065171000.0,148050420748000.0,148126950378000.0,148783923751000.0,148307812029000.0
2024.0,147844102820000.0,148271230997000.0,147239193806000.0,147750203063000.0,147523734871000.0,146944102202000.0,147471938677000.0,147598357187000.0,147778430177000.0,147731826359000.0,147816643618000.0,147840771013000.0,147635111821000.0,147618378380000.0,147672157338000.0,148353411885000.0,147973733473000.0
2025.0,147266278368000.0,147795976412000.0,146642984771000.0,147025040160000.0,146678517340000.0,146295659404000.0,147005360919000.0,147093837031000.0,147301424977000.0,147167189537000.0,147408917366000.0,147269963057000.0,146897180348000.0,147400727898000.0,147206902690000.0,147839929940000.0,147532017318000.0
2026.0,146457173601000.0,147351141234000.0,146059526001000.0,146356605644000.0,146111956894000.0,145516503989000.0,146343716775000.0,146523671597000.0,146800945767000.0,146762918751000.0,146702112377000.0,146890368673000.0,146009411186000.0,146964681195000.0,146728503491000.0,147506353232000.0,147103500012000.0
2027.0,145782482130000.0,146996359184000.0,145426147640000.0,145899231484000.0,145371117541000.0,144624107269000.0,145611610871000.0,145982306668000.0,146360358470000.0,146249332208000.0,146158998614000.0,146404203847000.0,145162861774000.0,146481623812000.0,146214143270000.0,146983063358000.0,146430097456000.0
2028.0,145115031881000.0,146585012861000.0,144886010027000.0,145257305558000.0,144776818436000.0,143747939436000.0,144805526273000.0,145155838120000.0,145839073220000.0,145756114715000.0,145568046575000.0,146032078776000.0,144453119146000.0,146061970115000.0,145491769158000.0,146367320529000.0,145884283590000.0
2029.0,144647482475000.0,146297227243000.0,144279782366000.0,144693239189000.0,144097129327000.0,142874443961000.0,144189682112000.0,144481872831000.0,145389728246000.0,145236928211000.0,145172496154000.0,145593758281000.0,143821488425000.0,145609087688000.0,144911183108000.0,145849753123000.0,145202128292000.0
2030.0,144176952524000.0,145817390235000.0,143517250130000.0,144247920594000.0,143536327121000.0,141941551985000.0,143530480706000.0,144008927879000.0,144842723996000.0,144711366650000.0,144583663899000.0,145089392064000.0,143082458381000.0,144996001207000.0,144277720904000.0,145364342258000.0,144738375204000.0
2031.0,143727429169000.0,145384607283000.0,142859273226000.0,143619650401000.0,142755014103000.0,141155923884000.0,142869951944000.0,143563285918000.0,144386609986000.0,144202924806000.0,143870634440000.0,144546416219000.0,142248031413000.0,144628326187000.0,143501322282000.0,144924369083000.0,144112947843000.0
2032.0,143028430547000.0,144768783781000.0,142266811347000.0,142987240697000.0,142034750433000.0,140430877251000.0,142151171799000.0,142940831200000.0,143818458993000.0,143609124624000.0,143146056785000.0,144025320425000.0,141522412200000.0,144113638559000.0,142838823128000.0,144448366142000.0,143708499444000.0
2033.0,142402200670000.0,144371489368000.0,141644752123000.0,142347405325000.0,141456815107000.0,139693599352000.0,141660722679000.0,142334268572000.0,143306532001000.0,143055092102000.0,142381850483000.0,143169317817000.0,140412315421000.0,143668251305000.0,142335897703000.0,143866788561000.0,143187847119000.0
2034.0,141750052160000.0,143840521556000.0,140753199895000.0,141604765931000.0,140781277192000.0,138722124689000.0,140940693111000.0,141791689306000.0,142767592678000.0,142450508457000.0,141770719916000.0,142688806533000.0,139499415075000.0,143074575926000.0,141733744463000.0,143290771890000.0,142728834113000.0
2035.0,141127713007000.0,143479744328000.0,139982892595000.0,140840343238000.0,139792204306000.0,137861470972000.0,140307260868000.0,141112561765000.0,142524165699000.0,141846898117000.0,141032002724000.0,142169230730000.0,138585261786000.0,142247873022000.0,141208789838000.0,142895778191000.0,142302405716000.0
2036.0,140246981737000.0,143073290245000.0,139126919803000.0,140044976012000.0,139012337114000.0,137122714947000.0,139706587778000.0,140395962485000.0,142084089957000.0,141391678870000.0,140193288495000.0,141593329655000.0,137747108525000.0,141712490255000.0,140505690242000.0,142581577896000.0,141880702963000.0
2037.0,139270532429000.0,142804551842000.0,138386709324000.0,139536185138000.0,138421980556000.0,136395575610000.0,139030543552000.0,139873134531000.0,141643757928000.0,140835902852000.0,139540460490000.0,141015876398000.0,136748066140000.0,141303866284000.0,139991004142000.0,142218037285000.0,141390811902000.0
2038.0,138627124866000.0,142460164588000.0,137727797080000.0,138866007054000.0,137589538849000.0,135467502035000.0,138355097868000.0,139302612638000.0,141070088322000.0,140365376459000.0,138806838617000.0,140587312558000.0,135851513068000.0,140780462208000.0,139263382051000.0,141898214714000.0,140673705277000.0
2039.0,137844727633000.0,142096425982000.0,136792800727000.0,138126534590000.0,136965319790000.0,134514861383000.0,137859162540000.0,138828789941000.0,140437254427000.0,139707413528000.0,138268856254000.0,139961427701000.0,135016923381000.0,140068716277000.0,138442489351000.0,141548618940000.0,140092772005000.0
2040.0,137112664588000.0,141741443773000.0,135992507263000.0,137296222719000.0,136254927859000.0,133712837404000.0,137278375662000.0,138350527866000.0,140000397817000.0,139118652088000.0,137583272366000.0,139330642141000.0,134161709867000.0,139370741360000.0,137712727108000.0,141179399904000.0,139669686658000.0
2041.0,136206603973000.0,141173556647000.0,135270435139000.0,136669868757000.0,135454788605000.0,132777650199000.0,136785767723000.0,137764992683000.0,139430762709000.0,138704052144000.0,136973696905000.0,138966690950000.0,133223759232000.0,138896752781000.0,136863520373000.0,140708131122000.0,139019155254000.0
2042.0,135515151654000.0,140764097881000.0,134363386877000.0,135949587608000.0,134796481312000.0,131858514916000.0,136240240276000.0,137251407101000.0,139053987955000.0,138132583853000.0,136331505747000.0,138494704161000.0,132286683043000.0,138473703382000.0,136104512158000.0,140173770215000.0,138409584521000.0
2043.0,134639452214000.0,140275424133000.0,133574550664000.0,135096450926000.0,134117491398000.0,131158883332000.0,135563093050000.0,136782682377000.0,138570760086000.0,137738042763000.0,135574020628000.0,137908980741000.0,131357555118000.0,138056700352000.0,135370173803000.0,139717966205000.0,137669181578000.0
2044.0,133991598186000.0,139884692704000.0,132687721767000.0,134343840887000.0,133430399132000.0,130260745462000.0,135045040255000.0,135984597033000.0,138167235125000.0,137210871053000.0,134931092268000.0,137305230896000.0,130469764466000.0,137575646436000.0,134427028238000.0,139250678392000.0,136980100295000.0
2045.0,133303250587000.0,139335988563000.0,132115064380000.0,133557416120000.0,132784242567000.0,129515897109000.0,134474017807000.0,135337432443000.0,137709119347000.0,136695648437000.0,134397486580000.0,136678503813000.0,129477516315000.0,137147454847000.0,133740721667000.0,138823111075000.0,136326281221000.0
2046.0,132399921545000.0,138811730997000.0,131131613843000.0,132878148506000.0,132016488352000.0,128553149521000.0,133895030247000.0,134832620683000.0,137127121584000.0,136172325965000.0,133812194712000.0,136067920683000.0,128591430883000.0,136655651616000.0,132876965588000.0,138448100832000.0,135751065343000.0
2047.0,131541875145000.0,138303861436000.0,130390096473000.0,132240284620000.0,131284731967000.0,127418612728000.0,133238745692000.0,134168126177000.0,136661422843000.0,135680610193000.0,133256482797000.0,135556043572000.0,127762372285000.0,136179168794000.0,132128363278000.0,138020668531000.0,135250634340000.0
2048.0,130818231395000.0,137755723244000.0,129614582767000.0,131439993319000.0,130612645318000.0,126194060592000.0,132640363699000.0,133584538222000.0,136193167170000.0,135224759938000.0,132438421578000.0,134932757003000.0,126667867940000.0,135798481999000.0,131183232389000.0,137579973335000.0,134668828100000.0
2049.0,130063771270000.0,137317374135000.0,128692546992000.0,130564303833000.0,129923584138000.0,125432335213000.0,132036519863000.0,133034589994000.0,135553371665000.0,134837242078000.0,131521265721000.0,134359942254000.0,125870941443000.0,135494320852000.0,130356547459000.0,137244782511000.0,134030470642000.0
2050.0,129333722994000.0,136986502392000.0,127611755268000.0,129720477802000.0,129306311514000.0,124550679825000.0,131288808451000.0,132630488672000.0,135123430682000.0,134298070717000.0,130714178278000.0,133927890631000.0,125090079397000.0,135111787556000.0,129357640517000.0,136949777845000.0,133410475695000.0
2051.0,128648893907000.0,136691901964000.0,126708654651000.0,129018167100000.0,128720642328000.0,123659165698000.0,130564177632000.0,131899041955000.0,134584369890000.0,133840299786000.0,129891023446000.0,133456672790000.0,123960071473000.0,134609202108000.0,128595055614000.0,136323158173000.0,132708951994000.0
2052.0,127899124471000.0,136444051854000.0,125618973275000.0,128332639670000.0,127994551246000.0,123037423552000.0,129837666508000.0,131364218267000.0,134168476336000.0,133368716129000.0,129154858615000.0,133007878902000.0,123143009734000.0,134163074279000.0,127729544656000.0,135952527051000.0,132146193727000.0
2053.0,127068658219000.0,136056528769000.0,124781528662000.0,127743512878000.0,127344542329000.0,122166021889000.0,129276075095000.0,130871985826000.0,133705612678000.0,132914068046000.0,128442089226000.0,132663896634000.0,122251013677000.0,133623120460000.0,126725287557000.0,135520290946000.0,131641792752000.0
2054.0,126343055893000.0,135629276394000.0,123850208748000.0,127113408039000.0,126597195467000.0,121154418127000.0,128633414976000.0,130524214113000.0,133138764951000.0,132483545820000.0,127546401784000.0,132077909090000.0,121408408791000.0,133021360143000.0,125933951866000.0,135094430814000.0,131214318151000.0
2055.0,125592774421000.0,135419054073000.0,122985562659000.0,126599106762000.0,125924328276000.0,120386403323000.0,127923638893000.0,130049820858000.0,132678702432000.0,132080208491000.0,126936389360000.0,131400128162000.0,120507364550000.0,132655549521000.0,125046926685000.0,134728530785000.0,130661542182000.0
2056.0,124655196791000.0,135146712787000.0,121981771472000.0,125903623200000.0,125186967831000.0,119844262894000.0,127286812013000.0,129568360731000.0,132200249967000.0,131693632535000.0,126281481548000.0,130879626586000.0,119684995953000.0,132217240252000.0,124337420147000.0,134420517410000.0,130164173477000.0
2057.0,123850780012000.0,134677976395000.0,121245493867000.0,125152680481000.0,124515565562000.0,118945876864000.0,126673372948000.0,128933249045000.0,131781092718000.0,131243198916000.0,125582260667000.0,130299072768000.0,118686770695000.0,131573486067000.0,123568396842000.0,134101542098000.0,129555472238000.0
2058.0,123184677834000.0,134242729308000.0,120599602074000.0,124437717375000.0,123717864781000.0,118056291718000.0,125905736352000.0,128383489380000.0,131405288746000.0,130661778632000.0,124889334902000.0,129594985957000.0,117751351236000.0,130977941098000.0,122840884976000.0,133676710752000.0,129002410624000.0
2059.0,122265583674000.0,133877995666000.0,119607754889000.0,123713100487000.0,123155295198000.0,117335722740000.0,124959511257000.0,127718637165000.0,130871725212000.0,130191907854000.0,124180566254000.0,129063609380000.0,116818200970000.0,130423414073000.0,122075879254000.0,133201570723000.0,128305241757000.0
2060.0,121612255708000.0,133390257317000.0,118803938232000.0,122739428949000.0,122618057898000.0,116774350119000.0,124206706664000.0,127187233886000.0,130385378932000.0,129789658113000.0,123611420390000.0,128547690908000.0,115693125076000.0,130120063283000.0,121398118240000.0,132749850714000.0,127804557795000.0
2061.0,120803465782000.0,132948797435000.0,117684429378000.0,122011874892000.0,121923534940000.0,116113933068000.0,123305580453000.0,126832332410000.0,129899333958000.0,129438265475000.0,122996227961000.0,127783702504000.0,114911684748000.0,129524112007000.0,120618076921000.0,132160925263000.0,127299319088000.0
2062.0,120119445535000.0,132594721155000.0,116809806445000.0,121216129272000.0,121398753564000.0,115448424772000.0,122549676448000.0,126560231792000.0,129523954957000.0,129132608786000.0,122046120025000.0,127245667575000.0,114082835791000.0,128911760402000.0,119866141010000.0,131689200447000.0,126791645651000.0
2063.0,119366747380000.0,132125538823000.0,116112795756000.0,120573841085000.0,120802342341000.0,114666598592000.0,121712846039000.0,125969531863000.0,129144712262000.0,128535311335000.0,121216984297000.0,126714164607000.0,113309624990000.0,128413528323000.0,119124487091000.0,131131994531000.0,126224855878000.0
2064.0,118793163597000.0,131751852019000.0,115227174499000.0,119643060631000.0,120230240117000.0,113938653724000.0,120998812417000.0,125267081101000.0,128712290566000.0,128059606128000.0,120368699576000.0,125995498132000.0,112561963472000.0,128022064648000.0,118469381571000.0,130661343280000.0,125656732032000.0
2065.0,118181350691000.0,131289662608000.0,114436390010000.0,118892642363000.0,119501388731000.0,113125422387000.0,120380688660000.0,124651797364000.0,128296711142000.0,127739611627000.0,119689417201000.0,125646816323000.0,111944752285000.0,127550475539000.0,117884755395000.0,130225587129000.0,125032786703000.0
2066.0,117123079563000.0,130817107337000.0,113552800919000.0,118088618201000.0,118792472907000.0,112503703062000.0,119650391946000.0,124178188519000.0,127828558820000.0,127418760016000.0,118934915274000.0,125125410201000.0,111029097199000.0,127081290690000.0,117170625419000.0,129712167862000.0,124473334328000.0
2067.0,116269200259000.0,130623684570000.0,112850366787000.0,117304848006000.0,118214724875000.0,111695303877000.0,118992782278000.0,123564511615000.0,127351841668000.0,127072674205000.0,118298920204000.0,124556784611000.0,110302407164000.0,126714872413000.0,116316549023000.0,129468799479000.0,123983377224000.0
2068.0,115554926314000.0,130144672756000.0,112053563008000.0,116627726333000.0,117584278552000.0,110681537950000.0,118023646603000.0,123017991074000.0,126992857024000.0,126640396528000.0,117594042775000.0,123956527578000.0,109586068596000.0,126206659890000.0,115504168693000.0,129034569075000.0,123523526779000.0
2069.0,114783350080000.0,129782543930000.0,111227441232000.0,116019368707000.0,116873576414000.0,109960615690000.0,117115554903000.0,122385007351000.0,126558576457000.0,126100121370000.0,116887023112000.0,123458724024000.0,108755147718000.0,125805768219000.0,114837270162000.0,128649841574000.0,122890708812000.0
2070.0,113822528184000.0,129427215978000.0,110469572274000.0,115414076116000.0,116152212408000.0,109204010171000.0,116420775407000.0,121804526677000.0,125997126476000.0,125710856790000.0,116189230159000.0,123026215299000.0,108051934971000.0,125322707573000.0,114101715029000.0,128277409891000.0,122365665019000.0
2071.0,113182323611000.0,129136779946000.0,109905347223000.0,114675761081000.0,115541484935000.0,108352026309000.0,115714599286000.0,121176008931000.0,125642709599000.0,125200394086000.0,115577371556000.0,122522187828000.0,107384762040000.0,124971766797000.0,113564388318000.0,127923724839000.0,121840292406000.0
2072.0,112625028113000.0,128752351480000.0,109071063304000.0,113840990772000.0,115028511946000.0,107464156175000.0,114889253272000.0,120409723165000.0,125260320579000.0,124808276778000.0,114942395203000.0,122134707857000.0,106606042254000.0,124532386155000.0,112804706627000.0,127537414584000.0,121261826949000.0
2073.0,111809995481000.0,128383459788000.0,108416355458000.0,113201049429000.0,114410396852000.0,106662790621000.0,114137424080000.0,119784705401000.0,124750803358000.0,124389053697000.0,114167040224000.0,121621565859000.0,105825385428000.0,124109911164000.0,112147375690000.0,127149051831000.0,120802467746000.0
2074.0,110969699653000.0,128024334747000.0,107709596136000.0,112603081290000.0,113907036359000.0,105938804604000.0,113339471287000.0,119097699904000.0,124226175116000.0,123985268127000.0,113492668264000.0,121202938583000.0,105027038895000.0,123820722190000.0,111636396093000.0,126699652969000.0,120284808925000.0
2075.0,110422806928000.0,127603054688000.0,107020062003000.0,111989688228000.0,113472905346000.0,105092625114000.0,112759875385000.0,118519894739000.0,123779723771000.0,123608258941000.0,113007161447000.0,120943377424000.0,104230424305000.0,123467706372000.0,110937985236000.0,126357552090000.0,119816414963000.0
2076.0,109813139704000.0,127286661621000.0,106074889358000.0,111351758205000.0,113127663130000.0,104412162614000.0,112188723729000.0,117954449773000.0,123311233065000.0,123147365961000.0,112421109350000.0,120712238956000.0,103341573706000.0,123091292737000.0,110510773379000.0,126022279125000.0,119390162457000.0
2077.0,109072399387000.0,126891364895000.0,105350974739000.0,110669432420000.0,112633695837000.0,103433488017000.0,111538552291000.0,117282725163000.0,122929349034000.0,122657284983000.0,111734294656000.0,120407577911000.0,102645449666000.0,122828068805000.0,109992252706000.0,125798213916000.0,118885776129000.0
2078.0,108302033352000.0,126385585037000.0,104734948478000.0,110006418162000.0,112104330965000.0,102592823045000.0,110747527202000.0,116833775806000.0,122596652985000.0,122264291523000.0,111143522115000.0,119905350977000.0,101886802115000.0,122529410778000.0,109270109407000.0,125462008172000.0,118339499283000.0
2079.0,107521198661000.0,126090699440000.0,104158030684000.0,109370857969000.0,111477846874000.0,101792355167000.0,110109971458000.0,116181583119000.0,122270960880000.0,121906792096000.0,110467983576000.0,119466554745000.0,101138908985000.0,122043132985000.0,108571987116000.0,124989994443000.0,117846047927000.0
2080.0,106785934121000.0,125741081978000.0,103498725775000.0,108699618352000.0,110953633181000.0,100997193166000.0,109417902290000.0,115658242568000.0,121901234395000.0,121550802172000.0,109886079489000.0,119005388930000.0,100395679851000.0,121698478631000.0,107853400178000.0,124502735009000.0,117311885430000.0
2081.0,105971331594000.0,125346688336000.0,102855916284000.0,107888099578000.0,110376140183000.0,100073369268000.0,108625278721000.0,115047546045000.0,121567461213000.0,121260389213000.0,109349828473000.0,118670951303000.0,99650495812000.0,121217176298000.0,107129340774000.0,123969099636000.0,116841321932000.0
2082.0,105414751563000.0,125173592094000.0,102132941486000.0,107115440707000.0,109907953862000.0,99317006677000.0,107837981984000.0,114518084316000.0,121195861548000.0,120829938183000.0,108825466964000.0,118280594935000.0,98957219543000.0,120710540051000.0,106642881126000.0,123684716861000.0,116455754051000.0
2083.0,104822850426000.0,124844949061000.0,101606924808000.0,106365258141000.0,109404716400000.0,98769954161000.0,107239427432000.0,114141730131000.0,120890197155000.0,120452606157000.0,108356159335000.0,117877383878000.0,98279294593000.0,120175292493000.0,106076286327000.0,123256744124000.0,115972141834000.0
2084.0,104083936941000.0,124552951942000.0,100906877462000.0,105668004730000.0,108943668639000.0,97976950770000.0,106520142016000.0,113692064780000.0,120524263657000.0,120132281822000.0,107875276944000.0,117495826730000.0,97640510820000.0,119772999421000.0,105457184990000.0,122829785839000.0,115500245065000.0
2085.0,103165334967000.0,124177493109000.0,100289560871000.0,105024222742000.0,108394764820000.0,97352037797000.0,105943641116000.0,113288189327000.0,120092806602000.0,119835832624000.0,107366807838000.0,117045497668000.0,96969451714000.0,119407405863000.0,104824847586000.0,122373371782000.0,115036925196000.0
2086.0,102600045527000.0,123817148355000.0,99733139973000.0,104499090093000.0,107981332617000.0,96570131921000.0,105188804087000.0,112725727404000.0,119691151041000.0,119411118168000.0,106801715273000.0,116646813926000.0,96280037034000.0,118992746194000.0,104168549090000.0,121982801392000.0,114557413992000.0
2087.0,101687480425000.0,123495770073000.0,99054408133000.0,103921573799000.0,107299369268000.0,95909898405000.0,104403751286000.0,112150098046000.0,119309590496000.0,119043381674000.0,106212489839000.0,116252572714000.0,95443688458000.0,118593533179000.0,103530842065000.0,121642166428000.0,114080932707000.0
2088.0,100971143008000.0,123088919075000.0,98142113675000.0,103356464586000.0,106748442107000.0,95163598941000.0,103633007391000.0,111532127432000.0,118971959216000.0,118738567313000.0,105639199238000.0,115871022457000.0,94672613376000.0,118217146750000.0,102727153611000.0,121276417519000.0,113721304750000.0
2089.0,100240148779000.0,122789384993000.0,97579846015000.0,102763476937000.0,106193832858000.0,94484386032000.0,102658887085000.0,111009178995000.0,118608564497000.0,118496017115000.0,105103755822000.0,115423880570000.0,94084396336000.0,117892488635000.0,102065373923000.0,120754478064000.0,113333041864000.0
2090.0,99523413498000.0,122496284002000.0,96855342166000.0,102165158494000.0,105576427394000.0,93885210460000.0,101936233693000.0,110572798466000.0,118267401396000.0,118201911191000.0,104495000813000.0,115005673155000.0,93572108948000.0,117530704778000.0,101465424388000.0,120400294245000.0,112967622168000.0
2091.0,98862385678000.0,122076658250000.0,96261394203000.0,101660331580000.0,105113040901000.0,93321349347000.0,101129936552000.0,110237168965000.0,117904053031000.0,117889211765000.0,104054019011000.0,114582244964000.0,92930704669000.0,117074255540000.0,100742573995000.0,120091255993000.0,112488531674000.0
2092.0,98018561091000.0,121816056138000.0,95383844669000.0,101077712378000.0,104726472432000.0,92710670492000.0,100428187321000.0,109761091835000.0,117580358606000.0,117524558928000.0,103620117945000.0,114174467429000.0,92385170114000.0,116649817294000.0,100021909728000.0,119667049525000.0,111987993119000.0
2093.0,97361808851000.0,121451420624000.0,94613763287000.0,100492107866000.0,104202769766000.0,92185359073000.0,99795345713000.0,109233690307000.0,117256502393000.0,117345943293000.0,103172684014000.0,113726839627000.0,91915885964000.0,116321994209000.0,99283138230000.0,119277701708000.0,111639400309000.0
2094.0,96610505881000.0,121199172901000.0,93720595343000.0,100051257175000.0,103717611963000.0,91620115132000.0,99145017568000.0,108754237431000.0,116941811669000.0,117082679641000.0,102721821479000.0,113482247377000.0,91468581887000.0,115985269763000.0,98509013261000.0,119054611291000.0,111274781303000.0
2095.0,95737615041000.0,120871814616000.0,92763416631000.0,99535981204000.0,103340315782000.0,91026848324000.0,98473343875000.0,108304736256000.0,116665936453000.0,116809958474000.0,102330525305000.0,113066619454000.0,90934822901000.0,115469493335000.0,97698339778000.0,118720481376000.0,110773204697000.0
