time,IPSL-CM6A-LR,CESM2,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,CMCC-CM2-SR5,GFDL-ESM4,ACCESS-CM2
2086.0,76999004937660.0,71924296954100.0,81838032273700.0,60030696980300.0,64243020872900.0,101126971514000.0,106322073268700.0,90811122083600.0,114691726276000.0,48062821919340.0,72104846593500.0,108570272751000.0,98600446087900.0,92801659448400.0,83609266805000.0,69477174451100.0,73849941204900.0,102297989697000.0,79266011814200.0
2087.0,75403789715000.0,70037862639800.0,80678516561000.0,58005393274600.0,62219987285000.0,100230611844200.0,105687894259900.0,89495806018140.0,113883263246000.0,46287919323420.0,70375298298900.0,107918710203700.0,97469198442800.0,91555315633900.0,82370117038300.0,67859385529000.0,72279688566200.0,101339706779500.0,77727547916300.0
2088.0,74002650716200.0,68306880207600.0,79411368811100.0,56153493588800.0,60303234350800.0,99295166123200.0,104838043197000.0,87928404615600.0,113064836246300.0,44702773520780.0,68568609297300.0,106961690295000.0,96381573558500.0,90381035331300.0,81017062190100.0,66467518072600.0,70518572339800.0,100275331988000.0,76175180086800.0
2089.0,72606640665460.0,66860284108900.0,78171876537400.0,54415923304260.0,58314313538300.0,98397893687800.0,104059469239700.0,86422311835160.0,112368395171300.0,43053043436080.0,66856678136300.0,106092594635100.0,95137497200500.0,89042675536300.0,79586181394750.0,65070863923200.0,68780775724950.0,99380644863100.0,74790729295900.0
2090.0,71043890083100.0,65184270861700.0,76783010315100.0,52680043019800.0,56471646954800.0,97613160839900.0,103230480054600.0,85179593736460.0,111710832411600.0,41620180588480.0,65163772499500.0,105346822501400.0,93976769194500.0,87948165790100.0,78168473222600.0,63727213198000.0,66982103201200.0,98189974813800.0,73282831994500.0
2091.0,69506193287360.0,63391034160000.0,75312487114300.0,50653295917700.0,54601952104200.0,96821107658000.0,102440405211500.0,83788173815670.0,111003521241600.0,40026046411940.0,63635611366500.0,104596794665300.0,92693399734000.0,86689042878400.0,77162991108550.0,62266362614300.0,65378645713940.0,97128082603100.0,71800356734200.0
2092.0,67801113694900.0,61707493619530.0,73852716165800.0,48783382195000.0,52459019299100.0,96023905947900.0,101723736153900.0,82286193685140.0,110328676902300.0,38548470001500.0,61790468480300.0,103719422561800.0,91530739332800.0,85308965768800.0,75854587519940.0,60730161146690.0,63720634585400.0,96128579745100.0,70336751136600.0
2093.0,66292045800330.0,59772058640760.0,72374511749000.0,47078731135200.0,50657582327550.0,95059322140600.0,101004601760000.0,81014046640000.0,109735528275300.0,37152731958080.0,60101002430700.0,102898637981900.0,90369397751340.0,84027672935000.0,74686261767360.0,59219593061760.0,62095750379800.0,94969241382800.0,68947691012840.0
2094.0,64928735998410.0,57853435885670.0,70946028997300.0,45399525054500.0,48868561192840.0,94070828836200.0,100158447566100.0,79655112229500.0,109182295156400.0,35786584071500.0,58157866023600.0,102077371356000.0,89210879257000.0,82809557949200.0,73699385182340.0,57691140865460.0,60481716870300.0,93833098805900.0,67482317906200.0
2095.0,63534332798400.0,56050740627010.0,69494612029300.0,43554332622100.0,47066171600840.0,93157943734800.0,99409518263400.0,78365008881060.0,108548793652100.0,34478759318900.0,56399103127650.0,101202956845600.0,87954768396600.0,81591526862500.0,72712384199000.0,56177860433900.0,58911231460080.0,92774903841400.0,65964064851530.0
2096.0,62194830712790.0,54284650139300.0,68071837874800.0,41850713193900.0,45240164321100.0,92186336412700.0,98604326704900.0,77147429742200.0,107952389062100.0,33198969096540.0,54593448874200.0,100341273998300.0,86791321382540.0,80228691295600.0,71697186241600.0,54553659700090.0,57382832215400.0,91787934727900.0,64390767406100.0
2097.0,60791872728240.0,52503123958700.0,66649523246400.0,40207384867200.0,43553391451550.0,91320468744300.0,97677504976800.0,75565805063600.0,107320776349700.0,31772581731810.0,53008947945100.0,99382756897100.0,85583491276440.0,79065480587700.0,70468312959800.0,53075989531600.0,55795441134510.0,90671969966400.0,62956538227140.0
2098.0,59488724793060.0,50732757962310.0,65127305461300.0,38734505309600.0,41717631236700.0,90464001736400.0,96944156180960.0,73996221062600.0,106549897436100.0,30513188177920.0,51354687805570.0,98559446989700.0,84213884666900.0,77874606267800.0,69319520017800.0,51687738588340.0,54304099119160.0,89625707095700.0,61631454908400.0
2099.0,58151970355910.0,49137255772800.0,63804120069400.0,37233472384850.0,40121861245240.0,89625535970540.0,96131460249000.0,72712519143200.0,105778083137600.0,29254755635870.0,49779976709260.0,97746764669400.0,82798977340070.0,76642691323400.0,68156389564900.0,50247268144880.0,52695037212500.0,88620776194100.0,59986417832420.0
2100.0,56749715396220.0,47386923283180.0,62587493842800.0,35620562524500.0,38462138240700.0,88719795830100.0,95271090595600.0,71296229122000.0,105213212421400.0,27849394483980.0,48108264374770.0,96745431354000.0,81505202991730.0,75560817310900.0,66818392486820.0,48877859665190.0,51350460113360.0,87378292876000.0,58529026801510.0
