time,IPSL-CM6A-LR,CESM2,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,CMCC-CM2-SR5,GFDL-ESM4,ACCESS-CM2
2010.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0
2011.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0
2012.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0
2013.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0
2014.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0
2015.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0
2016.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0
2017.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0
2018.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0
2019.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0
2020.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0
2021.0,149223326891000.0,149137354630000.0,149237320981000.0,149257668493000.0,149196441225000.0,149256778484000.0,149305191921000.0,149273921927000.0,149265628793000.0,149123471808000.0,149200543066000.0,149273859003000.0,149243348260000.0,149337496660000.0,149181248964000.0,149135996427000.0,149456388147000.0,149333397714000.0,149150291057000.0
2022.0,148481893721000.0,148689159571000.0,148868626728000.0,148803391147000.0,148696878895000.0,148769789330000.0,148916735380000.0,148847556364000.0,148866372832000.0,148363357960000.0,148543727761000.0,148981201807000.0,148966298691000.0,148872330503000.0,148605400308000.0,148544635230000.0,148971101850000.0,149112232918000.0,148500810848000.0
2023.0,147923686588000.0,148233009031000.0,148120174814000.0,148356575855000.0,148112679363000.0,148393470006000.0,148464605378000.0,148240518990000.0,148592281320000.0,147734791466000.0,147938409899000.0,148544333388000.0,148496268776000.0,148519377846000.0,147908207354000.0,147907555302000.0,148550247431000.0,148630733853000.0,148059600221000.0
2024.0,147511480725000.0,147560967132000.0,147498173125000.0,147719801886000.0,147458391783000.0,147924148386000.0,148005548645000.0,147794055079000.0,148252259273000.0,147003258406000.0,147417122196000.0,148095269278000.0,148115490886000.0,147848199980000.0,147489613500000.0,147194521624000.0,148131608830000.0,148002973707000.0,147370461124000.0
2025.0,146884893000000.0,147069437619000.0,146922293034000.0,147035441050000.0,146711264612000.0,147472814218000.0,147548458743000.0,147205485258000.0,147735673696000.0,146223101609000.0,146749092897000.0,147639782695000.0,147601130864000.0,147184209764000.0,146921443869000.0,146354419581000.0,147843442243000.0,147493530647000.0,146764926755000.0
2026.0,146078335470000.0,146473651655000.0,146338711393000.0,146391536343000.0,146032610578000.0,147046138533000.0,147068630162000.0,146691835834000.0,147200825811000.0,145516620700000.0,146072540270000.0,147334483645000.0,146890807172000.0,146764693832000.0,146206877498000.0,145786985134000.0,147638160209000.0,146988688707000.0,146388692902000.0
2027.0,145638668540000.0,145866367813000.0,145793103131000.0,145652766707000.0,145473575418000.0,146388336595000.0,146546904930000.0,146142387801000.0,146843269107000.0,144725848338000.0,145390219169000.0,146892371300000.0,146351512703000.0,146274925037000.0,145608925686000.0,145184466386000.0,146946241099000.0,146541645163000.0,145753067065000.0
2028.0,145037333782000.0,145272503703000.0,145099900007000.0,145058042081000.0,144757668727000.0,145882445244000.0,145952257252000.0,145638961804000.0,146408187197000.0,143887979473000.0,144771686070000.0,146494818720000.0,145850918434000.0,145592541568000.0,144902242896000.0,144372720660000.0,146274432467000.0,146097976235000.0,145106854628000.0
2029.0,144472963152000.0,144756655047000.0,144558444343000.0,144207117978000.0,143872996185000.0,145354663048000.0,145509575890000.0,145192435260000.0,145835426070000.0,142952239758000.0,144181603429000.0,146193519547000.0,145418351406000.0,144846961545000.0,144258648732000.0,143473972814000.0,145686058135000.0,145576061352000.0,144320030034000.0
2030.0,143790641849000.0,144075558459000.0,144061464146000.0,143126451360000.0,143217411798000.0,144791616851000.0,144951214160000.0,144618920800000.0,145345243553000.0,141859658549000.0,143735534598000.0,145799179589000.0,144878880146000.0,144318361045000.0,143462425426000.0,142894059450000.0,145072995487000.0,144865569639000.0,143624441579000.0
2031.0,142951787820000.0,143486931177000.0,143261834196000.0,142197322771000.0,142568251283000.0,144263081567000.0,144382640701000.0,143983864532000.0,144882667216000.0,140813150619000.0,143294175322000.0,145335901810000.0,144385142743000.0,143687790126000.0,142782340110000.0,142016096933000.0,144565702747000.0,144250062470000.0,142956768613000.0
2032.0,142160883538000.0,142900673423000.0,142554055057000.0,141400027124000.0,141913318386000.0,143776335099000.0,143771534945000.0,143343002889000.0,144405788575000.0,139835973766000.0,142773075119000.0,144877080567000.0,143739811368000.0,142900319350000.0,142070617738000.0,141088200149000.0,143903707541000.0,143549934064000.0,142230118295000.0
2033.0,141454058537000.0,142108665686000.0,141905367402000.0,140332629277000.0,141041638275000.0,143211345610000.0,143325956699000.0,142799132813000.0,143770594004000.0,138856668947000.0,142111761881000.0,144324208652000.0,143338908610000.0,142172949718000.0,141352711219000.0,140255148372000.0,143220770187000.0,143011551068000.0,141618187218000.0
2034.0,140838882273000.0,141404627929000.0,141174326117000.0,139304363246000.0,140351585867000.0,142611970573000.0,142840835430000.0,142061494534000.0,143332328530000.0,137525410985000.0,141437299484000.0,143861200020000.0,142862048888000.0,141510873574000.0,140503535966000.0,139342461505000.0,142560517344000.0,142380666016000.0,140788087501000.0
2035.0,140309673971000.0,140684938009000.0,140474459495000.0,138234552872000.0,139557285562000.0,142025702473000.0,142393256528000.0,141460959733000.0,142659932186000.0,136341693326000.0,140760277066000.0,143445356534000.0,142400725827000.0,140927854494000.0,139812028132000.0,138431884505000.0,141719304479000.0,141926864583000.0,140022920763000.0
2036.0,139725346343000.0,139936552175000.0,139760470960000.0,137066356370000.0,138892186767000.0,141388707696000.0,141773210127000.0,141068322492000.0,142081986167000.0,135250015489000.0,140119254079000.0,142997314326000.0,141723193687000.0,140226828495000.0,139063738620000.0,137467297131000.0,140945637704000.0,141515426779000.0,139263239804000.0
2037.0,139057073570000.0,139233554389000.0,138944957773000.0,135929966244000.0,138144192769000.0,140649965153000.0,141166150185000.0,140451175537000.0,141666119672000.0,134050847076000.0,139402418297000.0,142462304058000.0,141150482001000.0,139635348581000.0,138320742394000.0,136615710092000.0,140193948199000.0,141062439478000.0,138465679789000.0
2038.0,138274457756000.0,138581323413000.0,138080604135000.0,134857462525000.0,137356903777000.0,140104935370000.0,140560775493000.0,139916684309000.0,141061165040000.0,132800693985000.0,138364125393000.0,141865161653000.0,140640822213000.0,139086934129000.0,137573230937000.0,135642488933000.0,139209182296000.0,140524574573000.0,137627566588000.0
2039.0,137566391850000.0,137714450702000.0,137142515897000.0,133918618485000.0,136270474153000.0,139462090838000.0,140002534382000.0,139312468833000.0,140536485879000.0,131656998302000.0,137522290039000.0,141315399362000.0,140077066942000.0,138477067966000.0,136878018262000.0,134643588367000.0,138204948764000.0,139876674668000.0,136854860647000.0
2040.0,136791250720000.0,136686307061000.0,136368193965000.0,132717927552000.0,135285707070000.0,138856257711000.0,139469832793000.0,138661524811000.0,140114720005000.0,130245880511000.0,136658042704000.0,140773779226000.0,139554588474000.0,138043068569000.0,135990678318000.0,133758345194000.0,137454764410000.0,139229125117000.0,136091769229000.0
2041.0,136015289458000.0,135825293371000.0,135337728820000.0,131508082609000.0,134354697671000.0,138145911807000.0,138854365906000.0,137963536328000.0,139716536074000.0,128798441612000.0,135942074387000.0,140272916320000.0,138843182279000.0,137595090898000.0,135210122619000.0,132729699784000.0,136738100974000.0,138633970345000.0,135444454474000.0
2042.0,135142004719000.0,134922607045000.0,134350763976000.0,130133291237000.0,133373061822000.0,137444469552000.0,138119864924000.0,137323704704000.0,139388796832000.0,127359402433000.0,135108244324000.0,139796502920000.0,138212817787000.0,136972612742000.0,134299337317000.0,131745397483000.0,135832213393000.0,137903938108000.0,134755274855000.0
2043.0,134291552000000.0,133804023507000.0,133461681870000.0,128826154639000.0,132530598575000.0,136714719162000.0,137557422731000.0,136844844187000.0,138891782272000.0,125863679155000.0,134145887002000.0,139220871105000.0,137490967912000.0,136299977349000.0,133228657292000.0,130617709163000.0,134757615071000.0,137328598059000.0,133761911598000.0
2044.0,133410086802000.0,132808541551000.0,132293565954000.0,127665876328000.0,131555857065000.0,135999123321000.0,136903187257000.0,136142934508000.0,138366481127000.0,124362929180000.0,133273442276000.0,138708474001000.0,136752737193000.0,135372129846000.0,132399197367000.0,129230600985000.0,133773450046000.0,136647414611000.0,132880154814000.0
2045.0,132453520581000.0,131776712001000.0,131216847011000.0,126394369439000.0,130392059338000.0,135380609456000.0,136316502284000.0,135359332682000.0,137944642186000.0,122974373490000.0,132357452321000.0,138187110901000.0,135853543840000.0,134703660559000.0,131769670370000.0,128092750415000.0,132884638532000.0,135922373160000.0,131969361172000.0
2046.0,131384769163000.0,130839844541000.0,130118886027000.0,124943654643000.0,129302087037000.0,134783256348000.0,135796681448000.0,134526586348000.0,137542620832000.0,121569496029000.0,131405610296000.0,137670505969000.0,135105789984000.0,133826880810000.0,130973277718000.0,126960489853000.0,131919469234000.0,135100378984000.0,131051201620000.0
2047.0,130270151132000.0,129935308755000.0,129023766338000.0,123302437323000.0,128139804163000.0,134105402116000.0,135193194879000.0,133512324457000.0,137062360213000.0,119877873202000.0,130485079973000.0,137166005968000.0,134411119468000.0,133144029614000.0,129818908762000.0,125718814430000.0,130922067406000.0,134508669123000.0,130055285034000.0
2048.0,129257483594000.0,128860333052000.0,127778338420000.0,121920077808000.0,126999226453000.0,133407947626000.0,134659668306000.0,132827030357000.0,136532266036000.0,118163222219000.0,129460067900000.0,136539248972000.0,133417666128000.0,132055828268000.0,128826801303000.0,124428665945000.0,129675383553000.0,133940908426000.0,129141808469000.0
2049.0,128016587273000.0,127892338670000.0,126758108751000.0,120524314423000.0,125746858700000.0,132759121522000.0,134028151742000.0,132178077359000.0,136041808854000.0,116381461816000.0,128279216043000.0,135897721579000.0,132635852119000.0,131389744551000.0,127964468578000.0,123162937426000.0,128436486261000.0,133383156840000.0,128139729008000.0
2050.0,126810944798000.0,126797565598000.0,125562553655000.0,119121309313000.0,124564551155000.0,131997223797000.0,133238045924000.0,131446153399000.0,135430654814000.0,114705481309000.0,127106249682000.0,135355131698000.0,131936776069000.0,130635166092000.0,126852061120000.0,121910473147000.0,127277003582000.0,132698912715000.0,127054649954000.0
2051.0,125647800130000.0,125455681556000.0,124288205288000.0,117593641028000.0,123256171516000.0,131292544833000.0,132575053238000.0,130705822480000.0,134889562075000.0,112949019693000.0,125925994444000.0,134520848069000.0,131045194625000.0,129825459626000.0,125751864294000.0,120564164769000.0,126335682032000.0,132064593942000.0,125951025002000.0
2052.0,124515274937000.0,124208119416000.0,123384785174000.0,116121370774000.0,121890188578000.0,130665809206000.0,131995678740000.0,129865179132000.0,134346926866000.0,111277534812000.0,124950426621000.0,133897652860000.0,130250683600000.0,129097880522000.0,124782577109000.0,119310401280000.0,125082524311000.0,131376115125000.0,125175245955000.0
2053.0,123414885606000.0,122833431229000.0,122256150023000.0,114684335193000.0,120524920913000.0,130005155671000.0,131319758027000.0,128761086926000.0,133899751425000.0,109455377659000.0,123933902516000.0,133260936217000.0,129394599067000.0,128268835927000.0,123669617008000.0,117971308556000.0,123958936397000.0,130599219029000.0,124195121396000.0
2054.0,122314557513000.0,121638732603000.0,121059618203000.0,113295494175000.0,118988476095000.0,129364734845000.0,130659587039000.0,127933316122000.0,133230944040000.0,107482248943000.0,122855954297000.0,132619004406000.0,128430339581000.0,127498911175000.0,122537280720000.0,116758656698000.0,122727204695000.0,129876092059000.0,123073422108000.0
2055.0,121187051631000.0,120458490232000.0,119816973373000.0,111619899819000.0,117583885292000.0,128755971942000.0,130011174769000.0,126908581746000.0,132667607518000.0,105625231950000.0,121468990224000.0,131985785843000.0,127654864926000.0,126713136387000.0,121518305897000.0,115498864858000.0,121517122302000.0,129047832372000.0,121975089177000.0
2056.0,119910923475000.0,119258375118000.0,118680737306000.0,110312189188000.0,116094023843000.0,127774748096000.0,129347368256000.0,125877441490000.0,132081798548000.0,103580988640000.0,120365314561000.0,131224273004000.0,126887604537000.0,125703352325000.0,120622031880000.0,114051607340000.0,120258038698000.0,128223876690000.0,120716343599000.0
2057.0,118572348928000.0,117869380191000.0,117688710601000.0,109027095445000.0,114744883959000.0,127037753021000.0,128610263130000.0,124917981547000.0,131663456860000.0,101734941188000.0,119134889024000.0,130585448657000.0,126098705781000.0,124867289803000.0,119609706854000.0,112704299978000.0,118904817592000.0,127373548973000.0,119447467721000.0
2058.0,117085379925000.0,116657004331700.0,116621967274000.0,107679738293000.0,113298559894000.0,126244209137000.0,127850960447000.0,123923701270000.0,131234019116000.0,99979468633000.0,117830642867000.0,129960675550000.0,125326017057000.0,124030257601000.0,118577542563000.0,111420021804000.0,117654527986000.0,126726124950000.0,118469604712000.0
2059.0,115872467370000.0,115253812863700.0,115616931127000.0,106174564893000.0,111861421653000.0,125429295963000.0,127186430190600.0,122900481371000.0,130646398707000.0,98079843591500.0,116412783152000.0,129230907265000.0,124387837544000.0,123019192709000.0,117314801981000.0,110101455088000.0,116344234197000.0,125884991683000.0,117268670866000.0
2060.0,114549413485000.0,113640275368000.0,114444732742000.0,104585909032300.0,110395568019000.0,124620858532000.0,126390130899500.0,121777171488700.0,130085559416000.0,96018696520000.0,115022591036000.0,128546137496000.0,123678259671000.0,122133473367000.0,116104181258000.0,108727833908000.0,115061017083000.0,125131787761000.0,116156701205700.0
2061.0,113353020990000.0,112301980650000.0,113220390375000.0,103002741618000.0,108789767944000.0,123794520199000.0,125746188573000.0,120721089393700.0,129628714354000.0,93966887871700.0,113474673679000.0,127792630050000.0,122928027344000.0,121382455082000.0,114707943796000.0,107535383429700.0,114156909423500.0,124367580851000.0,114946388533600.0
2062.0,111971166834700.0,110729296985800.0,111970803429000.0,101602089148700.0,107304506225000.0,123062752663000.0,125097084367000.0,119471925523300.0,128913060600000.0,92069700916000.0,112130169221200.0,127105501159000.0,122077278400000.0,120522466966000.0,113341165371600.0,106131921028000.0,112829372441600.0,123515118947000.0,113738850383000.0
2063.0,110741189259000.0,109306110271000.0,110809640604000.0,100175157168000.0,106121690274000.0,122255078514000.0,124451602060600.0,118310723152700.0,128337675593000.0,90359326305700.0,110738061510700.0,126265284225000.0,121210708845000.0,119727573759000.0,112172821256700.0,104465091540500.0,111052110862000.0,122744364790000.0,112487305519200.0
2064.0,109254832245700.0,107702111550100.0,109446662761000.0,98584144719000.0,104729012762000.0,121455681111000.0,123649115794000.0,117173528243200.0,127490032818000.0,88482666491000.0,109376804910300.0,125493374902000.0,120345240061700.0,118886985102000.0,111036294248500.0,103079706041000.0,109570560833300.0,122095364564000.0,111344523819400.0
2065.0,107856005531000.0,106157294711000.0,108647238246000.0,96966213653400.0,103125063444000.0,120473371470000.0,122898236563000.0,116068058442500.0,126973966462000.0,86508068195000.0,108051362488000.0,124831346585000.0,119591055530000.0,118064487753000.0,109825302088600.0,101705445186100.0,107930071767200.0,121118488139000.0,109994829376500.0
2066.0,106475649856100.0,104732036156700.0,107400695025000.0,95498420285000.0,101630112307000.0,119564335425400.0,122162775980000.0,114977021898000.0,126522500551000.0,84614133684800.0,106420776972000.0,124176888802000.0,118742081920500.0,116837723740000.0,108437895320300.0,100396253068500.0,106617849812400.0,120040566607000.0,108969012975200.0
2067.0,105053351325100.0,103285334363000.0,106170601083000.0,94094573158500.0,100121137904700.0,118705034512000.0,121303036362000.0,113713999800700.0,126029812998000.0,82827618020800.0,104747570621800.0,123452014308000.0,117763863487600.0,115581532035000.0,107168157421600.0,98960681512900.0,105160830277600.0,119190547247000.0,107759816763100.0
2068.0,103468579892600.0,102006402592000.0,104842030095600.0,92618988588600.0,98520080585000.0,117765918321400.0,120446029175000.0,112783185460200.0,125420620851000.0,80914527202200.0,103254050010700.0,122692234296000.0,116647678836600.0,114615952724400.0,106042397910500.0,97412135878100.0,103517975684000.0,118282131039000.0,106201950853400.0
2069.0,102054628953000.0,100414270791000.0,103728950500300.0,90841112850000.0,96757702596000.0,116826392497000.0,119705541719400.0,111645283118400.0,124877037407000.0,78917283874100.0,101736979317800.0,121983226126000.0,115783830791000.0,113543140515700.0,104914521958000.0,95719829040100.0,101926665774700.0,117454202620700.0,104797474790000.0
2070.0,100655203479000.0,98903437323300.0,102639222892900.0,89101569592000.0,95118527837300.0,115900085229000.0,119012744529100.0,110296676202400.0,124392382394000.0,76932575661900.0,100368897255800.0,121399002142000.0,114866959253400.0,112392584125700.0,103734151177900.0,94386987750100.0,100402172041000.0,116603378178000.0,103337199227600.0
2071.0,99122246994000.0,97289939073200.0,101315193679400.0,87453891591700.0,93244246770400.0,115018045334600.0,118275243861400.0,109082546685300.0,123746847308000.0,75040988081900.0,98840717153200.0,120652787821000.0,113820184203500.0,111257358846600.0,102444139379000.0,92690832876700.0,99076352642000.0,115805833777500.0,102009437420700.0
2072.0,97619466046300.0,95875489963800.0,100084699832700.0,85767376721700.0,91291004244800.0,114097702022500.0,117401174637300.0,107766702558500.0,123083284170000.0,73169861076400.0,97357850475500.0,119906143367000.0,112872672603700.0,110151129355300.0,101144251757700.0,90895526519900.0,97455388269800.0,114970030188000.0,100552619364000.0
2073.0,96281756100600.0,94156865753400.0,98859101119600.0,84085014007700.0,89511085490500.0,113125004766000.0,116772085656800.0,106601265614800.0,122554505182000.0,71345812283000.0,95501246492500.0,119170677997000.0,111809821788400.0,109026376879000.0,99821267032500.0,89409487418500.0,95756885818000.0,114263925029600.0,98910153871000.0
2074.0,94803344542000.0,92522531657600.0,97553207649400.0,82428174937100.0,87466457087400.0,112183746151000.0,116020154781400.0,105415832079500.0,121910232453000.0,69405225961000.0,93842300108900.0,118372774681000.0,110792204756300.0,107798154347000.0,98378773373700.0,87678552035800.0,94154315880000.0,113483118544000.0,97662735684100.0
2075.0,93324061183000.0,90699593023500.0,96391573703500.0,80522706818000.0,85551770086200.0,111114179508400.0,115248180097000.0,104293498144300.0,121390295566000.0,67344808298400.0,92091172454000.0,117653086653400.0,109882520183300.0,106885670056000.0,97083027916000.0,86233878307000.0,92690814784700.0,112589638265700.0,96263146225600.0
2076.0,91987923545300.0,89118011512800.0,95165560251700.0,78615546936100.0,83727386021300.0,110152281406700.0,114412147350600.0,103272416689900.0,120815093116000.0,65635124232000.0,90386241700200.0,116845410498000.0,108961389985000.0,105454467567600.0,95882314202500.0,84778828416900.0,91131495770600.0,111758394944000.0,94813638878300.0
2077.0,90403550435800.0,87520614867500.0,93607002055300.0,76726175615100.0,81761367637100.0,109385032705400.0,113544410181300.0,102131074134700.0,120254099292000.0,63832837538700.0,88602303121300.0,116046895006000.0,107799895921000.0,104229480711100.0,94535460496100.0,83352099822800.0,89760777151500.0,110858152061300.0,93204568747000.0
2078.0,88838064523800.0,85731491639600.0,92395795466600.0,74869739022900.0,79861457154000.0,108597481077800.0,112868373839600.0,100933029551400.0,119743175853000.0,61821333700700.0,86762430590500.0,115251117487600.0,106814449099900.0,103122868644300.0,93393663830000.0,82029709813500.0,88012239121600.0,110051920562300.0,91637168396000.0
2079.0,87499709243400.0,83917296898200.0,91027694026700.0,73220708443600.0,78039458935200.0,107717546548700.0,111961984859400.0,99777211877900.0,119091227271000.0,59846748686500.0,85095347931500.0,114458779556900.0,105844087381800.0,101677046601000.0,92038638380500.0,80349645568600.0,86255857559100.0,109018941892400.0,90085025092300.0
2080.0,86123407458600.0,82354951240700.0,89646406771100.0,71213983663500.0,76217890479800.0,106762757124800.0,111172369883600.0,98527218479700.0,118418685138000.0,58003918414600.0,83292052598100.0,113768254438500.0,104831112373000.0,100479146466500.0,90942867075900.0,78879620722400.0,84331791871200.0,108166355438600.0,88684542788200.0
2081.0,84426270078900.0,80649305864400.0,88186609253400.0,69360181163500.0,74189932135900.0,105775357503100.0,110293244683200.0,97306210836700.0,117863503434000.0,56327668251600.0,81508239274200.0,112950708383700.0,103823916934900.0,99389443326400.0,89725156388600.0,77436955870100.0,82527142146700.0,107244099091600.0,87187893587600.0
2082.0,82763223915900.0,78941856383800.0,86837195513400.0,67567169622300.0,72332872783400.0,104877328352900.0,109475190273900.0,95996056509200.0,117182698562000.0,54592365317830.0,79518226663200.0,112106257392100.0,102771243257000.0,98135338121200.0,88451879584400.0,75865317007500.0,80711678561500.0,106395346356400.0,85638527383900.0
2083.0,81386266905500.0,77026796228700.0,85738036910300.0,65658496135900.0,70370356975100.0,103978333264500.0,108761168375300.0,94521016395400.0,116562860720000.0,52931158249900.0,77723771620500.0,111170843576900.0,101648490903400.0,96739675418000.0,87093634791300.0,74368314746300.0,78973326273100.0,105425586179400.0,84073627182700.0
2084.0,79851997171100.0,75433061543900.0,84465509331800.0,63529711898100.0,68260889406300.0,102957953069500.0,107987798256500.0,93201385899600.0,116036417229000.0,51229010274600.0,75796541612300.0,110226067888000.0,100613993945400.0,95296709882100.0,85869100434000.0,72797260935900.0,77444171878300.0,104444020253500.0,82647774246600.0
2085.0,78393554254740.0,73760035542100.0,83205440170400.0,61753293830400.0,66139326995600.0,102119115028600.0,107129253596400.0,91881556105600.0,115333208552000.0,49730932044100.0,74135010236100.0,109397994137300.0,99543617831200.0,94066975412500.0,84779385090400.0,71026645958100.0,75603608454500.0,103337481913800.0,81057440262700.0
