time,ACCESS-ESM1-5,EC-EARTH3-VEG,IPSL-CM6A-LR,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,ACCESS-CM2,NORESM2-MM,TAIESM1,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,CANESM5,MRI-ESM2-0,INM-CM4-8,INM-CM5-0,CMCC-CM2-SR5
2045.0,349752400000.0,438985000000.0,431406800000.0,443027850000.0,477170170000.0,393679200000.0,368899500000.0,370533960000.0,406291580000.0,312677660000.0,446962930000.0,426913200000.0,451393300000.0,362324300000.0,366908280000.0,316266500000.0,475097400000.0,448712540000.0,404302170000.0
2046.0,338119700000.0,425606680000.0,418014720000.0,429989860000.0,465974950000.0,380003100000.0,357914700000.0,355333960000.0,394077670000.0,302848400000.0,435219900000.0,415988680000.0,437932650000.0,350918440000.0,351468200000.0,303508600000.0,464661800000.0,439753180000.0,395720600000.0
2047.0,329149900000.0,410297900000.0,403207600000.0,417725550000.0,454182570000.0,361817470000.0,342040540000.0,332438000000.0,380869280000.0,288278020000.0,421640630000.0,403138280000.0,423508380000.0,340429540000.0,332199700000.0,289034930000.0,453621000000.0,432864170000.0,387550600000.0
2048.0,313130320000.0,399260840000.0,388057860000.0,407145740000.0,442863030000.0,346489900000.0,331010440000.0,312567400000.0,363430050000.0,274434160000.0,402120800000.0,390948900000.0,413786400000.0,326700830000.0,311732000000.0,272351740000.0,443234520000.0,421523000000.0,373898700000.0
2049.0,300278320000.0,384983270000.0,374716040000.0,398140670000.0,436733300000.0,336823840000.0,318759630000.0,295638200000.0,346935100000.0,259291430000.0,383120670000.0,377417760000.0,404315770000.0,316255500000.0,291352380000.0,260564470000.0,434874220000.0,419049340000.0,361520400000.0
2050.0,291923230000.0,370615320000.0,359837140000.0,385686770000.0,437776150000.0,326846200000.0,305711600000.0,276201600000.0,333540850000.0,249947700000.0,367707650000.0,366675030000.0,394110040000.0,306275420000.0,274561530000.0,254869720000.0,422468940000.0,412292800000.0,349667070000.0
2051.0,278624140000.0,354561460000.0,345081380000.0,372531330000.0,422422770000.0,316542980000.0,297502930000.0,258709110000.0,323729600000.0,235102270000.0,360022180000.0,350684700000.0,373791060000.0,296994100000.0,257127830000.0,247118940000.0,414599050000.0,400200600000.0,339839550000.0
2052.0,269924800000.0,337778050000.0,332342430000.0,363208250000.0,412969700000.0,305905140000.0,282580250000.0,248657870000.0,312473030000.0,228185160000.0,346703400000.0,339289150000.0,365203200000.0,285841520000.0,241140630000.0,236650450000.0,406477700000.0,387635120000.0,338689520000.0
2053.0,258654010000.0,322768900000.0,314625300000.0,352495960000.0,401987080000.0,292882150000.0,274567860000.0,240458530000.0,303881450000.0,217618800000.0,332196500000.0,333119980000.0,351783030000.0,276846640000.0,225091110000.0,225628980000.0,397081350000.0,376060000000.0,329955000000.0
2054.0,247755460000.0,309876900000.0,301405470000.0,339112950000.0,394029270000.0,285101900000.0,264952270000.0,232301000000.0,293516800000.0,206991230000.0,333530460000.0,317870280000.0,340111360000.0,266129720000.0,215523620000.0,217492800000.0,388151800000.0,365181960000.0,322484800000.0
2055.0,238313570000.0,301351300000.0,292219700000.0,323376050000.0,383960900000.0,278633480000.0,258668450000.0,219476210000.0,287745080000.0,195346640000.0,326936430000.0,306836500000.0,328881570000.0,253575270000.0,201328980000.0,207975270000.0,380503160000.0,351608640000.0,311386500000.0
2056.0,230914690000.0,289222560000.0,280335320000.0,313762580000.0,374768440000.0,260174630000.0,248752730000.0,210202640000.0,285837850000.0,189537240000.0,316129300000.0,299092400000.0,318531340000.0,243469450000.0,193524940000.0,196461850000.0,365747470000.0,346078050000.0,304423960000.0
2057.0,219888240000.0,276882950000.0,270558990000.0,305588860000.0,365306450000.0,248019910000.0,240109830000.0,201636740000.0,277765000000.0,177743840000.0,306291500000.0,286628870000.0,305948360000.0,236261000000.0,187677500000.0,188594520000.0,357312000000.0,340524900000.0,292817040000.0
2058.0,212353970000.0,265860710000.0,259386330000.0,296523140000.0,352433700000.0,240200370000.0,227561700000.0,193037250000.0,273583360000.0,169743880000.0,302746570000.0,276608900000.0,293678480000.0,226535700000.0,177736320000.0,178867450000.0,349738500000.0,328297450000.0,282002880000.0
2059.0,201078060000.0,252519430000.0,254289200000.0,284057960000.0,351502930000.0,228700980000.0,218131630000.0,185131120000.0,260182590000.0,160535840000.0,287799050000.0,268186200000.0,284036070000.0,221796470000.0,177885640000.0,177574510000.0,346850660000.0,319393820000.0,270026820000.0
2060.0,197299950000.0,239364310000.0,240903850000.0,271863000000.0,345324620000.0,214495220000.0,208628300000.0,172782600000.0,256684080000.0,150641400000.0,273803260000.0,256423100000.0,277081230000.0,213185790000.0,169632420000.0,177154820000.0,333886460000.0,309020560000.0,262857870000.0
2061.0,190040380000.0,228482860000.0,234851730000.0,265153630000.0,342973120000.0,201124430000.0,201704210000.0,168217820000.0,243262590000.0,143869800000.0,263731220000.0,242252730000.0,263048790000.0,203602840000.0,165682050000.0,173722000000.0,324504700000.0,299766680000.0,252709810000.0
2062.0,183093840000.0,224558840000.0,228745720000.0,250621900000.0,331293300000.0,192124700000.0,196159830000.0,161972220000.0,235322410000.0,138596090000.0,262160630000.0,228210840000.0,253718920000.0,196226860000.0,160151760000.0,169733730000.0,321127600000.0,296077260000.0,240531460000.0
2063.0,179229870000.0,215363170000.0,222503240000.0,243377950000.0,319940850000.0,188795670000.0,190300180000.0,156239460000.0,228427220000.0,133187860000.0,255351570000.0,222139380000.0,246405970000.0,186983070000.0,151210430000.0,165254330000.0,315061900000.0,283552550000.0,226658860000.0
2064.0,172584830000.0,207697900000.0,211862260000.0,235315450000.0,308977800000.0,184797320000.0,182851960000.0,149085420000.0,220638020000.0,127368380000.0,251029640000.0,215934520000.0,238185370000.0,178021970000.0,145206180000.0,163107950000.0,310268500000.0,275905900000.0,211656540000.0
2065.0,165747050000.0,200462070000.0,189617000000.0,223388220000.0,299631500000.0,180697610000.0,174566440000.0,144141160000.0,213170100000.0,120976105000.0,238901480000.0,207283220000.0,234754020000.0,173157860000.0,134387160000.0,156052700000.0,301860700000.0,267713220000.0,201201390000.0
2066.0,162707440000.0,193921200000.0,166636340000.0,214803760000.0,294432400000.0,173009600000.0,167556780000.0,138132980000.0,209318640000.0,116960200000.0,234452040000.0,196471730000.0,229887840000.0,166585990000.0,125286680000.0,151437100000.0,293809100000.0,262584730000.0,191035100000.0
2067.0,152200350000.0,190295360000.0,142749600000.0,206376000000.0,286178740000.0,165940510000.0,160849540000.0,132861970000.0,200499000000.0,110116130000.0,223908820000.0,190108200000.0,223806260000.0,158316020000.0,121970730000.0,145903500000.0,285897650000.0,255726240000.0,182057240000.0
2068.0,147759050000.0,180918670000.0,127052730000.0,195977220000.0,278226000000.0,155534620000.0,154383190000.0,128917910000.0,189477290000.0,104902296000.0,226070710000.0,185908850000.0,215623520000.0,152227870000.0,113523760000.0,143551510000.0,278529900000.0,249877480000.0,176158900000.0
2069.0,142213050000.0,175515250000.0,112177670000.0,188176220000.0,272638670000.0,154204550000.0,148491220000.0,128960774000.0,183148380000.0,100296640000.0,218906300000.0,177465200000.0,213567370000.0,146763190000.0,108074990000.0,137960730000.0,269468420000.0,241888220000.0,165793250000.0
2070.0,138654940000.0,169565910000.0,106210845000.0,179635180000.0,262190090000.0,147172870000.0,141311410000.0,122200730000.0,175846460000.0,96936310000.0,211581420000.0,170437330000.0,206764020000.0,142014020000.0,101925536000.0,130394550000.0,256380530000.0,235639370000.0,157846100000.0
2071.0,132886060000.0,164099060000.0,101174180000.0,171790120000.0,253724250000.0,138297590000.0,136019220000.0,116609050000.0,169453040000.0,94898610000.0,201805150000.0,164882680000.0,200372130000.0,135726340000.0,94365530000.0,128437210000.0,248244490000.0,225915490000.0,156242940000.0
2072.0,126484200000.0,156921450000.0,93999480000.0,165139120000.0,240486680000.0,129044650000.0,130421370000.0,109915070000.0,164516400000.0,92928246000.0,193420850000.0,159148030000.0,192452980000.0,130745870000.0,88808860000.0,121986820000.0,241446850000.0,215867850000.0,150805990000.0
2073.0,122259320000.0,150414720000.0,85137970000.0,155952940000.0,229003150000.0,121968120000.0,127757620000.0,106781270000.0,158046540000.0,89499970000.0,187311240000.0,151708240000.0,189860120000.0,127431836000.0,85129904000.0,118556120000.0,233442430000.0,212275330000.0,141834760000.0
2074.0,116227610000.0,143778400000.0,80334520000.0,149334670000.0,227296120000.0,116810690000.0,122656090000.0,103344546000.0,154515210000.0,85990770000.0,177248530000.0,149938720000.0,182737470000.0,122698130000.0,81135470000.0,112136630000.0,222844140000.0,207835900000.0,134108070000.0
2075.0,112921670000.0,134259700000.0,72760800000.0,140828590000.0,225943130000.0,114007080000.0,117298340000.0,98002160000.0,149687500000.0,82036460000.0,170424100000.0,144204870000.0,175656120000.0,118505310000.0,77159014000.0,107818950000.0,216054300000.0,203224800000.0,127541260000.0
2076.0,107735450000.0,128600860000.0,71309574000.0,134807240000.0,224439140000.0,110633160000.0,110481340000.0,92778190000.0,145190830000.0,78432300000.0,162733570000.0,136104990000.0,168425850000.0,112529424000.0,78985270000.0,106263314000.0,208769120000.0,200845750000.0,125678320000.0
2077.0,101660934000.0,124200485000.0,62947107000.0,130867380000.0,218208240000.0,105003090000.0,104938580000.0,87490640000.0,141074190000.0,74652350000.0,157263450000.0,128554330000.0,161233320000.0,108970910000.0,77525070000.0,101876680000.0,203803720000.0,197550460000.0,123976310000.0
2078.0,99990160000.0,118588465000.0,57064500000.0,126720140000.0,210687360000.0,99333140000.0,102258295000.0,84406160000.0,135827390000.0,72002350000.0,149727220000.0,125828730000.0,156033370000.0,106613650000.0,70748316000.0,98897800000.0,201063330000.0,193564490000.0,117806875000.0
2079.0,96713960000.0,113541920000.0,52104765000.0,122834210000.0,203399270000.0,93683880000.0,96587180000.0,81222810000.0,131375645000.0,69720120000.0,142032130000.0,123555230000.0,151362600000.0,102600100000.0,68849934000.0,95003620000.0,196779300000.0,188819000000.0,115566100000.0
2080.0,93897966000.0,106940250000.0,47890346000.0,118388220000.0,198741460000.0,91173150000.0,92011720000.0,80621160000.0,124805630000.0,65878532000.0,131160530000.0,120702000000.0,149293020000.0,98618620000.0,66689460000.0,90281050000.0,186075480000.0,184512460000.0,109078750000.0
2081.0,89765840000.0,101356820000.0,44333076000.0,114722230000.0,201025210000.0,88718290000.0,88604450000.0,77621200000.0,118846145000.0,62257336000.0,129947070000.0,114341540000.0,143570290000.0,97144960000.0,60361300000.0,86554526000.0,180971490000.0,180658450000.0,103649050000.0
2082.0,88547440000.0,95874780000.0,39039095000.0,114405130000.0,190124380000.0,85498660000.0,84166660000.0,76164060000.0,116251180000.0,61502984000.0,122079350000.0,109166820000.0,139895210000.0,93309580000.0,58776252000.0,84689620000.0,178081760000.0,177942860000.0,100903330000.0
2083.0,85123690000.0,89636970000.0,37844810000.0,112540000000.0,189209460000.0,80367860000.0,82682855000.0,74526654000.0,112402145000.0,59188564000.0,111082280000.0,105867570000.0,137910160000.0,89585940000.0,54631895000.0,79879510000.0,173794500000.0,174154610000.0,96540450000.0
2084.0,81356464000.0,84676000000.0,35201372000.0,109159040000.0,181371980000.0,78214310000.0,82529870000.0,71998090000.0,108471230000.0,56127173000.0,105914880000.0,103418950000.0,131326970000.0,86888380000.0,49083236000.0,77189430000.0,170221830000.0,172042620000.0,93633610000.0
2085.0,78737105000.0,81500210000.0,32388897000.0,105894520000.0,174113720000.0,75249750000.0,78361880000.0,69642080000.0,104104880000.0,53514430000.0,98973260000.0,99255640000.0,127101640000.0,84173470000.0,46747967000.0,74208540000.0,167118420000.0,169566950000.0,90336575000.0
2086.0,75986580000.0,78358050000.0,32562469000.0,103189185000.0,166525880000.0,72620580000.0,75040960000.0,65070293000.0,98823815000.0,50716836000.0,94514940000.0,94538760000.0,124422700000.0,80823116000.0,46374207000.0,72683580000.0,164233600000.0,163358870000.0,87301930000.0
2087.0,75130905000.0,74877870000.0,30417983000.0,100598250000.0,158917430000.0,69727980000.0,71370900000.0,61801136000.0,93128430000.0,47927214000.0,90152070000.0,90780934000.0,120731460000.0,75889650000.0,44448223000.0,72188030000.0,161155830000.0,161678260000.0,84836970000.0
2088.0,72094370000.0,71730820000.0,27817843000.0,98065260000.0,150128250000.0,65539654000.0,68434113000.0,59348914000.0,88594660000.0,46658683000.0,84757750000.0,86070950000.0,114608370000.0,72430535000.0,42250590000.0,68820615000.0,159500170000.0,157660280000.0,82107700000.0
2089.0,68383556000.0,68966370000.0,25944338000.0,96850805000.0,147930280000.0,62535730000.0,63987650000.0,58702356000.0,85618115000.0,44768952000.0,78535610000.0,82820840000.0,110037100000.0,69888240000.0,39786844000.0,67170546000.0,156036730000.0,152290300000.0,79192000000.0
2090.0,66308477000.0,66237207000.0,25335888000.0,94939280000.0,151282580000.0,62179926000.0,60569317000.0,56275554000.0,81982000000.0,42694770000.0,74171260000.0,83930320000.0,108253210000.0,67031420000.0,37642480000.0,65566806000.0,153396250000.0,148380190000.0,76625920000.0
2091.0,64119970000.0,63287300000.0,22548617000.0,90812750000.0,149769650000.0,60049134000.0,55795802000.0,54324036000.0,79911020000.0,41453870000.0,72146890000.0,83215130000.0,104111020000.0,64129073000.0,35774040000.0,64742617000.0,151830430000.0,144795350000.0,72507080000.0
2092.0,61765770000.0,61585260000.0,21679393000.0,87602530000.0,146459360000.0,57574750000.0,52595500000.0,52309110000.0,77988970000.0,40269780000.0,68025750000.0,82866890000.0,99725420000.0,60990550000.0,33889784000.0,63818486000.0,150586640000.0,141949880000.0,69931360000.0
2093.0,59928633000.0,58794710000.0,20864793000.0,86592110000.0,138063220000.0,53992440000.0,49820520000.0,49496224000.0,76396130000.0,38870750000.0,63496884000.0,82011020000.0,95691874000.0,60000510000.0,31835034000.0,61573132000.0,146711200000.0,141042060000.0,68721550000.0
2094.0,56986333000.0,57302962000.0,19811686000.0,84580114000.0,130816980000.0,52137190000.0,46494780000.0,47798444000.0,73744630000.0,36709437000.0,62312894000.0,78677740000.0,93878000000.0,58533410000.0,29581570000.0,60144288000.0,141672660000.0,137760980000.0,65912807000.0
2095.0,55230083000.0,55677526000.0,18407574000.0,83748080000.0,126156850000.0,48690033000.0,44473840000.0,46172918000.0,71740916000.0,35211645000.0,59055194000.0,76329845000.0,91547160000.0,55847576000.0,27401790000.0,58349580000.0,138132080000.0,135605810000.0,62747353000.0
2096.0,54366230000.0,53528240000.0,17068623000.0,80235340000.0,122242320000.0,47110124000.0,43016397000.0,44908438000.0,70736850000.0,33456452000.0,57815515000.0,75003800000.0,88231350000.0,52683952000.0,28201253000.0,58935472000.0,137200976000.0,132438245000.0,62819990000.0
2097.0,53389386000.0,52168806000.0,16119720000.0,76615385000.0,118184860000.0,44671844000.0,41046372000.0,42392674000.0,67331810000.0,32888259000.0,56399446000.0,72158536000.0,84709670000.0,50800378000.0,27579924000.0,55621730000.0,135786640000.0,131079710000.0,59777940000.0
