time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,3965534973675.62,3965534973675.62,3965534973675.62,3946963221615.789
2001,3955300892028.3765,3954178713137.0933,3945172795094.75,3944834340586.1816
2002,3944132237308.2124,3953490780081.2,3927867981418.2188,3936536784402.026
2003,3933127070486.511,3952051808963.8804,3910980475244.4663,3922183481943.9385
2004,3914560737171.9023,3949900628557.662,3901624703801.894,3917371598445.265
2005,3889495117788.0117,3941125870169.097,3881407399282.927,3917650510732.763
2006,3871088780427.51,3936183994772.907,3873856455008.391,3905851880622.169
2007,3849148066983.2466,3925100202114.7583,3864449434796.001,3903603818729.075
2008,3828843429393.6465,3911580019019.8066,3856053321110.3657,3890975935522.8643
2009,3809052014929.5864,3904818876343.444,3841626239624.54,3878619568544.35
2010,3796933178060.334,3892356613146.467,3824120541494.3477,3868153067575.4624
2011,3775798751081.8145,3872936103067.856,3807699942688.9204,3851954605748.3213
2012,3771037892429.249,3850117975990.5903,3796704217653.9443,3837191907775.158
2013,3757887269110.3013,3830563802444.5957,3785019521462.92,3817765703525.5156
2014,3747162696445.1904,3816126739825.3477,3771939813895.809,3795659218773.1196
2015,3740343716144.914,3799137274917.6685,3759799884941.1284,3780715064461.065
2016,3732334002608.339,3779628635318.908,3749658837461.3237,3765445665895.954
2017,3714494694471.2446,3770181115008.9077,3728240611708.5757,3744719765722.1694
2018,3707941234148.6025,3749005845524.1313,3715509401506.05,3722357106818.481
2019,3698797326479.818,3726378888233.6826,3701109753294.894,3695630031312.378
2020,3680099959730.9365,3684588012131.88,3685183084575.958,3674261785145.1284
2021,3663095358816.2637,3652163751040.7363,3670892987354.3306,3655666972465.0645
2022,3636138158644.599,3621179299332.495,3657271510284.692,3635027530560.4194
2023,3615952926645.621,3571245253700.915,3635956930002.6455,3607513445215.5522
2024,3600768789109.0312,3526831567047.684,3624871176975.922,3572192410270.993
2025,3587779448097.6245,3491298218909.7954,3605017169549.4067,3541789874845.323
2026,3564116980020.3525,3445334493633.846,3584164522434.7144,3517285152871.6577
2027,3547260026585.557,3413248686755.165,3563509952008.947,3491208798253.1475
2028,3528270577972.098,3368488138515.3384,3539829031941.078,3479310067770.975
2029,3502648883709.4946,3321607558153.645,3526729994874.457,3447376783003.6045
2030,3487929135330.3335,3289001572154.1777,3501279219551.1274,3416277194937.3525
2031,3450542704677.1885,3242464904956.5522,3474245881462.2666,3384806584797.898
2032,3429820669445.083,3202401037747.9033,3448401173317.996,3351474414428.414
2033,3405661723576.27,3163465701909.762,3429562217944.2705,3315871243697.184
2034,3384254712194.094,3120973495909.579,3409339749448.4307,3280111370749.86
2035,3356832645557.0483,3082176330750.995,3380462398693.779,3235992356304.419
2036,3341180237046.7715,3035616069535.379,3364508377165.545,3200985629584.7866
2037,3313993666018.198,3003031820177.328,3349008815962.16,3177554351684.3096
2038,3293046238739.5635,2959031836291.806,3327840335049.0996,3132079107632.3184
2039,3277058522101.2017,2909479354158.322,3302804896349.842,3105785867384.4297
2040,3250479346151.137,2858157377921.9365,3275642554494.858,3073763657576.833
2041,3230837212174.4946,2811018235378.007,3248756942292.5635,3043150050747.92
2042,3204111446643.286,2772164663537.0566,3218466283293.542,3013760071907.336
2043,3190721372411.359,2736926493142.306,3194007021779.6274,2972834131843.176
2044,3169359244756.3584,2689469271467.7993,3173457346366.6216,2938574362320.8467
2045,3139817759616.3433,2623596462823.72,3147439070265.0137,2892624711422.3315
2046,3123925121023.0044,2561957309375.3467,3112602551441.5645,2853458220021.138
2047,3103416174140.309,2509880068155.6567,3088678318964.17,2812225888070.892
2048,3081357155551.945,2455724755350.973,3052471094947.5737,2774336170197.326
2049,3061788597335.009,2393121551020.3677,3029657419716.1987,2745997731677.452
2050,3034530435430.348,2332608487863.0127,3011731300849.7754,2701661765701.584
2051,3011286241666.5073,2276698728175.526,2974674970546.412,2675051003003.4106
2052,2975648555662.211,2214728831992.3833,2947504209571.597,2634570791573.824
2053,2949186544195.1006,2163860358620.6316,2913127461341.1377,2603975991588.56
2054,2916218226884.541,2101733272693.06,2890490840611.6694,2575166002679.39
2055,2891689931902.73,2035880424167.2393,2860891147459.992,2548965433917.8066
2056,2869391382563.687,1982616213319.8645,2834997345420.2896,2513359992382.2715
2057,2846839944714.609,1920657766136.8667,2807980938887.7627,2489315047824.022
2058,2829592204310.965,1864332529789.8066,2772578616675.6733,2459104145929.608
2059,2802406643301.664,1806477073921.6963,2745759574217.4136,2427939838029.0337
2060,2781231125110.1055,1749113198315.6594,2720818958850.693,2401702655147.7056
2061,2758016339812.88,1707304537361.0154,2698480555865.606,2375665492764.885
2062,2733065043057.754,1663399880843.4336,2664348104805.5063,2351815236564.653
2063,2718863926315.8936,1615438651132.7886,2638991864606.537,2324527232904.666
2064,2691527448332.8384,1571357913833.6475,2607564554907.364,2306454647580.0034
2065,2665839192103.828,1518474413710.178,2578719283632.1885,2291760415088.984
2066,2644567431947.1016,1472042124984.1362,2557225233490.395,2276646304159.327
2067,2635734412073.8384,1421612332619.8362,2529798530860.306,2262721461621.829
2068,2620337808292.973,1370015862452.8484,2510731471812.3213,2245716868500.727
2069,2604424756432.3203,1323692644803.8704,2489043119059.96,2241127061486.0913
2070,2593991613776.635,1277760121582.3865,2462525491923.1855,2232696793667.4185
2071,2584374243385.7246,1227932317724.1887,2432222959510.236,2222495136230.559
2072,2577418548040.318,1180932688735.1536,2404077274114.3003,2207642797886.05
2073,2571165345374.417,1137689093326.3162,2382666522492.582,2195941442986.0496
2074,2559211402465.5312,1095319982481.2604,2361112545257.7456,2179512823221.8435
2075,2551228678186.905,1056217857740.4392,2340706483154.086,2168061852168.1384
2076,2541971801713.058,1011300101239.1724,2325966011890.6216,2152618931879.711
2077,2532133078243.483,964264167781.1311,2309841003577.0845,2133781807894.3528
2078,2523112744018.253,921133237820.0609,2287362594276.0903,2129412819343.275
2079,2516679751587.481,884701421721.4216,2266872742493.8564,2119287715450.533
2080,2503244235828.149,853185814316.1741,2251473745061.9404,2108221593382.7507
2081,2500703772740.44,815771690271.1918,2234737684446.1865,2096707366612.107
2082,2498023378434.293,781527368671.3842,2215167583003.414,2090093144663.781
2083,2494169541005.3896,747295530710.9762,2202344838105.106,2078856410777.8674
2084,2493198906488.299,716613904599.2087,2187586319053.0972,2068787320673.6448
2085,2490900273810.585,679601648918.8164,2176056852405.975,2063766650458.2244
2086,2486304948708.641,645154077012.5637,2167597347206.9724,2061497033768.4858
2087,2488344084299.569,607723647222.5236,2153760425964.0513,2058727257104.8655
2088,2486763069519.073,573020486335.2028,2142969947740.9744,2053588862786.342
2089,2484813347265.5,536830040902.2476,2122714454484.8728,2055434415895.322
2090,2480899319666.5977,506507833855.7083,2111543268788.282,2046415204060.0237
2091,2481014691800.01,479851766378.3413,2095043935054.952,2037995380462.3823
2092,2482524660807.993,455206303491.13403,2083362531038.4292,2036867261697.9417
2093,2480578181535.056,433507278194.0387,2070171476844.8694,2031329282416.8394
2094,2477030155530.061,400269640377.08685,2054837038636.6775,2031933385869.1472
2095,2472275411317.958,376912626488.8484,2039389963719.796,2035279016513.5237
