time,CCSM4,CESM1-CAM5
2000,58406936317.092,58406936317.092
2001,57467661192.437965,58157937527.56624
2002,56890045796.80997,57246633836.61824
2003,55971099925.79095,56452935828.0046
2004,55172571951.82111,55982254217.63661
2005,54012101221.1371,55321175654.63264
2006,53825249711.81349,54353135404.5616
2007,54529602264.42206,53277400909.201126
2008,54423547139.6647,52679610917.27274
2009,54746882438.3343,52772887830.64767
2010,52228954643.2415,52762780893.72095
2011,51183544134.95863,52389116676.63773
2012,50057265156.67686,51591835910.55268
2013,48945560728.54184,48745604006.94759
2014,49192152145.5865,47554031251.11995
2015,48441489028.44815,46660169043.48912
2016,47829082662.95459,45871352146.29419
2017,46395722368.32018,44940936270.91059
2018,44173422029.9174,44246029864.484505
2019,43180801069.22367,43872091451.432045
2020,42579360712.177155,42285859667.48639
2021,41617091844.127785,41570779795.48728
2022,41789333818.13281,41586043193.667366
2023,40608995109.666954,40323181359.349335
2024,39850578398.84676,39968383673.493866
2025,39695088374.97742,39007296642.179955
2026,39058419726.79509,37664943063.54332
2027,37927338159.50238,36316155948.47271
2028,37152694731.206856,36142111012.58173
2029,35889862280.71071,35793412096.85514
2030,35244143110.2653,35461930155.727066
2031,35131626938.231735,33843697282.827114
2032,34774989366.84598,34043188792.66201
2033,34594696150.84578,32681528776.34372
2034,33586541216.443256,31765418496.602238
2035,32486161813.872265,30622876308.92684
2036,31656613905.734333,29549939515.675774
2037,31292074401.296783,28499975822.254642
2038,31078763418.98293,28048995019.90454
2039,29841306346.93925,27361317241.78243
2040,29495415149.294804,26171236094.25964
2041,29096920842.723022,25951099840.243404
2042,28320499992.937065,25151832291.203915
2043,26967625094.567886,24879981225.68109
2044,26525398094.41505,24848991940.717655
2045,25809759868.95665,24979097732.324055
2046,24821930759.146275,24064151359.49736
2047,24251650324.748405,22848839714.58074
2048,22673283821.977024,22012649666.390778
2049,21394214161.31602,21710013739.522835
2050,21584546080.595226,21710446818.315407
2051,21299952407.835842,21113686721.823444
2052,20858549914.672527,20590934528.647625
2053,20503233339.677036,19921512716.03171
2054,19857716389.261406,19385795525.159393
2055,18709577700.90329,18975606387.78764
2056,18380680077.85121,18396135935.67423
2057,17623969945.262997,17537289122.33948
2058,17158066609.479776,17206776312.005013
2059,16536170734.105564,16206690233.455383
2060,15923474141.12238,16162603862.518597
2061,15729920733.099197,15601813322.8672
2062,15415210501.347887,15337334081.42436
2063,14625762270.677782,14971381895.947334
2064,14173298274.86339,14455688279.078
2065,13922863056.707745,14181585153.921057
2066,13662215881.00061,13697258959.868673
2067,13719542431.191637,13511781939.109526
2068,13867286599.650137,12769157418.846178
2069,13465223216.516071,12444350488.775833
2070,13138028960.707111,12312162171.315744
2071,12690905707.021788,11760049901.58394
2072,12474619586.20319,11844755076.968801
2073,12270823916.670296,11629467377.44887
2074,12094721848.00591,11241798115.39692
2075,11723276930.910494,10705541451.116686
2076,11850106357.484255,10406071538.155664
2077,11705163628.611156,10271672396.53504
2078,11290221399.842304,10182920287.084333
2079,11080402678.934015,10008136808.755644
2080,11107742450.091919,9660272771.987429
2081,10422575308.006374,9511113375.316921
2082,10438991858.837618,9430348406.79611
2083,10597032683.09947,9480935039.547735
2084,10423143083.138577,9139321016.218401
2085,10124405377.939638,9100493453.43087
2086,9977692699.56464,8719169288.784048
2087,9738022694.022001,8511870458.038553
2088,9467400171.5673,8084440710.522253
2089,9383185985.534628,7980597890.786336
2090,9415747820.02728,7726840090.93934
2091,9446063718.684881,7408659676.511591
2092,9004287138.001377,7178752293.417454
2093,8584698078.081683,6927018720.285406
2094,8404954018.829123,6708785324.874631
2095,8136134719.914454,6575908211.11843
2096,8148428449.106598,6332338081.467029
2097,8091542847.231093,6067310098.591181
2098,7597460247.029099,5731911855.979372
2099,7369880576.412828,5525457863.663178
2100,7302479506.640187,5497611432.226387
2101,7238263273.347132,5264381195.591484
2102,7015819326.973372,5381274778.067027
2103,6734447287.422827,5399479135.921026
2104,6529377490.910463,5387770136.296763
2105,6374114265.712252,5185445551.017396
2106,6155729642.226844,5126257732.321375
2107,6153687553.913459,5071779757.177828
2108,6134474433.832125,5036411376.873716
2109,5950196518.9429245,4998221783.737712
2110,5744907781.1156,4996074698.483045
2111,5661649158.834729,4873328389.6962805
2112,5528511209.436987,4831190090.560036
2113,5394126728.393507,4535029675.620926
2114,5327855413.575417,4301081345.133415
2115,5419224735.168056,4241244249.011672
2116,5391919324.406036,4288365980.3352847
2117,5302243570.718208,4240050993.2925878
2118,5182244117.877779,4134649357.2719507
2119,5184529095.431958,3931523246.62375
2120,5192955322.311909,3679172107.4915814
2121,5137644382.595095,3572112260.2408986
2122,4992354432.556958,3554669975.7263994
2123,5000465132.2842455,3478973964.4217153
2124,4928718324.571784,3384659646.090395
2125,5027143259.770505,3459545125.259012
2126,4861335045.558757,3448305516.63662
2127,4821102767.379978,3384485431.6774383
2128,4880485259.328438,3356283260.7415667
2129,4803011708.378341,3378448691.353929
2130,4705023951.657023,3281594060.330291
2131,4548448534.436574,3111914849.5086665
2132,4342907451.725859,3044461349.451034
2133,4208480861.3287506,2818947490.965518
2134,4190400064.238197,2765601359.2611527
2135,4142505849.3157253,2696459553.1906433
2136,3989445105.3543468,2754838636.7612815
2137,3962184432.451656,2681253057.840156
2138,3952784587.802966,2692650799.3141513
2139,4085943820.333457,2610339127.0774603
2140,4081658731.500882,2516907267.297077
2141,4085415013.608485,2456731572.2277594
2142,4126716775.587868,2345493619.561877
2143,4079731209.3803964,2219134231.288585
2144,4086915866.440941,2217078287.8730483
2145,4101287122.5993843,2185359481.7702966
2146,4117167026.83281,2190287545.9838076
2147,4021646041.8619304,2227357995.267148
2148,4019970982.973761,2201659638.5211143
2149,4015491826.005324,2152218136.596239
2150,4002498180.4340577,2093149606.8427668
2151,4010669701.4616346,2172308378.931237
2152,3999129802.979739,2244140018.164203
2153,3984887277.144882,2219454890.4295363
2154,3904049027.116093,2225715227.3845553
2155,3917720716.610268,2171235713.93997
2156,3839066015.538408,2170966617.467878
2157,3793829976.0048003,2105897560.9323123
2158,3819723169.7998886,2120709074.3963017
2159,3832674676.1572986,2185909428.0344586
2160,3763946346.121692,2124167309.2721024
2161,3651483969.436438,2111089685.762489
2162,3592850010.1922793,2189808927.8256564
2163,3510406322.641535,2205691674.5975456
2164,3428818176.6596813,2167396633.5887957
2165,3432705852.4579496,2144370658.0723562
2166,3299731418.0859685,2171365526.777573
2167,3317534980.625006,2148138757.3126793
2168,3180715062.4811335,2099415640.035645
2169,3210600597.27541,2031738376.3352752
2170,3137449077.724607,1952513824.6974561
2171,3134344243.9817324,1934179626.4430535
2172,3120957669.687239,1877952081.194521
2173,3070191106.548463,1890289838.341075
2174,3044719276.0692363,1843783909.859259
2175,3015732893.674705,1783129638.54608
2176,2927695891.45313,1783065761.299163
2177,2885367995.932819,1726051544.2346892
2178,2920797924.6860886,1701728994.068056
2179,2907021035.307749,1780443787.8242457
2180,3007786986.297479,1771776753.5586233
