time,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,MPI-ESM-LR
2080.0,23777860000000.0,15707170000000.0,22452982000000.0,22952662000000.0
2081.0,23755326000000.0,15473907000000.0,22392353000000.0,22860523000000.0
2082.0,23744846000000.0,15235042000000.0,22301918000000.0,22753023000000.0
2083.0,23714427000000.0,15012942000000.0,22179211000000.0,22683800000000.0
2084.0,23652867000000.0,14766196000000.0,22080756000000.0,22574970000000.0
2085.0,23593900000000.0,14538919000000.0,22001731000000.0,22478026000000.0
2086.0,23460477000000.0,14301869000000.0,21924801000000.0,22408233000000.0
2087.0,23379067000000.0,14088585000000.0,21804752000000.0,22317512000000.0
2088.0,23313716000000.0,13796873000000.0,21711190000000.0,22283544000000.0
2089.0,23243103000000.0,13616075000000.0,21571442000000.0,22174014000000.0
2090.0,23170020000000.0,13474580000000.0,21431505000000.0,22111163000000.0
2091.0,23080523000000.0,13302211000000.0,21351805000000.0,22051318000000.0
2092.0,23038725000000.0,13142105000000.0,21241363000000.0,21963894000000.0
2093.0,22980973000000.0,12958596000000.0,21120825000000.0,21866200000000.0
2094.0,22946850000000.0,12742743000000.0,21055790000000.0,21827466000000.0
2095.0,22846022000000.0,12605596000000.0,20997432000000.0,21713220000000.0
2096.0,22801310000000.0,12458917000000.0,20900360000000.0,21620870000000.0
2097.0,22789320000000.0,12331484000000.0,20797820000000.0,21549365000000.0
2098.0,22763624000000.0,12199445000000.0,20710146000000.0,21478114000000.0
2099.0,22642287000000.0,11998630000000.0,20622877000000.0,21411880000000.0
2100.0,22577355000000.0,11777051000000.0,20530793000000.0,21363290000000.0
2101.0,22526887000000.0,11621266000000.0,20433347000000.0,21297290000000.0
2102.0,22423100000000.0,11488714000000.0,20306280000000.0,21194443000000.0
2103.0,22408254000000.0,11324175000000.0,20211776000000.0,21102328000000.0
2104.0,22310294000000.0,11144502000000.0,20146337000000.0,21026535000000.0
2105.0,22197096000000.0,10962760000000.0,20016573000000.0,20933270000000.0
2106.0,22121068000000.0,10752895000000.0,19909826000000.0,20845653000000.0
2107.0,22094220000000.0,10604132000000.0,19787564000000.0,20730260000000.0
2108.0,22066860000000.0,10504897000000.0,19704878000000.0,20650605000000.0
2109.0,22018366000000.0,10364334000000.0,19640296000000.0,20539542000000.0
2110.0,21989517000000.0,10188032000000.0,19548598000000.0,20466658000000.0
2111.0,21893151000000.0,10108474000000.0,19443642000000.0,20403274000000.0
2112.0,21830297000000.0,9974991000000.0,19359544000000.0,20311284000000.0
2113.0,21753965000000.0,9836903000000.0,19214486000000.0,20240667000000.0
2114.0,21673028000000.0,9684765000000.0,19097092000000.0,20150846000000.0
2115.0,21638477000000.0,9526233000000.0,18986199000000.0,20082906000000.0
2116.0,21606735000000.0,9360104000000.0,18929366000000.0,19998028000000.0
2117.0,21518122000000.0,9232574000000.0,18876550000000.0,19958583000000.0
2118.0,21519315000000.0,9136769000000.0,18788290000000.0,19860190000000.0
2119.0,21460215000000.0,9044193000000.0,18667337000000.0,19775122000000.0
2120.0,21416500000000.0,8925608000000.0,18584158000000.0,19734595000000.0
2121.0,21354653000000.0,8849577000000.0,18487955000000.0,19633197000000.0
2122.0,21348808000000.0,8734121700000.0,18375451000000.0,19527610000000.0
2123.0,21293896000000.0,8574641000000.0,18352270000000.0,19397740000000.0
2124.0,21205600000000.0,8463881600000.0,18211672000000.0,19347039000000.0
2125.0,21091083000000.0,8314539700000.0,18095335000000.0,19247944000000.0
2126.0,21100254000000.0,8151854000000.0,17991760000000.0,19178176000000.0
2127.0,20961707000000.0,8015439700000.0,17877970000000.0,19103157000000.0
2128.0,20960246000000.0,7884429000000.0,17831402000000.0,19001206000000.0
2129.0,20904720000000.0,7796416000000.0,17731210000000.0,18926840000000.0
2130.0,20891562000000.0,7706452700000.0,17627253000000.0,18864710000000.0
2131.0,20847994000000.0,7583544000000.0,17509786000000.0,18778778000000.0
2132.0,20769399000000.0,7494794500000.0,17384983000000.0,18679130000000.0
2133.0,20676046000000.0,7362903500000.0,17294887000000.0,18612860000000.0
2134.0,20638633000000.0,7255449000000.0,17191442000000.0,18531820000000.0
2135.0,20543292000000.0,7131428000000.0,17061161000000.0,18451742000000.0
2136.0,20491110000000.0,6997706000000.0,16984321000000.0,18364756000000.0
2137.0,20388757000000.0,6914569000000.0,16900147000000.0,18295938000000.0
2138.0,20320994000000.0,6807948400000.0,16793369000000.0,18224513000000.0
2139.0,20261017000000.0,6689126000000.0,16675063000000.0,18152096000000.0
2140.0,20235223000000.0,6595338000000.0,16589919000000.0,18110592000000.0
2141.0,20221708000000.0,6512692000000.0,16489083000000.0,18028067000000.0
2142.0,20211680000000.0,6382940600000.0,16398650000000.0,17980604000000.0
2143.0,20164156000000.0,6327316000000.0,16347330000000.0,17922040000000.0
2144.0,20104849000000.0,6197426000000.0,16230185000000.0,17858566000000.0
2145.0,20078968000000.0,6075934300000.0,16143648000000.0,17791562000000.0
2146.0,20036759000000.0,5959223000000.0,16093865000000.0,17697750000000.0
2147.0,19989063000000.0,5841094700000.0,16025761000000.0,17626655000000.0
2148.0,19884478000000.0,5692040700000.0,15960666000000.0,17560364000000.0
2149.0,19879470000000.0,5579634000000.0,15858520000000.0,17502236000000.0
2150.0,19850026000000.0,5458593000000.0,15744046000000.0,17407095000000.0
2151.0,19813506000000.0,5342324300000.0,15608021000000.0,17294793000000.0
2152.0,19711197000000.0,5257515000000.0,15514080000000.0,17245355000000.0
2153.0,19691058000000.0,5161855000000.0,15455940000000.0,17143328000000.0
2154.0,19700235000000.0,5092200000000.0,15379562000000.0,17086220000000.0
2155.0,19654655000000.0,5031499700000.0,15312842000000.0,17017745000000.0
2156.0,19543395000000.0,4943129300000.0,15180155000000.0,16935065000000.0
2157.0,19502788000000.0,4850169000000.0,15097907000000.0,16871631000000.0
2158.0,19410325000000.0,4754844000000.0,15036812000000.0,16788638000000.0
2159.0,19363413000000.0,4665147700000.0,14961476000000.0,16680965000000.0
2160.0,19281002000000.0,4563922000000.0,14918284000000.0,16635954000000.0
2161.0,19230555000000.0,4451244000000.0,14805643000000.0,16564643000000.0
2162.0,19157440000000.0,4381650500000.0,14717968000000.0,16494493000000.0
2163.0,19105189000000.0,4286879600000.0,14623310000000.0,16466429000000.0
2164.0,19039385000000.0,4206919200000.0,14540962000000.0,16420457000000.0
2165.0,19013183000000.0,4120075300000.0,14511312000000.0,16342581000000.0
2166.0,18932637000000.0,4021899500000.0,14432076000000.0,16260504000000.0
2167.0,18911204000000.0,3970615500000.0,14350736000000.0,16168966000000.0
2168.0,18897718000000.0,3917446600000.0,14325321000000.0,16085083000000.0
2169.0,18881979000000.0,3849183800000.0,14203150000000.0,16008648000000.0
2170.0,18835190000000.0,3738914800000.0,14111013000000.0,15947445000000.0
2171.0,18812498000000.0,3647236500000.0,14066750000000.0,15848782000000.0
2172.0,18732882000000.0,3569535000000.0,13985950000000.0,15794393000000.0
2173.0,18642394000000.0,3509327200000.0,13913685000000.0,15714731000000.0
2174.0,18556694000000.0,3432421500000.0,13826995000000.0,15630479000000.0
2175.0,18519853000000.0,3392589000000.0,13752139000000.0,15582077000000.0
2176.0,18485172000000.0,3325205700000.0,13699748000000.0,15505532000000.0
2177.0,18477956000000.0,3289472300000.0,13602328000000.0,15447461000000.0
2178.0,18428250000000.0,3228118300000.0,13510389000000.0,15378843000000.0
2179.0,18412598000000.0,3159452800000.0,13449551000000.0,15294326000000.0
2180.0,18386946000000.0,3100297100000.0,13404899000000.0,15236839000000.0
2181.0,18320265000000.0,3044137200000.0,13344125000000.0,15166579000000.0
2182.0,18319399000000.0,2972138000000.0,13274633000000.0,15089207000000.0
2183.0,18305843000000.0,2934613500000.0,13175223000000.0,15017172000000.0
2184.0,18276370000000.0,2914374000000.0,13114739000000.0,14960343000000.0
2185.0,18170250000000.0,2857731400000.0,13059255000000.0,14924116000000.0
2186.0,18146616000000.0,2809937000000.0,13010710000000.0,14890511000000.0
2187.0,18090385000000.0,2784100600000.0,12989936000000.0,14815770000000.0
2188.0,18050418000000.0,2768107500000.0,12945539000000.0,14780462000000.0
2189.0,17951671000000.0,2735669000000.0,12836630000000.0,14742715000000.0
2190.0,17868123000000.0,2696292300000.0,12767655000000.0,14669915000000.0
2191.0,17824897000000.0,2652482800000.0,12713977000000.0,14599181000000.0
2192.0,17790480000000.0,2607207000000.0,12711320000000.0,14520083000000.0
2193.0,17755640000000.0,2583305700000.0,12617241000000.0,14472669000000.0
2194.0,17703155000000.0,2542343600000.0,12529072000000.0,14428085000000.0
2195.0,17668457000000.0,2489270000000.0,12454081000000.0,14391269000000.0
2196.0,17643375000000.0,2458518600000.0,12393701000000.0,14332686000000.0
2197.0,17672730000000.0,2417637000000.0,12364765000000.0,14273567000000.0
2198.0,17551639000000.0,2388720600000.0,12304457000000.0,14217046000000.0
2199.0,17517867000000.0,2358576700000.0,12255874000000.0,14170680000000.0
2200.0,17464094000000.0,2317197800000.0,12194721000000.0,14129587000000.0
2201.0,17437755000000.0,2274571000000.0,12096882000000.0,14071370000000.0
2202.0,17319363000000.0,2227326000000.0,12023203000000.0,14024589000000.0
2203.0,17254341000000.0,2194579100000.0,11921641000000.0,13983858000000.0
2204.0,17227900000000.0,2162776000000.0,11863032000000.0,13925078000000.0
2205.0,17155804000000.0,2127598600000.0,11791069000000.0,13854432000000.0
2206.0,17087223000000.0,2061406400000.0,11686538000000.0,13791429000000.0
2207.0,17038665000000.0,2007285400000.0,11610423000000.0,13729924000000.0
2208.0,17002758000000.0,1973673500000.0,11563624000000.0,13690959000000.0
2209.0,16949761000000.0,1947597500000.0,11514592000000.0,13623589000000.0
2210.0,16893514000000.0,1904975300000.0,11456997000000.0,13573403000000.0
2211.0,16852883000000.0,1869411100000.0,11403440000000.0,13533612000000.0
2212.0,16823829000000.0,1837308400000.0,11348481000000.0,13435502000000.0
2213.0,16775270000000.0,1804453800000.0,11287063000000.0,13389566000000.0
2214.0,16696445000000.0,1772440800000.0,11234093000000.0,13362509000000.0
2215.0,16607521000000.0,1734778700000.0,11169826000000.0,13329436000000.0
2216.0,16494044000000.0,1694557300000.0,11096609000000.0,13287952000000.0
2217.0,16457571000000.0,1657657900000.0,11048789000000.0,13265002000000.0
2218.0,16398259000000.0,1625072700000.0,10972703000000.0,13235936000000.0
2219.0,16356253000000.0,1587160500000.0,10892752000000.0,13192071000000.0
2220.0,16275398000000.0,1552273900000.0,10840210000000.0,13125511000000.0
2221.0,16202848000000.0,1519023300000.0,10776908000000.0,13072277000000.0
2222.0,16223571000000.0,1474440100000.0,10699535000000.0,13037192000000.0
2223.0,16168617000000.0,1449846100000.0,10617609000000.0,13006758000000.0
2224.0,16113480000000.0,1424623100000.0,10530375000000.0,12967556000000.0
2225.0,16097265000000.0,1394635700000.0,10490668000000.0,12902361000000.0
2226.0,16054584000000.0,1364084300000.0,10452469000000.0,12868234000000.0
2227.0,15995600000000.0,1333498700000.0,10387949000000.0,12814334000000.0
2228.0,15889808000000.0,1314533000000.0,10374254000000.0,12781337000000.0
2229.0,15883285000000.0,1291291500000.0,10296750000000.0,12754441000000.0
2230.0,15866042000000.0,1268008900000.0,10231273000000.0,12706169000000.0
2231.0,15855813000000.0,1244768900000.0,10203664000000.0,12663600000000.0
2232.0,15797911000000.0,1225007400000.0,10169539000000.0,12619954000000.0
2233.0,15766935000000.0,1192495700000.0,10112152000000.0,12578166000000.0
2234.0,15726334000000.0,1166751600000.0,10057129000000.0,12508747000000.0
2235.0,15658466000000.0,1134890000000.0,10043737000000.0,12487869000000.0
2236.0,15643256000000.0,1113542500000.0,9968724000000.0,12449521000000.0
2237.0,15610877000000.0,1091549800000.0,9942169000000.0,12400859000000.0
2238.0,15548623000000.0,1076805600000.0,9942565000000.0,12372204000000.0
2239.0,15494550000000.0,1054265800000.0,9894595000000.0,12312122000000.0
2240.0,15495978000000.0,1036251040000.0,9861393000000.0,12231467000000.0
2241.0,15504226000000.0,1019763500000.0,9803092000000.0,12171937000000.0
2242.0,15505142000000.0,1009711050000.0,9755108000000.0,12140874000000.0
2243.0,15434115000000.0,995176400000.0,9697384000000.0,12100439000000.0
2244.0,15365997000000.0,976400550000.0,9631416000000.0,12065059000000.0
2245.0,15265180000000.0,955090860000.0,9592419000000.0,12017505000000.0
2246.0,15253619000000.0,940558600000.0,9508459000000.0,11997572000000.0
2247.0,15225865000000.0,924460840000.0,9439328000000.0,11933904000000.0
2248.0,15262008000000.0,904465800000.0,9403149000000.0,11903307000000.0
2249.0,15225484000000.0,881834850000.0,9363294000000.0,11850773000000.0
2250.0,15148910000000.0,864803600000.0,9348994000000.0,11810706000000.0
2251.0,15120962000000.0,856096440000.0,9301640000000.0,11776610000000.0
2252.0,15080499000000.0,843058900000.0,9280578000000.0,11733163000000.0
2253.0,14964280000000.0,827013600000.0,9239395000000.0,11737827000000.0
2254.0,14933617000000.0,814821340000.0,9193668000000.0,11700859000000.0
2255.0,14956724000000.0,805810800000.0,9160401000000.0,11659296000000.0
2256.0,14829340000000.0,790807200000.0,9116009000000.0,11607781000000.0
2257.0,14823300000000.0,777111340000.0,9127989000000.0,11560616000000.0
2258.0,14785809000000.0,763309700000.0,9081456000000.0,11519254000000.0
2259.0,14749914000000.0,752354660000.0,9043692000000.0,11483778000000.0
2260.0,14721378000000.0,741128900000.0,9003410000000.0,11454210000000.0
2261.0,14744345000000.0,726287400000.0,8961337000000.0,11432118000000.0
2262.0,14709876000000.0,716466800000.0,8893074000000.0,11384957000000.0
2263.0,14708881000000.0,712789800000.0,8855071000000.0,11366704000000.0
2264.0,14697011000000.0,706233500000.0,8839844000000.0,11338751000000.0
2265.0,14687583000000.0,695786860000.0,8793427500000.0,11293774000000.0
2266.0,14679667000000.0,683605560000.0,8740536300000.0,11262953000000.0
2267.0,14632875000000.0,670910300000.0,8680916000000.0,11233808000000.0
2268.0,14606636000000.0,662361600000.0,8642996700000.0,11218890000000.0
2269.0,14505181000000.0,649291000000.0,8614307700000.0,11205984000000.0
2270.0,14427246000000.0,635755800000.0,8561956500000.0,11196625000000.0
2271.0,14413898000000.0,628766900000.0,8517407700000.0,11177637000000.0
2272.0,14295418000000.0,622859100000.0,8486816000000.0,11149531000000.0
2273.0,14284472000000.0,611182100000.0,8437916000000.0,11115384000000.0
2274.0,14265802000000.0,603201100000.0,8407398500000.0,11097317000000.0
2275.0,14209424000000.0,596115900000.0,8390767500000.0,11078628000000.0
2276.0,14102290000000.0,586045100000.0,8387950500000.0,11064022000000.0
2277.0,14058458000000.0,572936950000.0,8355614000000.0,11033919000000.0
2278.0,14019527000000.0,563174200000.0,8314483000000.0,11015251000000.0
2279.0,13995222000000.0,548314640000.0,8267234300000.0,11002161000000.0
2280.0,13980085000000.0,540486070000.0,8224541500000.0,10990446000000.0
2281.0,13922221000000.0,532826800000.0,8221532000000.0,10983457000000.0
2282.0,13904289000000.0,525854050000.0,8165738000000.0,10956290000000.0
2283.0,13840210000000.0,517388730000.0,8160493000000.0,10921548000000.0
2284.0,13847377000000.0,508206580000.0,8116670000000.0,10898051000000.0
2285.0,13849238000000.0,498899120000.0,8067364700000.0,10858054000000.0
2286.0,13830346000000.0,490295230000.0,8005258600000.0,10829427000000.0
2287.0,13768926000000.0,481440660000.0,7956776000000.0,10794986000000.0
2288.0,13748402000000.0,472735700000.0,7942709000000.0,10771265000000.0
2289.0,13724060000000.0,471586500000.0,7934522700000.0,10737159000000.0
2290.0,13706118000000.0,468237980000.0,7905261000000.0,10721569000000.0
2291.0,13637209000000.0,462397930000.0,7883536700000.0,10694882000000.0
2292.0,13595478000000.0,457526020000.0,7851704000000.0,10691039000000.0
2293.0,13599004000000.0,449093240000.0,7831933000000.0,10664177000000.0
2294.0,13564615000000.0,445470740000.0,7775209400000.0,10664626000000.0
2295.0,13563205000000.0,440853560000.0,7758290600000.0,10649636000000.0
2296.0,13510352000000.0,435136430000.0,7739868700000.0,10615607000000.0
2297.0,13454039000000.0,428827670000.0,7730406000000.0,10602434000000.0
2298.0,13427881000000.0,422639200000.0,7719655300000.0,10574932000000.0
2299.0,13382453000000.0,418906770000.0,7696139000000.0,10560733000000.0
2300.0,13343970000000.0,412810380000.0,7636423000000.0,10522460000000.0
