time,CESM1-CAM5,CCSM4
2000.0,27491964000000.0,27491964000000.0
2001.0,27479643000000.0,27479643000000.0
2002.0,27461970000000.0,27461970000000.0
2003.0,27449540000000.0,27449540000000.0
2004.0,27401896000000.0,27401896000000.0
2005.0,27436092000000.0,27436092000000.0
2006.0,27401872000000.0,27401872000000.0
2007.0,27411538000000.0,27411538000000.0
2008.0,27322862000000.0,27322862000000.0
2009.0,27254782000000.0,27254782000000.0
2010.0,27145800000000.0,27145800000000.0
2011.0,27077634000000.0,27077634000000.0
2012.0,26995537000000.0,26995537000000.0
2013.0,26869284000000.0,26869284000000.0
2014.0,26929110000000.0,26929110000000.0
2015.0,26889794000000.0,26889794000000.0
2016.0,26799472000000.0,26799472000000.0
2017.0,26789632000000.0,26789632000000.0
2018.0,26771397000000.0,26771397000000.0
2019.0,26780020000000.0,26780020000000.0
2020.0,26796683000000.0,26796683000000.0
2021.0,26694354000000.0,26779922000000.0
2022.0,26559063000000.0,26755046000000.0
2023.0,26461620000000.0,26770220000000.0
2024.0,26304194000000.0,26669818000000.0
2025.0,26121647000000.0,26630080000000.0
2026.0,25962419000000.0,26467832000000.0
2027.0,25888480000000.0,26448558000000.0
2028.0,25746605000000.0,26401284000000.0
2029.0,25602967000000.0,26306134000000.0
2030.0,25471327000000.0,26256517000000.0
2031.0,25306595000000.0,26262815000000.0
2032.0,25222490000000.0,26217565000000.0
2033.0,25119766000000.0,26155252000000.0
2034.0,25019100000000.0,26144324000000.0
2035.0,24888937000000.0,26074023000000.0
2036.0,24813433000000.0,26025688000000.0
2037.0,24630832000000.0,25931027000000.0
2038.0,24521220000000.0,25912498000000.0
2039.0,24359769000000.0,25792280000000.0
2040.0,24193784000000.0,25717218000000.0
2041.0,24075949000000.0,25695724000000.0
2042.0,23922234000000.0,25579783000000.0
2043.0,23731280000000.0,25541988000000.0
2044.0,23673763000000.0,25464517000000.0
2045.0,23571953000000.0,25334250000000.0
2046.0,23398296000000.0,25249026000000.0
2047.0,23186710000000.0,25239480000000.0
2048.0,22941486000000.0,25223106000000.0
2049.0,22867937000000.0,25142720000000.0
2050.0,22716613000000.0,25088160000000.0
2051.0,22475256000000.0,25011545000000.0
2052.0,22254264000000.0,24928294000000.0
2053.0,22032505000000.0,24786686000000.0
2054.0,21924705000000.0,24660444000000.0
2055.0,21764625000000.0,24577613000000.0
2056.0,21560222000000.0,24482278000000.0
2057.0,21341395000000.0,24471610000000.0
2058.0,21300783000000.0,24389150000000.0
2059.0,21105199000000.0,24273660000000.0
2060.0,20892370000000.0,24184145000000.0
2061.0,20653745000000.0,24084031000000.0
2062.0,20426118000000.0,23934079000000.0
2063.0,20224571000000.0,23867290000000.0
2064.0,19944828000000.0,23746048000000.0
2065.0,19713755000000.0,23601646000000.0
2066.0,19434645000000.0,23465833000000.0
2067.0,19160852000000.0,23396186000000.0
2068.0,18889421000000.0,23300667000000.0
2069.0,18630387000000.0,23197210000000.0
2070.0,18346202000000.0,23111714000000.0
2071.0,18119437000000.0,23038892000000.0
2072.0,17899423000000.0,22965125000000.0
2073.0,17794979000000.0,22886868000000.0
2074.0,17594730000000.0,22821800000000.0
2075.0,17331054000000.0,22692739000000.0
2076.0,17131246000000.0,22640822000000.0
2077.0,16966171000000.0,22449301000000.0
2078.0,16741036000000.0,22288674000000.0
2079.0,16486941000000.0,22173210000000.0
2080.0,16228502000000.0,22066315000000.0
2081.0,16066242000000.0,22003323000000.0
2082.0,15948635000000.0,21862512000000.0
2083.0,15739720000000.0,21744742000000.0
2084.0,15491609000000.0,21607980000000.0
2085.0,15268716000000.0,21398137000000.0
2086.0,15011194000000.0,21321637000000.0
2087.0,14745562000000.0,21249156000000.0
2088.0,14513698000000.0,21193952000000.0
2089.0,14255987000000.0,21108128000000.0
2090.0,14080833000000.0,21005527000000.0
2091.0,13816266000000.0,20903132000000.0
2092.0,13617180000000.0,20799220000000.0
2093.0,13488312000000.0,20659390000000.0
2094.0,13282143000000.0,20524483000000.0
2095.0,13087963000000.0,20392708000000.0
2096.0,12905610000000.0,20280427000000.0
2097.0,12677561000000.0,20151026000000.0
2098.0,12460314000000.0,20084480000000.0
2099.0,12244976000000.0,19984790000000.0
2100.0,11988021000000.0,19889629000000.0
2101.0,11727721000000.0,19746706000000.0
2102.0,11512408000000.0,19611911000000.0
2103.0,11326205000000.0,19503197000000.0
2104.0,11148966000000.0,19466120000000.0
2105.0,10994170000000.0,19387290000000.0
2106.0,10785948000000.0,19274372000000.0
2107.0,10544741000000.0,19143250000000.0
2108.0,10372753000000.0,19022727000000.0
2109.0,10172420000000.0,18888442000000.0
2110.0,9970556000000.0,18731659000000.0
2111.0,9803782000000.0,18569195000000.0
2112.0,9652536000000.0,18416155000000.0
2113.0,9492630000000.0,18286184000000.0
2114.0,9334534000000.0,18215130000000.0
2115.0,9167746000000.0,18049686000000.0
2116.0,8979831000000.0,17939722000000.0
2117.0,8835463000000.0,17902202000000.0
2118.0,8713082000000.0,17871403000000.0
2119.0,8575176000000.0,17776163000000.0
2120.0,8424353000000.0,17641626000000.0
2121.0,8259427000000.0,17491116000000.0
2122.0,8051150000000.0,17416072000000.0
2123.0,7870514500000.0,17278278000000.0
2124.0,7701034000000.0,17166650000000.0
2125.0,7570045500000.0,17098313000000.0
2126.0,7408822000000.0,16982957000000.0
2127.0,7261715400000.0,16897188000000.0
2128.0,7054228000000.0,16809926000000.0
2129.0,6964475600000.0,16756382000000.0
2130.0,6780679600000.0,16586630000000.0
2131.0,6603928500000.0,16472829000000.0
2132.0,6498889000000.0,16364604000000.0
2133.0,6383820000000.0,16259243000000.0
2134.0,6265759000000.0,16078957000000.0
2135.0,6149128600000.0,16062322000000.0
2136.0,5990447000000.0,15943281000000.0
2137.0,5792828000000.0,15797541000000.0
2138.0,5661575000000.0,15637717000000.0
2139.0,5488546700000.0,15495900000000.0
2140.0,5304356400000.0,15429752000000.0
2141.0,5183800600000.0,15375544000000.0
2142.0,5048028000000.0,15281015000000.0
2143.0,4934346500000.0,15156281000000.0
2144.0,4832287000000.0,15062384000000.0
2145.0,4712295000000.0,14959817000000.0
2146.0,4646287000000.0,14896174000000.0
2147.0,4576332000000.0,14747984000000.0
2148.0,4494306300000.0,14634993000000.0
2149.0,4428995000000.0,14484908000000.0
2150.0,4348236500000.0,14430928000000.0
2151.0,4251909000000.0,14329647000000.0
2152.0,4141795800000.0,14261137000000.0
2153.0,4042350400000.0,14233473000000.0
2154.0,3957404700000.0,14142895000000.0
2155.0,3866145000000.0,14005708000000.0
2156.0,3777676000000.0,13896977000000.0
2157.0,3654097800000.0,13841374000000.0
2158.0,3576127800000.0,13752742000000.0
2159.0,3490962200000.0,13665077000000.0
2160.0,3427645300000.0,13568478000000.0
2161.0,3345051800000.0,13447185000000.0
2162.0,3253142800000.0,13366863000000.0
2163.0,3195138200000.0,13254518000000.0
2164.0,3095119000000.0,13150398000000.0
2165.0,3038498800000.0,13056121000000.0
2166.0,2998168500000.0,12991740000000.0
2167.0,2936307400000.0,12884784000000.0
2168.0,2858390000000.0,12788611000000.0
2169.0,2768273100000.0,12654416000000.0
2170.0,2708271800000.0,12558803000000.0
2171.0,2653774200000.0,12466057000000.0
2172.0,2613978600000.0,12402667000000.0
2173.0,2529349000000.0,12293940000000.0
2174.0,2491797500000.0,12198204000000.0
2175.0,2443993700000.0,12066911000000.0
2176.0,2400631000000.0,11952381000000.0
2177.0,2333617200000.0,11876022000000.0
2178.0,2251469600000.0,11833877000000.0
2179.0,2206333000000.0,11760129000000.0
2180.0,2151246700000.0,11630600000000.0
2181.0,2104481200000.0,11574572000000.0
2182.0,2055757800000.0,11524672000000.0
2183.0,2006992700000.0,11447476000000.0
2184.0,1960490000000.0,11397510000000.0
2185.0,1906115000000.0,11258332000000.0
2186.0,1872643000000.0,11115068000000.0
2187.0,1837896300000.0,11062963000000.0
2188.0,1794561400000.0,11015018000000.0
2189.0,1758455300000.0,10953469000000.0
2190.0,1713508000000.0,10838930000000.0
2191.0,1702643500000.0,10719541000000.0
2192.0,1686559000000.0,10649663000000.0
2193.0,1647980800000.0,10629414000000.0
2194.0,1612088900000.0,10542517000000.0
2195.0,1565889300000.0,10488294000000.0
2196.0,1527098200000.0,10373624000000.0
2197.0,1486042700000.0,10315659000000.0
2198.0,1456844200000.0,10284361000000.0
2199.0,1418683600000.0,10219730000000.0
2200.0,1383833500000.0,10215058000000.0
2201.0,1345786100000.0,10178613000000.0
2202.0,1314149400000.0,10119227000000.0
2203.0,1290499100000.0,10063382000000.0
2204.0,1258813700000.0,10032687000000.0
2205.0,1226582700000.0,10018190000000.0
2206.0,1188890700000.0,9980068000000.0
2207.0,1164488100000.0,9957655000000.0
2208.0,1135482200000.0,9884906000000.0
2209.0,1117258500000.0,9829235000000.0
2210.0,1094657840000.0,9795307000000.0
2211.0,1076593950000.0,9712664000000.0
2212.0,1048734140000.0,9621838000000.0
2213.0,1019604040000.0,9555949000000.0
2214.0,1001258160000.0,9536752000000.0
2215.0,982557100000.0,9469288000000.0
2216.0,957927400000.0,9434545000000.0
2217.0,945367200000.0,9344358000000.0
2218.0,919580800000.0,9280326000000.0
2219.0,899211700000.0,9204234000000.0
2220.0,874110300000.0,9150888000000.0
2221.0,852375300000.0,9080772000000.0
2222.0,835348500000.0,9027506000000.0
2223.0,813816700000.0,9002224000000.0
2224.0,793762600000.0,8988855000000.0
2225.0,778330640000.0,8978104000000.0
2226.0,755252700000.0,8962430000000.0
2227.0,743891660000.0,8906635000000.0
2228.0,728803900000.0,8876542000000.0
2229.0,700708360000.0,8793883000000.0
2230.0,676653560000.0,8782673000000.0
2231.0,666044860000.0,8687085000000.0
2232.0,643969900000.0,8644801300000.0
2233.0,628799050000.0,8568096000000.0
2234.0,610742200000.0,8485043000000.0
2235.0,594747650000.0,8483847500000.0
2236.0,580109200000.0,8396239500000.0
2237.0,571601400000.0,8322674600000.0
2238.0,555383200000.0,8251909000000.0
2239.0,540120060000.0,8198507000000.0
2240.0,525358920000.0,8164883300000.0
2241.0,508417640000.0,8111476700000.0
2242.0,492007850000.0,8086763000000.0
2243.0,477616200000.0,8037748000000.0
2244.0,467270930000.0,7993056300000.0
2245.0,452905170000.0,7947325300000.0
2246.0,444877830000.0,7876606000000.0
2247.0,430943100000.0,7847981600000.0
2248.0,417701200000.0,7812385600000.0
2249.0,406437530000.0,7771476500000.0
2250.0,393869070000.0,7759550500000.0
2251.0,383252920000.0,7768743300000.0
2252.0,369174680000.0,7755601500000.0
2253.0,362993800000.0,7716216000000.0
2254.0,353135760000.0,7663471000000.0
2255.0,343267800000.0,7633003000000.0
2256.0,336785870000.0,7608106000000.0
2257.0,327578700000.0,7547788000000.0
2258.0,318889130000.0,7501926000000.0
2259.0,310922350000.0,7467022000000.0
2260.0,302351750000.0,7433026000000.0
2261.0,295332700000.0,7373186400000.0
2262.0,287462060000.0,7326109500000.0
2263.0,278506770000.0,7303442000000.0
2264.0,273951600000.0,7295401500000.0
2265.0,269288010000.0,7262658600000.0
2266.0,264563830000.0,7245714000000.0
2267.0,256246150000.0,7208802000000.0
2268.0,249191150000.0,7156699500000.0
2269.0,242109140000.0,7131256000000.0
2270.0,233665120000.0,7107409000000.0
2271.0,225784970000.0,7065094000000.0
2272.0,219606530000.0,7035615000000.0
2273.0,213725610000.0,7005612300000.0
2274.0,210259400000.0,6983942400000.0
2275.0,206586870000.0,6951295500000.0
2276.0,202853200000.0,6915808000000.0
2277.0,195617490000.0,6861113000000.0
2278.0,190640240000.0,6860580600000.0
2279.0,186464160000.0,6810479000000.0
2280.0,179866300000.0,6803749300000.0
2281.0,175964770000.0,6763109700000.0
2282.0,172333960000.0,6740876000000.0
2283.0,166998000000.0,6713988600000.0
2284.0,162554000000.0,6733867000000.0
2285.0,157851160000.0,6695186000000.0
2286.0,153016450000.0,6685444000000.0
2287.0,149089580000.0,6694417000000.0
2288.0,143176710000.0,6666427000000.0
2289.0,138313660000.0,6636589000000.0
2290.0,134439805000.0,6609864500000.0
2291.0,131073780000.0,6559685400000.0
2292.0,127651500000.0,6540742000000.0
2293.0,125069890000.0,6496683000000.0
2294.0,121458950000.0,6464153300000.0
