time,NORESM2-MM,INM-CM4-8,INM-CM5-0,EC-EARTH3,CESM2,CAMS-CSM1-0,ACCESS-CM2,CESM2-WACCM,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,FGOALS-F3-L,BCC-CSM2-MR
2016.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0,2806699300000.0
2017.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0,2784417300000.0
2018.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0,2783591000000.0
2019.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0,2770726300000.0
2020.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0,2775568400000.0
2021.0,2790250000000.0,2740595000000.0,2748751800000.0,2732197400000.0,2767504500000.0,2776583600000.0,2745419000000.0,2757155600000.0,2758887900000.0,2767478000000.0,2766880000000.0,2776942500000.0,2757721300000.0,2764232000000.0,2779624000000.0,2768794600000.0,2774218300000.0
2022.0,2775768000000.0,2719445700000.0,2739953700000.0,2716761000000.0,2755440100000.0,2779852800000.0,2730116500000.0,2759619200000.0,2776385500000.0,2749180700000.0,2757818600000.0,2753727300000.0,2747845800000.0,2756883000000.0,2755244600000.0,2746844200000.0,2769802800000.0
2023.0,2768538400000.0,2712178800000.0,2717758800000.0,2679232500000.0,2740035300000.0,2771622300000.0,2721103200000.0,2759129600000.0,2723157000000.0,2744561700000.0,2743817000000.0,2738182700000.0,2721735500000.0,2764642500000.0,2748792200000.0,2736659400000.0,2764135700000.0
2024.0,2754886000000.0,2688173500000.0,2689239400000.0,2645855000000.0,2725773000000.0,2775514300000.0,2696530600000.0,2734751000000.0,2702773600000.0,2733277400000.0,2717457300000.0,2718748000000.0,2694695400000.0,2758785600000.0,2733125400000.0,2714149600000.0,2736705500000.0
2025.0,2728468000000.0,2683620800000.0,2669058500000.0,2618444200000.0,2699111000000.0,2752337400000.0,2678930500000.0,2723048000000.0,2668529500000.0,2739975700000.0,2701085000000.0,2707220000000.0,2677459600000.0,2753378600000.0,2722325300000.0,2697979200000.0,2734956000000.0
2026.0,2734712700000.0,2664164800000.0,2648021100000.0,2584632600000.0,2692861100000.0,2733705800000.0,2653516500000.0,2698847700000.0,2650356300000.0,2729965500000.0,2677555300000.0,2705867000000.0,2666824700000.0,2735927500000.0,2705109500000.0,2681291400000.0,2726499200000.0
2027.0,2730629000000.0,2640444000000.0,2620714000000.0,2547007600000.0,2683846500000.0,2738162200000.0,2620890300000.0,2658947300000.0,2624704500000.0,2717745700000.0,2657078700000.0,2682090700000.0,2638997000000.0,2722245600000.0,2673486600000.0,2673572000000.0,2716917000000.0
2028.0,2727812800000.0,2604562600000.0,2607281300000.0,2495884300000.0,2655666800000.0,2727452000000.0,2595480700000.0,2633573900000.0,2606062400000.0,2699673200000.0,2637941200000.0,2659554000000.0,2604668000000.0,2704730800000.0,2658056800000.0,2661781000000.0,2697157700000.0
2029.0,2714095600000.0,2590006000000.0,2583273700000.0,2453633000000.0,2633748000000.0,2737853400000.0,2576534500000.0,2619421200000.0,2584307000000.0,2681071000000.0,2625987700000.0,2635634800000.0,2576000500000.0,2683920400000.0,2643992000000.0,2644597800000.0,2686967000000.0
2030.0,2690998600000.0,2588661300000.0,2550447700000.0,2412942200000.0,2621212200000.0,2743672000000.0,2565069900000.0,2599861400000.0,2553377000000.0,2655701000000.0,2613343000000.0,2618257000000.0,2562866000000.0,2668232000000.0,2625305300000.0,2633536600000.0,2669585400000.0
2031.0,2674651600000.0,2583963600000.0,2528242800000.0,2370481000000.0,2600346800000.0,2727168700000.0,2544580000000.0,2586528200000.0,2545453400000.0,2653212600000.0,2597550300000.0,2595740000000.0,2541981000000.0,2645774300000.0,2621245200000.0,2624404600000.0,2649727200000.0
2032.0,2671392300000.0,2560611000000.0,2502764300000.0,2325274700000.0,2587090000000.0,2713993600000.0,2525995700000.0,2554087900000.0,2548946400000.0,2623619500000.0,2571826400000.0,2571333800000.0,2518033400000.0,2631160800000.0,2601888800000.0,2606350500000.0,2631734400000.0
2033.0,2664564300000.0,2572160900000.0,2484938200000.0,2284278300000.0,2567996200000.0,2687025500000.0,2501406600000.0,2546809200000.0,2529962500000.0,2589579800000.0,2544855000000.0,2558638200000.0,2490002800000.0,2615485700000.0,2593139000000.0,2585980300000.0,2627923600000.0
2034.0,2645398700000.0,2559006200000.0,2479727300000.0,2254728900000.0,2544017300000.0,2673462700000.0,2464227800000.0,2523596800000.0,2516145100000.0,2571989700000.0,2521205000000.0,2542223500000.0,2476412500000.0,2599047400000.0,2584516000000.0,2570614000000.0,2623197700000.0
2035.0,2634078000000.0,2558552200000.0,2474238000000.0,2208321000000.0,2511446700000.0,2648241900000.0,2447189000000.0,2513824600000.0,2489462800000.0,2549737800000.0,2501616600000.0,2511689000000.0,2447975000000.0,2590449900000.0,2569937400000.0,2541127500000.0,2606803500000.0
2036.0,2615983500000.0,2530552600000.0,2463723200000.0,2168779700000.0,2479465200000.0,2638695000000.0,2428402100000.0,2496494300000.0,2457037400000.0,2527558600000.0,2483947300000.0,2478671700000.0,2411136500000.0,2604587000000.0,2553079700000.0,2510619000000.0,2603971500000.0
2037.0,2602582000000.0,2526783000000.0,2443686700000.0,2131065400000.0,2449738800000.0,2637447300000.0,2411883400000.0,2497506000000.0,2439834800000.0,2519642400000.0,2461519800000.0,2469370500000.0,2390159500000.0,2593109600000.0,2547269500000.0,2491658000000.0,2599233800000.0
2038.0,2586338000000.0,2521516000000.0,2436199400000.0,2092411300000.0,2434973300000.0,2620300200000.0,2390320200000.0,2474279200000.0,2389433000000.0,2498728000000.0,2437150700000.0,2447961800000.0,2361869500000.0,2572748300000.0,2542673000000.0,2463075400000.0,2585091400000.0
2039.0,2575529000000.0,2513851400000.0,2413666000000.0,2045122800000.0,2411289600000.0,2615884400000.0,2373442300000.0,2461872700000.0,2383427400000.0,2474241400000.0,2426796500000.0,2442432300000.0,2346889000000.0,2553133000000.0,2526418300000.0,2452814000000.0,2568646300000.0
2040.0,2551662800000.0,2521805400000.0,2390382300000.0,1993573400000.0,2382432000000.0,2613645100000.0,2350651000000.0,2439498200000.0,2345506700000.0,2435750800000.0,2409230000000.0,2412526000000.0,2308007300000.0,2547494200000.0,2507805600000.0,2420231600000.0,2547433900000.0
2041.0,2563032500000.0,2507252000000.0,2373475600000.0,1953428900000.0,2357598000000.0,2593390300000.0,2324608600000.0,2410073800000.0,2307195100000.0,2433193000000.0,2380844500000.0,2396807200000.0,2275380800000.0,2543984300000.0,2500722400000.0,2392229400000.0,2526458000000.0
2042.0,2540177500000.0,2490361700000.0,2337309000000.0,1908414700000.0,2338800500000.0,2587597500000.0,2301856000000.0,2399910000000.0,2272521400000.0,2424368000000.0,2364164800000.0,2389241000000.0,2251054000000.0,2529045000000.0,2510172000000.0,2362935000000.0,2505711000000.0
2043.0,2528461000000.0,2467303500000.0,2324058900000.0,1861909700000.0,2303605600000.0,2585891700000.0,2290118300000.0,2362294000000.0,2228951700000.0,2413287200000.0,2328005000000.0,2362231500000.0,2252074600000.0,2511970500000.0,2509415600000.0,2345904400000.0,2491535600000.0
2044.0,2518204800000.0,2458122200000.0,2295344700000.0,1832818200000.0,2281758000000.0,2575940500000.0,2262334200000.0,2345747600000.0,2202113700000.0,2382639100000.0,2310708100000.0,2349726000000.0,2243696500000.0,2498520200000.0,2496463000000.0,2317155800000.0,2484169900000.0
2045.0,2491241700000.0,2443930800000.0,2285446000000.0,1794380700000.0,2247190000000.0,2578617500000.0,2251175500000.0,2334635300000.0,2148708300000.0,2362433000000.0,2278767200000.0,2323978000000.0,2222528000000.0,2491871000000.0,2495571600000.0,2306521400000.0,2482947000000.0
2046.0,2461147600000.0,2423905300000.0,2266160200000.0,1749663000000.0,2228884000000.0,2554136600000.0,2228243400000.0,2301821700000.0,2119616000000.0,2350141400000.0,2263563000000.0,2315223000000.0,2198595400000.0,2483137300000.0,2473517400000.0,2296937400000.0,2457127400000.0
2047.0,2438893400000.0,2404470500000.0,2248260500000.0,1712564500000.0,2211993000000.0,2538847600000.0,2197122000000.0,2294161300000.0,2095638800000.0,2336146000000.0,2250044300000.0,2299200800000.0,2168705800000.0,2477968300000.0,2443428000000.0,2268132300000.0,2439811200000.0
2048.0,2427240600000.0,2394148300000.0,2232412500000.0,1672399200000.0,2180472500000.0,2546238800000.0,2172855100000.0,2272880800000.0,2059813700000.0,2324029200000.0,2220047000000.0,2285701200000.0,2150258200000.0,2460086700000.0,2427761200000.0,2246016800000.0,2405590000000.0
2049.0,2416743300000.0,2359529300000.0,2218380500000.0,1627830000000.0,2165908300000.0,2542229800000.0,2152042100000.0,2256726700000.0,2039835500000.0,2302145700000.0,2198169800000.0,2262720600000.0,2128197800000.0,2443338300000.0,2425508300000.0,2225399100000.0,2379899500000.0
2050.0,2397573000000.0,2330937300000.0,2199728200000.0,1605719200000.0,2139024700000.0,2540150500000.0,2109791500000.0,2246868500000.0,2024414600000.0,2283247800000.0,2179753200000.0,2232023500000.0,2103414000000.0,2430534700000.0,2421602000000.0,2181168400000.0,2346649000000.0
2051.0,2379820800000.0,2342325600000.0,2183094600000.0,1577725700000.0,2122910400000.0,2514981500000.0,2075842600000.0,2240982800000.0,2000351700000.0,2260941100000.0,2157960100000.0,2205786600000.0,2079416400000.0,2413605700000.0,2390186000000.0,2162592800000.0,2323190600000.0
2052.0,2355430000000.0,2324048600000.0,2168109800000.0,1556645500000.0,2099840700000.0,2503855600000.0,2058251500000.0,2223519300000.0,1973613200000.0,2222740700000.0,2133383600000.0,2192201100000.0,2055508200000.0,2401750700000.0,2374743400000.0,2152537400000.0,2299910200000.0
2053.0,2331546200000.0,2302209200000.0,2132434000000.0,1523466800000.0,2075129200000.0,2493147500000.0,2037487400000.0,2203896000000.0,1966963800000.0,2203527700000.0,2103673100000.0,2177319400000.0,2029382900000.0,2387485700000.0,2367973000000.0,2137734500000.0,2272611000000.0
2054.0,2314781600000.0,2305215400000.0,2101591900000.0,1484407000000.0,2057456800000.0,2489663000000.0,2011925800000.0,2181537600000.0,1943585600000.0,2184524600000.0,2086712900000.0,2164480500000.0,2013742600000.0,2384329000000.0,2332211000000.0,2119333200000.0,2258297000000.0
2055.0,2293637800000.0,2282573300000.0,2090789500000.0,1458212400000.0,2024837700000.0,2493903500000.0,1991314200000.0,2165081400000.0,1907840600000.0,2163341100000.0,2058079000000.0,2148369700000.0,1988008900000.0,2357684900000.0,2303950600000.0,2109667000000.0,2234772600000.0
2056.0,2282865600000.0,2280772300000.0,2074956900000.0,1427126900000.0,2003884300000.0,2477338400000.0,1964760900000.0,2149175000000.0,1888472000000.0,2154357300000.0,2039432600000.0,2139482000000.0,1976144000000.0,2350071400000.0,2291013000000.0,2088862100000.0,2216074700000.0
2057.0,2254752200000.0,2272195800000.0,2060731000000.0,1395922800000.0,1978180800000.0,2487952300000.0,1945541000000.0,2118905800000.0,1875020600000.0,2154059300000.0,2026263300000.0,2117452800000.0,1958860200000.0,2338556700000.0,2273538700000.0,2072253300000.0,2182451600000.0
2058.0,2245442000000.0,2254781000000.0,2057319200000.0,1374460400000.0,1957494000000.0,2472815600000.0,1923952000000.0,2105215300000.0,1870251600000.0,2146049900000.0,2012826700000.0,2093779100000.0,1934471900000.0,2322098000000.0,2248249700000.0,2054638500000.0,2146909600000.0
2059.0,2225755700000.0,2228410000000.0,2035437900000.0,1347668800000.0,1937182200000.0,2461535300000.0,1910055600000.0,2080009200000.0,1849286900000.0,2123293400000.0,2010590700000.0,2093841600000.0,1920174000000.0,2292053200000.0,2222288500000.0,2043295200000.0,2110776300000.0
2060.0,2214069800000.0,2225851600000.0,2032039900000.0,1323811300000.0,1924264000000.0,2448349000000.0,1875138700000.0,2040986600000.0,1817018800000.0,2092801900000.0,1989130200000.0,2079874900000.0,1902416400000.0,2290264000000.0,2213513000000.0,2021613400000.0,2093417900000.0
2061.0,2203323200000.0,2209242000000.0,2014291800000.0,1296875000000.0,1906206300000.0,2432150800000.0,1849636000000.0,2023005600000.0,1828210900000.0,2090868700000.0,1969202300000.0,2059056300000.0,1880285200000.0,2271652000000.0,2181844700000.0,2010134700000.0,2073830800000.0
2062.0,2191702800000.0,2203051400000.0,1993671000000.0,1269838500000.0,1880647400000.0,2394396000000.0,1829860800000.0,2004557900000.0,1814588800000.0,2058841600000.0,1965992800000.0,2041945300000.0,1875822400000.0,2247460000000.0,2165805000000.0,1997879900000.0,2048988300000.0
2063.0,2174892800000.0,2199835000000.0,1981404400000.0,1240645000000.0,1874582300000.0,2373122500000.0,1817958700000.0,1983779700000.0,1796230500000.0,2029203100000.0,1950446300000.0,2027690100000.0,1857802100000.0,2228149300000.0,2137486000000.0,1986338500000.0,2040068000000.0
2064.0,2159508500000.0,2177139300000.0,1969849800000.0,1222730600000.0,1857268500000.0,2369390600000.0,1801751500000.0,1978767000000.0,1773081200000.0,2011470100000.0,1932162900000.0,2003455800000.0,1844689400000.0,2220645700000.0,2120923100000.0,1978668200000.0,2015451300000.0
2065.0,2129014400000.0,2155608700000.0,1957603000000.0,1213989100000.0,1838303400000.0,2356441000000.0,1779655400000.0,1964883600000.0,1749948600000.0,1992002900000.0,1912256700000.0,1995046600000.0,1828780200000.0,2213971000000.0,2098299000000.0,1957466100000.0,2007094000000.0
2066.0,2106324000000.0,2145805800000.0,1950391600000.0,1202621400000.0,1824584600000.0,2339462700000.0,1755103100000.0,1956596300000.0,1735571900000.0,2003788200000.0,1909163200000.0,1974468500000.0,1815583300000.0,2205673800000.0,2072557800000.0,1940983800000.0,1979196100000.0
2067.0,2085429600000.0,2143270000000.0,1945691000000.0,1184468600000.0,1809506900000.0,2350908400000.0,1732961800000.0,1930630100000.0,1721876900000.0,1988249000000.0,1904014900000.0,1950783800000.0,1798448600000.0,2202846000000.0,2057299700000.0,1931867200000.0,1945475000000.0
2068.0,2063681800000.0,2127362500000.0,1932098000000.0,1171847800000.0,1788115600000.0,2332077600000.0,1724374800000.0,1921188600000.0,1703183100000.0,1957819600000.0,1892951300000.0,1936662700000.0,1792969100000.0,2186048800000.0,2043462500000.0,1911718500000.0,1915250500000.0
2069.0,2024210600000.0,2120365900000.0,1925109300000.0,1149207200000.0,1775908800000.0,2313032300000.0,1696477600000.0,1911795900000.0,1689533000000.0,1946867900000.0,1879130000000.0,1922537200000.0,1789924600000.0,2185206800000.0,2030445300000.0,1903051000000.0,1879956000000.0
2070.0,2001164000000.0,2093451000000.0,1909941100000.0,1130825600000.0,1765759900000.0,2307511500000.0,1675626700000.0,1903293600000.0,1680595100000.0,1921390700000.0,1858910800000.0,1911478200000.0,1779603700000.0,2174025700000.0,2005804500000.0,1894311000000.0,1858253100000.0
2071.0,1995501100000.0,2091538200000.0,1896622600000.0,1115323600000.0,1752821800000.0,2299985000000.0,1657913600000.0,1875366000000.0,1681448800000.0,1899647200000.0,1837951600000.0,1902653000000.0,1767342500000.0,2161053900000.0,1991207400000.0,1892262900000.0,1839962700000.0
2072.0,1984285200000.0,2086359400000.0,1895539000000.0,1096847200000.0,1742802300000.0,2292200000000.0,1644094400000.0,1853802400000.0,1660860000000.0,1891955600000.0,1818915000000.0,1885075400000.0,1763553000000.0,2154491000000.0,1970075900000.0,1880282200000.0,1819366800000.0
2073.0,1962621900000.0,2079595000000.0,1899039800000.0,1071149100000.0,1733391700000.0,2281641300000.0,1610347400000.0,1852879800000.0,1644104400000.0,1894629800000.0,1804406600000.0,1872598300000.0,1753788800000.0,2153826500000.0,1953884700000.0,1869890600000.0,1798525700000.0
2074.0,1944998500000.0,2085603100000.0,1884943500000.0,1056730800000.0,1706425600000.0,2278088800000.0,1594140100000.0,1832563500000.0,1627952300000.0,1871646200000.0,1787943300000.0,1858779700000.0,1745385600000.0,2142375900000.0,1930291800000.0,1843339200000.0,1776187500000.0
2075.0,1923880300000.0,2073650900000.0,1865149200000.0,1050656100000.0,1691229200000.0,2267131700000.0,1588718900000.0,1814396800000.0,1636659900000.0,1847662700000.0,1776142900000.0,1844322800000.0,1731002500000.0,2143373900000.0,1920809300000.0,1840517300000.0,1767533200000.0
2076.0,1921263300000.0,2052059600000.0,1861567800000.0,1037499700000.0,1690189700000.0,2252153600000.0,1573266000000.0,1800863100000.0,1625037100000.0,1832188900000.0,1757711700000.0,1824481200000.0,1710390200000.0,2125378200000.0,1901199100000.0,1844475900000.0,1737793500000.0
2077.0,1916131200000.0,2042442200000.0,1856481900000.0,1023276350000.0,1669864500000.0,2238784000000.0,1565630500000.0,1788641400000.0,1616962500000.0,1829574100000.0,1740625300000.0,1812254000000.0,1699792600000.0,2116810300000.0,1900949500000.0,1838790300000.0,1713665600000.0
2078.0,1900996500000.0,2032832100000.0,1837337000000.0,1000392360000.0,1657382000000.0,2230626000000.0,1549673200000.0,1774379200000.0,1605195700000.0,1812092400000.0,1724589700000.0,1793515300000.0,1685373200000.0,2100219700000.0,1903272800000.0,1839733100000.0,1691633800000.0
2079.0,1892879800000.0,2012963100000.0,1820187600000.0,992765400000.0,1635762000000.0,2218822200000.0,1533563800000.0,1757132500000.0,1590777700000.0,1785142600000.0,1711052000000.0,1777213500000.0,1681658600000.0,2093351700000.0,1906301300000.0,1832722600000.0,1672148500000.0
2080.0,1872417800000.0,2003344400000.0,1805770600000.0,984730500000.0,1620387000000.0,2216539000000.0,1524541600000.0,1751843200000.0,1572417400000.0,1759130200000.0,1694007300000.0,1767188000000.0,1668592800000.0,2085095900000.0,1892750900000.0,1821475000000.0,1658404600000.0
2081.0,1857386700000.0,1984065000000.0,1789917300000.0,970134400000.0,1605767700000.0,2209426200000.0,1507671400000.0,1733381500000.0,1565072200000.0,1746980300000.0,1682095900000.0,1753903900000.0,1664417000000.0,2068964200000.0,1902918900000.0,1821440200000.0,1653715200000.0
2082.0,1838278800000.0,1966752300000.0,1776192000000.0,953257500000.0,1600074800000.0,2200257200000.0,1487467700000.0,1711851000000.0,1560735100000.0,1743253800000.0,1673242000000.0,1733649000000.0,1646454200000.0,2056601300000.0,1892591600000.0,1811229600000.0,1631977000000.0
2083.0,1829600000000.0,1970375400000.0,1759402700000.0,949427770000.0,1583423000000.0,2187321900000.0,1473273500000.0,1693720900000.0,1550550800000.0,1729480400000.0,1665170000000.0,1715806100000.0,1632247000000.0,2036411000000.0,1886460200000.0,1799417200000.0,1619163300000.0
2084.0,1807079800000.0,1967917100000.0,1747823600000.0,944959500000.0,1570991900000.0,2194472800000.0,1457655300000.0,1694861100000.0,1527392800000.0,1703121100000.0,1656800300000.0,1710847300000.0,1626695400000.0,2025788900000.0,1869371100000.0,1788290000000.0,1607406600000.0
2085.0,1807634000000.0,1961201600000.0,1752434000000.0,924680900000.0,1562817700000.0,2177133400000.0,1438967400000.0,1687805400000.0,1526380000000.0,1680794200000.0,1647450900000.0,1696436200000.0,1625355300000.0,2019103000000.0,1838333600000.0,1782582300000.0,1591804700000.0
2086.0,1801755400000.0,1949276700000.0,1743078600000.0,908677400000.0,1544006400000.0,2178193200000.0,1418489000000.0,1675888200000.0,1528597300000.0,1658068300000.0,1645417500000.0,1682147900000.0,1621059800000.0,2021325000000.0,1826346100000.0,1784955300000.0,1575742300000.0
2087.0,1777343000000.0,1936256400000.0,1733100800000.0,896908850000.0,1531810300000.0,2167668500000.0,1401735200000.0,1669769600000.0,1538419500000.0,1634061000000.0,1634714300000.0,1665214000000.0,1616295600000.0,2015196600000.0,1816441900000.0,1768509400000.0,1565885300000.0
2088.0,1757087300000.0,1922895600000.0,1726813800000.0,890502600000.0,1522276600000.0,2158192800000.0,1391974500000.0,1661158000000.0,1517563500000.0,1604810300000.0,1618533200000.0,1654024000000.0,1603403300000.0,2011648800000.0,1815679500000.0,1755799600000.0,1547605600000.0
2089.0,1745540600000.0,1916567000000.0,1714453000000.0,890711240000.0,1516783900000.0,2151633400000.0,1383231700000.0,1644845100000.0,1512998200000.0,1592459300000.0,1593665300000.0,1645347000000.0,1596092700000.0,1998204700000.0,1813227500000.0,1747001300000.0,1543072400000.0
2090.0,1734071300000.0,1908265700000.0,1719854800000.0,886519200000.0,1503001800000.0,2138077700000.0,1370396700000.0,1644101800000.0,1512876300000.0,1571908000000.0,1576906100000.0,1636628000000.0,1594652400000.0,1997047300000.0,1811591500000.0,1743896700000.0,1522499600000.0
2091.0,1716506900000.0,1907901200000.0,1710947300000.0,879142040000.0,1499457900000.0,2131141700000.0,1351171300000.0,1628057800000.0,1505082100000.0,1555026400000.0,1561303700000.0,1634270700000.0,1590696100000.0,1998275300000.0,1805325300000.0,1731681300000.0,1500209200000.0
2092.0,1714494200000.0,1893505700000.0,1698092300000.0,870605650000.0,1498832800000.0,2129900700000.0,1338114000000.0,1627901300000.0,1494059600000.0,1539917300000.0,1548132500000.0,1610569600000.0,1593383300000.0,1986785700000.0,1786931800000.0,1724809600000.0,1498459500000.0
2093.0,1697324500000.0,1884203800000.0,1691602900000.0,862705800000.0,1480108800000.0,2123343500000.0,1326806600000.0,1623301700000.0,1486805800000.0,1525846600000.0,1536987600000.0,1599891400000.0,1579377900000.0,1980747900000.0,1780016200000.0,1728807700000.0,1489075000000.0
2094.0,1680183700000.0,1884858000000.0,1692318400000.0,856169100000.0,1469960800000.0,2129369600000.0,1319437700000.0,1613669100000.0,1489200300000.0,1492816600000.0,1520306700000.0,1590067900000.0,1577408400000.0,1973431400000.0,1775437300000.0,1723898000000.0,1478128200000.0
2095.0,1665822900000.0,1873098400000.0,1678723500000.0,847170500000.0,1467385500000.0,2134493200000.0,1306860300000.0,1605115400000.0,1476543500000.0,1467106600000.0,1508096700000.0,1586535500000.0,1566527200000.0,1978282500000.0,1757177400000.0,1713020700000.0,1458623900000.0
