time,CESM2-WACCM,ACCESS-CM2,CAMS-CSM1-0,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,IPSL-CM6A-LR,INM-CM4-8,NORESM2-MM,INM-CM5-0,EC-EARTH3,CESM2,GFDL-ESM4,MPI-ESM1-2-HR,TAIESM1,BCC-CSM2-MR,FGOALS-F3-L,CMCC-CM2-SR5,MRI-ESM2-0
2086.0,998886100000.0,974821200000.0,1392867800000.0,694810250000.0,500192180000.0,923028550000.0,885157200000.0,1485345900000.0,1139948300000.0,1173268600000.0,401062700000.0,879043740000.0,1249438900000.0,1140565300000.0,726908900000.0,556322600000.0,995539160000.0,865599600000.0,960023760000.0
2087.0,973530330000.0,948882300000.0,1359514700000.0,665274700000.0,469907960000.0,903952700000.0,853014600000.0,1462077800000.0,1119212100000.0,1152421200000.0,377792460000.0,852739160000.0,1224952100000.0,1121427000000.0,701942500000.0,535667280000.0,971905960000.0,832349340000.0,939868700000.0
2088.0,948956700000.0,932781700000.0,1330996200000.0,647748100000.0,442700630000.0,880748900000.0,813299660000.0,1451677600000.0,1093159550000.0,1130312000000.0,352130800000.0,830110200000.0,1196197200000.0,1089912000000.0,679595340000.0,509384200000.0,941539300000.0,809823600000.0,923875700000.0
2089.0,927485260000.0,907911760000.0,1314805600000.0,625243850000.0,417152470000.0,848979100000.0,783112340000.0,1439837000000.0,1071589300000.0,1106119200000.0,330548500000.0,806111200000.0,1166063000000.0,1062962600000.0,655114800000.0,490082600000.0,916045800000.0,782553650000.0,901212300000.0
2090.0,905868400000.0,887698400000.0,1307142900000.0,599766900000.0,393247750000.0,821372200000.0,751433350000.0,1415038600000.0,1052810300000.0,1090787000000.0,309195640000.0,789152900000.0,1141573700000.0,1036640100000.0,625766100000.0,472370100000.0,886385500000.0,760277100000.0,882623500000.0
2091.0,874935200000.0,857614100000.0,1284719800000.0,583161600000.0,368000900000.0,796272000000.0,713589460000.0,1395379700000.0,1026080050000.0,1067804260000.0,289058200000.0,761081700000.0,1115777700000.0,1015121840000.0,604108400000.0,456110000000.0,854359740000.0,734021550000.0,863352650000.0
2092.0,848607600000.0,828811400000.0,1256444000000.0,564171200000.0,346724600000.0,776372550000.0,677085250000.0,1369362900000.0,1002530730000.0,1057345440000.0,275844200000.0,738700000000.0,1093467500000.0,993692900000.0,580322200000.0,437833530000.0,830847650000.0,710562400000.0,844448140000.0
2093.0,821710400000.0,793813060000.0,1233694600000.0,546976170000.0,325193300000.0,747722200000.0,646222050000.0,1347613000000.0,976324100000.0,1043772400000.0,257367410000.0,715569400000.0,1065045700000.0,964683700000.0,555229100000.0,419580940000.0,802913000000.0,689361000000.0,823879340000.0
2094.0,798277800000.0,776935830000.0,1210843700000.0,526109050000.0,302427080000.0,720384000000.0,617346560000.0,1328399500000.0,956076060000.0,1025468200000.0,240098150000.0,696400150000.0,1031320700000.0,940241400000.0,532922830000.0,401091700000.0,773488840000.0,673161600000.0,802433860000.0
2095.0,782486700000.0,757535870000.0,1182199800000.0,505865930000.0,281256230000.0,696646570000.0,591245400000.0,1303227900000.0,932070700000.0,1010422200000.0,224190890000.0,672877000000.0,1019635040000.0,918142200000.0,512784760000.0,386745100000.0,745547560000.0,649235600000.0,782891750000.0
2096.0,757699840000.0,736059000000.0,1167507500000.0,484779620000.0,262630740000.0,676960300000.0,563720360000.0,1276785100000.0,910506400000.0,987226200000.0,212100600000.0,647426800000.0,1002542900000.0,899618900000.0,488884500000.0,375137600000.0,721038930000.0,627111500000.0,759316150000.0
2097.0,740571100000.0,718826440000.0,1139275900000.0,466476000000.0,244286010000.0,652630300000.0,537099600000.0,1260880000000.0,889345600000.0,960888440000.0,198599870000.0,626054140000.0,976565900000.0,876198950000.0,469648770000.0,363825000000.0,699489450000.0,599508200000.0,739520400000.0
2098.0,711903100000.0,695129700000.0,1117545300000.0,449860670000.0,225753060000.0,628756000000.0,511217500000.0,1247429900000.0,864702800000.0,943015400000.0,188660420000.0,607355400000.0,943716200000.0,856727550000.0,448758450000.0,348144600000.0,674815000000.0,572071740000.0,715070100000.0
2099.0,690758350000.0,671729650000.0,1097852300000.0,432963000000.0,212173100000.0,609799400000.0,487436200000.0,1226241200000.0,844667940000.0,925598900000.0,177174230000.0,583868550000.0,915482700000.0,840508400000.0,425976140000.0,331374260000.0,655320550000.0,555905200000.0,691129550000.0
2100.0,664181500000.0,647420250000.0,1093104300000.0,417750650000.0,202841600000.0,585514100000.0,466107300000.0,1211325900000.0,825770640000.0,904374400000.0,163467950000.0,561380900000.0,890873300000.0,821951660000.0,405827130000.0,321295000000.0,629296460000.0,538846070000.0,672397660000.0
