time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,3965534973675.62,3965534973675.62,3965534973675.62
2001,3957829050835.2153,3952724404629.37,3958870056830.2627
2002,3954653917988.3677,3940638919645.5117,3953075574789.025
2003,3951086188220.5137,3922851485549.8774,3934983697371.773
2004,3943537296110.0146,3905995321584.742,3921582807597.2456
2005,3927893255615.8193,3893308433710.2754,3912410198529.852
2006,3928773051804.5195,3886902992491.3384,3902410668012.5415
2007,3922582118146.0376,3868843677481.074,3888360203606.0547
2008,3917763765372.969,3856085648037.3257,3877056868018.75
2009,3909604535925.5684,3848298290589.722,3865464646333.517
2010,3896520241282.2344,3841389550591.0156,3848315857834.064
2011,3879971765793.255,3827223346955.632,3831108798795.3184
2012,3862671424553.5366,3805941311272.672,3823270945338.2554
2013,3855404750922.3516,3774755162507.465,3802269040724.237
2014,3834564655265.075,3756561052918.648,3784498892935.7695
2015,3813143884260.4927,3745054956585.4795,3776701014722.2754
2016,3783336352237.2754,3739889073035.322,3769089311023.8506
2017,3763240491553.552,3738809691511.8896,3751547850968.0547
2018,3748420737746.001,3727984198069.4277,3728388983598.921
2019,3720243453473.729,3716663248466.4966,3715302246272.2583
2020,3688923622672.5347,3698076162555.141,3700224244383.2246
2021,3659171143161.5366,3677734301236.281,3681677162663.4624
2022,3646084845221.806,3660234383894.8896,3666370737570.5127
2023,3623169284084.096,3648889166047.1416,3651807764518.8066
2024,3592906432474.9067,3630021599752.0166,3638386347548.239
2025,3553465083616.7437,3606582641255.1904,3621107961300.125
2026,3515699878739.9062,3585326476821.011,3600047194451.5566
2027,3480371094640.6055,3557201057142.479,3582796593307.4775
2028,3449657356477.1597,3548232004420.5186,3563160697273.99
2029,3415458179869.8315,3513962115979.731,3533839484156.399
2030,3369165620407.626,3475567214658.25,3510498393340.7573
2031,3337795409654.1133,3453644891687.427,3496408933644.801
2032,3301411717696.202,3435258199634.7524,3478814523419.707
2033,3275434548420.6387,3418877872679.511,3462327598073.1484
2034,3232433835228.6235,3382439920874.803,3445921545555.458
2035,3200971406667.561,3361738490008.6924,3425898737225.8813
2036,3181339624545.773,3342044407360.4263,3405233983904.894
2037,3144142360653.2715,3317455200010.7646,3385144380231.165
2038,3110538240517.1416,3293374414492.406,3362016581823.6816
2039,3084449742170.493,3269096551258.4033,3333278605581.7676
2040,3054389385028.4624,3238756967586.781,3316433093292.1387
