time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,3965534973675.62,3965534973675.62,3965534973675.62
2001,3960111960152.1567,3960278844676.476,3959133792120.8193
2002,3938043022125.316,3950156333398.923,3954031989715.5884
2003,3923193215841.3535,3929050676381.2373,3936255190902.112
2004,3918620162387.9307,3904020207004.204,3923061115424.2114
2005,3906537893641.7417,3884861900319.355,3914642676367.1943
2006,3898300270735.6055,3872958398416.629,3905432682532.813
2007,3877415115578.4,3851163814544.632,3890643555210.7065
2008,3863493829945.83,3843192646355.2666,3876446237523.555
2009,3860093960371.957,3813038362078.2085,3862436316321.314
2010,3832789633332.886,3800144837085.4062,3858092845398.1343
2011,3815020729861.4165,3785740120771.7827,3843973939022.722
2012,3792633981863.342,3783141122832.3374,3834923243895.199
2013,3774257019223.075,3768425340067.3467,3814335949086.777
2014,3744662897634.733,3767470591749.237,3798223519479.9385
2015,3733469207699.62,3753398360223.293,3783416791853.0913
2016,3724001067551.947,3738065324552.9873,3765632606194.845
2017,3714941509620.3887,3735240016823.9316,3746365524282.956
2018,3700137964928.124,3720719889256.425,3730962084621.4604
2019,3690674311428.9116,3709648001580.3594,3707026851290.329
2020,3683116906097.843,3694104246269.3,3685868421430.4727
2021,3665093844166.795,3684564834316.0244,3667667667911.8584
2022,3646645037805.8315,3681604924584.9087,3655178435956.57
2023,3624413496431.6084,3675858385503.2153,3640732991334.738
2024,3581717167011.7354,3673730843772.567,3622809608818.164
2025,3562935357587.9155,3657016869676.0215,3605443217743.305
2026,3537027462602.7,3648547730813.6523,3584253376357.719
2027,3522492395053.403,3636091139016.6343,3564230648254.0483
2028,3516860821065.7793,3626693297559.0386,3537409685306.5146
2029,3510457596037.451,3621785277915.9976,3522345033870.1177
2030,3487036811979.0483,3615124625689.7573,3505111159739.255
2031,3465776349019.3076,3603160165249.2104,3482294979522.52
2032,3445898503940.9795,3595445163535.2563,3463105675643.9136
2033,3432904087279.1724,3572002329233.3506,3451500535371.372
2034,3412871752725.8027,3560757761011.8765,3427095107712.424
2035,3380423891511.2847,3549112165318.5483,3407321273297.0493
2036,3350328801830.0483,3529309759478.975,3386298938504.8354
2037,3315342254823.1704,3516867033796.923,3375836402761.6274
2038,3279216136266.8438,3508863932497.629,3357926248317.6143
2039,3262971061151.564,3496493752765.2065,3336131990122.4976
2040,3238441567389.6924,3464523952682.385,3313748378335.0674
2041,3215909125269.3975,3455626474399.2026,3295358975166.568
2042,3191724060473.553,3441916650255.2817,3271502208308.9155
2043,3166664087632.491,3435375018779.799,3252944324063.814
2044,3130164163032.459,3433461137433.229,3229005373321.165
2045,3109780727674.7876,3406756686332.7583,3211827493295.496
2046,3072645737010.2773,3385039278993.844,3188910701058.8843
2047,3038850501345.5474,3369441371982.595,3167424429476.3105
2048,2996120330927.776,3350513542015.145,3138796460297.6567
2049,2959787093216.657,3350178936470.2407,3126036711088.697
2050,2918991807595.366,3350218439136.1396,3107859736898.1235
2051,2886714309020.578,3335325885241.5273,3085033659399.7505
2052,2841818816560.2065,3319776484143.2295,3066752066052.414
2053,2800801089556.528,3307218534816.198,3047340809838.0815
2054,2764736791649.6074,3281472881271.293,3030373955832.083
2055,2735966036125.64,3277856571853.08,3009998894724.1953
2056,2688382937039.742,3265266463871.9507,2992591280463.598
2057,2653658729693.1636,3261879857033.8154,2971438209569.719
2058,2621634446350.822,3244643666270.875,2954184096313.8047
2059,2586365454065.575,3238766550392.9067,2936645484871.711
2060,2545789439361.7974,3236805436557.388,2922098310076.6177
2061,2504840712094.5854,3229729760680.934,2902218409768.3564
2062,2465090131052.2344,3224097995944.7437,2871371598750.2593
2063,2433170229104.6523,3214994104366.632,2846459743372.149
2064,2388184171548.8867,3204954854544.3457,2821482936607.1265
2065,2351806442182.336,3196583204492.374,2798035546337.912
2066,2308508817782.8394,3188334593133.8545,2781447404935.941
2067,2270675454672.097,3171089553763.036,2763620642427.0337
2068,2223158280172.372,3163459675742.4395,2744289600633.9634
2069,2182043374028.8591,3147156660081.7056,2723971485621.342
2070,2141726475004.0186,3121763361056.4194,2704948360750.2817
2071,2083104918530.916,3094362833432.043,2678357574020.296
2072,2043903232424.6953,3076100572477.3276,2654063868076.5703
2073,2007235922350.423,3046378152820.371,2631792260421.5957
2074,1975189326594.3198,3020280266052.3184,2603737330588.512
2075,1945761230612.8562,3003879984942.2573,2584236482576.0063
2076,1915106488840.7263,2990068640476.842,2561217603263.4717
2077,1881973688791.4988,2978057575488.801,2541810630651.6265
2078,1846380689350.1772,2969834220630.9463,2520875132050.5635
2079,1814900009456.1172,2933844275103.796,2504365460642.7188
2080,1774669135267.5317,2903278167603.459,2490813547906.9907
2081,1737880038238.4568,2889804749699.12,2473636706593.9243
2082,1697302145847.005,2868256443615.8535,2459531285247.764
2083,1655883423934.9685,2837669207591.937,2447432683980.4077
2084,1625855068922.1677,2811055320034.3457,2424068558661.7026
2085,1591296252928.5518,2789154893638.325,2404830895887.8564
2086,1558823674318.6042,2778307205874.032,2392070233414.818
2087,1518903688798.9307,2756172961346.0215,2375022791646.856
2088,1487311871835.4058,2732741406777.827,2357213921111.2153
2089,1453671095584.1516,2712009622616.1406,2338606732897.7637
2090,1414939089274.478,2675429493105.0815,2320279399229.652
2091,1374538240560.2483,2629091059443.707,2306157099035.06
2092,1332718171672.7463,2584070105592.579,2288668787348.0894
2093,1302945323696.3218,2546480484519.65,2277567934793.0034
2094,1268601611855.7886,2515624318572.4077,2257088645361.088
2095,1228173946113.5408,2489626166017.567,2243360929147.457
2096,1196580260268.4731,2457225876882.9946,2226537993770.5938
2097,1166126962288.941,2412662311600.722,2215015951618.844
2098,1145170949016.8228,2384721234839.219,2200433589543.897
2099,1109561816522.9731,2366315629942.704,2190045222645.2488
2100,1078122513152.9222,2337755334854.4995,2178559130216.589
2101,1054469608787.5061,2305591869297.8237,2170398627363.388
2102,1026755247504.624,2281865556569.4434,2158610020730.1875
2103,1000737512946.9882,2249028182234.664,2149458549486.3936
2104,968936567005.2781,2217572679637.6924,2136071825293.237
2105,940059011471.6781,2181303910584.7634,2129572595911.5034
2106,906113602968.8458,2140936482589.7803,2116959109344.5603
2107,876021464415.5027,2113384913316.0056,2104553349317.417
2108,847955564658.4558,2080809845192.0076,2095315876619.1736
2109,824861136726.3726,2046830660619.7134,2084470982141.4543
2110,800622459117.7411,2005057487816.9724,2076455503076.1416
2111,773572180319.5029,1958996002080.8,2066549349125.8289
2112,745690706812.223,1908110074136.817,2057434746502.22
2113,716171349403.4246,1875441139047.9343,2047337173085.2778
2114,692646925566.9927,1835002669300.7666,2039234630519.564
2115,672352739640.945,1799095555388.7344,2032511300530.819
2116,648435920467.153,1760653684027.9092,2026047625535.9329
2117,629940352772.6923,1722925652750.3342,2017963420708.02
2118,617191370757.4702,1684725224375.6912,2009085857996.331
2119,601055327746.2468,1641920187269.0464,1994671358186.6738
2120,583220859716.312,1599251062702.2637,1984406360976.2185
2121,562543205365.974,1567786880144.7683,1976936858092.0488
2122,543996612691.3564,1523139486655.3928,1967575311163.5125
2123,527624884735.26495,1487813330083.5122,1958771320906.2524
2124,509732981574.46814,1446064293987.5632,1953089440866.9326
2125,495601310067.7622,1412617151942.33,1947722904914.3955
2126,481217642343.8449,1365800690087.5159,1939956273187.15
2127,464092062670.16785,1326631415258.4084,1933746876728.242
2128,444056254555.2611,1285778753628.7263,1927099798067.808
2129,424808399184.46027,1242904991260.0352,1919042903164.362
2130,411324208155.6151,1206407925715.7383,1910807237910.4524
2131,399004195991.67834,1164583344649.404,1904507444061.7878
2132,386568542029.5036,1133487535399.8657,1898774995111.9941
2133,371380265422.1272,1093803907116.0282,1891690135610.9775
2134,359281144258.4356,1053053805794.6388,1886843772133.9453
2135,346094910144.1743,1019272934764.6024,1882716441925.896
2136,330740238549.8941,970956195593.3762,1874167940027.19
2137,317688964208.0549,925857911696.9379,1868017154281.5144
2138,304541173199.17505,894732799447.133,1861811400696.7144
2139,291001947546.4068,858568101887.3939,1854665603140.6404
2140,281460397292.73145,826806676149.3325,1845246198121.8298
2141,271477482970.80652,787984043341.3673,1835158388509.3184
2142,262397991359.24567,748180474635.1418,1827943953114.7544
2143,251560314470.43985,716538909533.2842,1821531106929.0686
2144,245203162191.99826,681648587970.5747,1817130435618.4448
2145,235700860551.32733,644279338367.8173,1813350345219.58
2146,226435193987.086,609086090307.6766,1807156232393.4475
2147,217248855886.0073,578184205991.856,1800906179546.7607
2148,208554022320.3477,542743582468.0112,1793654114792.8208
2149,202114634364.65503,511934818460.96185,1788804059027.7283
2150,194888596754.4911,484310245871.17804,1784887977405.7502
2151,186626041812.5949,440868861186.0684,1780525201575.0266
2152,178744918927.8117,409324277152.96185,1773534110923.314
2153,170124033390.70413,383950988610.2192,1767573825979.792
2154,161853922465.8898,361699301524.00977,1764329651296.0925
2155,155677137826.8176,335516638270.4157,1759031997649.336
2156,150068049441.70926,311029278789.63495,1754742409905.539
2157,143284777726.44537,282752479761.7081,1750553016857.1135
2158,137856311534.3058,256648530455.21796,1749435493286.433
2159,133253962922.82469,234947448766.87338,1744763959302.1196
2160,127538656882.69547,210898706377.04547,1745784195951.3806
2161,123157218074.5022,190491422142.03836,1743246284316.5813
2162,119635297277.01353,167776855725.11743,1739945182005.4778
2163,115026195101.61281,150201987576.36554,1737794998897.975
2164,110146568967.58488,132531260217.58923,1735786339860.6184
2165,104370760560.61203,115462114052.58784,1733316528663.3406
2166,99735009291.91986,100020344663.35338,1726097958278.4963
2167,96338466436.38173,82064893987.93748,1722331785199.0503
2168,92329220996.18816,68278706973.02602,1718734680399.6292
2169,88064772192.09764,56615670645.948006,1717234299245.7039
2170,83983048513.98987,47685855547.4098,1713733513459.9177
2171,78856124902.55011,37639283167.45194,1715498520815.1062
2172,74870447093.03003,31198083210.69918,1711866937382.898
2173,71310634919.47899,25455968292.940434,1708727232064.4094
2174,68699912905.45906,20888022933.328476,1706387929645.212
2175,66180216165.767624,17814184392.56216,1705551641815.0566
2176,62710911907.94812,14961776319.31459,1703433969072.182
2177,60220554104.38674,12243037193.783335,1698067184906.455
2178,57904598058.37733,10384352404.130194,1691538234377.1787
2179,56294421519.88225,8590361931.2967,1690441091294.6006
2180,54451546428.22539,7150191075.030001,1689372234510.9058
2181,52140284461.20732,6004211093.698118,1684366250984.9424
2182,49350358055.61561,4965675757.901026,1682001084905.9167
2183,47083079413.0033,4081678614.454423,1681918058448.1042
2184,44351722625.02749,3228417545.502205,1681755155221.5483
2185,42992651090.39581,2443266430.1296234,1678795722133.7815
2186,41617206202.64669,1854058494.0957253,1676128966591.0093
2187,40006582642.24602,1432208638.2780888,1673876068482.6067
2188,38475330678.775566,1198975307.3649278,1672199787777.668
2189,37077035779.04138,1046391203.2860571,1670253253921.6326
2190,35884214788.905846,958417574.5054134,1669125525172.4531
2191,34688831619.10788,913495900.0389086,1666661242184.4458
2192,33529388523.478035,870228782.2629701,1664556925795.2957
2193,32604128748.390434,824105685.7171099,1664339100993.7307
2194,31504833249.41471,780449127.190953,1661557546478.8142
2195,30266347047.77422,732493626.3970119,1659991968004.9219
2196,29180131800.958237,686664769.2321796,1658639525660.784
2197,28149056902.32637,650042460.615824,1654692324821.2493
2198,27062190723.573696,610120587.9420213,1652338450918.8723
2199,26233807469.134647,561063618.2892247,1652513548146.2278
2200,25730899968.99848,511412129.4034044,1648679140934.065
2201,25004425680.91308,466237077.2893052,1647700870071.9478
2202,24157068373.637268,425240191.13201207,1646558904055.2039
2203,23426793329.037445,391611092.50101995,1647388487355.8594
2204,22614413498.795242,357401916.61823845,1644308598115.5237
2205,21778975451.25916,326604221.8219196,1642493004359.6963
2206,21098411898.796154,305035251.4422192,1643016421805.4863
2207,20418386078.18866,293307665.4377264,1642223696082.4653
2208,19739069658.312256,286661489.3660897,1636487623614.3713
2209,19187790102.640717,281462573.7183126,1633280868330.71
2210,18328623260.902306,280359122.00991076,1634960562165.5786
2211,17615167580.093983,278753249.50901055,1633328384751.254
2212,16884550719.6704,274569283.1119974,1629327278807.7073
2213,16301273014.505314,271989326.7518667,1626803038207.1245
2214,15705463002.02509,266728346.24905747,1624185653082.0933
2215,15145122748.258,259945333.7602922,1625010491608.0173
2216,14583679126.275616,255349293.2540411,1624734994446.1086
2217,13831374295.103699,252143470.2997957,1621868569952.2937
2218,13249721116.49921,250776879.91991547,1620010693896.1472
2219,12707239640.507725,251518394.9189431,1619168592854.3796
2220,12311044310.1789,249850355.7871612,1619575394919.745
2221,11816765376.826729,248037555.90536866,1619042783285.033
2222,11460967363.54277,248371335.50690708,1616112389632.3323
2223,11038522659.581638,246672187.45799583,1614413839865.1794
2224,10718178565.79832,246506856.78470418,1615558669701.8245
2225,10422789753.089045,249153210.80958292,1611275877498.2725
2226,10123603508.987963,249607895.53378052,1610207693416.008
2227,9791776800.72467,251983020.55946085,1607482986944.327
2228,9484205826.197363,250068418.28218478,1603788167836.12
2229,9168907603.41065,251594998.60401967,1603711532259.8362
2230,8883371528.150263,250472127.82659343,1601718510361.2905
2231,8602511182.459593,249763575.33446625,1602015278622.5068
2232,8329704131.332497,250461422.22842428,1598627010247.9683
2233,8113516716.491213,251565255.13694543,1596653265251.9055
2234,7887885042.967251,251299021.04086226,1596299465028.1711
2235,7714354054.288684,250393720.39221916,1593186216772.4197
2236,7524464934.194472,249042326.5092924,1594713645303.0781
2237,7374923280.459009,249840774.02903828,1589864852444.2961
2238,7232342791.808406,249984358.16267258,1586879033067.2124
2239,7074601958.955734,248873481.46067593,1587811035342.7542
2240,6951432584.929492,247806694.09889078,1582892070257.6694
2241,6893496648.8268,246704292.02869424,1579850273346.1848
2242,6703501925.516621,245639718.0545566,1581405107109.0542
2243,6607257831.399365,244819665.3056237,1579960247922.5732
2244,6473299626.867329,241469670.41471687,1579218130244.121
2245,6296753084.7673435,241107454.1821639,1580016454128.5867
2246,6196626488.392382,240585707.51435748,1575638472099.1956
2247,6052088357.509706,238913312.01229572,1577705542492.35
2248,5951150408.017162,237062444.55785474,1576320060944.0303
2249,5816505298.653274,234717376.04920027,1576739425420.296
2250,5724692104.438185,234497572.46201795,1576372104442.9585
2251,5673958737.368313,232304202.70607802,1571745644356.778
2252,5557405982.539646,230873286.8615545,1570421279585.2659
2253,5514242141.7238,228839142.31560364,1566239767037.9363
2254,5415545670.014118,227697144.2392396,1561966519492.4814
2255,5333865051.038639,225482720.5476945,1562755411820.482
2256,5261779548.473394,222910555.05416626,1561610961887.9836
2257,5230226263.20096,221598992.65751457,1562639513293.7222
2258,5125775363.288597,221841159.04452547,1560102305719.6042
2259,5083617384.679229,220421158.00248814,1558733187004.4368
2260,5047841135.536179,216969296.82470083,1559105497893.9229
2261,4987355055.0244,215958110.00865299,1559897537081.2427
2262,4915528731.186375,214719690.73260733,1560881531598.438
2263,4827223936.6943035,212492487.85391673,1562671730061.5598
2264,4753472039.924606,209093611.5065066,1563140924948.24
2265,4723408994.850653,206884867.2536228,1564109180790.708
2266,4629783417.0553465,203742410.16850019,1564053417987.4568
2267,4558305238.175102,201294219.44859985,1558938685159.7158
2268,4497833312.758685,198630379.75907224,1555683784973.0935
2269,4429641442.64014,199339278.70973846,1553707720822.8008
2270,4350125016.487092,200022579.88598126,1552578137720.7695
2271,4257199576.361743,199742355.2346885,1550349501100.8564
2272,4178425642.4568477,198910988.40147546,1545890619766.9858
2273,4100857348.7113357,199413178.49943548,1545272786783.2693
2274,4046733921.5227427,198612881.05460992,1544903067037.6245
2275,3951058631.8715653,198657428.0479491,1545443976096.911
2276,3867169648.234333,197979651.20947468,1545744927459.9258
2277,3778559787.0854125,196113711.31070742,1548140069372.2615
2278,3712633796.334307,194755118.7105258,1548596747757.8083
2279,3623654145.3884935,195432442.56750616,1551901181858.1587
2280,3521838160.581847,196551655.70055243,1552632639642.5518
2281,3444192997.626198,197197962.64133796,1549625052891.2888
2282,3347520274.296287,196438899.566584,1547106441940.3147
2283,3279151336.3064437,197276790.5691484,1549321457940.734
2284,3199898995.2042584,198513962.39123467,1546203542846.5688
2285,3134096997.615465,198378347.31445733,1545411957288.675
2286,3066696152.255112,198126907.57016626,1547179046826.851
2287,2986806101.1011252,196831608.8145467,1543404799205.8616
2288,2915930278.038516,194931677.2667259,1544975101714.6003
2289,2858066364.2687345,194862297.78926772,1543014323374.2517
2290,2804406216.922054,194838214.56769776,1543560715001.5107
2291,2745407803.6787095,194746009.21650073,1542503881220.1396
2292,2684815366.245441,195838380.82658142,1542593365788.7134
2293,2603677394.5192266,195797811.36916262,1537957871141.0042
2294,2531023993.2119546,194696494.8489281,1538408148848.4622
2295,2473372508.9317107,195841980.92511204,1540565348882.344
2296,2398052922.5493255,195555524.14704627,1536831763417.5305
2297,2346310049.7051272,194672052.10395297,1538427681962.2334
2298,2287525373.7443857,194898324.49759358,1536801408532.7302
2299,2237263373.9696193,194602741.00975978,1535375980134.9592
2300,2194228279.7653575,193928604.78323385,1535449888469.8452
