time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,3965534973675.62,3965534973675.62,3965534973675.62,3965534973675.62
2001,3954694767117.8813,3960738112981.975,3959689948267.4937,3953027003963.9854
2002,3948793517792.5093,3952404663013.662,3954520997034.6973,3942990103908.8887
2003,3942448039824.5996,3933643521010.158,3935759467181.1426,3921630457169.8228
2004,3932302416273.5317,3908948129008.773,3922133240687.2754,3901236064471.3496
2005,3913550409105.651,3889262848001.371,3912496298875.2256,3889064342798.078
2006,3912908080956.7095,3876942359152.0645,3901782038990.78,3870147931832.3027
2007,3902556313315.8594,3869968842666.367,3886973200953.348,3860214656548.0903
2008,3892786600387.1426,3858435605301.77,3877068995564.727,3844616056502.798
2009,3881014752966.473,3835702692079.5347,3860241603822.452,3837187685584.1626
2010,3857852801591.66,3815565251989.8335,3843604569659.318,3822260203087.8975
2011,3835950817852.9507,3813692935078.563,3819838222121.5483,3809875522818.576
2012,3816919839742.3,3801716697225.075,3811909434127.2505,3804743125372.5337
2013,3804445647034.0894,3792252462950.026,3800080749880.977,3793147843540.835
2014,3787249675997.6724,3785477256337.2314,3785265323701.8374,3773255276377.4395
2015,3768349356057.693,3780640007008.6533,3774657355801.1104,3757976762923.7188
2016,3742092136455.076,3767477367616.6436,3765416432900.214,3749688263239.2935
2017,3728795133655.194,3740007874689.2627,3752521669291.2705,3738775431716.4526
2018,3707076554012.734,3725596307019.917,3737140859407.8965,3726385271404.718
2019,3689940798635.1323,3712454712420.427,3716608940742.1187,3703268920504.1655
2020,3675648091736.1216,3692793954542.8364,3699299410995.166,3687900545137.702
2021,3656056262419.9272,3678350961881.407,3682137257848.6636,3678088508852.4966
2022,3624241698593.8657,3659316648533.556,3656526499873.0513,3662391973253.605
2023,3591183294279.315,3638073512724.972,3641910051438.313,3644474326601.182
2024,3565614005101.93,3619093482890.0376,3621714785633.273,3639505595969.859
2025,3536120618169.5566,3605439290076.6104,3606968923140.783,3622480366125.345
2026,3512283938210.4727,3589188456412.0073,3593536178445.813,3607848027615.9233
2027,3468220599460.961,3584236426647.9062,3573953577800.8823,3589865821673.187
2028,3443893034156.323,3573120188202.787,3553851723298.2485,3562093847969.1333
2029,3418675771692.592,3567770958851.9663,3524063640834.8755,3548771856552.3027
2030,3390133511697.7207,3563482354717.059,3506704922257.2305,3519348083490.395
2031,3359934562042.8657,3558390237481.217,3496188080903.2637,3491360430557.794
2032,3312072240151.1772,3551070967655.9644,3476609609643.5283,3464740437636.5854
2033,3275263817143.884,3530788776951.2954,3450638493114.473,3434767180505.283
2034,3235098868696.7812,3520367396333.015,3423416379429.822,3409716072528.287
2035,3203516749751.725,3500169162363.366,3410101291504.4194,3381918311795.3623
2036,3175380394019.117,3473798876842.7637,3389162867820.99,3357503377068.063
2037,3149802162725.963,3457308834665.765,3363675613003.9478,3323487493335.5483
2038,3124696801742.253,3444761400040.687,3346023211126.356,3289376141577.3145
2039,3087564450263.9,3423445844018.392,3320301120865.056,3251303466101.0415
2040,3062331258951.0903,3396750966957.077,3302700335850.0396,3218627167343.5127
2041,3033529849927.1733,3390242114658.992,3280562064001.2505,3184924665881.3013
2042,2998366728054.167,3373944672999.4526,3255725403930.741,3160187996385.1987
2043,2963615665990.042,3365038699307.4824,3234064709440.541,3113572032189.5063
