time,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,CANESM5
2037.0,195941650000.0,205736570000.0,205320340000.0,165686300000.0
2038.0,193274360000.0,202803360000.0,199912870000.0,159741350000.0
2039.0,187406650000.0,201016150000.0,197618090000.0,154724960000.0
2040.0,181457930000.0,198186810000.0,194647300000.0,151484040000.0
2041.0,173933450000.0,196735800000.0,189445300000.0,145308650000.0
2042.0,169959560000.0,192145200000.0,186908080000.0,140515600000.0
2043.0,165550640000.0,187917470000.0,181366050000.0,137140675000.0
2044.0,161235190000.0,183255090000.0,177910170000.0,133572440000.0
2045.0,156405020000.0,179230110000.0,172872760000.0,129396965000.0
2046.0,149855270000.0,175869920000.0,168006420000.0,124490800000.0
2047.0,146508730000.0,172641780000.0,162740720000.0,119720370000.0
2048.0,141667750000.0,168020820000.0,159269850000.0,115731220000.0
2049.0,139053270000.0,166060330000.0,157309030000.0,110222410000.0
2050.0,135696760000.0,159821970000.0,153443090000.0,106171690000.0
2051.0,128253230000.0,155582350000.0,149919450000.0,101723610000.0
2052.0,123796870000.0,149753170000.0,144827070000.0,97739830000.0
2053.0,119477520000.0,146414030000.0,141955580000.0,94515090000.0
2054.0,116389904000.0,140646940000.0,138328340000.0,91287626000.0
2055.0,111360220000.0,138070620000.0,135184430000.0,87076080000.0
2056.0,106454655000.0,134225740000.0,132601430000.0,82923274000.0
2057.0,102540790000.0,131366550000.0,129511730000.0,79995810000.0
2058.0,99112460000.0,128430030000.0,126185630000.0,75457390000.0
2059.0,96431950000.0,126102290000.0,123639350000.0,71300190000.0
2060.0,92892710000.0,122192980000.0,121052510000.0,67882095000.0
2061.0,90146110000.0,119162940000.0,118201350000.0,65070866000.0
2062.0,85825044000.0,115969114000.0,116194650000.0,62063590000.0
2063.0,83309060000.0,112235150000.0,112517644000.0,58605265000.0
2064.0,80604470000.0,110207200000.0,111339220000.0,56530293000.0
2065.0,78494610000.0,107877745000.0,110426956000.0,52948080000.0
2066.0,75886230000.0,104626230000.0,107918246000.0,50757263000.0
2067.0,72350790000.0,103097926000.0,104934200000.0,46998340000.0
2068.0,69843070000.0,102413490000.0,102622000000.0,44033460000.0
2069.0,66818613000.0,100658676000.0,103445270000.0,42276274000.0
2070.0,63450190000.0,100289560000.0,101844690000.0,40103500000.0
2071.0,60588073000.0,97367870000.0,100847935000.0,37742285000.0
2072.0,57862545000.0,96379390000.0,97703310000.0,35587252000.0
2073.0,56159908000.0,94873840000.0,95536000000.0,33106426000.0
2074.0,53781320000.0,93732274000.0,94524960000.0,31143240000.0
2075.0,51589587000.0,93246270000.0,93422805000.0,29740251000.0
2076.0,50030730000.0,91337654000.0,92510650000.0,28043688000.0
2077.0,48642142000.0,90741875000.0,91286130000.0,25859924000.0
2078.0,46992196000.0,88900230000.0,90399440000.0,24104055000.0
2079.0,44989067000.0,86634750000.0,89474020000.0,22924280000.0
2080.0,43002036000.0,84154450000.0,87862810000.0,22088012000.0
2081.0,41229940000.0,83121360000.0,86767124000.0,20755042000.0
2082.0,39510127000.0,81604380000.0,85695280000.0,19902884000.0
2083.0,37792117000.0,82238840000.0,84821420000.0,18714282000.0
2084.0,36328088000.0,82103304000.0,85037030000.0,17575650000.0
2085.0,35338970000.0,81937736000.0,85099960000.0,16152168000.0
2086.0,34306476000.0,81268880000.0,84987360000.0,15352613000.0
2087.0,32789870000.0,80256280000.0,84298490000.0,14202792000.0
2088.0,31542620000.0,79811140000.0,84409090000.0,13136786000.0
2089.0,30364606000.0,78981850000.0,83359240000.0,12141443000.0
2090.0,28986747000.0,77969640000.0,82752140000.0,11287340000.0
2091.0,27029682000.0,78396050000.0,81722640000.0,10519997000.0
2092.0,25919973000.0,79276210000.0,81611990000.0,9843118000.0
2093.0,24374331000.0,78691525000.0,80740190000.0,9190527000.0
2094.0,23001342000.0,78162035000.0,80723800000.0,8451760600.0
2095.0,22252784000.0,77018644000.0,80070640000.0,7700841000.0
2096.0,21367714000.0,75575580000.0,80059630000.0,7116649500.0
2097.0,20011310000.0,76478095000.0,79293700000.0,6741985300.0
2098.0,19169237000.0,75285610000.0,78749960000.0,6151897000.0
2099.0,18196584000.0,75228000000.0,78587675000.0,5761018000.0
2100.0,17215370000.0,75398906000.0,77469860000.0,5403761700.0
