time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,8161364449270.23,8161364449270.23,8161364449270.23,8161364449270.23
2001,8148422571721.624,8148887069936.731,8143757202323.422,8145317489036.995
2002,8136500030717.05,8137405529020.839,8136800801181.61,8135462794116.873
2003,8113504316486.573,8122576914648.978,8122557445658.652,8112998891786.578
2004,8088578508203.069,8104822665237.377,8113457065419.16,8099339692860.957
2005,8067641691674.673,8092806194561.757,8094123624439.76,8076188360027.542
2006,8049520628436.427,8071976363989.482,8089766149239.36,8055022202597.837
2007,8016930141775.043,8059874649373.513,8070392696067.291,8045546998920.639
2008,8001253492222.341,8048006755151.695,8047598177237.301,8023199618567.091
2009,7989885796488.764,8025182218622.737,8032205263274.95,8012222204344.876
2010,7966745443505.919,8000284651087.832,8015489688575.237,7995985998818.428
2011,7949661536821.571,7981306054144.494,7998085945475.003,7985592043926.0625
2012,7944833511193.872,7945530971167.735,7987267545756.735,7971528291229.592
2013,7919419578275.064,7929704594167.954,7962872862680.23,7960652055257.339
2014,7906983470906.643,7915967324972.922,7944248596025.802,7943895053666.882
2015,7892679596291.986,7899617449393.522,7927125478893.5625,7925140500410.336
2016,7882074019961.822,7886768291351.201,7903944351895.859,7902617306912.856
2017,7860317383462.225,7865657476263.257,7874989566061.285,7876517752110.354
2018,7840941987550.008,7847062885161.621,7858169760665.123,7853298980819.3125
2019,7813590928413.171,7833440991654.252,7833804921308.059,7834340725184.837
2020,7797604719142.266,7822082408244.372,7820114723157.946,7815058031301.006
2021,7770086767075.308,7799502751976.636,7802195505319.963,7806813889124.461
2022,7727486891008.711,7785461995874.393,7789173300854.328,7781434016904.096
2023,7682123185406.696,7761627154500.726,7769474892836.083,7745905570858.966
2024,7640779942404.032,7738970712522.691,7759374035958.005,7735633261707.155
2025,7610837907439.55,7720367576998.997,7737003123011.571,7717978063812.594
2026,7582574456943.13,7685981043216.213,7718887274314.906,7696563176439.558
2027,7519312181195.237,7665081520124.685,7705654668587.414,7676219398363.494
2028,7493978531789.897,7646284451964.801,7681199058855.353,7652313203720.652
2029,7461973127612.824,7634610703542.696,7654902855399.103,7629088731569.979
2030,7416954571520.146,7613382264741.734,7635719566448.511,7568540143393.386
2031,7369256009701.849,7593892401715.359,7621686366047.728,7535232053734.776
2032,7310983992463.885,7577792616582.929,7602037299837.1,7517027825727.783
2033,7275595025428.454,7550868349650.199,7571192917378.866,7489880028534.155
2034,7206976159250.227,7522024412868.271,7531595416668.767,7469616233346.355
2035,7174306365491.033,7499760132847.245,7498522076070.48,7447520309613.663
2036,7122406606438.95,7476587194390.127,7472189351744.338,7427151540716.09
2037,7079503628045.651,7450783072875.273,7439834918344.908,7387671215889.468
2038,7010128353404.991,7407502338122.88,7410037677822.183,7357517330465.668
2039,6947740483151.783,7374638176932.973,7375352042547.252,7308509535972.641
2040,6875904549746.487,7333120302705.143,7347714010722.285,7246226039649.265
2041,6821536525517.4375,7300376670074.94,7320338093979.195,7198807042896.937
2042,6768774696900.912,7258827555204.104,7280035568318.901,7151240684975.331
2043,6713793949642.014,7218190604984.495,7254041616432.784,7111498420833.567
2044,6638537153712.636,7163220588259.828,7205093023369.462,7069600160657.509
2045,6549603523993.659,7119830277691.664,7176126074131.824,7037227426241.039
2046,6467126011134.03,7087392379813.393,7146878430575.419,6994805010404.423
2047,6400472926804.1875,7059449010125.048,7125689591116.3955,6960622151902.452
2048,6309861738965.21,7037500931482.495,7106146219458.458,6898013262624.769
2049,6231193264289.833,7010832743547.596,7072399457210.624,6866476106964.797
2050,6142442680293.656,6972873481324.193,7043699044565.977,6827427339440.982
2051,6050807295319.09,6939265660532.317,7020387301593.531,6780661959216.607
2052,5939163251149.477,6907055024367.929,6986548526109.218,6731401026065.529
2053,5877303001627.097,6872503517089.834,6956102634976.321,6687572205384.045
2054,5836133189430.13,6842939705043.552,6903512891915.619,6650950723450.247
2055,5760488872837.594,6816367614978.376,6883285481902.836,6606486649347.727
2056,5682384847044.942,6775538263961.761,6860948577358.911,6568254592383.559
2057,5620630054896.567,6733635333238.372,6830125185322.271,6523255133056.252
2058,5530104586271.202,6705897561327.538,6809110922203.4375,6486611829322.863
2059,5449245133774.569,6683152536733.106,6770331441991.652,6458967590240.56
2060,5350200712803.874,6655509173216.522,6712487697450.292,6420556081594.195
2061,5233887493636.463,6622235685922.49,6680658664744.974,6391097116106.903
2062,5068912029746.813,6589240822210.145,6657430969902.6045,6357904116302.551
2063,4974847344066.58,6564582693077.393,6630010787529.8125,6308167715412.465
2064,4885126334843.87,6531621608865.249,6596998713549.525,6269309811269.962
2065,4834420174415.923,6482601198169.613,6537199200099.63,6251887350336.662
2066,4779194554047.64,6454034934509.122,6519885232024.711,6215370880000.281
2067,4679345911379.585,6420240482436.894,6487628166097.166,6180050789073.966
2068,4551306648012.433,6368512603660.282,6452450619614.334,6101254158771.663
2069,4476595575271.465,6341433150879.251,6428420679629.85,6054874856859.761
2070,4394411280753.176,6313010587051.609,6398507887321.919,6026281798876.332
2071,4279242997914.937,6285127543944.448,6372825939423.433,6008032664672.666
2072,4160618580564.331,6259045277864.078,6341068369198.369,5960171575330.753
2073,4070780244782.781,6221806665170.429,6323103127770.998,5873536342668.771
2074,3952519672924.621,6182487562394.825,6306169268494.349,5836804551404.296
2075,3808132238763.7314,6163027524896.244,6285119099858.782,5777482088542.084
2076,3680323874828.283,6130148673485.731,6259150759469.0,5708067194778.888
2077,3580552749185.4243,6088071178315.084,6234704886782.245,5664457223613.102
2078,3484470460193.665,6065040516596.469,6198065511209.715,5600374712165.914
2079,3380610220454.6274,6046124257382.135,6170081996393.838,5523572629213.431
2080,3301245705055.141,6029582570848.374,6143616034211.847,5461978812081.525
2081,3223528895884.5,6001047385667.89,6111345904232.694,5422837605323.465
2082,3150087396763.9355,5971551975712.207,6068700711874.402,5396112502940.83
2083,3030950734426.9067,5951248997209.449,6042595791345.12,5349092696320.252
2084,2904002651734.441,5937145137446.476,6009607625824.467,5315372469660.43
2085,2810998339415.183,5905402010028.936,5990184519709.018,5251100792507.814
2086,2700166321892.7495,5884199286487.411,5949259547267.693,5197821784600.308
2087,2623184253707.235,5862972750037.595,5910399427204.094,5172740758794.773
2088,2559896806873.3726,5835299067234.745,5875598896723.567,5138943857251.89
2089,2501660620409.96,5805759452932.411,5842491539209.136,5093149081600.463
2090,2409407577636.7275,5760244134141.519,5811641308070.078,5043400676627.588
2091,2339133023417.374,5724791231667.003,5789556709765.369,4972220864619.156
2092,2252667838588.563,5693232509492.547,5747434102050.345,4916756576241.208
2093,2165341348066.5457,5653803936612.908,5709969799001.935,4853580442291.352
2094,2063587006846.3064,5621673080917.114,5683290202749.535,4776520057701.305
2095,1986899016680.308,5587157730327.518,5666609268970.962,4735465892825.17
2096,1922007914362.4321,5553918765931.62,5648556551878.43,4690419598243.461
2097,1847054137337.4648,5528798360467.755,5617375435409.936,4636868248091.629
2098,1805483002717.3213,5485925120078.069,5591063887825.516,4554893950272.442
2099,1767813178845.7842,5457994535796.824,5561683821219.991,4497942753085.004
2100,1725799606352.5745,5440136892242.594,5539452640591.291,4440841525705.513
2101,1672173337778.4424,5413145836061.208,5503822030136.54,4365763975089.4326
2102,1622894679330.0127,5389950762763.404,5469869490229.31,4317998772468.246
2103,1580238199395.2466,5354063609132.405,5438322517579.827,4256589234287.718
2104,1555060309528.2725,5337085660679.785,5405568437211.995,4183380882245.8364
2105,1512079507875.071,5301991160231.119,5377235801047.327,4129102208701.2734
2106,1476297133542.3455,5277197424200.173,5351698799076.783,4070232501951.817
2107,1448822896702.8342,5244123473671.652,5322803523182.991,4028889003103.5557
2108,1423257420889.6042,5192913745307.105,5294096222300.961,3980831089341.258
2109,1395987207739.539,5161503519128.264,5256533919345.137,3911621211545.365
2110,1370801412087.9268,5126581899695.691,5227281918425.952,3862125767189.9116
2111,1324721510372.1343,5105785881712.1875,5197559908914.675,3796859789329.405
2112,1287941040911.5703,5084411650572.376,5139226030406.38,3754455344571.332
2113,1244737524412.5942,5064835725861.314,5115389712848.859,3694812494176.28
2114,1189477361984.8225,5041111119163.22,5079069469109.185,3651733816305.2515
2115,1172259104454.8787,5003335802794.711,5053330323329.855,3631153425603.5537
2116,1153387269234.948,4949060092180.979,5025029324523.154,3601820545468.1133
2117,1129660281996.1943,4899135138561.275,5004148003164.779,3545428624462.4487
