time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,8161364449270.23,8161364449270.23,8161364449270.23
2001,8153429849311.595,8152413823248.208,8140543746095.212
2002,8147013765398.675,8144453425625.74,8133203080709.281
2003,8134383190443.212,8135894049496.998,8117320183669.094
2004,8120948799551.469,8122840255856.953,8107718457792.408
2005,8108237139362.132,8113577846485.597,8086455535839.709
2006,8097693420299.767,8096999268166.589,8083137067455.772
2007,8096423272464.96,8081884376546.511,8061538435605.11
2008,8087721030330.283,8076553272554.069,8049215843294.587
2009,8065810927449.176,8063816498084.974,8022195298531.091
2010,8041665224050.227,8049473664845.237,8001337448452.484
2011,8011794360622.123,8014364014815.687,7980959208111.288
2012,8001543278916.63,7992107163655.256,7967740704675.422
2013,7980709186636.173,7961286578168.933,7954800552907.304
2014,7954966560159.159,7940497491881.729,7937354851933.631
2015,7930627284504.68,7928679689202.87,7919466399735.387
2016,7914369454329.946,7920834696372.247,7906787595640.62
2017,7892552904301.191,7899483128331.894,7877321644155.489
2018,7878587668857.436,7872617051727.685,7863014852942.879
2019,7860589386962.29,7846012814262.42,7846586502603.402
2020,7839012642626.584,7820279312020.728,7823646435756.442
2021,7815047555923.69,7793681732525.699,7804420758476.643
2022,7802039386919.052,7774716008518.421,7781143501708.372
2023,7781921314514.628,7740881652495.627,7761397801827.973
2024,7755772127457.994,7699988954703.014,7735424190970.963
2025,7730134020734.908,7669180001621.569,7712822488912.235
2026,7709862727203.695,7649300960487.758,7677081918273.171
2027,7683044447599.852,7629300491867.016,7643261967798.19
2028,7654522062799.592,7611744641655.948,7611096600216.4375
2029,7632681034473.001,7590991666505.676,7584025605175.556
2030,7604523795346.879,7568072394885.502,7555982316922.741
2031,7572881670039.957,7560368195470.455,7528485864053.107
2032,7546626112417.527,7541536059216.271,7505122759816.024
2033,7516602366391.578,7524439212731.759,7486672434607.595
2034,7476488265889.112,7510956411996.981,7460279676575.834
2035,7438926579216.638,7489099465393.768,7443282897846.681
2036,7407982378710.842,7472236424409.711,7429085443279.184
2037,7360123327476.72,7440010568036.361,7410847764878.077
2038,7314602029626.021,7417502109456.991,7375324140511.405
2039,7276692042403.158,7393420459565.349,7338904717341.096
2040,7234858358558.48,7380208312494.861,7317327782425.744
2041,7181493580807.437,7353345872497.963,7291475337125.422
2042,7137479175478.849,7329374200507.423,7262679338772.711
2043,7095449745129.327,7289664253346.362,7247790029932.408
2044,7036801115023.618,7267575420526.159,7218010967496.366
2045,6990035514251.069,7255845795741.484,7187828568750.903
2046,6916523940972.138,7236766480543.678,7154869054064.82
2047,6866588542949.737,7221771629716.825,7122934128098.712
2048,6822889772958.798,7200848716908.083,7086869597506.505
2049,6770191093176.32,7169379079834.957,7061128563625.65
2050,6698052652523.691,7132705189724.527,7036515086030.293
2051,6675888418597.611,7113119641472.131,6988750463211.109
2052,6633233139212.013,7080967532021.545,6965123819915.554
2053,6588708064657.137,7051739062646.188,6945235577592.401
2054,6530399660603.598,7013737842851.11,6927425572674.832
2055,6446220188631.363,6993619929758.148,6891660274324.755
2056,6386188496031.049,6939472612587.039,6860329282047.295
2057,6344699471174.933,6902136606756.785,6839655522084.178
2058,6313979226419.052,6873200095344.602,6818045624564.364
2059,6276957847512.773,6849150172487.388,6795415429531.767
2060,6220304724216.497,6814083907649.338,6747360224465.639
2061,6159726717904.411,6790498873843.612,6711177002974.048
2062,6115403017579.724,6771645189933.977,6697399345157.792
2063,6071349389784.507,6752234023938.622,6669367103856.581
2064,6044558392719.58,6702485888269.49,6648757025705.379
