time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,58406936317.092,58406936317.092,58406936317.092,58406936317.092
2001,57889835023.132835,58181476762.61823,57920613331.03364,57147664028.84443
2002,57796173055.84644,57772550349.50342,56324019239.14796,57177540993.92534
2003,56752594696.505005,57124072904.93834,56079520363.793015,56980363745.75927
2004,55961525897.2189,55952073271.097946,56490210852.750435,54988547464.62519
2005,55820682717.26414,56217339377.10866,55759296558.09165,53630189977.699715
2006,56034402882.251366,55446333665.50601,55534100775.47656,54028680888.74187
2007,54465763120.97657,54791164990.43242,54940083786.6711,53621359584.05368
2008,52849413443.07127,54973842448.49965,54734044031.67037,53241815171.02282
2009,52378595639.90063,54167472079.74237,53426538890.881294,53103624046.71871
2010,52335527578.10314,53576624675.09768,53252005244.787575,52520071238.35131
2011,51903000978.56727,52502608350.41596,52633199527.43399,51091895985.66566
2012,50902549199.12135,52653805904.209274,52112969419.4379,49715798094.410286
2013,50387463321.09622,51752829193.050285,50541023066.08073,49239329745.15108
2014,49466604523.43178,50684083144.07599,50036979475.98551,49298610033.205894
2015,46311612087.34144,50137743569.96334,48138707025.964134,48364288705.18368
2016,44450173027.767914,48346390834.629395,45557721509.63951,46878501053.99021
2017,43967322972.30142,47088207491.08154,44719142076.427185,45651640663.868805
2018,43987864214.06903,46749049103.00436,43511599090.11216,44196504049.14851
2019,43731178075.95073,44732146911.19236,42862925604.89613,44174749101.031654
2020,42304438462.23803,42349810090.61569,41998951705.01563,42357238136.935974
2021,42701922399.00581,41312550956.4921,40953082364.08695,38748212488.953896
2022,42666230351.27437,40333884667.26628,40718047947.596886,38371018372.30329
2023,41653224636.18531,39701321337.938835,40064171638.2287,36512066337.019875
2024,42320076470.6046,38412689252.86507,39137180161.130646,35184984723.62794
2025,40940347971.52427,36501885512.58737,37613642267.27437,33838015095.93967
2026,39697878431.91753,35670173495.49561,37086509763.092514,32562691975.007874
2027,38721623517.402756,34682649097.41281,36762464382.162155,31174343206.616703
2028,37341026281.987976,33058668430.48624,36493925572.64927,29884593028.873745
2029,35266396077.416985,32547059667.104378,34924640430.0911,28357358672.755665
2030,34270391953.859318,31509617810.18341,33693041502.628113,26208419309.044167
2031,32794041895.66101,30698387023.982998,33786962421.781193,25254288326.64336
2032,33065170662.705288,28019252151.006954,32494112561.672203,24396190806.785637
2033,31080287707.04575,26702238295.77439,31827022673.684414,24585131650.037746
2034,30287181395.070175,25538310116.617672,31601378591.895756,23253947211.193367
2035,29311336895.247562,24750439703.95975,31480564397.57711,22007524579.990917
2036,28136195915.191986,23430208678.03087,29930226207.280014,20693389718.036
2037,28205588904.524307,22395458236.541206,28444540106.011814,19879719779.519
2038,27081381585.37294,20626234689.364567,27444474788.333923,19427505933.61803
2039,26006669158.155502,20420751925.457153,26240869638.62733,18662840109.423695
2040,24205758856.689022,19285918636.655384,25591698142.73366,18415106469.308495
2041,22864318693.668278,18388051299.707195,24710262923.11242,18089036197.634113
2042,21744942358.727528,18005207501.805153,23252175582.637283,18232791492.962112
2043,20401486463.239246,16664718303.459627,22655152436.198437,17487757594.978363
2044,19496882884.73847,14911434798.341085,21688596363.365223,16472247604.219019
2045,18563252096.426422,14011790549.729097,20590948541.963936,16006780332.095398
2046,17449783921.945465,13041128268.839937,19595346201.205643,15815056343.254234
2047,16252183187.844736,11844793421.767803,18847997460.69458,15164697133.83195
2048,15522815155.08053,11211741098.089907,18005420005.26361,14893664567.79823
2049,14863305260.329323,11010963136.208681,17128327921.451992,14938300302.597008
2050,14418072596.1987,10180299222.63708,16443287090.285057,14385576422.60247
2051,13899014331.950542,9432735539.982573,16142838641.115736,13410670456.293188
2052,13602765521.02676,9010021542.078188,15951218127.737463,12785119256.510777
2053,12881723150.113155,8536152505.147277,15650177397.173021,12329273125.218529
2054,12435114250.313581,7894859111.064335,15574555531.731903,11750200361.642231
2055,11260042723.819357,7519474761.71604,14682307839.41561,11375421290.34644
2056,10992828241.17668,7486247822.33478,13718202333.449486,11319378464.86893
2057,10102616627.262554,7361946055.34302,12892014094.086168,10432234529.35634
